Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
565,Carlos Augusto,0.2,2024-2025,25,br BRA,Inter,it Serie A,29,1691,18.8,15,14,3,0.2,0.1,0.3,0.2,0,0,0,DF
566,Christian Nørgaard,0.2,2024-2025,30,dk DEN,Brentford,eng Premier League,34,2819,31.3,34,0,0,0.2,0.1,0.3,0.2,0,0,0,MF
567,Yangel Herrera,0.2,2024-2025,26,ve VEN,Girona,es La Liga,29,2257,25.1,27,2,1,0.2,0.1,0.3,0.2,0,0,0,MF
568,Romano Schmid,0.2,2024-2025,24,at AUT,Werder Bremen,de Bundesliga,32,2834,31.5,32,0,0,0.2,0.1,0.3,0.1,0,0,0,MF
569,Daler Kuzyaev,0.2,2024-2025,31,ru RUS,Le Havre,fr Ligue 1,12,567,6.3,6,6,12,0.2,0,0.2,0.2,0,0,0,MF
570,Pedro Neto,0.2,2024-2025,24,pt POR,Chelsea,eng Premier League,35,2269,25.2,24,11,1,0.2,0.2,0.4,0.2,0,0,0,FW
571,Gerrit Holtmann,0.2,2024-2025,29,ph PHI,Bochum,de Bundesliga,23,1136,12.6,12,11,2,0.2,0.1,0.2,0.2,0,0,0,"DF,FW"
572,Jordan Teze,0.2,2024-2025,24,nl NED,Monaco,fr Ligue 1,16,569,6.3,8,8,3,0.2,0,0.2,0.2,0,0,0,DF
573,Unai López,0.2,2024-2025,28,es ESP,Rayo Vallecano,es La Liga,32,1707,19,23,9,1,0.2,0.1,0.2,0.2,0,0,0,MF
574,Curtis Jones,0.2,2024-2025,23,eng ENG,Liverpool,eng Premier League,33,1712,19,19,14,1,0.2,0.2,0.3,0.2,0,0,0,"MF,DF"
575,Luis Rioja,0.2,2024-2025,30,es ESP,2 Teams,es La Liga,37,2854,31.7,33,4,0,0.2,0.1,0.3,0.1,0.1,0.1,0,FW
576,Frenkie de Jong,0.2,2024-2025,27,nl NED,Barcelona,es La Liga,26,1143,12.7,9,17,3,0.2,0.2,0.3,0.2,0,0,0,MF
577,Mitchell Weiser,0.2,2024-2025,30,de GER,Werder Bremen,de Bundesliga,32,2868,31.9,32,0,0,0.2,0.3,0.4,0.2,0,0,0,"DF,MF"
578,Bryan Gil,0.2,2024-2025,23,es ESP,Girona,es La Liga,25,1721,19.1,21,4,0,0.2,0.2,0.3,0.2,0,0,0,"FW,MF"
579,Stefan de Vrij,0.2,2024-2025,32,nl NED,Inter,it Serie A,26,1726,19.2,18,8,9,0.2,0,0.2,0.2,0,0,0,DF
580,Danilo Cataldi,0.2,2024-2025,29,it ITA,2 Teams,it Serie A,25,1728,19.2,23,2,3,0.2,0,0.2,0.2,0,0,0,MF
581,Dani de Wit,0.2,2024-2025,26,nl NED,Bochum,de Bundesliga,28,1153,12.8,11,17,5,0.2,0.1,0.2,0.2,0,0,0,"MF,FW"
582,Douglas,0.2,2024-2025,27,br BRA,Nantes,fr Ligue 1,28,2307,25.6,28,0,2,0.2,0.1,0.2,0.2,0,0,0,MF
583,Christian Kabasele,0.2,2024-2025,33,be BEL,Udinese,it Serie A,16,1161,12.9,12,4,22,0.2,0,0.2,0.2,0,0,0,DF
584,Khéphren Thuram,0.2,2024-2025,23,fr FRA,Juventus,it Serie A,35,2326,25.8,26,9,0,0.2,0.2,0.3,0.2,0,0,0,MF
585,Julio Enciso,0.2,2024-2025,20,py PAR,2 Teams,eng Premier League,25,1163,12.9,14,11,7,0.2,0.2,0.4,0.2,0,0,0,"MF,FW"
586,Nicolás González,0.2,2024-2025,26,ar ARG,Juventus,it Serie A,26,1750,19.4,23,3,1,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
587,Mathys Tel,0.2,2024-2025,19,fr FRA,2 Teams,2 Comps,21,1167,13,13,8,10,0.2,0.2,0.3,0.1,0.1,0.1,0,FW
588,Felix Agu,0.2,2024-2025,24,ng NGA,Werder Bremen,de Bundesliga,22,1751,19.5,21,1,2,0.2,0,0.2,0.2,0,0,0,DF
589,Ilias Akhomach,0.2,2024-2025,20,ma MAR,Villarreal,es La Liga,11,584,6.5,7,4,1,0.2,0,0.2,0.2,0,0,0,"MF,FW"
590,Adam Maruši?,0.2,2024-2025,31,me MNE,Lazio,it Serie A,35,2337,26,26,9,3,0.2,0,0.2,0.2,0,0,0,DF
591,Lazar Samardzic,0.2,2024-2025,22,rs SRB,Atalanta,it Serie A,31,1169,13,7,24,6,0.2,0.1,0.2,0.2,0,0,0,MF
592,Raúl Moro,0.2,2024-2025,21,es ESP,Valladolid,es La Liga,33,2341,26,26,7,0,0.2,0.2,0.3,0.2,0,0,0,"MF,FW"
593,Habib Diarra,0.2,2024-2025,20,sn SEN,Strasbourg,fr Ligue 1,30,2352,26.1,27,3,0,0.2,0.2,0.3,0.1,0.1,0.1,0,"MF,FW"
594,Jadon Sancho,0.2,2024-2025,24,eng ENG,Chelsea,eng Premier League,31,1764,19.6,19,12,1,0.2,0.2,0.4,0.2,0,0,0,FW
595,Tommaso Pobega,0.2,2024-2025,25,it ITA,Bologna,it Serie A,21,1178,13.1,13,8,10,0.2,0.2,0.3,0.2,0,0,0,MF
596,Patrick Wimmer,0.2,2024-2025,23,at AUT,Wolfsburg,de Bundesliga,29,1770,19.7,22,7,0,0.2,0.2,0.4,0.2,0,0,0,"MF,FW"
597,Paul Wanner,0.2,2024-2025,18,de GER,Heidenheim,de Bundesliga,29,1771,19.7,20,9,4,0.2,0.1,0.3,0.1,0.1,0.1,0,"MF,FW"
598,Mama Samba Baldé,0.2,2024-2025,28,gw GNB,2 Teams,fr Ligue 1,29,1182,13.1,12,17,0,0.2,0.2,0.4,0.2,0,0,0,FW
599,Pablo Rosario,0.2,2024-2025,27,do DOM,Nice,fr Ligue 1,29,1775,19.7,21,8,0,0.2,0.1,0.2,0.1,0.1,0.1,0,"MF,DF"
600,Aimar Oroz,0.2,2024-2025,22,es ESP,Osasuna,es La Liga,37,2966,33,35,2,0,0.2,0.1,0.3,0.1,0,0,0,MF
,,,,,,,,,,,,,,,,,,,,,
