Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
437,Bojan Miovski,0.2,2024-2025,25,mk MKD,Girona,es La Liga,17,869,9.7,12,5,13,0.2,0.1,0.3,0.2,0,0,0,FW
438,Gabriel Strefezza,0.2,2024-2025,27,br BRA,Como,it Serie A,37,2619,29.1,32,5,0,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
439,Jonathan Ikone,0.2,2024-2025,26,fr FRA,2 Teams,it Serie A,27,874,9.7,6,21,5,0.2,0,0.2,0.2,0,0,0,FW
440,Matías Vecino,0.2,2024-2025,32,uy URU,Lazio,it Serie A,20,877,9.7,7,13,3,0.2,0.3,0.5,0.2,0,0,0,MF
441,Callum Hudson-Odoi,0.2,2024-2025,23,eng ENG,Nott'ham Forest,eng Premier League,31,2194,24.4,25,6,1,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
442,Jubal,0.2,2024-2025,30,br BRA,Auxerre,fr Ligue 1,30,2640,29.3,30,0,0,0.2,0,0.2,0.1,0.1,0.1,0,DF
443,Kamory Doumbia,0.2,2024-2025,21,ml MLI,Brest,fr Ligue 1,30,1322,14.7,13,17,1,0.2,0.1,0.3,0.2,0,0,0,"MF,FW"
444,Iñaki Williams,0.2,2024-2025,30,gh GHA,Athletic Club,es La Liga,35,2652,29.5,29,6,0,0.2,0.3,0.5,0.2,0,0,0,FW
445,Hernani,0.2,2024-2025,30,br BRA,Parma,it Serie A,25,1327,14.7,15,10,2,0.2,0.2,0.4,0,0.2,0.2,0,MF
446,Willi Orban,0.2,2024-2025,31,hu HUN,RB Leipzig,de Bundesliga,25,2222,24.7,25,0,1,0.2,0,0.2,0.2,0,0,0,DF
447,Félix Lemaréchal,0.2,2024-2025,20,fr FRA,Strasbourg,fr Ligue 1,27,1779,19.8,20,7,5,0.2,0.2,0.4,0.2,0,0,0,"MF,FW"
448,Francisco Conceição,0.2,2024-2025,21,pt POR,Juventus,it Serie A,26,1340,14.9,12,14,2,0.2,0.2,0.4,0.2,0,0,0,"FW,MF"
449,Nicolás Paz,0.2,2024-2025,19,ar ARG,Como,it Serie A,35,2687,29.9,30,5,1,0.2,0.3,0.5,0.2,0,0,0,"MF,FW"
450,Juan Cruz,0.2,2024-2025,24,es ESP,Leganés,es La Liga,34,2257,25.1,26,8,4,0.2,0.2,0.4,0.2,0,0,0,"FW,MF"
451,Nadir Zortea,0.2,2024-2025,25,it ITA,Cagliari,it Serie A,35,2713,30.1,33,2,1,0.2,0.1,0.3,0.2,0,0,0,"DF,MF"
452,Alberto Moleiro,0.2,2024-2025,20,es ESP,Las Palmas,es La Liga,35,2714,30.2,32,3,1,0.2,0,0.2,0.2,0,0,0,"FW,MF"
453,Marc Roca,0.2,2024-2025,27,es ESP,Betis,es La Liga,14,906,10.1,11,3,1,0.2,0.2,0.4,0.2,0,0,0,MF
454,Mohamed Haj,0.2,2024-2025,19,tn TUN,Parma,it Serie A,15,453,5,3,12,22,0.2,0.4,0.6,0.2,0,0,0,MF
455,Julián Malatini,0.2,2024-2025,23,ar ARG,Werder Bremen,de Bundesliga,10,454,5,5,5,21,0.2,0.2,0.4,0.2,0,0,0,DF
456,Noah Okafor,0.2,2024-2025,24,ch SUI,2 Teams,it Serie A,15,454,5,5,10,14,0.2,0,0.2,0.2,0,0,0,FW
457,Leandro Paredes,0.2,2024-2025,30,ar ARG,Roma,it Serie A,22,1373,15.3,15,7,13,0.2,0.1,0.3,0.1,0.1,0.1,0,MF
458,Selim Amallah,0.2,2024-2025,27,ma MAR,Valladolid,es La Liga,24,1376,15.3,18,6,7,0.2,0.1,0.3,0.1,0.1,0.1,0,MF
459,Lassine Sinayoko,0.2,2024-2025,24,ml MLI,Auxerre,fr Ligue 1,34,2299,25.5,25,9,0,0.2,0.3,0.5,0.2,0,0,0,"FW,MF"
460,Jean Mattéo Bahoya,0.2,2024-2025,19,fr FRA,Eint Frankfurt,de Bundesliga,24,921,10.2,10,14,4,0.2,0.3,0.5,0.2,0,0,0,"MF,FW"
461,Julian Brandt,0.2,2024-2025,28,de GER,Dortmund,de Bundesliga,30,2303,25.6,28,2,0,0.2,0.4,0.6,0.2,0,0,0,MF
462,Marshall Munetsi,0.2,2024-2025,28,zw ZIM,2 Teams,2 Comps,33,2770,30.8,31,2,0,0.2,0.1,0.3,0.2,0,0,0,"MF,FW"
463,Jeremie Frimpong,0.2,2024-2025,23,nl NED,Leverkusen,de Bundesliga,33,2314,25.7,25,8,1,0.2,0.2,0.4,0.2,0,0,0,"DF,MF"
464,Abdou Harroui,0.2,2024-2025,26,nl NED,Hellas Verona,it Serie A,10,463,5.1,5,5,1,0.2,0.4,0.6,0.2,0,0,0,"MF,FW"
465,Koji Miyoshi,0.2,2024-2025,27,jp JPN,Bochum,de Bundesliga,15,464,5.2,6,9,6,0.2,0,0.2,0.2,0,0,0,"FW,MF"
466,Ulisses Garcia,0.2,2024-2025,28,ch SUI,Marseille,fr Ligue 1,20,930,10.3,10,10,6,0.2,0.2,0.4,0.2,0,0,0,DF
467,Juanmi Latasa,0.2,2024-2025,23,es ESP,Valladolid,es La Liga,28,1398,15.5,14,14,3,0.2,0,0.2,0.2,0,0,0,FW
468,Yann Gboho,0.2,2024-2025,23,fr FRA,Toulouse,fr Ligue 1,31,2333,25.9,27,4,0,0.2,0.2,0.3,0.2,0,0,0,"MF,FW"
469,Joshua Zirkzee,0.2,2024-2025,23,nl NED,Manchester Utd,eng Premier League,32,1402,15.6,14,18,0,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
470,Yaser Asprilla,0.2,2024-2025,20,co COL,Girona,es La Liga,27,1405,15.6,15,12,3,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
471,R?zvan Marin,0.2,2024-2025,28,ro ROU,Cagliari,it Serie A,33,1406,15.6,13,20,5,0.2,0.1,0.3,0.1,0.1,0.1,0,MF
472,Matt O'Riley,0.2,2024-2025,23,dk DEN,Brighton,eng Premier League,21,938,10.4,11,10,3,0.2,0.2,0.4,0.1,0.1,0.1,0,MF
473,Theo Bair,0.2,2024-2025,24,ca CAN,Auxerre,fr Ligue 1,29,939,10.4,11,18,5,0.2,0.1,0.3,0.2,0,0,0,FW
474,Abdoul Ouattara,0.2,2024-2025,18,fr FRA,Strasbourg,fr Ligue 1,17,471,5.2,3,14,6,0.2,0.2,0.4,0.2,0,0,0,"DF,FW"
475,Álex Muñoz,0.2,2024-2025,30,es ESP,Las Palmas,es La Liga,21,1415,15.7,18,3,16,0.2,0,0.2,0.2,0,0,0,DF
476,Himad Abdelli,0.2,2024-2025,24,dz ALG,Angers,fr Ligue 1,32,2842,31.6,32,0,0,0.2,0,0.2,0.1,0.1,0.1,0,"MF,FW"
477,Takefusa Kubo,0.2,2024-2025,23,jp JPN,Real Sociedad,es La Liga,36,2372,26.4,27,9,1,0.2,0,0.2,0.2,0,0,0,"MF,FW"
478,Matteo Cancellieri,0.2,2024-2025,22,it ITA,Parma,it Serie A,27,1424,15.8,19,8,2,0.2,0,0.2,0.2,0,0,0,"FW,MF"
479,Andre-Frank Zambo Anguissa,0.2,2024-2025,28,cm CMR,Napoli,it Serie A,35,2852,31.7,32,3,0,0.2,0.1,0.3,0.2,0,0,0,MF
480,Gvidas Gineitis,0.2,2024-2025,20,lt LTU,Torino,it Serie A,30,1430,15.9,15,15,2,0.2,0.1,0.3,0.2,0,0,0,MF
481,Amin Sarr,0.2,2024-2025,23,se SWE,Hellas Verona,it Serie A,32,1907,21.2,25,7,4,0.2,0,0.2,0.2,0,0,0,FW
482,Carles Pérez,0.2,2024-2025,26,es ESP,Getafe,es La Liga,27,1431,15.9,15,12,11,0.2,0,0.2,0.2,0,0,0,"MF,FW"
483,Albert Grønbaek,0.2,2024-2025,23,dk DEN,2 Teams,2 Comps,20,956,10.6,11,9,3,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
484,Budu Zivzivadze,0.2,2024-2025,30,ge GEO,Heidenheim,de Bundesliga,15,958,10.6,10,5,0,0.2,0.3,0.5,0.2,0,0,0,FW
485,David Brooks,0.2,2024-2025,27,wls WAL,Bournemouth,eng Premier League,29,960,10.7,9,20,7,0.2,0,0.2,0.2,0,0,0,"FW,MF"
486,Vincent Sierro,0.2,2024-2025,28,ch SUI,Toulouse,fr Ligue 1,29,2402,26.7,27,2,0,0.2,0,0.2,0.1,0.1,0.1,0,MF
487,Fabián Ruiz Peña,0.2,2024-2025,28,es ESP,Paris S-G,fr Ligue 1,30,1923,21.4,21,9,2,0.2,0.2,0.4,0.2,0,0,0,MF
488,Maghnes Akliouche,0.2,2024-2025,22,fr FRA,Monaco,fr Ligue 1,32,2406,26.7,27,5,0,0.2,0.4,0.6,0.1,0,0,0,"FW,MF"
489,Rubén García,0.2,2024-2025,31,es ESP,Osasuna,es La Liga,36,2413,26.8,30,6,0,0.2,0.2,0.4,0.2,0,0,0,"FW,MF"
490,Rolando Mandragora,0.2,2024-2025,27,it ITA,Fiorentina,it Serie A,29,1931,21.5,22,7,5,0.2,0.1,0.3,0.1,0,0,0,MF
491,Chidera Ejuke,0.2,2024-2025,26,ng NGA,Sevilla,es La Liga,25,966,10.7,9,16,4,0.2,0.1,0.3,0.2,0,0,0,FW
492,Yeremi Pino,0.2,2024-2025,21,es ESP,Villarreal,es La Liga,34,1934,21.5,25,9,1,0.2,0.3,0.5,0.2,0,0,0,"MF,FW"
493,Santiago Pierotti,0.2,2024-2025,23,ar ARG,Lecce,it Serie A,36,1937,21.5,22,14,1,0.2,0.1,0.3,0.2,0,0,0,FW
494,Aleix García,0.2,2024-2025,27,es ESP,Leverkusen,de Bundesliga,28,1455,16.2,17,11,6,0.2,0.2,0.4,0.2,0,0,0,MF
495,Carlos Benavídez,0.2,2024-2025,26,uy URU,Alavés,es La Liga,18,487,5.4,6,12,12,0.2,0.2,0.4,0.2,0,0,0,MF
496,Ruben Vargas,0.2,2024-2025,25,ch SUI,2 Teams,2 Comps,19,976,10.8,12,7,3,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
497,Samuele Birindelli,0.2,2024-2025,25,it ITA,Monza,it Serie A,21,1468,16.3,18,3,3,0.2,0,0.2,0.2,0,0,0,"DF,MF"
498,Piotr Zieli?ski,0.2,2024-2025,30,pl POL,Inter,it Serie A,26,980,10.9,8,18,4,0.2,0.2,0.4,0,0.2,0.2,0,MF
499,Reiss Nelson,0.2,2024-2025,24,eng ENG,2 Teams,eng Premier League,12,490,5.4,5,7,1,0.2,0.2,0.4,0.2,0,0,0,FW
500,Leonardo Bittencourt,0.2,2024-2025,30,de GER,Werder Bremen,de Bundesliga,27,982,10.9,10,17,4,0.2,0.1,0.3,0.2,0,0,0,MF
501,Enzo Fernández,0.2,2024-2025,23,ar ARG,Chelsea,eng Premier League,36,2947,32.7,32,4,0,0.2,0.2,0.4,0.2,0,0,0,MF
502,Riccardo Calafiori,0.2,2024-2025,22,it ITA,Arsenal,eng Premier League,19,983,10.9,11,8,3,0.2,0.1,0.3,0.2,0,0,0,DF
503,Kristjan Asllani,0.2,2024-2025,22,al ALB,Inter,it Serie A,22,988,11,10,12,14,0.2,0.2,0.4,0,0.2,0.2,0,MF
504,Tanguy Coulibaly,0.2,2024-2025,23,fr FRA,Montpellier,fr Ligue 1,25,1485,16.5,17,8,2,0.2,0,0.2,0.2,0,0,0,"FW,MF"
505,Jonas Martin,0.2,2024-2025,34,fr FRA,Brest,fr Ligue 1,17,496,5.5,5,12,4,0.2,0,0.2,0.2,0,0,0,MF
506,Óscar Trejo,0.2,2024-2025,36,ar ARG,Rayo Vallecano,es La Liga,19,496,5.5,6,13,19,0.2,0,0.2,0.2,0,0,0,MF
507,Sheraldo Becker,0.2,2024-2025,29,sr SUR,Real Sociedad,es La Liga,22,995,11.1,11,11,4,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
508,Gonçalo Guedes,0.2,2024-2025,27,pt POR,Wolves,eng Premier League,29,995,11.1,10,19,4,0.2,0.4,0.5,0.2,0,0,0,"MF,FW"
509,Dennis Man,0.2,2024-2025,25,ro ROU,Parma,it Serie A,33,1995,22.2,23,10,2,0.2,0.2,0.4,0.2,0,0,0,"FW,MF"
510,Josué Casimir,0.2,2024-2025,22,fr FRA,Le Havre,fr Ligue 1,27,1997,22.2,23,4,0,0.2,0.2,0.4,0.2,0,0,0,"FW,MF"
511,Nicolas Pépé,0.2,2024-2025,29,ci CIV,Villarreal,es La Liga,28,1500,16.7,15,13,0,0.2,0.4,0.5,0.2,0,0,0,"FW,MF"
512,Rasmus Højlund,0.2,2024-2025,21,dk DEN,Manchester Utd,eng Premier League,32,2004,22.3,23,9,2,0.2,0,0.2,0.2,0,0,0,FW
513,Manuel Fuster,0.2,2024-2025,26,es ESP,Las Palmas,es La Liga,28,1003,11.1,8,20,10,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
514,Rasmus Kristensen,0.2,2024-2025,27,dk DEN,Eint Frankfurt,de Bundesliga,30,2513,27.9,28,2,0,0.2,0.1,0.3,0.2,0,0,0,DF
515,Gianluca Gaetano,0.2,2024-2025,24,it ITA,2 Teams,it Serie A,28,1009,11.2,8,20,7,0.2,0.4,0.5,0.2,0,0,0,"MF,FW"
516,Federico Valverde,0.2,2024-2025,26,uy URU,Real Madrid,es La Liga,36,3032,33.7,34,2,1,0.2,0.1,0.3,0.2,0,0,0,"MF,DF"
517,Jeremy Doku,0.2,2024-2025,22,be BEL,Manchester City,eng Premier League,29,1516,16.8,16,13,4,0.2,0.4,0.5,0.2,0,0,0,"FW,MF"
518,Justin Devenny,0.2,2024-2025,20,nir NIR,Crystal Palace,eng Premier League,23,507,5.6,4,19,7,0.2,0.2,0.4,0.2,0,0,0,MF
519,Brais Méndez,0.2,2024-2025,27,es ESP,Real Sociedad,es La Liga,27,1531,17,19,8,5,0.2,0.1,0.3,0.2,0,0,0,MF
520,Tajon Buchanan,0.2,2024-2025,25,ca CAN,2 Teams,2 Comps,19,511,5.7,4,15,8,0.2,0.4,0.5,0.2,0,0,0,"DF,FW"
521,Bryan Cristante,0.2,2024-2025,29,it ITA,Roma,it Serie A,30,2045,22.7,23,7,0,0.2,0.1,0.3,0.2,0,0,0,MF
522,Tom Bischof,0.2,2024-2025,19,de GER,Hoffenheim,de Bundesliga,31,2559,28.4,30,1,0,0.2,0.1,0.2,0.2,0,0,0,"MF,FW"
523,Tino Kadewere,0.2,2024-2025,28,zw ZIM,Nantes,fr Ligue 1,12,512,5.7,6,6,1,0.2,0.4,0.5,0.2,0,0,0,"MF,FW"
524,Matúš Bero,0.2,2024-2025,28,sk SVK,Bochum,de Bundesliga,30,2565,28.5,29,1,0,0.2,0.1,0.2,0.2,0,0,0,MF
525,Mario Götze,0.2,2024-2025,32,de GER,Eint Frankfurt,de Bundesliga,24,1542,17.1,18,6,4,0.2,0.1,0.3,0.2,0,0,0,"MF,FW"
526,Diego Gómez,0.2,2024-2025,21,py PAR,Brighton,eng Premier League,16,516,5.7,4,12,1,0.2,0,0.2,0.2,0,0,0,MF
527,Achraf Hakimi,0.2,2024-2025,25,ma MAR,Paris S-G,fr Ligue 1,25,2066,23,24,1,2,0.2,0.3,0.4,0.2,0,0,0,DF
528,Davide Zappacosta,0.2,2024-2025,32,it ITA,Atalanta,it Serie A,30,2067,23,26,4,4,0.2,0.1,0.3,0.2,0,0,0,DF
529,Kevin Stöger,0.2,2024-2025,30,at AUT,Gladbach,de Bundesliga,31,1551,17.2,16,15,3,0.2,0.2,0.3,0.1,0.1,0.1,0,MF
530,Samuel Lino,0.2,2024-2025,24,br BRA,Atlético Madrid,es La Liga,31,1552,17.2,21,10,5,0.2,0.2,0.4,0.2,0,0,0,"MF,DF"
531,Mohammed Kudus,0.2,2024-2025,23,gh GHA,West Ham,eng Premier League,32,2590,28.8,31,1,0,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
532,Antonio Nusa,0.2,2024-2025,19,no NOR,RB Leipzig,de Bundesliga,25,1558,17.3,16,9,0,0.2,0.2,0.3,0.2,0,0,0,"MF,DF"
533,Alexis Mac Allister,0.2,2024-2025,25,ar ARG,Liverpool,eng Premier League,35,2599,28.9,30,5,0,0.2,0.2,0.3,0.2,0,0,0,MF
534,Valentin Rongier,0.2,2024-2025,29,fr FRA,Marseille,fr Ligue 1,25,1562,17.4,17,8,5,0.2,0.1,0.2,0.2,0,0,0,"MF,DF"
535,Robin Gosens,0.2,2024-2025,30,de GER,2 Teams,2 Comps,33,2611,29,30,3,0,0.2,0.2,0.3,0.2,0,0,0,DF
536,Takuma Asano,0.2,2024-2025,29,jp JPN,Mallorca,es La Liga,21,1054,11.7,13,8,2,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
537,Giorgos Masouras,0.2,2024-2025,30,gr GRE,Bochum,de Bundesliga,14,1055,11.7,12,2,0,0.2,0.1,0.3,0.2,0,0,0,"FW,MF"
538,Mahdi Camara,0.2,2024-2025,26,fr FRA,Brest,fr Ligue 1,34,2659,29.5,31,3,0,0.2,0.1,0.3,0.2,0,0,0,"MF,FW"
539,Keinan Davis,0.2,2024-2025,26,eng ENG,Udinese,it Serie A,23,1066,11.8,10,13,2,0.2,0.1,0.3,0.2,0,0,0,FW
540,Jhon Solis,0.2,2024-2025,19,co COL,Girona,es La Liga,19,535,5.9,3,16,13,0.2,0,0.2,0.2,0,0,0,MF
541,Pathé Ciss,0.2,2024-2025,30,sn SEN,Rayo Vallecano,es La Liga,33,2140,23.8,25,8,3,0.2,0,0.2,0.2,0,0,0,"MF,DF"
542,Andreas Skov Olsen,0.2,2024-2025,24,dk DEN,Wolfsburg,de Bundesliga,12,535,5.9,4,8,4,0.2,0.2,0.3,0.2,0,0,0,"FW,MF"
543,Dominic Calvert-Lewin,0.2,2024-2025,27,eng ENG,Everton,eng Premier League,26,1609,17.9,19,7,0,0.2,0.1,0.2,0.2,0,0,0,FW
544,Amadou Onana,0.2,2024-2025,22,be BEL,Aston Villa,eng Premier League,26,1617,18,20,6,2,0.2,0,0.2,0.2,0,0,0,MF
545,Isaac Romero,0.2,2024-2025,24,es ESP,Sevilla,es La Liga,31,2156,24,26,5,1,0.2,0.1,0.3,0.2,0,0,0,FW
546,Mohamed Ali Cho,0.2,2024-2025,20,fr FRA,Nice,fr Ligue 1,27,1621,18,21,6,2,0.2,0.2,0.4,0.2,0,0,0,"FW,MF"
547,Isaac Palazón Camacho,0.2,2024-2025,29,es ESP,Rayo Vallecano,es La Liga,35,2162,24,25,10,0,0.2,0.2,0.3,0.2,0,0,0,"MF,FW"
548,Dani Rodríguez,0.2,2024-2025,36,es ESP,Mallorca,es La Liga,37,2162,24,26,11,0,0.2,0.3,0.5,0.2,0,0,0,"MF,FW"
549,Robin Hack,0.2,2024-2025,25,de GER,Gladbach,de Bundesliga,33,2172,24.1,27,6,1,0.2,0.3,0.5,0.2,0,0,0,"FW,MF"
550,Federico Dimarco,0.2,2024-2025,26,it ITA,Inter,it Serie A,33,2177,24.2,29,4,2,0.2,0.3,0.5,0.2,0,0,0,"DF,FW"
551,Conor Gallagher,0.2,2024-2025,24,eng ENG,Atlético Madrid,es La Liga,32,1633,18.1,19,13,5,0.2,0.2,0.3,0.2,0,0,0,MF
552,Oladapo Afolayan,0.2,2024-2025,26,eng ENG,St. Pauli,de Bundesliga,32,1639,18.2,17,15,2,0.2,0.1,0.2,0.2,0,0,0,"FW,MF"
553,Yann Aurel Bisseck,0.2,2024-2025,23,de GER,Inter,it Serie A,27,1643,18.3,17,10,8,0.2,0.1,0.3,0.2,0,0,0,DF
554,Simon Adingra,0.2,2024-2025,22,ci CIV,Brighton,eng Premier League,29,1097,12.2,12,17,6,0.2,0.2,0.3,0.2,0,0,0,"FW,MF"
555,Gianluca Caprari,0.2,2024-2025,31,it ITA,Monza,it Serie A,34,1651,18.3,18,16,0,0.2,0.1,0.3,0.1,0.1,0.1,0,"MF,FW"
556,Gustav Isaksen,0.2,2024-2025,23,dk DEN,Lazio,it Serie A,37,2210,24.6,29,8,0,0.2,0.1,0.2,0.2,0,0,0,FW
557,Caleb Ekuban,0.2,2024-2025,30,gh GHA,Genoa,it Serie A,18,555,6.2,3,15,0,0.2,0.5,0.6,0.2,0,0,0,FW
558,Jesus Rodríguez,0.2,2024-2025,18,es ESP,Betis,es La Liga,21,1111,12.3,15,6,3,0.2,0,0.2,0.2,0,0,0,FW
559,Pape Gueye,0.2,2024-2025,25,sn SEN,Villarreal,es La Liga,34,2224,24.7,26,8,0,0.2,0,0.2,0.2,0,0,0,MF
560,Tom Rothe,0.2,2024-2025,19,de GER,Union Berlin,de Bundesliga,26,1670,18.6,19,7,4,0.2,0.2,0.3,0.2,0,0,0,"DF,MF"
561,Faustino Anjorin,0.2,2024-2025,22,eng ENG,Empoli,it Serie A,22,1114,12.4,14,8,0,0.2,0.2,0.4,0.2,0,0,0,MF
562,Fabio Miretti,0.2,2024-2025,20,it ITA,Genoa,it Serie A,25,1677,18.6,22,3,2,0.2,0.2,0.3,0.2,0,0,0,"MF,FW"
563,Musa Al-Taamari,0.2,2024-2025,27,jo JOR,2 Teams,fr Ligue 1,26,1683,18.7,19,7,0,0.2,0.1,0.2,0.2,0,0,0,"FW,MF"
564,Fabiano Parisi,0.2,2024-2025,23,it ITA,Fiorentina,it Serie A,26,1124,12.5,11,15,12,0.2,0,0.2,0.2,0,0,0,"DF,MF"
