,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1290,Kaoru Mitoma,25.9,2024-2025,27,jp JPN,Brighton,eng Premier League,36,2603,28.9,28,8,0,0.3,0.1,0.5,0.3,0,0,0,25.9,34.2,75.8,1.3,1.2,1.2,0.3,3.1,338,77,17.5,20,87.2,6.5,9.2,71.3,0.8,1.8,44.2,"FW,MF"
1291,Facundo Buonanotte,25.8,2024-2025,19,ar ARG,Leicester City,eng Premier League,31,1523,16.9,14,17,3,0.3,0.1,0.4,0.3,0,0,0,25.8,33.8,76.4,1.4,2.4,0.8,0.1,3.2,409.5,103.8,13.9,16.3,85.5,8.9,10.8,82.4,2.1,4.4,47.3,"FW,MF"
1292,Yassine Kechta,25.7,2024-2025,22,ma MAR,Le Havre,fr Ligue 1,31,2096,23.3,25,6,2,0.1,0,0.1,0.1,0,0,0,25.7,32.5,79.2,0.6,2.6,0.8,0.2,4.2,441.5,128.8,12.4,14.1,88.1,10.3,12.2,84.2,2.5,4.2,59.8,"MF,FW"
1293,Julián Álvarez,25.7,2024-2025,24,ar ARG,Atlético Madrid,es La Liga,37,2509,27.9,30,7,0,0.6,0.1,0.8,0.5,0.1,0.1,0,25.7,34.7,74.2,1.5,1.6,1.4,0.2,3.3,382.1,95.1,14.5,17.4,83.1,7.7,9.6,80.1,1.9,4.1,46.5,FW
1294,Tajon Buchanan,25.7,2024-2025,25,ca CAN,2 Teams,2 Comps,19,511,5.7,4,15,8,0.2,0.4,0.5,0.2,0,0,0,25.7,33.8,76,1.1,0.7,0.7,0.2,1.2,341.7,86.1,17.1,20.1,85.1,6.2,8.3,74.5,1.2,2.5,50,"DF,FW"
1295,Nicolò Cambiaghi,25.7,2024-2025,23,it ITA,Bologna,it Serie A,18,620,6.9,4,14,1,0.1,0.4,0.6,0.1,0,0,0,25.7,35.6,72.2,1.7,1.3,1.6,0.9,3.6,369.1,85.5,15.1,17.4,86.7,9,12.8,70.5,0.9,2,42.9,FW
1296,Saba Goglichidze,25.7,2024-2025,20,ge GEO,Empoli,it Serie A,33,2539,28.2,29,4,4,0,0,0,0,0,0,0,25.7,32.9,77.9,0.1,1.7,0,0,1.6,525.3,178.9,7.8,9,86.6,14.2,16.2,87.7,3.4,6.7,51.1,DF
1297,Ben Brereton,25.7,2024-2025,25,cl CHI,Southampton,eng Premier League,10,449,5,4,6,4,0,0,0,0,0,0,0,25.7,33.3,77.1,0.6,1.8,0.4,0.2,1.8,368,76.8,16.6,19,87.4,7.2,10.6,67.9,1.4,2.2,63.6,FW
1298,Stephy Mavididi,25.6,2024-2025,26,eng ENG,Leicester City,eng Premier League,30,1615,17.9,16,14,3,0.2,0.1,0.3,0.2,0,0,0,25.6,34.2,75,1.2,1.8,1.4,0.4,3.2,345,79.6,15.9,17.5,91.1,6.9,10.3,67.4,1,2.4,41.9,FW
1299,Jean-Daniel Akpa-Akpro,25.6,2024-2025,31,ci CIV,Monza,it Serie A,14,966,10.7,12,2,0,0,0,0,0,0,0,0,25.6,32.2,79.5,0.3,1.8,0.2,0.1,1.8,377.7,123.2,14.5,16,90.7,8.9,10.9,82.1,1.2,1.8,68.4,MF
1300,Oihan Sancet,25.6,2024-2025,24,es ESP,Athletic Club,es La Liga,29,1620,18,19,10,1,0.8,0.1,0.9,0.7,0.2,0.2,0,25.6,31.6,81,1.2,3.7,0.8,0.1,5,384.8,90.7,14.9,17.2,86.8,8.7,10.4,84,1.3,2,63.9,MF
1301,Mikel Merino,25.6,2024-2025,28,es ESP,Arsenal,eng Premier League,28,1586,17.6,17,11,0,0.4,0.1,0.5,0.4,0,0,0,25.6,32.7,78.2,1,2.3,1.4,0.2,3.9,350.8,100.8,16.2,18.6,86.9,7.3,9.4,77.6,1,1.8,54.8,"MF,FW"
1302,Franck Honorat,25.6,2024-2025,27,fr FRA,Gladbach,de Bundesliga,19,1439,16,18,1,1,0.3,0.4,0.7,0.3,0,0,0,25.6,37.9,67.5,3.1,1.5,1.6,1.1,2.8,412.2,151.3,13.6,16.1,84.5,8.2,12.3,66.8,2.8,6.3,44.6,FW
1303,Johann Lepenant,25.6,2024-2025,21,fr FRA,Nantes,fr Ligue 1,29,2048,22.8,23,6,1,0.1,0,0.1,0.1,0,0,0,25.6,31.9,80.3,0.4,3.1,0.5,0,3.9,392.9,102.3,13.7,15.3,89.4,9.6,11.3,84.8,1.4,2.3,61.5,MF
1304,Jean-Ricner Bellegarde,25.5,2024-2025,26,ht HAI,Wolves,eng Premier League,35,1677,18.6,20,15,2,0.1,0.4,0.5,0.1,0,0,0,25.5,32.1,79.3,1.4,1.6,1,0.4,2.3,397.4,77.1,14.5,16.3,89.1,8.2,10.1,80.9,1.9,3.3,58.1,"MF,FW"
1305,Felix Passlack,25.4,2024-2025,26,de GER,Bochum,de Bundesliga,31,2334,25.9,30,1,0,0,0.2,0.3,0,0,0,0,25.4,38.4,66.2,1,2.2,1,0.4,2.5,460.7,152.6,11,13.3,82.6,11.1,14.8,74.5,3.1,7.1,43.8,"DF,MF"
1306,Abdoulaye Doucouré,25.4,2024-2025,31,ml MLI,Everton,eng Premier League,33,2564,28.5,31,2,1,0.1,0.1,0.2,0.1,0,0,0,25.4,31.7,80.3,1,1.5,0.5,0,2.9,382.9,79.1,13.4,15.7,85.7,9.2,11.1,83.2,1.5,2.1,73.3,MF
1307,Anthony Losilla,25.4,2024-2025,38,fr FRA,Bochum,de Bundesliga,21,1137,12.6,13,8,11,0,0,0,0,0,0,0,25.4,33.2,76.6,0.6,1.8,0.7,0.2,3.6,405.9,153.3,11.5,14,81.9,11.1,13.9,80,1.4,3,47.4,MF
1308,Jean Mattéo Bahoya,25.4,2024-2025,19,fr FRA,Eint Frankfurt,de Bundesliga,24,921,10.2,10,14,4,0.2,0.3,0.5,0.2,0,0,0,25.4,34.2,74.3,1.8,1.5,1.1,0.4,2.7,360.8,112.9,13.6,16.2,83.7,8.4,10.8,77.5,1.5,2.9,50,"MF,FW"
1309,Patrick Ciurria,25.4,2024-2025,29,it ITA,Monza,it Serie A,21,1111,12.3,12,9,8,0.1,0.1,0.2,0.1,0,0,0,25.4,35.1,72.3,1.1,1.5,0.6,0.4,2.2,427.2,117.4,12.5,14.4,86.5,9.6,12.7,75.8,2.5,5.4,46.3,"MF,DF"
1310,Carlos Romero,25.3,2024-2025,22,es ESP,Espanyol,es La Liga,34,2554,28.4,28,6,2,0.1,0,0.1,0.1,0,0,0,25.3,35.5,71.4,1,1.7,0.9,0.4,2.3,421.5,155.4,12.7,15.2,83.5,10.4,13.3,78,1.9,4.8,40.4,DF
1311,Harry Wilson,25.2,2024-2025,27,wls WAL,Fulham,eng Premier League,25,1162,12.9,12,13,3,0.5,0.1,0.5,0.5,0,0,0,25.2,34.5,73.3,1.5,2,1.2,0.1,4,419.3,106.7,13.2,15.5,85.5,9.4,12.1,77.6,2.2,5.5,40.8,"FW,MF"
1312,Antonio Sánchez,25.2,2024-2025,27,es ESP,Mallorca,es La Liga,33,1395,15.5,12,21,3,0,0,0,0,0,0,0,25.2,34.6,72.8,0.3,2.3,0.5,0.3,2.5,418.9,120.6,12.6,14.9,84.8,9.1,11.9,76.2,2.4,4.8,49.3,"MF,DF"
1313,Nicolás Valentini,25.2,2024-2025,23,ar ARG,2 Teams,it Serie A,14,1129,12.5,13,1,5,0,0,0,0,0,0,0,25.2,37.3,67.5,0.5,4.1,0.2,0,3.3,539,260.6,7.9,9.3,84.6,12.7,15,84.6,4.4,11.2,39.3,DF
1314,Roberto Navarro,25.1,2024-2025,22,es ESP,Mallorca,es La Liga,23,1278,14.2,15,8,2,0.1,0,0.1,0.1,0,0,0,25.1,33.3,75.5,0.9,1.9,1,0.2,3.6,360.7,100.3,15.6,18.2,86,7.5,9.9,75.2,1.3,2.6,51.4,"MF,FW"
1315,Leandro Trossard,25.1,2024-2025,29,be BEL,Arsenal,eng Premier League,38,2546,28.3,28,10,0,0.3,0.2,0.5,0.3,0,0,0,25.1,33.7,74.5,1.4,1.6,1.7,0.4,3.6,404.2,105.1,13.3,15.5,85.9,9.7,12.6,77,1.5,3.1,49.4,FW
1316,Yaya Kader Fofana,25.1,2024-2025,20,ml MLI,Reims,fr Ligue 1,12,634,7,8,4,2,0.1,0.1,0.3,0.1,0,0,0,25.1,32.9,76.3,1,2,1.4,0.1,3.1,356.6,112.9,16,19,84.3,6.2,8.9,69.8,1.7,2.7,63.2,"MF,FW"
1317,Martin Terrier,25.1,2024-2025,27,fr FRA,Leverkusen,de Bundesliga,15,584,6.5,7,8,0,0.3,0.2,0.5,0.3,0,0,0,25.1,30.7,81.9,1.2,0.9,0.8,0.2,2.2,330.4,58.1,16.8,18.5,90.8,6.2,7.6,81.6,0.9,1.4,66.7,"MF,FW"
1318,Boubakar Kouyaté,25.1,2024-2025,27,ml MLI,Montpellier,fr Ligue 1,11,756,8.4,8,3,7,0,0,0,0,0,0,0,25.1,30.1,83.4,0,1.7,0.1,0,1.4,479.8,156.3,7.5,8.3,90,15.1,16.8,90.1,2.1,4,52.9,DF
1319,Gvidas Gineitis,25.1,2024-2025,20,lt LTU,Torino,it Serie A,30,1430,15.9,15,15,2,0.2,0.1,0.3,0.2,0,0,0,25.1,33.6,74.7,1.3,2.4,0.4,0.1,2.3,409.8,119.3,13,15.2,85.5,9.4,11.1,84.2,2.1,4.4,47.1,MF
1320,Tomáš Sou?ek,25.1,2024-2025,29,cz CZE,West Ham,eng Premier League,35,2567,28.5,30,5,1,0.3,0,0.4,0.3,0,0,0,25.1,34,73.8,0.5,2.2,0.3,0,2.6,414.1,112.9,12.8,16,79.6,9.3,12,77.3,2.3,3.4,67,MF
1321,Florian Thauvin,25,2024-2025,31,fr FRA,Udinese,it Serie A,25,1956,21.7,24,1,0,0.4,0.1,0.5,0.3,0,0.1,0.1,25,37.7,66.4,1.8,2.7,2,0.9,4.1,444.5,154.6,11,13.3,83,8.4,12.7,66.3,3.9,7.8,49.7,"FW,MF"
1322,Liberato Cacace,25,2024-2025,23,nz NZL,Empoli,it Serie A,33,2230,24.8,24,9,4,0.1,0.2,0.2,0.1,0,0,0,25,36.8,67.9,1,2.2,0.7,0.2,2.8,427.4,173.9,11.5,13.8,83.4,9.6,13,73.8,2.7,6.7,41,"MF,DF"
1323,Fabio Carvalho,24.9,2024-2025,21,pt POR,Brentford,eng Premier League,19,455,5.1,3,16,6,0.4,0.2,0.6,0.4,0,0,0,24.9,35.2,70.8,0.8,2.2,1,0.2,3.4,347.1,87.4,15.4,18.6,83,6.3,8.9,71.1,1.4,3.6,38.9,"FW,MF"
1324,Nicolás González,24.9,2024-2025,26,ar ARG,Juventus,it Serie A,26,1750,19.4,23,3,1,0.2,0.1,0.3,0.2,0,0,0,24.9,32.8,76,1,1.4,1,0.1,3.5,398.8,84,12.1,14.7,82.5,10.1,12,84.2,1.7,2.8,60,"FW,MF"
1325,Armin Gigovic,24.9,2024-2025,22,ba BIH,Holstein Kiel,de Bundesliga,31,1895,21.1,23,8,2,0.2,0,0.3,0.2,0,0,0,24.9,32,77.7,0.8,2.1,0.3,0,2.4,401.8,98.6,12.5,15,83.5,10.4,12,87,1.3,3.1,41.5,MF
1326,Gianluca Busio,24.9,2024-2025,22,us USA,Venezia,it Serie A,33,2518,28,28,5,1,0.1,0,0.1,0.1,0,0,0,24.9,32.8,75.9,1,1.6,0.9,0.1,3.4,389.5,94.9,13.2,15.7,84.5,9.3,11.6,80.6,1.6,2.6,60.3,MF
1327,Joe Willock,24.9,2024-2025,24,eng ENG,Newcastle Utd,eng Premier League,32,1086,12.1,11,21,1,0,0.2,0.2,0,0,0,0,24.9,30.1,82.6,1.8,2.3,0.7,0,3.4,354.9,74.8,14.4,16.2,89.2,8.9,10.2,87,0.8,1.8,45.5,"MF,FW"
1328,Marcus Pedersen,24.8,2024-2025,24,no NOR,Torino,it Serie A,29,1362,15.1,15,14,6,0,0,0,0,0,0,0,24.8,34.1,72.9,0.5,0.9,0.5,0.5,1.3,387.2,91.7,13.1,15.3,86.1,9.5,12,79.6,1.6,3.4,47.1,DF
1329,Mohammed Kudus,24.8,2024-2025,23,gh GHA,West Ham,eng Premier League,32,2590,28.8,31,1,0,0.2,0.1,0.3,0.2,0,0,0,24.8,29.7,83.6,1.1,1.6,1,0.5,2.7,406.4,62.5,13.2,14.6,90.5,8.9,10,88.9,2,3,68.2,"FW,MF"
1330,Gustav Isaksen,24.8,2024-2025,23,dk DEN,Lazio,it Serie A,37,2210,24.6,29,8,0,0.2,0.1,0.2,0.2,0,0,0,24.8,32.4,76.6,1.4,0.8,1,0.4,1.9,417.8,72.1,12.7,14.3,88.9,9.1,11.4,79.7,2.4,4.3,56.2,FW
1331,Mathis Amougou,24.8,2024-2025,18,fr FRA,2 Teams,2 Comps,18,867,9.6,9,9,4,0,0,0,0,0,0,0,24.8,32,77.6,0.7,2.6,0.4,0,3.8,371.9,127.1,13.7,15.8,86.8,8.6,11.2,76.9,1.5,2.6,56,MF
1332,Dejan Kulusevski,24.8,2024-2025,24,se SWE,Tottenham,eng Premier League,32,2389,26.5,27,5,0,0.3,0.2,0.4,0.3,0,0,0,24.8,33.6,73.7,2.4,2.3,2,0.2,4.7,347.2,110,14.8,17.2,86.2,7.6,9.8,78.1,1.2,3,40.5,"MF,FW"
1333,Michael Folorunsho,24.7,2024-2025,26,it ITA,2 Teams,it Serie A,20,685,7.6,6,14,6,0,0,0,0,0,0,0,24.7,34.9,70.7,0.4,1.7,0.8,0.3,2.8,385,108.4,11.6,13.7,84.6,9.7,13,74.7,2,3.9,50,"FW,MF"
1334,Mathias Honsak,24.7,2024-2025,27,at AUT,Heidenheim,de Bundesliga,22,1181,13.1,12,10,0,0.4,0.1,0.5,0.4,0,0,0,24.7,35.2,70.1,1.1,1.7,0.9,0.7,2.2,437.2,120.4,11.2,14.4,77.8,10.6,13.9,76.4,2.6,5,52.3,"FW,DF"
1335,Conor Chaplin,24.7,2024-2025,27,eng ENG,Ipswich Town,eng Premier League,22,857,9.5,10,12,6,0.1,0.1,0.2,0.1,0,0,0,24.7,33.5,73.7,0.8,2.2,0.7,0.2,3,399.1,97.4,11.8,14.7,80,10.9,13.3,81.9,1.2,2.8,40.7,"MF,FW"
1336,Brooke Norton-Cuffy,24.7,2024-2025,20,eng ENG,Genoa,it Serie A,14,719,8,8,6,12,0,0,0,0,0,0,0,24.7,32.8,75.2,0.3,1.3,0.3,0.1,2.3,380.2,147,12.5,14.5,86.2,10.4,13.1,79,1.1,2.6,42.9,"DF,FW"
1337,Bence Dárdai,24.6,2024-2025,18,hu HUN,Wolfsburg,de Bundesliga,21,1304,14.5,16,5,13,0.1,0.1,0.1,0.1,0,0,0,24.6,30.7,80.2,0.8,2.4,0.6,0.1,2.7,367,96.6,13.7,15.2,90,8.9,10.7,83.2,1.2,2.4,48.6,MF
1338,Ritsu Doan,24.6,2024-2025,26,jp JPN,Freiburg,de Bundesliga,34,2862,31.8,33,1,0,0.3,0.2,0.5,0.3,0,0,0,24.6,34.3,71.8,0.8,2.2,1.5,0.5,4.1,379.6,135.3,13.1,16,81.5,8.8,11.7,75.3,1.7,3.5,49.1,"FW,MF"
1339,Abde Ezzalzouli,24.6,2024-2025,22,ma MAR,Betis,es La Liga,32,1984,22,23,9,1,0.1,0.1,0.2,0.1,0,0,0,24.6,34.3,71.6,1.2,1.9,0.9,0.1,3.1,303.7,87.5,16.9,20.6,82.2,5.9,8.7,68.6,0.5,1.7,29.7,"FW,MF"
1340,Emanuele Valeri,24.5,2024-2025,25,it ITA,Parma,it Serie A,35,2873,31.9,34,1,1,0.1,0.2,0.3,0,0,0,0,24.5,37.4,65.6,1.1,2.2,1,0.6,2.9,445.6,197.9,10.3,12.5,82.9,10.9,16.2,67.5,2.6,6.6,39.2,DF
1341,Sorba Thomas,24.5,2024-2025,24,wls WAL,Nantes,fr Ligue 1,25,1321,14.7,15,10,4,0.1,0.2,0.3,0.1,0,0,0,24.5,37.5,65.5,2.5,1.8,1.6,1.2,2.3,430.6,151.8,12.1,14.8,82,8.3,11.8,70.5,3.3,8.7,37.8,"FW,MF"
1342,Christopher Trimmel,24.5,2024-2025,37,at AUT,Union Berlin,de Bundesliga,26,1740,19.3,20,6,7,0,0.2,0.2,0,0,0,0,24.5,40.5,60.5,1.8,3.1,0.9,0.5,3.8,494.7,257.9,9.2,11.2,81.9,10.7,16.4,64.8,4.4,10.4,42.3,"DF,MF"
1343,Djené,24.5,2024-2025,32,tg TOG,Getafe,es La Liga,31,2548,28.3,31,0,1,0,0,0,0,0,0,0,24.5,32.4,75.6,0.3,2.8,0.5,0.2,2.6,447.5,177.2,10.3,12.6,81.8,11.1,13.7,81,2.8,5.1,54.5,"DF,MF"
1344,Brajan Gruda,24.5,2024-2025,20,de GER,Brighton,eng Premier League,21,687,7.6,8,13,7,0.1,0.5,0.7,0.1,0,0,0,24.5,32.9,74.5,3,1.6,1.6,0.1,3.4,361.4,127.1,14.1,16.8,84.4,6,8.3,73,2.4,4.7,50,"MF,FW"
1345,Rafael Leão,24.4,2024-2025,25,pt POR,Milan,it Serie A,34,2323,25.8,25,9,2,0.3,0.3,0.6,0.3,0,0,0,24.4,32.9,74.2,2.2,1.4,2,0.4,3.6,403.2,107,12.4,15.4,80.6,10,12.4,80.3,1.6,3,54.5,FW
1346,Gaëtan Perrin,24.3,2024-2025,28,fr FRA,Auxerre,fr Ligue 1,34,2691,29.9,31,3,0,0.3,0.4,0.7,0.3,0,0,0,24.3,34.5,70.6,2.4,2.9,1.1,0.2,4.7,442.7,159.5,11.6,14,83.3,7.8,10.2,76.1,3.8,7.2,52.3,"MF,FW"
1347,Yeremi Pino,24.3,2024-2025,21,es ESP,Villarreal,es La Liga,34,1934,21.5,25,9,1,0.2,0.3,0.5,0.2,0,0,0,24.3,32.9,73.9,1.7,1.6,1.5,0.4,3.1,367.4,103.5,13.9,17,81.4,8.4,10.7,79,1.3,2.1,64.4,"MF,FW"
1348,Harvey Barnes,24.3,2024-2025,26,eng ENG,Newcastle Utd,eng Premier League,33,1755,19.5,17,16,1,0.5,0.2,0.7,0.5,0,0,0,24.3,31.1,78.1,1.3,1.3,2.1,0.5,4.3,340.6,102,15.5,17.8,86.8,7.6,10.5,73,0.7,1.3,53.8,FW
1349,Juan Berrocal,24.3,2024-2025,25,es ESP,Getafe,es La Liga,19,1063,11.8,11,8,14,0,0,0,0,0,0,0,24.3,31.9,76.1,0.1,1.8,0.2,0,2.1,503.8,193.8,6.7,7.4,90.8,14.5,17.2,84.2,2.8,6.6,42.3,DF
1350,András Schäfer,24.3,2024-2025,25,hu HUN,Union Berlin,de Bundesliga,26,1534,17,17,9,7,0.1,0.1,0.1,0.1,0,0,0,24.3,33,73.5,0.6,1.8,0.7,0.1,3.2,336.5,83.4,14.6,17.3,84.1,7.7,10.1,76.3,0.8,1.9,39.4,MF
1351,Tete Morente,24.3,2024-2025,27,es ESP,Lecce,it Serie A,31,2021,22.5,23,8,5,0.1,0.1,0.2,0.1,0,0,0,24.3,32.5,74.8,1.1,2.4,1,0.4,4.5,404.7,123.2,12.3,13.8,89.4,8.6,11,78.5,2.4,4.6,52.4,"FW,MF"
1352,Antonio Nusa,24.3,2024-2025,19,no NOR,RB Leipzig,de Bundesliga,25,1558,17.3,16,9,0,0.2,0.2,0.3,0.2,0,0,0,24.3,32.7,74.2,1.2,1.8,1.2,0.3,3,346.2,110,14.2,17.2,82.5,8.2,10.4,78.9,1,2.7,36.2,"MF,DF"
1353,Amine Gouiri,24.2,2024-2025,24,dz ALG,2 Teams,fr Ligue 1,33,2085,23.2,23,10,0,0.6,0.2,0.8,0.6,0,0,0,24.2,30.4,79.6,1.5,1.3,0.7,0,2.8,333.3,75.3,14.9,16.5,90.6,5.5,7,79,1.7,3.4,49.4,"FW,MF"
1354,Tyler Dibling,24.2,2024-2025,18,eng ENG,Southampton,eng Premier League,33,1874,20.8,20,13,1,0.1,0,0.1,0.1,0,0,0,24.2,29.8,81.3,1,1.3,1,0,3.1,362.3,74.6,13.7,15.2,90.5,8.7,10.2,85.4,1.1,2.3,45.8,"FW,MF"
1355,Rabby Nzingoula,24.2,2024-2025,18,cg CGO,2 Teams,fr Ligue 1,27,1689,18.8,20,7,2,0.1,0,0.1,0.1,0,0,0,24.2,31.5,76.7,0.4,1.7,0.3,0,2.1,397.9,79.2,12.4,14.4,85.9,9.6,11.6,82.9,1.7,2.9,58.2,MF
1356,Álex Berenguer,24.2,2024-2025,29,es ESP,Athletic Club,es La Liga,36,2339,26,28,8,1,0.2,0.3,0.5,0.2,0,0,0,24.2,36.7,65.8,1.8,1.9,1.1,0.4,3,389,97.6,12.9,15.4,83.5,8.2,11.2,73.3,2.2,7.2,30.6,"FW,MF"
1357,Alieu Fadera,24.1,2024-2025,22,gm GAM,Como,it Serie A,28,1644,18.3,20,8,6,0.1,0.2,0.2,0.1,0,0,0,24.1,32.4,74.6,1.3,0.8,1.3,0.3,2,341.2,89.7,13.7,15.7,87.8,7.7,10.6,73.1,1.3,2.3,54.8,"FW,DF"
1358,Alessandro Deiola,24.1,2024-2025,28,it ITA,Cagliari,it Serie A,29,1432,15.9,16,13,8,0.1,0.1,0.2,0.1,0,0,0,24.1,32.9,73.4,0.4,2.8,0.5,0.1,2.5,411.7,118.2,11.1,13.4,82.7,10.1,12.9,78,2.1,3.6,58.6,MF
1359,Samuele Vignato,24.1,2024-2025,20,it ITA,Monza,it Serie A,17,470,5.2,3,14,13,0,0,0,0,0,0,0,24.1,32,75.4,0.2,1.7,0.4,0,3.3,340.5,56.1,14.9,17.4,85.7,7.5,9.8,76.5,0.8,2.5,30.8,MF
1360,Domingos Duarte,24.1,2024-2025,29,pt POR,Getafe,es La Liga,22,1859,20.7,21,1,15,0,0,0,0,0,0,0,24.1,30.6,78.5,0.1,2,0,0,2.3,537.4,180.6,5.5,6.8,80.1,14.3,16,89.7,4.1,7.5,55.2,DF
1361,Omari Hutchinson,24,2024-2025,20,eng ENG,Ipswich Town,eng Premier League,31,2583,28.7,30,1,1,0.1,0.1,0.2,0.1,0,0,0,24,30.8,78,1.1,1.6,0.9,0.5,2.6,378.9,70.5,12.3,13.9,88.5,9.9,11.8,83.5,1.3,2.5,52.1,"MF,FW"
1362,Juan Bernat,24,2024-2025,31,es ESP,2 Teams,es La Liga,24,911,10.1,10,14,10,0,0.2,0.2,0,0,0,0,24,32.4,74.1,1.1,1.4,0.8,0.4,2.2,327,74.2,14.5,17,85.5,7.9,10,79.2,0.5,1.5,33.3,"DF,MF"
1363,Scott McTominay,24,2024-2025,27,sct SCO,2 Teams,2 Comps,36,2957,32.9,33,3,0,0.4,0.1,0.5,0.4,0,0,0,24,28.4,84.3,0.8,2.3,0.7,0,3.4,389.9,92.2,11.9,13.4,88.9,9.2,10.5,87.3,1.9,2.7,72.7,MF
1364,Elif Elmas,23.9,2024-2025,24,mk MKD,2 Teams,2 Comps,15,1065,11.8,12,3,11,0.3,0,0.3,0.3,0,0,0,23.9,29.7,80.4,0.8,1.9,1.4,0.4,3,365.4,94.4,13.3,14.8,89.7,8.6,10.2,84.3,1.2,2.5,48.3,"FW,MF"
1365,Oier Zarraga,23.9,2024-2025,25,es ESP,Udinese,it Serie A,22,896,10,9,13,9,0.1,0,0.1,0.1,0,0,0,23.9,29,82.4,0.6,2.7,0.8,0.5,2.8,386.2,86.3,12.8,13.9,92,8.9,10.3,86.4,1.7,3.1,54.8,MF
1366,Zuriko Davitashvili,23.9,2024-2025,23,ge GEO,Saint-Étienne,fr Ligue 1,33,2778,30.9,32,1,0,0.3,0.3,0.6,0.2,0.1,0.1,0,23.9,30.4,78.6,1.6,1.2,0.7,0.1,2.4,344.7,80.9,13.8,15.7,87.8,7.7,9.6,80.1,1.2,2.7,43.4,"FW,MF"
1367,Mohamed Salah,23.8,2024-2025,32,eg EGY,Liverpool,eng Premier League,38,3371,37.5,38,0,0,0.8,0.5,1.3,0.5,0.2,0.2,0,23.8,33.7,70.6,2.3,1.4,2.5,0.4,3.8,356.2,104.6,13.4,16,83.4,8.1,11.6,69.7,1.6,2.7,59,FW
1368,Simon Adingra,23.8,2024-2025,22,ci CIV,Brighton,eng Premier League,29,1097,12.2,12,17,6,0.2,0.2,0.3,0.2,0,0,0,23.8,31.3,75.9,1.3,0.4,1.4,0.5,1.5,340.3,67.3,15.3,17.8,86.2,6.6,8.9,74.3,1.3,2.4,55.2,"FW,MF"
1369,Jackson Tchatchoua,23.8,2024-2025,22,cm CMR,Hellas Verona,it Serie A,36,3167,35.2,36,0,0,0.1,0.1,0.1,0.1,0,0,0,23.8,32,74.3,1,1.1,0.8,0.5,2,354.7,113.7,14.1,16.2,87,8.1,10.6,76.7,1.1,3.3,32.5,"DF,MF"
1370,Youssef Maleh,23.7,2024-2025,25,ma MAR,Empoli,it Serie A,22,1510,16.8,17,5,1,0,0.1,0.1,0,0,0,0,23.7,33.4,71.1,0.7,3.7,0.7,0.1,4.3,389.1,134.8,11.6,14.3,80.8,8.6,11.7,74,2.1,4.4,48.6,MF
1371,Alessio Zerbin,23.7,2024-2025,25,it ITA,2 Teams,it Serie A,20,1520,16.9,17,3,17,0.1,0.1,0.1,0.1,0,0,0,23.7,36.2,65.4,1.4,1.5,1.2,0.6,3.2,384.5,164.5,11.7,14.4,81.5,9.5,13.6,69.9,1.8,5,35.3,DF
1372,Jon Guridi,23.7,2024-2025,29,es ESP,Alavés,es La Liga,33,2080,23.1,27,6,3,0.1,0,0.2,0.1,0,0,0,23.7,31.9,74.2,0.7,2.4,0.5,0.1,3.4,355.2,87,12.8,16.6,77,8.4,10.5,80.2,1.4,2.1,65.3,"MF,FW"
1373,Elvis Rexhbeçaj,23.6,2024-2025,26,xk KVX,Augsburg,de Bundesliga,27,1785,19.8,22,5,4,0.1,0.1,0.1,0.1,0,0,0,23.6,33.8,70,0.8,2,1.2,0.1,4.7,393.5,114.9,11.3,13.9,81.8,9.8,12.7,77.3,1.9,4.1,45.1,MF
1374,Jacques Ekomie,23.6,2024-2025,20,ga GAB,Angers,fr Ligue 1,18,697,7.7,7,11,10,0,0,0,0,0,0,0,23.6,33.6,70.4,0,1.3,0.4,0,2.6,328.2,140.6,14.5,16.7,86.8,7.4,10.2,72.2,1,3.4,30.8,"DF,FW"
1375,Morato,23.6,2024-2025,23,br BRA,Nott'ham Forest,eng Premier League,26,907,10.1,6,20,8,0,0,0,0,0,0,0,23.6,30.7,77,0,1.9,0,0,1.9,395.6,191.6,10.6,12.2,87,10.7,12.8,83.7,1.5,3.5,42.9,DF
1376,Jackson Irvine,23.6,2024-2025,31,au AUS,St. Pauli,de Bundesliga,29,2610,29,29,0,0,0,0.2,0.2,0,0,0,0,23.6,33.4,70.6,1.1,3.2,0.4,0.1,4,361.9,131.3,12.7,16.1,79,8.8,12.2,72,1.2,2.4,48.6,MF
1377,Augustine Boakye,23.6,2024-2025,23,gh GHA,Saint-Étienne,fr Ligue 1,17,733,8.1,8,9,3,0.4,0,0.4,0.4,0,0,0,23.6,31.4,75,1.6,1.7,1.4,0,4.3,313,98,14.1,17.7,79.9,6.5,8.2,79.1,1.2,1.8,66.7,"FW,MF"
1378,Rodrigo Gomes,23.6,2024-2025,21,pt POR,Wolves,eng Premier League,25,810,9,7,18,9,0.2,0,0.2,0.2,0,0,0,23.6,34.3,68.6,1.3,1.3,1.6,0.4,3,339.1,113.7,13.4,16.9,79.6,8,11,72.7,0.9,3.1,28.6,"DF,FW"
