Rk,Player,Tkl/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Pos
1639,Walid Cheddira,0.7,2024-2025,26,ma MAR,2 Teams,2 Comps,23,652,7.2,5,18,13,0.1,0.1,0.3,0.1,0,0,0,0.7,0,0.1,0.1,0.4,0,0.1,0,0.1,0.6,0,0.6,0.1,0.8,0.8,0,FW
1640,Moses Simon,0.7,2024-2025,29,ng NGA,Nantes,fr Ligue 1,32,2609,29,31,1,0,0.3,0.3,0.6,0.1,0.1,0.1,0,0.7,0.5,0.1,0.2,0.3,0.2,0.8,31.8,0.5,0.4,0,0.4,0.4,1.1,0.4,0,"FW,MF"
1641,Donyell Malen,0.7,2024-2025,25,nl NED,2 Teams,2 Comps,28,919,10.2,8,20,5,0.6,0,0.6,0.6,0,0,0,0.7,0.4,0.3,0.3,0.1,0.1,0.6,16.7,0.5,0.4,0,0.4,0.3,1,0.7,0,FW
1642,Anthony Elanga,0.7,2024-2025,22,se SWE,Nott'ham Forest,eng Premier League,38,2501,27.8,31,7,0,0.2,0.4,0.6,0.2,0,0,0,0.7,0.5,0.3,0.3,0.1,0.2,0.6,29.4,0.4,0.4,0,0.4,0.2,0.9,0.9,0,"FW,MF"
1643,Conor Coady,0.7,2024-2025,31,eng ENG,Leicester City,eng Premier League,22,1714,19,19,3,13,0.1,0,0.1,0.1,0,0,0,0.7,0.5,0.3,0.3,0.1,0.2,0.3,50,0.2,1.7,1.3,0.4,0.7,1.4,3.7,0.1,DF
1644,Luke Woolfenden,0.7,2024-2025,25,eng ENG,Ipswich Town,eng Premier League,15,1187,13.2,12,3,13,0,0,0,0,0,0,0,0.7,0.5,0.4,0.3,0,0.2,0.4,40,0.2,1.6,1.1,0.5,1.4,2.1,5.8,0,DF
1645,Chris Führich,0.7,2024-2025,26,de GER,Stuttgart,de Bundesliga,33,1981,22,23,10,0,0.1,0.1,0.2,0.1,0,0,0,0.7,0.5,0.2,0.2,0.2,0.6,1.2,48.1,0.6,1,0.1,1,0.3,1,0.9,0,"MF,FW"
1646,Yoane Wissa,0.7,2024-2025,27,cd COD,Brentford,eng Premier League,35,2919,32.4,34,1,0,0.6,0.1,0.7,0.6,0,0,0,0.7,0.4,0.2,0.2,0.2,0.3,0.8,40.7,0.5,0.9,0.2,0.6,0.2,0.9,0.6,0.1,FW
1647,Bamba Dieng,0.7,2024-2025,24,sn SEN,Angers,fr Ligue 1,18,532,5.9,5,13,3,0.5,0,0.5,0.3,0.2,0.2,0,0.7,0.2,0.2,0.3,0.2,0,0.3,0,0.3,0.3,0,0.3,0,0.7,0.5,0,FW
1648,Marius Bülter,0.7,2024-2025,31,de GER,Hoffenheim,de Bundesliga,25,1729,19.2,22,3,0,0.4,0.1,0.5,0.4,0,0,0,0.7,0.5,0.3,0.3,0.1,0.5,0.9,52.9,0.4,0.5,0.2,0.4,0.2,0.9,0.7,0.1,"FW,DF"
1649,Rúben Dias,0.7,2024-2025,27,pt POR,Manchester City,eng Premier League,27,2271,25.2,25,2,0,0,0,0,0,0,0,0,0.7,0.4,0.3,0.4,0,0.3,0.5,53.8,0.2,0.9,0.8,0.1,0.8,1.5,2.8,0.2,DF
1650,Kiké,0.7,2024-2025,34,es ESP,Alavés,es La Liga,35,2542,28.2,29,6,2,0.5,0,0.5,0.4,0.1,0.1,0,0.7,0.5,0,0.4,0.2,0.2,0.6,35.3,0.4,0.4,0.1,0.2,0,0.7,0.8,0,FW
1651,Santiago Giménez,0.7,2024-2025,23,mx MEX,Milan,it Serie A,14,669,7.4,7,7,0,0.7,0.3,0.9,0.7,0,0.1,0.1,0.7,0.4,0,0.5,0.1,0.4,0.5,75,0.1,0.4,0.1,0.3,0.1,0.8,1.7,0,FW
1652,Philipp Hofmann,0.7,2024-2025,31,de GER,Bochum,de Bundesliga,32,2277,25.3,27,5,0,0.1,0.1,0.2,0.1,0,0,0,0.7,0.5,0.2,0.2,0.3,0.3,0.6,53.3,0.3,0.6,0,0.5,0.2,0.8,1.3,0,FW
1653,Iago Aspas,0.7,2024-2025,36,es ESP,Celta Vigo,es La Liga,30,1745,19.4,19,11,3,0.5,0.3,0.8,0.3,0.3,0.3,0.1,0.7,0.4,0.2,0.3,0.2,0.4,1,40,0.6,0.9,0.1,0.9,0.4,1.1,0.3,0,"FW,MF"
1654,Ibrahima Niane,0.7,2024-2025,25,sn SEN,Angers,fr Ligue 1,24,943,10.5,8,16,1,0.3,0.1,0.4,0.2,0.1,0.1,0,0.7,0.3,0.3,0.2,0.2,0.3,0.3,100,0,0.6,0.1,0.5,0.2,0.9,0.6,0.2,FW
1655,Javi Puado,0.7,2024-2025,26,es ESP,Espanyol,es La Liga,35,2974,33,35,0,0,0.4,0.1,0.5,0.2,0.2,0.2,0,0.7,0.5,0.4,0.1,0.1,0.2,0.6,40,0.4,0.5,0.1,0.5,0.2,0.8,0.6,0,"FW,MF"
1656,Arnaud Kalimuendo,0.7,2024-2025,22,fr FRA,Rennes,fr Ligue 1,33,2578,28.6,31,2,0,0.6,0.1,0.7,0.4,0.2,0.3,0.1,0.7,0.4,0.2,0.3,0.1,0.2,0.5,46.7,0.3,0.3,0.1,0.2,0.1,0.8,0.6,0,"FW,MF"
1657,Jadon Sancho,0.7,2024-2025,24,eng ENG,Chelsea,eng Premier League,31,1764,19.6,19,12,1,0.2,0.2,0.4,0.2,0,0,0,0.7,0.4,0.2,0.2,0.4,0.3,0.6,41.7,0.4,0.6,0,0.6,0.1,0.8,0.4,0.1,FW
1658,Rayan Cherki,0.7,2024-2025,20,fr FRA,Lyon,fr Ligue 1,30,2041,22.7,22,8,0,0.4,0.5,0.8,0.4,0,0,0,0.7,0.5,0.1,0.4,0.2,0.3,1.2,21.4,1,0.3,0,0.3,0.3,1,0.3,0,"FW,MF"
1659,Gaetano Oristanio,0.7,2024-2025,21,it ITA,Venezia,it Serie A,37,2315,25.7,29,8,1,0.1,0.1,0.2,0.1,0,0,0,0.7,0.5,0.2,0.3,0.2,0.3,0.6,46.7,0.3,0.6,0,0.6,0.2,0.9,0.2,0,"FW,MF"
1660,Phil Foden,0.7,2024-2025,24,eng ENG,Manchester City,eng Premier League,28,1777,19.7,20,8,5,0.4,0.1,0.5,0.4,0,0,0,0.7,0.3,0.3,0.2,0.2,0.4,0.9,38.9,0.6,0.7,0.1,0.6,0.5,1.1,0.4,0.1,"MF,FW"
1661,Gustav Isaksen,0.7,2024-2025,23,dk DEN,Lazio,it Serie A,37,2210,24.6,29,8,0,0.2,0.1,0.2,0.2,0,0,0,0.7,0.4,0.3,0.3,0,0.3,1.1,25,0.9,0.9,0.1,0.8,0.4,1.1,0.9,0,FW
1662,Ferrán Torres,0.7,2024-2025,24,es ESP,Barcelona,es La Liga,27,1106,12.3,12,15,2,0.8,0.5,1.3,0.8,0,0,0,0.7,0.3,0.2,0.2,0.2,0.2,0.7,37.5,0.4,0.6,0.1,0.5,0.3,1,0.4,0,"FW,MF"
1663,Dodi Lukebakio,0.6,2024-2025,26,be BEL,Sevilla,es La Liga,38,3092,34.4,36,2,0,0.3,0.1,0.4,0.3,0,0,0,0.6,0.4,0.2,0.2,0.2,0.4,0.8,55.6,0.3,0.5,0,0.5,0.3,1,0.5,0.1,FW
1664,Jonathan Burkardt,0.6,2024-2025,24,de GER,Mainz 05,de Bundesliga,29,2109,23.4,28,1,0,0.8,0.1,0.9,0.7,0.1,0.1,0,0.6,0.3,0,0.3,0.3,0.3,0.4,60,0.2,0.5,0,0.4,0,0.7,0.6,0,FW
1665,Nelson Weiper,0.6,2024-2025,19,de GER,Mainz 05,de Bundesliga,23,704,7.8,7,16,6,0.4,0.3,0.6,0.4,0,0,0,0.6,0.5,0.3,0.4,0,0.3,0.5,50,0.3,0.6,0,0.6,0.3,0.9,0.6,0.1,"FW,MF"
1666,Bryan Zaragoza,0.6,2024-2025,22,es ESP,Osasuna,es La Liga,27,1836,20.4,22,5,1,0,0.3,0.3,0,0,0,0,0.6,0.4,0.4,0.2,0,0.3,1,28.6,0.7,0.5,0,0.5,0.2,0.8,0.4,0,"FW,MF"
1667,Albert Guðmundsson,0.6,2024-2025,27,is ISL,Fiorentina,it Serie A,24,1273,14.1,16,8,3,0.4,0.1,0.5,0.3,0.1,0.1,0,0.6,0.4,0.1,0.3,0.2,0.5,1.2,41.2,0.7,0.4,0,0.4,0.4,1.1,0.6,0.1,"FW,MF"
1668,Carl Johansson,0.6,2024-2025,30,se SWE,Holstein Kiel,de Bundesliga,10,568,6.3,7,3,7,0,0,0,0,0,0,0,0.6,0.3,0.6,0,0,0.5,1.1,42.9,0.6,1.9,1.3,0.6,1.6,2.2,8.6,0.2,DF
1669,Tijjani Noslin,0.6,2024-2025,25,nl NED,Lazio,it Serie A,30,861,9.6,8,22,7,0.2,0.2,0.4,0.2,0,0,0,0.6,0.5,0.2,0.1,0.3,0.1,0.8,12.5,0.7,1.6,0.1,1.5,0.1,0.7,0.7,0,"FW,MF"
1670,Evanilson,0.6,2024-2025,24,br BRA,Bournemouth,eng Premier League,31,2319,25.8,28,3,1,0.4,0,0.4,0.4,0,0,0,0.6,0.4,0.2,0.2,0.2,0.3,0.5,66.7,0.2,0.4,0.1,0.3,0,0.7,0.8,0,FW
1671,Rafael Leão,0.6,2024-2025,25,pt POR,Milan,it Serie A,34,2323,25.8,25,9,2,0.3,0.3,0.6,0.3,0,0,0,0.6,0.4,0.2,0.3,0.2,0.4,1.1,37.9,0.7,0.6,0,0.5,0.2,0.9,0.2,0,FW
1672,Martin Terrier,0.6,2024-2025,27,fr FRA,Leverkusen,de Bundesliga,15,584,6.5,7,8,0,0.3,0.2,0.5,0.3,0,0,0,0.6,0.3,0.2,0,0.5,0.2,0.6,25,0.5,0.5,0,0.5,0.2,0.8,0.2,0,"MF,FW"
1673,Cyle Larin,0.6,2024-2025,29,ca CAN,Mallorca,es La Liga,32,1764,19.6,21,11,4,0.4,0.1,0.5,0.3,0.1,0.1,0,0.6,0.3,0.1,0.3,0.3,0.2,0.5,33.3,0.3,0.6,0.2,0.5,0.1,0.7,0.8,0,FW
1674,Jean-Philippe Mateta,0.6,2024-2025,27,fr FRA,Crystal Palace,eng Premier League,37,2648,29.4,33,4,0,0.5,0.1,0.5,0.4,0.1,0.1,0,0.6,0.4,0.2,0.4,0.1,0.1,0.5,18.8,0.4,0.6,0.1,0.5,0.1,0.7,0.8,0,FW
1675,Ante Budimir,0.6,2024-2025,33,hr CRO,Osasuna,es La Liga,38,2952,32.8,34,4,0,0.6,0.1,0.8,0.4,0.2,0.2,0,0.6,0.3,0.1,0.3,0.2,0.1,0.4,23.1,0.3,0.6,0.1,0.5,0.1,0.7,0.8,0,FW
1676,Esteban Lepaul,0.6,2024-2025,24,fr FRA,Angers,fr Ligue 1,28,1629,18.1,18,10,4,0.5,0,0.5,0.5,0,0,0,0.6,0.3,0.1,0.3,0.2,0.2,0.9,25,0.7,0.8,0.1,0.7,0.2,0.8,0.6,0,FW
1677,Jamie Vardy,0.6,2024-2025,37,eng ENG,Leicester City,eng Premier League,35,2823,31.4,35,0,0,0.3,0.1,0.4,0.3,0,0.1,0,0.6,0.4,0.2,0.2,0.2,0.1,0.4,30.8,0.3,0.3,0.1,0.1,0.2,0.8,0.8,0,FW
1678,Amine Gouiri,0.6,2024-2025,24,dz ALG,2 Teams,fr Ligue 1,33,2085,23.2,23,10,0,0.6,0.2,0.8,0.6,0,0,0,0.6,0.5,0.2,0.2,0.2,0.2,0.5,36.4,0.3,0.7,0,0.7,0.1,0.7,0.3,0,"FW,MF"
1679,Ben Brereton,0.6,2024-2025,25,cl CHI,Southampton,eng Premier League,10,449,5,4,6,4,0,0,0,0,0,0,0,0.6,0.4,0,0.4,0.2,0.2,1.8,11.1,1.6,0.4,0.2,0.2,0,0.6,0.8,0,FW
1680,Paul Onuachu,0.6,2024-2025,30,ng NGA,Southampton,eng Premier League,25,1050,11.7,11,14,3,0.3,0.1,0.4,0.3,0,0,0,0.6,0.2,0.1,0.4,0.1,0.3,0.6,42.9,0.3,0.6,0.2,0.4,0.1,0.7,1.4,0.1,FW
1681,Maroan Sannadi,0.6,2024-2025,23,ma MAR,Athletic Club,es La Liga,16,754,8.4,7,9,1,0.1,0.1,0.2,0.1,0,0,0,0.6,0,0.1,0.5,0,0.2,0.8,28.6,0.6,0.1,0,0.1,0.1,0.7,0.2,0.1,FW
1682,Mohamed Haj,0.6,2024-2025,19,tn TUN,Parma,it Serie A,15,453,5,3,12,22,0.2,0.4,0.6,0.2,0,0,0,0.6,0.2,0.4,0.2,0,0.2,0.4,50,0.2,0.6,0.2,0.4,0.8,1.4,1,0,MF
1683,Andy Delort,0.6,2024-2025,32,dz ALG,Montpellier,fr Ligue 1,9,607,6.7,8,1,0,0,0,0,0,0,0,0,0.6,0.4,0.1,0.3,0.1,0.1,0.3,50,0.1,0.4,0.1,0.3,0,0.6,0.4,0,FW
1684,Joshua King,0.6,2024-2025,32,no NOR,Toulouse,fr Ligue 1,28,1673,18.6,21,7,0,0.3,0.2,0.5,0.3,0,0,0,0.6,0.6,0.2,0.2,0.2,0.3,0.6,41.7,0.4,0.5,0.2,0.4,0.3,0.9,1,0,"FW,MF"
1685,Thomas Müller,0.6,2024-2025,34,de GER,Bayern Munich,de Bundesliga,30,1225,13.6,12,18,4,0.1,0.3,0.4,0.1,0,0,0,0.6,0.4,0.1,0.2,0.2,0.3,1.2,25,0.9,0.7,0,0.7,0.1,0.7,1,0,"MF,FW"
1686,Phillip Tietz,0.6,2024-2025,27,de GER,Augsburg,de Bundesliga,34,1686,18.7,19,15,0,0.4,0.1,0.5,0.3,0.1,0.1,0,0.6,0.3,0.1,0.4,0.1,0.3,0.4,62.5,0.2,0.5,0.1,0.5,0.3,0.9,1.4,0.1,FW
1687,Alfonso Pedraza,0.6,2024-2025,28,es ESP,Villarreal,es La Liga,12,460,5.1,4,8,2,0,0.4,0.4,0,0,0,0,0.6,0.4,0.4,0,0.2,0.4,0.8,50,0.4,0.6,0.2,0.4,1.2,1.8,3.1,0,"DF,MF"
1688,Dennis Man,0.6,2024-2025,25,ro ROU,Parma,it Serie A,33,1995,22.2,23,10,2,0.2,0.2,0.4,0.2,0,0,0,0.6,0.3,0.3,0.1,0.1,0.3,1.1,25,0.8,0.7,0.1,0.5,0.4,0.9,0.5,0,"FW,MF"
1689,Arnaut Danjuma,0.6,2024-2025,27,nl NED,2 Teams,es La Liga,28,1535,17.1,18,10,5,0.2,0,0.2,0.2,0,0,0,0.6,0.4,0.2,0.2,0.2,0.1,0.5,25,0.4,0.4,0.1,0.3,0.1,0.7,0.2,0,FW
1690,Phil Harres,0.6,2024-2025,22,de GER,Holstein Kiel,de Bundesliga,26,1544,17.2,17,9,1,0.5,0.1,0.5,0.5,0,0,0,0.6,0.6,0.2,0.2,0.2,0.2,0.5,50,0.2,1,0.2,0.8,0.3,0.9,1.2,0,FW
1691,Ermedin Demirovi?,0.6,2024-2025,26,ba BIH,Stuttgart,de Bundesliga,34,1855,20.6,20,14,0,0.7,0,0.8,0.7,0,0.1,0.1,0.6,0.3,0.1,0.2,0.2,0.1,0.6,25,0.4,0.7,0.1,0.5,0.1,0.7,0.6,0,FW
1692,Fábio Silva,0.6,2024-2025,22,pt POR,Las Palmas,es La Liga,24,1866,20.7,22,2,0,0.5,0.1,0.6,0.4,0.1,0.1,0,0.6,0.3,0.2,0.2,0.1,0.2,0.7,28.6,0.5,0.6,0,0.6,0.2,0.8,1.3,0,FW
1693,Iñaki Williams,0.6,2024-2025,30,gh GHA,Athletic Club,es La Liga,35,2652,29.5,29,6,0,0.2,0.3,0.5,0.2,0,0,0,0.6,0.3,0.1,0.3,0.2,0.4,0.8,52.2,0.4,1.2,0.2,1,0.4,1,1.1,0,FW
1694,Jonathan Tah,0.6,2024-2025,28,de GER,Leverkusen,de Bundesliga,33,2970,33,33,0,0,0.1,0,0.1,0.1,0,0,0,0.6,0.4,0.4,0.2,0,0.3,0.5,62.5,0.2,0.7,0.5,0.2,1.1,1.7,4.8,0.1,DF
1695,Deniz Undav,0.6,2024-2025,28,de GER,Stuttgart,de Bundesliga,27,1726,19.2,20,7,0,0.5,0.2,0.6,0.5,0,0,0,0.6,0.5,0.1,0.2,0.3,0.1,0.9,5.9,0.8,0.8,0.1,0.7,0.2,0.7,0.5,0,"FW,MF"
