Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
1668,Louis Mouton,0,2024-2025,22,fr FRA,Saint-Étienne,fr Ligue 1,24,1045,11.6,12,12,8,0,0.1,0.1,0,0,0,0,MF
1669,Sael Kumbedi,0,2024-2025,19,fr FRA,Lyon,fr Ligue 1,14,951,10.6,12,2,12,0,0,0,0,0,0,0,DF
1670,Marnon Busch,0,2024-2025,29,de GER,Heidenheim,de Bundesliga,23,1396,15.5,15,8,8,0,0.1,0.1,0,0,0,0,"DF,MF"
1671,Michael Folorunsho,0,2024-2025,26,it ITA,2 Teams,it Serie A,20,685,7.6,6,14,6,0,0,0,0,0,0,0,"FW,MF"
1672,Andrew Omobamidele,0,2024-2025,22,ie IRL,2 Teams,2 Comps,10,539,6,6,4,4,0,0,0,0,0,0,0,DF
1673,Loïc Nego,0,2024-2025,33,hu HUN,Le Havre,fr Ligue 1,31,2459,27.3,28,3,3,0,0,0,0,0,0,0,"DF,FW"
1674,Jordan Lefort,0,2024-2025,30,fr FRA,Angers,fr Ligue 1,34,3060,34,34,0,0,0,0,0,0,0,0,0,DF
1675,Lucas Hernández,0,2024-2025,28,fr FRA,Paris S-G,fr Ligue 1,16,877,9.7,10,6,4,0,0,0,0,0,0,0,DF
1676,Adam Webster,0,2024-2025,29,eng ENG,Brighton,eng Premier League,14,887,9.9,11,3,7,0,0,0,0,0,0,0,DF
1677,Urko González,0,2024-2025,23,es ESP,2 Teams,es La Liga,18,1419,15.8,17,1,9,0,0.1,0.1,0,0,0,0,MF
1678,Viti,0,2024-2025,26,es ESP,Las Palmas,es La Liga,29,1982,22,23,6,2,0,0.1,0.1,0,0,0,0,DF
1679,Rafael Tolói,0,2024-2025,33,it ITA,Atalanta,it Serie A,11,468,5.2,2,9,16,0,0,0,0,0,0,0,DF
1680,Devyne Rensch,0,2024-2025,21,nl NED,Roma,it Serie A,14,469,5.2,5,9,1,0,0.2,0.2,0,0,0,0,DF
1681,Kobbie Mainoo,0,2024-2025,19,eng ENG,Manchester Utd,eng Premier League,25,1651,18.3,19,6,1,0,0,0,0,0,0,0,MF
1682,Saša Luki?,0,2024-2025,27,rs SRB,Fulham,eng Premier League,30,2344,26,28,2,0,0,0.1,0.1,0,0,0,0,MF
1683,Kosta Nedeljkovi?,0,2024-2025,18,rs SRB,2 Teams,2 Comps,15,605,6.7,6,9,15,0,0,0,0,0,0,0,DF
1684,Antonino Gallo,0,2024-2025,24,it ITA,Lecce,it Serie A,31,2609,29,31,0,1,0,0.1,0.1,0,0,0,0,DF
1685,Thierry Correia,0,2024-2025,25,pt POR,Valencia,es La Liga,11,768,8.5,9,2,0,0,0,0,0,0,0,0,DF
1686,Konstantinos Koulierakis,0,2024-2025,20,gr GRE,Wolfsburg,de Bundesliga,30,2468,27.4,28,2,1,0,0.1,0.1,0,0,0,0,DF
1687,Pau Cubarsí,0,2024-2025,17,es ESP,Barcelona,es La Liga,35,2618,29.1,29,6,3,0,0.1,0.1,0,0,0,0,DF
1688,Geoffrey Kondogbia,0,2024-2025,31,cf CTA,Marseille,fr Ligue 1,25,2020,22.4,22,3,0,0,0,0,0,0,0,0,"DF,MF"
1689,Cheick Doucouré,0,2024-2025,24,ml MLI,Crystal Palace,eng Premier League,13,452,5,4,9,4,0,0,0,0,0,0,0,MF
1690,Alidu Seidu,0,2024-2025,24,gh GHA,Rennes,fr Ligue 1,11,803,8.9,10,1,0,0,0,0,0,0,0,0,DF
1691,Nahuel Estévez,0,2024-2025,28,ar ARG,Parma,it Serie A,14,657,7.3,7,7,10,0,0,0,0,0,0,0,MF
1692,Iván Balliu,0,2024-2025,32,al ALB,Rayo Vallecano,es La Liga,25,1200,13.3,12,13,13,0,0,0,0,0,0,0,DF
1693,Jérémy Jacquet,0,2024-2025,19,fr FRA,Rennes,fr Ligue 1,11,927,10.3,11,0,1,0,0.1,0.1,0,0,0,0,DF
1694,Ismaily,0,2024-2025,34,br BRA,Lille,fr Ligue 1,16,904,10,10,6,5,0,0.1,0.1,0,0,0,0,DF
1695,Nélson Semedo,0,2024-2025,30,pt POR,Wolves,eng Premier League,34,2886,32.1,32,2,0,0,0.1,0.1,0,0,0,0,DF
1696,Sander Berge,0,2024-2025,26,no NOR,Fulham,eng Premier League,31,2224,24.7,26,5,0,0,0,0,0,0,0,0,MF
1697,Max Kilman,0,2024-2025,27,eng ENG,West Ham,eng Premier League,38,3348,37.2,38,0,0,0,0,0,0,0,0,0,DF
1698,Abdukodir Khusanov,0,2024-2025,20,uz UZB,2 Teams,2 Comps,19,1478,16.4,17,2,5,0,0,0,0,0,0,0,DF
1699,Morten Thorsby,0,2024-2025,28,no NOR,Genoa,it Serie A,30,1898,21.1,22,8,2,0,0,0,0,0,0,0,"MF,FW"
1700,Andy Delort,0,2024-2025,32,dz ALG,Montpellier,fr Ligue 1,9,607,6.7,8,1,0,0,0,0,0,0,0,0,FW
1701,Arthur Atta,0,2024-2025,21,fr FRA,Udinese,it Serie A,27,1251,13.9,12,15,3,0,0.1,0.1,0,0,0,0,"MF,FW"
1702,Antonio Candela,0,2024-2025,24,it ITA,2 Teams,2 Comps,26,1914,21.3,24,2,9,0,0,0,0,0,0,0,DF
1703,Malo Gusto,0,2024-2025,21,fr FRA,Chelsea,eng Premier League,32,1862,20.7,19,13,1,0,0,0,0,0,0,0,DF
1704,Ümit Akdag,0,2024-2025,20,ro ROU,Toulouse,fr Ligue 1,9,500,5.6,6,3,22,0,0,0,0,0,0,0,DF
1705,Liam Henderson,0,2024-2025,28,sct SCO,Empoli,it Serie A,36,2337,26,27,9,0,0,0.2,0.2,0,0,0,0,MF
1706,David Jurásek,0,2024-2025,23,cz CZE,Hoffenheim,de Bundesliga,14,619,6.9,6,8,10,0,0.1,0.1,0,0,0,0,DF
1707,Matteo Prati,0,2024-2025,20,it ITA,Cagliari,it Serie A,12,570,6.3,8,4,24,0,0,0,0,0,0,0,MF
1708,Diogo Dalot,0,2024-2025,25,pt POR,Manchester Utd,eng Premier League,33,2814,31.3,31,2,0,0,0.1,0.1,0,0,0,0,DF
1709,Diego Rico,0,2024-2025,31,es ESP,Getafe,es La Liga,33,2819,31.3,32,1,1,0,0.1,0.1,0,0,0,0,DF
1710,Lewis Hall,0,2024-2025,19,eng ENG,Newcastle Utd,eng Premier League,27,2189,24.3,24,3,0,0,0.2,0.2,0,0,0,0,DF
1711,Cameron Burgess,0,2024-2025,28,au AUS,Ipswich Town,eng Premier League,18,1541,17.1,16,2,5,0,0.1,0.1,0,0,0,0,DF
1712,David Nemeth,0,2024-2025,23,at AUT,St. Pauli,de Bundesliga,24,2137,23.7,24,0,10,0,0,0,0,0,0,0,DF
1713,Joël Veltman,0,2024-2025,32,nl NED,Brighton,eng Premier League,21,1697,18.9,19,2,3,0,0,0,0,0,0,0,DF
1714,Alfonso Espino,0,2024-2025,32,uy URU,Rayo Vallecano,es La Liga,16,833,9.3,9,7,13,0,0.1,0.1,0,0,0,0,DF
1715,Ismaël Bennacer,0,2024-2025,26,dz ALG,2 Teams,2 Comps,18,946,10.5,12,6,3,0,0.2,0.2,0,0,0,0,MF
1716,Benito Ramírez,0,2024-2025,29,es ESP,Las Palmas,es La Liga,19,478,5.3,2,17,10,0,0,0,0,0,0,0,"DF,FW"
1717,Þórir Jóhann Helgason,0,2024-2025,23,is ISL,Lecce,it Serie A,21,1156,12.8,13,8,6,0,0.3,0.3,0,0,0,0,MF
1718,James Sands,0,2024-2025,24,us USA,St. Pauli,de Bundesliga,7,453,5,5,2,0,0,0,0,0,0,0,0,"MF,DF"
1719,Finn Ole Becker,0,2024-2025,24,de GER,Hoffenheim,de Bundesliga,13,670,7.4,7,6,6,0,0.1,0.1,0,0,0,0,MF
1720,Sam Beukema,0,2024-2025,25,nl NED,Bologna,it Serie A,35,3012,33.5,33,2,3,0,0,0,0,0,0,0,DF
1721,Anthony Jung,0,2024-2025,32,de GER,Werder Bremen,de Bundesliga,28,1898,21.1,20,8,5,0,0,0,0,0,0,0,DF
1722,William Carvalho,0,2024-2025,32,pt POR,Betis,es La Liga,14,484,5.4,6,8,1,0,0,0,0,0,0,0,MF
1723,Billy Gilmour,0,2024-2025,23,sct SCO,2 Teams,2 Comps,28,1275,14.2,14,14,9,0,0.1,0.1,0,0,0,0,MF
1724,Jon Martin,0,2024-2025,18,es ESP,Real Sociedad,es La Liga,13,904,10,6,7,24,0,0.1,0.1,0,0,0,0,DF
1725,Emerson,0,2024-2025,25,br BRA,Milan,it Serie A,17,1377,15.3,16,1,3,0,0,0,0,0,0,0,DF
1726,Arthur Theate,0,2024-2025,24,be BEL,Eint Frankfurt,de Bundesliga,31,2704,30,31,0,0,0,0,0,0,0,0,0,DF
1727,Soungoutou Magassa,0,2024-2025,20,fr FRA,Monaco,fr Ligue 1,21,1025,11.4,12,9,4,0,0.1,0.1,0,0,0,0,MF
1728,Jesper Karlström,0,2024-2025,29,se SWE,Udinese,it Serie A,37,3186,35.4,36,1,0,0,0.1,0.1,0,0,0,0,MF
1729,Jean-Charles Castelletto,0,2024-2025,29,cm CMR,Nantes,fr Ligue 1,30,2620,29.1,30,0,0,0,0,0,0,0,0,0,"DF,MF"
1730,Ben Old,0,2024-2025,21,nz NZL,Saint-Étienne,fr Ligue 1,13,528,5.9,4,9,1,0,0,0,0,0,0,0,"FW,MF"
1731,Jack Clarke,0,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,32,1181,13.1,12,20,3,0,0.3,0.3,0,0,0,0,"FW,MF"
1732,Michael Kayode,0,2024-2025,20,it ITA,2 Teams,2 Comps,17,655,7.3,7,10,15,0,0.1,0.1,0,0,0,0,DF
1733,Stanislav Lobotka,0,2024-2025,29,sk SVK,Napoli,it Serie A,32,2636,29.3,31,1,1,0,0,0,0,0,0,0,MF
1734,Luke Woolfenden,0,2024-2025,25,eng ENG,Ipswich Town,eng Premier League,15,1187,13.2,12,3,13,0,0,0,0,0,0,0,DF
1735,Niklas Süle,0,2024-2025,28,de GER,Dortmund,de Bundesliga,15,1053,11.7,12,3,6,0,0,0,0,0,0,0,DF
1736,Joachim Andersen,0,2024-2025,28,dk DEN,2 Teams,eng Premier League,30,2673,29.7,30,0,2,0,0,0,0,0,0,0,DF
1737,Raoul Bellanova,0,2024-2025,24,it ITA,2 Teams,it Serie A,35,2489,27.7,28,7,2,0,0.3,0.3,0,0,0,0,DF
1738,Nicolò Rovella,0,2024-2025,22,it ITA,Lazio,it Serie A,33,2718,30.2,31,2,2,0,0.1,0.1,0,0,0,0,MF
1739,Kiko Femenía,0,2024-2025,33,es ESP,Villarreal,es La Liga,28,2227,24.7,27,1,2,0,0,0,0,0,0,0,DF
1740,Benedikt Gimber,0,2024-2025,27,de GER,Heidenheim,de Bundesliga,32,2671,29.7,32,0,1,0,0,0,0,0,0,0,DF
1741,Domingos André Ribeiro Almeida,0,2024-2025,24,pt POR,Valencia,es La Liga,34,1977,22,24,10,2,0,0.2,0.2,0,0,0,0,"MF,FW"
1742,Adam Aznou,0,2024-2025,18,ma MAR,2 Teams,2 Comps,15,893,9.9,10,5,13,0,0,0,0,0,0,0,DF
1743,Alex Král,0,2024-2025,26,cz CZE,Espanyol,es La Liga,37,2714,30.2,29,8,0,0,0,0,0,0,0,0,MF
1744,Mika Mármol,0,2024-2025,23,es ESP,Las Palmas,es La Liga,30,2399,26.7,27,3,3,0,0,0,0,0,0,0,DF
1745,Kévin Danois,0,2024-2025,20,fr FRA,Auxerre,fr Ligue 1,22,1460,16.2,16,6,1,0,0,0,0,0,0,0,MF
1746,Luca Netz,0,2024-2025,21,de GER,Gladbach,de Bundesliga,24,969,10.8,8,16,3,0,0.2,0.2,0,0,0,0,DF
1747,Adama Boiro,0,2024-2025,22,es ESP,Athletic Club,es La Liga,18,1101,12.2,13,5,18,0,0,0,0,0,0,0,"DF,FW"
1748,Marco Komenda,0,2024-2025,27,hr CRO,Holstein Kiel,de Bundesliga,19,1307,14.5,17,2,6,0,0,0,0,0,0,0,DF
1749,Ruben Loftus-Cheek,0,2024-2025,28,eng ENG,Milan,it Serie A,19,1037,11.5,10,9,0,0,0,0,0,0,0,0,MF
1750,Javi López,0,2024-2025,22,es ESP,Real Sociedad,es La Liga,29,1936,21.5,21,8,7,0,0,0,0,0,0,0,DF
1751,Pol Lozano,0,2024-2025,24,es ESP,Espanyol,es La Liga,30,1943,21.6,27,3,4,0,0,0,0,0,0,0,MF
1752,Juan Miranda,0,2024-2025,24,es ESP,Bologna,it Serie A,31,2277,25.3,25,6,5,0,0.2,0.2,0,0,0,0,DF
1753,Nathan Aké,0,2024-2025,29,nl NED,Manchester City,eng Premier League,10,678,7.5,8,2,9,0,0,0,0,0,0,0,DF
1754,Pasquale Mazzocchi,0,2024-2025,29,it ITA,Napoli,it Serie A,20,702,7.8,7,13,11,0,0,0,0,0,0,0,"DF,FW"
1755,Nemanja Mati?,0,2024-2025,35,rs SRB,Lyon,fr Ligue 1,29,2010,22.3,25,4,1,0,0,0,0,0,0,0,MF
1756,Han-Noah Massengo,0,2024-2025,23,fr FRA,Auxerre,fr Ligue 1,17,1046,11.6,11,6,0,0,0,0,0,0,0,0,MF
1757,André,0,2024-2025,23,br BRA,Wolves,eng Premier League,33,2472,27.5,31,2,2,0,0,0,0,0,0,0,MF
1758,Yanis Zouaoui,0,2024-2025,30,dz ALG,Le Havre,fr Ligue 1,17,976,10.8,9,8,13,0,0.2,0.2,0,0,0,0,"DF,FW"
1759,Roméo Lavia,0,2024-2025,20,be BEL,Chelsea,eng Premier League,16,797,8.9,11,5,4,0,0.1,0.1,0,0,0,0,MF
1760,Willian Pacho,0,2024-2025,22,ec ECU,Paris S-G,fr Ligue 1,28,2132,23.7,23,5,3,0,0,0,0,0,0,0,DF
1761,Darwin Machís,0,2024-2025,31,ve VEN,Valladolid,es La Liga,18,639,7.1,7,11,12,0,0.1,0.1,0,0,0,0,"MF,FW"
1762,Maximilian Wittek,0,2024-2025,28,de GER,Bochum,de Bundesliga,33,2706,30.1,32,1,0,0,0,0,0,0,0,0,DF
1763,Santiago Bueno,0,2024-2025,25,uy URU,Wolves,eng Premier League,29,1687,18.7,18,11,8,0,0,0,0,0,0,0,DF
1764,Yoel Lago,0,2024-2025,20,es ESP,Celta Vigo,es La Liga,8,583,6.5,7,1,8,0,0.2,0.2,0,0,0,0,DF
1765,Pierre Cornud,0,2024-2025,27,fr FRA,Saint-Étienne,fr Ligue 1,11,576,6.4,7,4,10,0,0,0,0,0,0,0,DF
1766,Anrie Chase,0,2024-2025,20,jp JPN,Stuttgart,de Bundesliga,12,734,8.2,7,5,3,0,0,0,0,0,0,0,DF
1767,José Gragera,0,2024-2025,23,es ESP,Espanyol,es La Liga,10,569,6.3,7,3,3,0,0,0,0,0,0,0,MF
1768,Moritz Jenz,0,2024-2025,25,de GER,Mainz 05,de Bundesliga,19,1600,17.8,18,1,4,0,0,0,0,0,0,0,DF
1769,Karol Mets,0,2024-2025,31,ee EST,St. Pauli,de Bundesliga,10,900,10,10,0,0,0,0,0,0,0,0,0,DF
1770,Juan David Cabal,0,2024-2025,23,co COL,Juventus,it Serie A,7,460,5.1,6,1,5,0,0,0,0,0,0,0,DF
1771,Benjamin André,0,2024-2025,33,fr FRA,Lille,fr Ligue 1,30,2692,29.9,30,0,0,0,0.1,0.1,0,0,0,0,MF
1772,Marvin,0,2024-2025,24,es ESP,Las Palmas,es La Liga,23,1038,11.5,9,14,1,0,0,0,0,0,0,0,"DF,FW"
1773,Toti Gomes,0,2024-2025,25,pt POR,Wolves,eng Premier League,31,2614,29,30,1,1,0,0,0,0,0,0,0,DF
1774,José María Giménez,0,2024-2025,29,uy URU,Atlético Madrid,es La Liga,27,1999,22.2,20,7,7,0,0,0,0,0,0,0,DF
1775,Kostas Tsimikas,0,2024-2025,28,gr GRE,Liverpool,eng Premier League,18,837,9.3,9,9,16,0,0.1,0.1,0,0,0,0,DF
1776,Lloyd Kelly,0,2024-2025,25,eng ENG,2 Teams,2 Comps,22,1316,14.6,15,7,15,0,0.1,0.1,0,0,0,0,DF
1777,Antoine Makoumbou,0,2024-2025,26,cg CGO,Cagliari,it Serie A,33,2150,23.9,27,6,3,0,0.1,0.1,0,0,0,0,MF
1778,Hauke Wahl,0,2024-2025,30,de GER,St. Pauli,de Bundesliga,33,2970,33,33,0,0,0,0,0,0,0,0,0,DF
1779,Fodé Ballo-Touré,0,2024-2025,27,sn SEN,Le Havre,fr Ligue 1,10,589,6.5,9,1,1,0,0,0,0,0,0,0,"DF,MF"
1780,Omar Traoré,0,2024-2025,26,de GER,Heidenheim,de Bundesliga,30,2616,29.1,30,0,2,0,0,0,0,0,0,0,DF
1781,Mandela Keita,0,2024-2025,22,be BEL,Parma,it Serie A,30,1826,20.3,24,6,4,0,0.1,0.1,0,0,0,0,MF
1782,Archie Gray,0,2024-2025,18,eng ENG,Tottenham,eng Premier League,28,1751,19.5,19,9,10,0,0,0,0,0,0,0,"DF,MF"
1783,Victor Lindelöf,0,2024-2025,30,se SWE,Manchester Utd,eng Premier League,16,704,7.8,6,10,7,0,0,0,0,0,0,0,DF
1784,Silvan Widmer,0,2024-2025,31,ch SUI,Mainz 05,de Bundesliga,27,504,5.6,3,24,6,0,0.2,0.2,0,0,0,0,DF
1785,Jordan James,0,2024-2025,20,wls WAL,Rennes,fr Ligue 1,23,1178,13.1,14,9,8,0,0.1,0.1,0,0,0,0,MF
1786,Tim Siersleben,0,2024-2025,24,de GER,Heidenheim,de Bundesliga,16,1182,13.1,14,2,18,0,0,0,0,0,0,0,DF
