Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
1056,Lesley Ugochukwu,0.1,2024-2025,20,fr FRA,Southampton,eng Premier League,26,1655,18.4,18,8,6,0.1,0.1,0.1,0.1,0,0,0,MF
1057,Florian Lejeune,0.1,2024-2025,33,fr FRA,Rayo Vallecano,es La Liga,37,3325,36.9,37,0,0,0.1,0.1,0.1,0.1,0,0,0,DF
1058,Milos Kerkez,0.1,2024-2025,20,hu HUN,Bournemouth,eng Premier League,38,3336,37.1,38,0,0,0.1,0.1,0.2,0.1,0,0,0,DF
1059,Oumar Solet,0.1,2024-2025,24,fr FRA,Udinese,it Serie A,19,1672,18.6,19,0,0,0.1,0.1,0.2,0.1,0,0,0,DF
1060,Matheus Nunes,0.1,2024-2025,25,pt POR,Manchester City,eng Premier League,26,1674,18.6,19,7,9,0.1,0.3,0.4,0.1,0,0,0,"DF,MF"
1061,Nuno Mendes,0.1,2024-2025,22,pt POR,Paris S-G,fr Ligue 1,24,1676,18.6,19,5,3,0.1,0.2,0.2,0.1,0,0,0,DF
1062,Rabby Nzingoula,0.1,2024-2025,18,cg CGO,2 Teams,fr Ligue 1,27,1689,18.8,20,7,2,0.1,0,0.1,0.1,0,0,0,MF
1063,Jorge Sáenz,0.1,2024-2025,27,es ESP,Leganés,es La Liga,23,1690,18.8,19,4,12,0.1,0,0.1,0.1,0,0,0,DF
1064,Joseph Okumu,0.1,2024-2025,27,ke KEN,Reims,fr Ligue 1,22,1695,18.8,20,2,2,0.1,0,0.1,0.1,0,0,0,DF
1065,Abdoulaye Niakhate Ndiaye,0.1,2024-2025,22,sn SEN,Brest,fr Ligue 1,22,1707,19,19,3,6,0.1,0,0.1,0.1,0,0,0,DF
1066,Federico Baschirotto,0.1,2024-2025,27,it ITA,Lecce,it Serie A,38,3420,38,38,0,0,0.1,0,0.1,0.1,0,0,0,DF
1067,Nathan Collins,0.1,2024-2025,23,ie IRL,Brentford,eng Premier League,38,3420,38,38,0,0,0.1,0.1,0.1,0.1,0,0,0,DF
1068,Alessandro Zanoli,0.1,2024-2025,23,it ITA,Genoa,it Serie A,31,1711,19,19,12,4,0.1,0,0.1,0.1,0,0,0,"FW,DF"
1069,Conor Coady,0.1,2024-2025,31,eng ENG,Leicester City,eng Premier League,22,1714,19,19,3,13,0.1,0,0.1,0.1,0,0,0,DF
1070,Beñat Prados,0.1,2024-2025,23,es ESP,Athletic Club,es La Liga,30,1715,19.1,21,9,5,0.1,0,0.1,0.1,0,0,0,MF
1071,Miguel,0.1,2024-2025,24,es ESP,Leganés,es La Liga,34,1724,19.2,17,17,3,0.1,0.2,0.2,0,0.1,0.1,0.1,FW
1072,Boubacar Kamara,0.1,2024-2025,24,fr FRA,Aston Villa,eng Premier League,26,1726,19.2,20,6,1,0.1,0,0.1,0.1,0,0,0,MF
1073,Jim Allevinah,0.1,2024-2025,29,ga GAB,Angers,fr Ligue 1,28,1750,19.4,23,5,0,0.1,0.2,0.2,0.1,0,0,0,FW
1074,Thomas Kristensen,0.1,2024-2025,22,dk DEN,Udinese,it Serie A,24,1754,19.5,19,5,4,0.1,0,0.1,0.1,0,0,0,DF
1075,Harry Maguire,0.1,2024-2025,31,eng ENG,Manchester Utd,eng Premier League,27,1758,19.5,19,8,3,0.1,0,0.1,0.1,0,0,0,DF
1076,Sávio,0.1,2024-2025,20,br BRA,Manchester City,eng Premier League,29,1766,19.6,21,8,7,0.1,0.4,0.5,0.1,0,0,0,"FW,MF"
1077,Benjamin Bouchouari,0.1,2024-2025,22,ma MAR,Saint-Étienne,fr Ligue 1,25,1772,19.7,20,5,2,0.1,0,0.1,0.1,0,0,0,MF
1078,Yeray Álvarez,0.1,2024-2025,29,es ESP,Athletic Club,es La Liga,21,1781,19.8,20,1,9,0.1,0,0.1,0.1,0,0,0,DF
1079,David Raum,0.1,2024-2025,26,de GER,RB Leipzig,de Bundesliga,22,1783,19.8,21,1,1,0.1,0.3,0.3,0.1,0,0,0,DF
1080,Elvis Rexhbeçaj,0.1,2024-2025,26,xk KVX,Augsburg,de Bundesliga,27,1785,19.8,22,5,4,0.1,0.1,0.1,0.1,0,0,0,MF
1081,Manuel Ugarte,0.1,2024-2025,23,uy URU,Manchester Utd,eng Premier League,29,1785,19.8,22,7,3,0.1,0.1,0.2,0.1,0,0,0,MF
1082,Luka Su?i?,0.1,2024-2025,21,hr CRO,Real Sociedad,es La Liga,29,1792,19.9,21,8,3,0.1,0.1,0.1,0.1,0,0,0,MF
1083,Djed Spence,0.1,2024-2025,23,eng ENG,Tottenham,eng Premier League,25,1792,19.9,19,6,8,0.1,0.1,0.2,0.1,0,0,0,DF
1084,Florian Sotoca,0.1,2024-2025,33,fr FRA,Lens,fr Ligue 1,31,1794,19.9,22,9,0,0.1,0.1,0.1,0.1,0,0,0,"FW,MF"
1085,Deiver Machado,0,2024-2025,30,co COL,Lens,fr Ligue 1,27,1805,20.1,20,7,0,0,0.2,0.2,0,0,0,0,"DF,MF"
1086,Ylber Ramadani,0,2024-2025,28,al ALB,Lecce,it Serie A,29,1807,20.1,21,8,8,0,0,0.1,0,0,0,0,MF
1087,Saidou Sow,0,2024-2025,22,gn GUI,2 Teams,fr Ligue 1,21,1817,20.2,20,1,5,0,0,0.1,0,0,0,0,DF
1088,Mërgim Vojvoda,0,2024-2025,29,xk KVX,2 Teams,it Serie A,28,1822,20.2,20,8,2,0,0.1,0.1,0,0,0,0,DF
1089,Josha Vagnoman,0,2024-2025,23,de GER,Stuttgart,de Bundesliga,26,1834,20.4,19,7,2,0,0,0.1,0,0,0,0,"DF,MF"
1090,Bryan Zaragoza,0,2024-2025,22,es ESP,Osasuna,es La Liga,27,1836,20.4,22,5,1,0,0.3,0.3,0,0,0,0,"FW,MF"
1091,Lukas Klostermann,0,2024-2025,28,de GER,RB Leipzig,de Bundesliga,28,1838,20.4,20,8,3,0,0,0,0,0,0,0,DF
1092,Domingos Duarte,0,2024-2025,29,pt POR,Getafe,es La Liga,22,1859,20.7,21,1,15,0,0,0,0,0,0,0,DF
1093,Ashley Young,0,2024-2025,39,eng ENG,Everton,eng Premier League,32,1875,20.8,19,13,4,0,0.1,0.2,0,0,0,0,DF
1094,Joris Chotard,0,2024-2025,22,fr FRA,Montpellier,fr Ligue 1,26,1892,21,23,3,0,0,0,0,0,0,0,0,MF
1095,Rico Lewis,0,2024-2025,19,eng ENG,Manchester City,eng Premier League,28,1893,21,21,7,8,0,0.1,0.1,0,0,0,0,"DF,MF"
1096,Lukas Ullrich,0,2024-2025,20,de GER,Gladbach,de Bundesliga,26,1903,21.1,24,2,3,0,0.1,0.1,0,0,0,0,DF
1097,Adam Masina,0,2024-2025,30,ma MAR,Torino,it Serie A,28,1919,21.3,20,8,9,0,0.1,0.1,0,0,0,0,DF
1098,Chris Richards,0,2024-2025,24,us USA,Crystal Palace,eng Premier League,24,1922,21.4,22,2,5,0,0,0,0,0,0,0,DF
1099,Alessandro Buongiorno,0,2024-2025,25,it ITA,Napoli,it Serie A,22,1924,21.4,22,0,4,0,0,0,0,0,0,0,DF
1100,Koke,0,2024-2025,32,es ESP,Atlético Madrid,es La Liga,32,1926,21.4,20,12,1,0,0,0.1,0,0,0,0,MF
1101,Domagoj Bradari?,0,2024-2025,24,hr CRO,Hellas Verona,it Serie A,28,1933,21.5,24,4,7,0,0,0,0,0,0,0,DF
1102,Dario Essugo,0,2024-2025,19,pt POR,Las Palmas,es La Liga,27,1938,21.5,25,2,1,0,0,0,0,0,0,0,MF
1103,Jens Cajuste,0,2024-2025,24,se SWE,Ipswich Town,eng Premier League,30,1959,21.8,25,5,3,0,0,0.1,0,0,0,0,MF
1104,Ainsley Maitland-Niles,0,2024-2025,26,eng ENG,Lyon,fr Ligue 1,32,1985,22.1,20,12,2,0,0.2,0.2,0,0,0,0,DF
1105,Omar Mascarell,0,2024-2025,31,gq EQG,Mallorca,es La Liga,32,1992,22.1,21,11,5,0,0,0,0,0,0,0,MF
1106,Hassane Kamara,0,2024-2025,30,ci CIV,Udinese,it Serie A,30,2001,22.2,25,5,4,0,0.2,0.2,0,0,0,0,DF
1107,Lucas Beraldo,0,2024-2025,20,br BRA,Paris S-G,fr Ligue 1,25,2011,22.3,22,3,8,0,0,0,0,0,0,0,DF
1108,Lilian Brassier,0,2024-2025,24,fr FRA,2 Teams,fr Ligue 1,26,2013,22.4,23,3,5,0,0,0.1,0,0,0,0,DF
1109,Dylan Batubinsika,0,2024-2025,28,cd COD,Saint-Étienne,fr Ligue 1,25,2016,22.4,22,3,5,0,0,0,0,0,0,0,DF
1110,Ramy Bensebaini,0,2024-2025,29,dz ALG,Dortmund,de Bundesliga,31,2022,22.5,23,8,0,0,0.3,0.3,0,0,0,0,DF
1111,Iván Martín,0,2024-2025,25,es ESP,Girona,es La Liga,32,2039,22.7,24,8,1,0,0,0.1,0,0,0,0,MF
1112,Warren Zaïre-Emery,0,2024-2025,18,fr FRA,Paris S-G,fr Ligue 1,29,2050,22.8,23,6,0,0,0.1,0.1,0,0,0,0,"MF,DF"
1113,Nicolas Cozza,0,2024-2025,25,fr FRA,2 Teams,2 Comps,27,2051,22.8,23,4,2,0,0,0,0,0,0,0,"DF,MF"
1114,Vanderson,0,2024-2025,23,br BRA,Monaco,fr Ligue 1,29,2064,22.9,23,6,2,0,0.1,0.2,0,0,0,0,DF
1115,Matty Cash,0,2024-2025,26,pl POL,Aston Villa,eng Premier League,27,2070,23,24,3,2,0,0,0.1,0,0,0,0,DF
1116,Jack Harrison,0,2024-2025,27,eng ENG,Everton,eng Premier League,34,2076,23.1,24,10,4,0,0,0,0,0,0,0,FW
1117,Azor Matusiwa,0,2024-2025,26,nl NED,Rennes,fr Ligue 1,29,2078,23.1,23,6,2,0,0.1,0.2,0,0,0,0,MF
1118,Wilfried Singo,0,2024-2025,23,ci CIV,Monaco,fr Ligue 1,27,2096,23.3,23,4,1,0,0.1,0.1,0,0,0,0,DF
1119,Matija Nastasi?,0,2024-2025,31,rs SRB,Leganés,es La Liga,26,2110,23.4,24,2,4,0,0,0,0,0,0,0,DF
1120,Lucien Agoume,0,2024-2025,22,fr FRA,Sevilla,es La Liga,35,2114,23.5,24,11,1,0,0.1,0.2,0,0,0,0,MF
1121,Ki-Jana Hoever,0,2024-2025,22,nl NED,Auxerre,fr Ligue 1,30,2124,23.6,26,4,1,0,0.1,0.1,0,0,0,0,DF
1122,Ilaix Moriba,0,2024-2025,21,gn GUI,Celta Vigo,es La Liga,33,2132,23.7,22,11,3,0,0,0.1,0,0,0,0,MF
1123,Nico Elvedi,0,2024-2025,27,ch SUI,Gladbach,de Bundesliga,25,2135,23.7,25,0,2,0,0,0.1,0,0,0,0,DF
1124,Marius Wolf,0,2024-2025,29,de GER,Augsburg,de Bundesliga,32,2144,23.8,28,4,0,0,0.1,0.2,0,0,0,0,DF
1125,Flynn Downes,0,2024-2025,25,eng ENG,Southampton,eng Premier League,27,2151,23.9,25,2,2,0,0,0,0,0,0,0,MF
1126,Robin Le Normand,0,2024-2025,27,es ESP,Atlético Madrid,es La Liga,27,2151,23.9,24,3,3,0,0,0,0,0,0,0,DF
1127,Leo Skiri Østigård,0,2024-2025,24,no NOR,2 Teams,2 Comps,27,2154,23.9,25,2,2,0,0,0,0,0,0,0,DF
1128,Kelvin Amian,0,2024-2025,26,fr FRA,Nantes,fr Ligue 1,30,2165,24.1,23,7,3,0,0,0,0,0,0,0,DF
1129,Natan,0,2024-2025,23,br BRA,Betis,es La Liga,31,2175,24.2,23,8,5,0,0,0.1,0,0,0,0,DF
1130,Anthony Rouault,0,2024-2025,23,fr FRA,2 Teams,2 Comps,29,2184,24.3,25,4,0,0,0,0,0,0,0,0,DF
1131,Arthur Chaves,0,2024-2025,23,br BRA,Hoffenheim,de Bundesliga,26,2185,24.3,24,2,2,0,0,0,0,0,0,0,DF
1132,Lucas Vázquez,0,2024-2025,33,es ESP,Real Madrid,es La Liga,32,2189,24.3,25,7,3,0,0.2,0.2,0,0,0,0,DF
1133,Enzo Barrenechea,0,2024-2025,23,ar ARG,Valencia,es La Liga,30,2191,24.3,26,4,2,0,0.1,0.1,0,0,0,0,MF
1134,Federico Gatti,0,2024-2025,26,it ITA,Juventus,it Serie A,30,2195,24.4,26,4,3,0,0,0,0,0,0,0,DF
1135,Pietro Comuzzo,0,2024-2025,19,it ITA,Fiorentina,it Serie A,33,2200,24.4,24,9,4,0,0,0,0,0,0,0,DF
1136,Alberto Grassi,0,2024-2025,29,it ITA,Empoli,it Serie A,28,2203,24.5,27,1,1,0,0,0,0,0,0,0,MF
1137,Jacob Greaves,0,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,25,2205,24.5,25,0,2,0,0,0,0,0,0,0,DF
1138,?lkay Gündo?an,0,2024-2025,33,de GER,Manchester City,eng Premier League,33,2223,24.7,25,8,4,0,0.2,0.3,0,0,0,0,MF
1139,John McGinn,0,2024-2025,29,sct SCO,Aston Villa,eng Premier League,34,2223,24.7,27,7,0,0,0.2,0.2,0,0,0,0,"MF,FW"
1140,Andy Diouf,0,2024-2025,21,fr FRA,Lens,fr Ligue 1,34,2225,24.7,27,7,0,0,0.1,0.1,0,0,0,0,MF
1141,Ellyes Skhiri,0,2024-2025,29,tn TUN,Eint Frankfurt,de Bundesliga,30,2231,24.8,26,4,2,0,0.1,0.1,0,0,0,0,MF
1142,Vitaly Janelt,0,2024-2025,26,de GER,Brentford,eng Premier League,32,2254,25,27,5,0,0,0.1,0.2,0,0,0,0,MF
1143,Patrick Osterhage,0,2024-2025,24,de GER,Freiburg,de Bundesliga,30,2267,25.2,27,3,1,0,0,0,0,0,0,0,MF
1144,Carl Starfelt,0,2024-2025,29,se SWE,Celta Vigo,es La Liga,28,2270,25.2,26,2,2,0,0,0,0,0,0,0,DF
1145,Kilian Fischer,0,2024-2025,23,de GER,Wolfsburg,de Bundesliga,32,2297,25.5,29,3,0,0,0,0,0,0,0,0,DF
1146,Adrià Pedrosa,0,2024-2025,26,es ESP,Sevilla,es La Liga,31,2298,25.5,27,4,3,0,0,0.1,0,0,0,0,DF
1147,Mickael Nade,0,2024-2025,25,fr FRA,Saint-Étienne,fr Ligue 1,26,2306,25.6,25,1,4,0,0.1,0.1,0,0,0,0,DF
1148,Yvan Neyou,0,2024-2025,27,cm CMR,Leganés,es La Liga,30,2312,25.7,27,3,1,0,0,0.1,0,0,0,0,MF
1149,Hugo Magnetti,0,2024-2025,26,fr FRA,Brest,fr Ligue 1,32,2323,25.8,27,5,0,0,0,0,0,0,0,0,MF
1150,Pablo Barrios,0,2024-2025,21,es ESP,Atlético Madrid,es La Liga,31,2330,25.9,28,3,0,0,0.2,0.2,0,0,0,0,MF
1151,Felix Passlack,0,2024-2025,26,de GER,Bochum,de Bundesliga,31,2334,25.9,30,1,0,0,0.2,0.3,0,0,0,0,"DF,MF"
1152,Pierre Kalulu,0,2024-2025,24,fr FRA,Juventus,it Serie A,29,2337,26,25,4,2,0,0,0,0,0,0,0,DF
1153,Guillermo Maripán,0,2024-2025,30,cl CHI,2 Teams,2 Comps,28,2340,26,27,1,7,0,0,0.1,0,0,0,0,DF
1154,Elisha Owusu,0,2024-2025,26,gh GHA,Auxerre,fr Ligue 1,28,2344,26,28,0,0,0,0.1,0.2,0,0,0,0,MF
1155,Ondrej Duda,0,2024-2025,29,sk SVK,Hellas Verona,it Serie A,28,2395,26.6,27,1,0,0,0.1,0.2,0,0,0,0,MF
1156,Henrikh Mkhitaryan,0,2024-2025,35,am ARM,Inter,it Serie A,32,2396,26.6,30,2,2,0,0.2,0.2,0,0,0,0,MF
1157,Alessandro Bastoni,0,2024-2025,25,it ITA,Inter,it Serie A,33,2401,26.7,31,2,3,0,0.2,0.2,0,0,0,0,DF
1158,Pervis Estupiñán,0,2024-2025,26,ec ECU,Brighton,eng Premier League,30,2402,26.7,26,4,1,0,0,0.1,0,0,0,0,DF
1159,Michel Ndary Adopo,0,2024-2025,24,fr FRA,Cagliari,it Serie A,35,2409,26.8,27,8,2,0,0,0.1,0,0,0,0,MF
1160,Brendan Chardonnet,0,2024-2025,29,fr FRA,Brest,fr Ligue 1,27,2416,26.8,27,0,4,0,0,0,0,0,0,0,DF
1161,Jurriën Timber,0,2024-2025,23,nl NED,Arsenal,eng Premier League,30,2417,26.9,27,3,2,0,0.1,0.1,0,0,0,0,DF
1162,Renato Tapia,0,2024-2025,29,pe PER,Leganés,es La Liga,34,2424,26.9,28,6,0,0,0,0,0,0,0,0,"MF,DF"
1163,David López,0,2024-2025,34,es ESP,Girona,es La Liga,29,2429,27,27,2,9,0,0,0.1,0,0,0,0,DF
1164,Armando Izzo,0,2024-2025,32,it ITA,Monza,it Serie A,30,2435,27.1,28,2,1,0,0,0.1,0,0,0,0,DF
1165,Michael Amir Murillo,0,2024-2025,28,pa PAN,Marseille,fr Ligue 1,30,2437,27.1,27,3,1,0,0.1,0.1,0,0,0,0,DF
1166,Miguel Gutiérrez,0,2024-2025,23,es ESP,Girona,es La Liga,29,2458,27.3,29,0,1,0,0.2,0.2,0,0,0,0,"DF,MF"
1167,Jon Aramburu,0,2024-2025,22,ve VEN,Real Sociedad,es La Liga,35,2460,27.3,28,7,2,0,0,0.1,0,0,0,0,DF
1168,Maximilian Mittelstädt,0,2024-2025,27,de GER,Stuttgart,de Bundesliga,31,2469,27.4,28,3,1,0,0.3,0.3,0,0,0,0,DF
1169,Nemanja Gudelj,0,2024-2025,32,rs SRB,Sevilla,es La Liga,31,2493,27.7,27,4,4,0,0,0.1,0,0,0,0,"MF,DF"
1170,Mark McKenzie,0,2024-2025,25,us USA,Toulouse,fr Ligue 1,30,2496,27.7,29,1,1,0,0,0.1,0,0,0,0,DF
1171,Youssouf Fofana,0,2024-2025,25,fr FRA,Milan,it Serie A,35,2504,27.8,29,6,0,0,0.2,0.3,0,0,0,0,MF
1172,Edoardo Goldaniga,0,2024-2025,30,it ITA,Como,it Serie A,32,2532,28.1,28,4,3,0,0,0,0,0,0,0,DF
1173,Diogo Leite,0,2024-2025,25,pt POR,Union Berlin,de Bundesliga,30,2546,28.3,29,1,0,0,0.1,0.1,0,0,0,0,DF
1174,Chrislain Matsima,0,2024-2025,22,fr FRA,Augsburg,de Bundesliga,30,2551,28.3,28,2,2,0,0,0.1,0,0,0,0,DF
1175,Ibrahima Konaté,0,2024-2025,25,fr FRA,Liverpool,eng Premier League,31,2560,28.4,30,1,1,0,0.1,0.1,0,0,0,0,DF
