,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
Rk,Player,Cmp/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp/90,Att,Cmp%,KP,03-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Pos
576,Lucas Paquetá,42.6,2024-2025,26,br BRA,West Ham,eng Premier League,33,2380,26.4,27,6,1,0.2,0,0.2,0.1,0.1,0.1,0,42.6,55.1,77.3,1.4,5,1.7,0.2,5.9,706.5,227.4,22.3,26.5,84.3,14.7,18.7,78.7,4.5,7,64.7,"MF,FW"
577,Timothy Castagne,42.6,2024-2025,28,be BEL,Fulham,eng Premier League,24,1649,18.3,17,7,9,0,0.1,0.1,0,0,0,0,42.6,52,81.8,0.5,2.8,0.3,0.2,3.4,679,213.4,21.7,24.1,89.8,17.9,20.8,85.9,2,4.1,49.3,DF
578,Tom Bischof,42.6,2024-2025,19,de GER,Hoffenheim,de Bundesliga,31,2559,28.4,30,1,0,0.2,0.1,0.2,0.2,0,0,0,42.6,54.1,78.7,1.8,3.9,1.4,0.4,4.9,726,214.7,20.4,23,88.7,15.7,18.6,84.5,4.8,8.4,56.7,"MF,FW"
579,Alessandro Vogliacco,42.5,2024-2025,25,it ITA,2 Teams,it Serie A,22,1487,16.5,18,4,10,0.1,0,0.1,0.1,0,0,0,42.5,49.5,85.9,0.2,3.7,0.3,0.2,2.8,833.8,311.6,15.2,16.3,93,22,24.1,91,4.7,7.6,62.4,DF
580,Jordan Lefort,42.5,2024-2025,30,fr FRA,Angers,fr Ligue 1,34,3060,34,34,0,0,0,0,0,0,0,0,0,42.5,51.4,82.7,0.3,2.6,0.3,0.1,2.6,820.4,380.2,15.4,16.6,92.6,22.6,24.4,92.8,4.4,9,48.2,DF
581,Krépin Diatta,42.5,2024-2025,25,sn SEN,Monaco,fr Ligue 1,19,508,5.6,3,16,5,0,0,0,0,0,0,0,42.5,55.6,76.4,0.7,2.8,1.1,0.4,3.7,652.5,212.2,22.9,26.4,86.6,15.8,20.7,76.1,2.5,5,50,"DF,FW"
582,Jack Hinshelwood,42.5,2024-2025,19,eng ENG,Brighton,eng Premier League,26,1842,20.5,22,4,0,0.2,0.1,0.3,0.2,0,0,0,42.5,51.1,83.2,0.8,1.8,0.4,0.1,3.3,640.7,148.9,24.9,27.5,90.7,13.7,16.3,84.1,2.7,5.2,52.3,"MF,DF"
583,César Tárrega,42.5,2024-2025,22,es ESP,Valencia,es La Liga,34,3026,33.6,34,0,3,0.1,0,0.1,0.1,0,0,0,42.5,50.3,84.4,0.1,2.3,0,0,2.3,808,280.1,14.2,15.2,93.2,24.3,26.5,91.6,3.8,7.3,51.4,DF
584,Carl Johansson,42.5,2024-2025,30,se SWE,Holstein Kiel,de Bundesliga,10,568,6.3,7,3,7,0,0,0,0,0,0,0,42.5,48.3,87.9,1,0.6,0.3,0,1.9,762.1,245.1,17,18.2,93,22.7,25.4,89.4,2.5,3.8,66.7,DF
585,David Raum,42.5,2024-2025,26,de GER,RB Leipzig,de Bundesliga,22,1783,19.8,21,1,1,0.1,0.3,0.3,0.1,0,0,0,42.5,61.2,69.4,2.4,2.8,1.1,0.7,3.6,732.2,330.6,19.2,22.2,86.4,18.1,24.9,72.8,3.9,10.3,38,DF
586,Finn Ole Becker,42.4,2024-2025,24,de GER,Hoffenheim,de Bundesliga,13,670,7.4,7,6,6,0,0.1,0.1,0,0,0,0,42.4,51.4,82.5,1.1,5.1,0.9,0.1,6,679.4,235.3,21.6,25,86.6,17.1,20.8,81.9,2.8,4.4,63.6,MF
587,Woyo Coulibaly,42.4,2024-2025,25,ml MLI,2 Teams,2 Comps,18,1193,13.3,13,5,9,0,0.1,0.1,0,0,0,0,42.4,49,86.5,0.6,3.5,0.3,0,3.3,656.9,252.3,22.8,24.8,91.8,16.7,19.5,86,2,3.2,64.3,DF
588,Abdoulaye Niakhate Ndiaye,42.4,2024-2025,22,sn SEN,Brest,fr Ligue 1,22,1707,19,19,3,6,0.1,0,0.1,0.1,0,0,0,42.4,49.1,86.4,0.1,1.9,0.1,0,2.1,840.3,311.3,13.9,15.6,89.2,22.5,24.8,90.7,5.7,7.8,73.5,DF
589,Diego Gómez,42.4,2024-2025,21,py PAR,Brighton,eng Premier League,16,516,5.7,4,12,1,0.2,0,0.2,0.2,0,0,0,42.4,52.7,80.5,1.4,2.4,1.2,0.2,4.7,648,162.4,24.1,27.7,86.8,14.7,17.4,84,2.4,4.4,56,MF
590,Manu Morlanes,42.4,2024-2025,25,es ESP,Mallorca,es La Liga,23,1338,14.9,15,8,2,0,0,0,0,0,0,0,42.4,47.7,88.9,0.7,5.7,0.7,0.2,5.9,688.5,208.5,20.5,22,93.3,18.2,20.4,89.1,2.3,3.3,69.4,MF
591,Jean-Charles Castelletto,42.4,2024-2025,29,cm CMR,Nantes,fr Ligue 1,30,2620,29.1,30,0,0,0,0,0,0,0,0,0,42.4,47.8,88.6,0.1,2.7,0.2,0,3,745.3,270.9,16.8,17.9,93.8,22,23.7,92.6,2.9,4.8,59.3,"DF,MF"
592,Alexis Saelemaekers,42.4,2024-2025,25,be BEL,2 Teams,it Serie A,23,1479,16.4,18,5,5,0.4,0.2,0.6,0.4,0,0,0,42.4,51.8,81.8,1.6,2.4,1.4,0.4,3.5,622.2,166.2,25.9,28.5,90.8,12.3,14.7,83.5,2.8,5.1,54.8,"DF,FW"
593,Pierre Cornud,42.3,2024-2025,27,fr FRA,Saint-Étienne,fr Ligue 1,11,576,6.4,7,4,10,0,0,0,0,0,0,0,42.3,51.7,81.9,0.5,2.2,0.8,0.3,3,701.2,247,20.2,21.9,92.1,17.3,20.5,84.7,3.9,7,55.6,DF
594,Suso,42.3,2024-2025,30,es ESP,Sevilla,es La Liga,16,606,6.7,4,12,14,0,0.3,0.3,0,0,0,0,42.3,57.2,74,3.3,4.6,1.9,0.6,6.4,711.2,233.6,21.7,23.8,91.3,14,18.3,76.4,4.9,10.7,45.8,"FW,MF"
595,Stefan Lainer,42.3,2024-2025,31,at AUT,Gladbach,de Bundesliga,21,757,8.4,6,15,12,0.1,0,0.1,0.1,0,0,0,42.3,54.7,77.4,1.1,2.5,0.8,0.7,3,697.5,228,20.6,23.8,86.5,18.7,23.8,78.5,2.3,4.5,50,DF
596,José Luis Palomino,42.3,2024-2025,34,ar ARG,Cagliari,it Serie A,18,1081,12,10,8,20,0.1,0,0.1,0.1,0,0,0,42.3,48.8,86.7,0.1,2.7,0.2,0,2.9,803.9,305.3,14.3,15.6,92,23.1,24.9,92.6,4.1,6.4,63.6,DF
597,Danny da Costa,42.3,2024-2025,31,de GER,Mainz 05,de Bundesliga,25,2006,22.3,25,0,7,0,0,0,0,0,0,0,42.3,53.9,78.4,0.4,5.5,0.8,0.3,4.9,769.3,316.1,17.8,19.3,92.3,19.8,22.7,87.3,4.2,10,42.2,DF
598,Saša Luki?,42.2,2024-2025,27,rs SRB,Fulham,eng Premier League,30,2344,26,28,2,0,0,0.1,0.1,0,0,0,0,42.2,48.4,87.3,1,4,0.7,0.3,3.8,719.2,178,19.9,21.7,91.9,18.3,20,91.6,3.5,5,70.5,MF
599,Azor Matusiwa,42.2,2024-2025,26,nl NED,Rennes,fr Ligue 1,29,2078,23.1,23,6,2,0,0.1,0.2,0,0,0,0,42.2,48.5,87.1,0.7,4.7,0.8,0,5.8,703.7,209.2,20.7,23.5,87.8,17.6,19.4,91.1,3.4,3.8,88.6,MF
600,Giovanni Leoni,42.2,2024-2025,17,it ITA,Parma,it Serie A,17,1199,13.3,14,3,17,0.1,0,0.1,0.1,0,0,0,42.2,48.1,87.7,0.1,1.6,0,0,1.6,782.4,227.7,14.3,15.7,91.4,24.5,26.4,92.6,3.2,5.3,61.4,DF
