,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
Rk,Player,Cmp/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp/90,Att,Cmp%,KP,03-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Pos
485,Caleb Okoli,44.7,2024-2025,23,it ITA,Leicester City,eng Premier League,19,1125,12.5,12,7,18,0.1,0,0.1,0.1,0,0,0,44.7,51.8,86.3,0,1.7,0.1,0,2.6,779.9,307.9,19.4,21.3,91.4,21.8,24.1,90.7,2.9,5.2,55.4,DF
486,Charlie Cresswell,44.7,2024-2025,21,eng ENG,Toulouse,fr Ligue 1,31,2592,28.8,29,2,1,0.1,0,0.1,0.1,0,0,0,44.7,53.9,83,0.2,2.1,0.1,0,2.4,828.3,284.7,15.3,16.9,90.6,26,28.6,90.9,3.2,7.5,42.1,DF
487,Matteo Pessina,44.7,2024-2025,27,it ITA,Monza,it Serie A,11,854,9.5,10,1,3,0,0,0,0,0,0,0,44.7,51.6,86.5,0.4,3.3,0.4,0.1,3,781.1,155.8,19.3,21.8,88.4,20.7,22.6,91.6,3.9,5.2,75.5,MF
488,David Jurásek,44.6,2024-2025,23,cz CZE,Hoffenheim,de Bundesliga,14,619,6.9,6,8,10,0,0.1,0.1,0,0,0,0,44.6,63.8,69.9,1,3.2,1.6,1.3,3.2,747.8,258.2,23.4,27.3,85.6,16.1,22.8,70.7,3.8,8.9,42.6,DF
489,Nikola Maksimovi?,44.6,2024-2025,32,rs SRB,Montpellier,fr Ligue 1,7,581,6.5,7,0,0,0,0,0,0,0,0,0,44.6,48,92.9,0.3,1.9,0.3,0,1.7,914.6,291.7,11.9,12.7,93.9,26.6,27.4,97.2,5.6,7.1,78.3,DF
490,Andoni Gorosabel,44.6,2024-2025,27,es ESP,Athletic Club,es La Liga,20,1485,16.5,17,3,17,0,0.1,0.1,0,0,0,0,44.6,53.6,83.3,0.9,3.5,1,0.6,3.1,676.5,196.5,24.7,27,91.5,17.8,21.2,84,1.5,3,49,DF
491,Kike Salas,44.6,2024-2025,22,es ESP,Sevilla,es La Liga,31,2238,24.9,25,6,5,0.1,0.1,0.2,0.1,0,0,0,44.6,56.8,78.5,0.2,2.8,0.1,0,2.4,850.2,305.8,16.8,18.7,90.1,23.3,26.9,86.4,4.2,10.1,41.8,DF
492,Denis Zakaria,44.6,2024-2025,27,ch SUI,Monaco,fr Ligue 1,26,2144,23.8,24,2,1,0.3,0.2,0.4,0.2,0.1,0.1,0,44.6,49.3,90.4,0.7,3.8,1,0.1,4.7,657.8,206.6,25.4,27,93.9,16.4,17.8,92,1.8,2.6,68.9,MF
493,Issa Diop,44.6,2024-2025,27,fr FRA,Fulham,eng Premier League,21,1339,14.9,15,6,9,0,0,0,0,0,0,0,44.6,50.9,87.5,0.2,2.9,0.1,0,1.7,830.1,280.9,15.7,16.9,92.5,25.5,27.4,92.9,3.1,5.8,52.9,DF
494,Boubakary Soumaré,44.5,2024-2025,25,fr FRA,Leicester City,eng Premier League,31,2171,24.1,25,6,4,0,0,0,0,0,0,0,44.5,51.2,87,0.5,3.9,0.7,0.1,4.4,671.2,179.8,24.1,26.2,91.9,17.2,19.5,87.9,1.7,2.5,70,MF
495,Valentino Livramento,44.5,2024-2025,21,eng ENG,Newcastle Utd,eng Premier League,37,2840,31.6,32,5,0,0,0,0,0,0,0,0,44.5,52.1,85.4,0.8,3.4,0.9,0.2,5,658.3,211.9,25.7,28.4,90.6,16.1,18.5,87,1.7,2.9,59.3,DF
496,Youssouf Fofana,44.5,2024-2025,25,fr FRA,Milan,it Serie A,35,2504,27.8,29,6,0,0,0.2,0.3,0,0,0,0,44.5,51.9,85.7,0.8,5,0.8,0.1,6.3,773.9,259.7,19.3,21.9,88.2,21.3,23.5,90.7,3.2,5.2,60.3,MF
497,Jurriën Timber,44.5,2024-2025,23,nl NED,Arsenal,eng Premier League,30,2417,26.9,27,3,2,0,0.1,0.1,0,0,0,0,44.5,51.9,85.6,0.6,4,0.6,0.1,5.4,645.2,172.9,25.1,27.6,91,17.6,20.4,86,1,1.9,52.9,DF
498,Jhon Solis,44.4,2024-2025,19,co COL,Girona,es La Liga,19,535,5.9,3,16,13,0.2,0,0.2,0.2,0,0,0,44.4,49.6,89.5,0.3,4.9,0.2,0.2,4.9,673.7,148.9,23.9,25.2,94.7,18.7,20.5,91,1.2,2,58.3,MF
499,Pietro Comuzzo,44.4,2024-2025,19,it ITA,Fiorentina,it Serie A,33,2200,24.4,24,9,4,0,0,0,0,0,0,0,44.4,51.8,85.7,0.3,2.8,0.2,0,3.1,906.6,257.1,11.9,13.5,88.2,26.3,28.7,91.9,5.7,8.3,69,DF
500,Emil Holm,44.3,2024-2025,24,se SWE,Bologna,it Serie A,21,1137,12.6,12,9,9,0.1,0.1,0.2,0.1,0,0,0,44.3,58.2,76.2,0.8,3.7,1.1,0.6,3.9,849.7,277,18.6,21.5,86.7,20.2,24.7,81.7,5.3,10.1,52.8,DF
501,Isak Hien,44.3,2024-2025,25,se SWE,Atalanta,it Serie A,30,2327,25.9,27,3,2,0,0,0,0,0,0,0,44.3,49.4,89.7,0.1,1.7,0,0,2,865.5,272.3,12.4,13.8,90.2,27.3,29.2,93.5,4.3,5.3,81.6,DF
502,Carmona,44.3,2024-2025,22,es ESP,Sevilla,es La Liga,35,2942,32.7,35,0,0,0,0,0,0,0,0,0,44.3,55,80.5,0.6,3,0.4,0.2,3.3,719.6,268.9,21.8,24.7,88.2,19.2,22.8,84.4,2.2,4.7,46.8,DF
503,Guillermo Maripán,44.3,2024-2025,30,cl CHI,2 Teams,2 Comps,28,2340,26,27,1,7,0,0,0.1,0,0,0,0,44.3,51.3,86.3,0.2,3,0.2,0,3.7,907.9,318.3,11.4,13.2,86.3,27.8,29.7,93.8,4.8,7.3,66,DF
504,Tim Siersleben,44.2,2024-2025,24,de GER,Heidenheim,de Bundesliga,16,1182,13.1,14,2,18,0,0,0,0,0,0,0,44.2,54.7,80.8,0.5,2.7,0.6,0.2,2.4,916.5,432.9,13.5,15.2,88.9,24.2,27,89.6,6.2,11,56.3,DF
505,Anton Stach,44.2,2024-2025,25,de GER,Hoffenheim,de Bundesliga,30,2585,28.7,29,1,0,0,0.1,0.1,0,0,0,0,44.2,53.5,82.6,0.9,4.2,1.1,0.3,5.3,782.7,279.7,18.6,21.3,87.4,20.5,23.2,88.2,3.9,6.3,61,"MF,DF"
506,Andrey Santos,44.2,2024-2025,20,br BRA,Strasbourg,fr Ligue 1,32,2855,31.7,32,0,0,0.3,0.1,0.4,0.3,0,0,0,44.2,50.1,88.2,0.9,4.4,0.5,0,4.7,725.3,247.7,20.8,22.9,90.8,20.4,22.3,91.4,2.4,3,80.2,MF
507,Sander Berge,44.2,2024-2025,26,no NOR,Fulham,eng Premier League,31,2224,24.7,26,5,0,0,0,0,0,0,0,0,44.2,48.3,91.5,0.7,4.7,0.2,0,5,784.1,187.2,18.3,19.9,92.1,21.3,22.5,94.4,3.9,4.7,83.5,MF
508,Amir Richardson,44.1,2024-2025,22,ma MAR,Fiorentina,it Serie A,27,1099,12.2,10,17,9,0.1,0.1,0.2,0.1,0,0,0,44.1,50.4,87.6,0.7,3.8,0.5,0.1,3.8,693.9,159,21.4,22.8,93.9,19.1,21.5,88.6,2.3,3.3,70,MF
509,Matthias Ginter,44.1,2024-2025,30,de GER,Freiburg,de Bundesliga,32,2561,28.5,28,4,1,0.1,0,0.1,0.1,0,0,0,44.1,53.5,82.6,0.3,3.4,0.3,0,4,854.2,340.8,15.4,17,90.7,24.2,26.8,90.2,4.2,8.5,49.4,DF
510,Johan Vásquez,44.1,2024-2025,25,mx MEX,Genoa,it Serie A,36,3041,33.8,34,2,0,0.1,0,0.1,0.1,0,0,0,44.1,52.1,84.7,0.2,2.2,0.2,0.1,2.8,842.6,266.3,13.6,15.2,89.3,26.5,28.3,93.6,3.6,7,51.1,DF
511,Ivan Ili?,44.1,2024-2025,23,rs SRB,Torino,it Serie A,19,920,10.2,9,10,4,0.1,0,0.1,0.1,0,0,0,44.1,52.9,83.4,0.9,3.8,1.6,0.3,4.4,747.4,191.2,20.3,23.4,86.6,19.7,22.5,87.4,3.4,4.8,71.4,MF
512,Antonio Raillo,44.1,2024-2025,32,es ESP,Mallorca,es La Liga,36,3207,35.6,36,0,0,0.1,0,0.1,0.1,0,0,0,44.1,49.8,88.7,0.4,2.4,0.2,0,3,833.5,298.6,14.9,16.2,91.9,24.7,26.5,93.4,3.9,5.8,66.7,DF
513,Alberto Dossena,44.1,2024-2025,25,it ITA,Como,it Serie A,23,1825,20.3,20,3,3,0,0.1,0.1,0,0,0,0,44.1,50.3,87.6,0.2,1.6,0,0,1.8,823.2,268.3,15.3,16.6,92.3,25,27,92.7,3.2,5.4,59.1,DF
514,Alexis Mac Allister,44.1,2024-2025,25,ar ARG,Liverpool,eng Premier League,35,2599,28.9,30,5,0,0.2,0.2,0.3,0.2,0,0,0,44.1,52.8,83.5,1.6,4.2,1.2,0.1,6.1,704.5,199,22.8,25.2,90.3,17.1,19.3,88.4,3.1,5.5,55.6,MF
515,Danilo Cataldi,44,2024-2025,29,it ITA,2 Teams,it Serie A,25,1728,19.2,23,2,3,0.2,0,0.2,0.2,0,0,0,44,52.1,84.5,0.8,4.3,0.5,0.2,4.7,740.3,234.7,20.8,22.9,90.9,18.3,20.1,91.2,3.6,6.8,53.4,MF
516,Antoine Makoumbou,44,2024-2025,26,cg CGO,Cagliari,it Serie A,33,2150,23.9,27,6,3,0,0.1,0.1,0,0,0,0,44,49.5,88.8,0.3,2.9,0.6,0.1,3.9,709.5,169.8,21.4,22.6,94.8,19.3,21.1,91.7,2.3,3.9,58.5,MF
517,Wout Faes,44,2024-2025,26,be BEL,Leicester City,eng Premier League,34,2815,31.3,30,4,1,0,0,0,0,0,0,0,44,50,88,0.1,2.7,0.2,0,2.7,811.1,288.2,17.2,18.2,94.4,23.1,24.4,94.9,3.5,6.5,53.9,DF
518,Jordan Amavi,44,2024-2025,30,fr FRA,Brest,fr Ligue 1,11,790,8.8,8,3,9,0,0,0,0,0,0,0,44,59.9,73.4,0.7,3.2,0.7,0.1,4.1,714.2,259.2,20.7,24.4,85,19.9,27,73.8,2.4,5.7,42,DF
519,Sandro Tonali,44,2024-2025,24,it ITA,Newcastle Utd,eng Premier League,36,2630,29.2,28,8,0,0.1,0.1,0.2,0.1,0,0,0,44,52.5,83.7,1,3.6,1,0.2,4.4,703.9,183,23,25.5,90.2,16,18.4,87.2,3.4,5.4,63.1,MF
520,Roméo Lavia,43.9,2024-2025,20,be BEL,Chelsea,eng Premier League,16,797,8.9,11,5,4,0,0.1,0.1,0,0,0,0,43.9,47.9,91.7,0.8,5.5,0.3,0,3.5,739.9,191.1,20.2,22,91.8,20.8,21.9,94.8,2.4,2.8,84,MF
521,Djaoui Cissé,43.9,2024-2025,20,fr FRA,Rennes,fr Ligue 1,14,1121,12.5,14,0,6,0.1,0,0.1,0.1,0,0,0,43.9,50.2,87.5,0.5,5.3,0.9,0,6.7,835.5,226.7,18.9,21,90.4,18.3,19.7,93.1,6,7.1,84.3,MF
522,Ousmane Dembélé,43.9,2024-2025,27,fr FRA,Paris S-G,fr Ligue 1,29,1730,19.2,20,9,1,1.1,0.3,1.4,1,0.1,0.1,0,43.9,55.6,79,3.3,4.8,2.9,0.2,7.1,699.9,191.7,23.4,27.6,84.9,15.4,18.6,82.9,3.7,5.5,68.6,FW
523,Nathan Zeze,43.9,2024-2025,19,fr FRA,Nantes,fr Ligue 1,18,1512,16.8,17,1,4,0,0,0,0,0,0,0,43.9,51.1,85.8,0.1,2.8,0.1,0,2.7,861.2,335.8,13.9,14.9,93.2,25.8,27.5,93.7,3.9,7.9,49.2,DF
524,Angelo Fulgini,43.8,2024-2025,27,fr FRA,Lens,fr Ligue 1,23,1045,11.6,11,12,6,0.1,0.1,0.2,0.1,0,0,0,43.8,56.2,78.1,2.4,2.7,2.3,0.7,5.9,636.7,171.6,24.4,28,87.1,13.5,16.9,80.1,2.9,6,48.6,"MF,FW"
525,Declan Rice,43.8,2024-2025,25,eng ENG,Arsenal,eng Premier League,35,2825,31.4,33,2,1,0.1,0.2,0.4,0.1,0,0,0,43.8,52.6,83.4,1.9,4.4,1.1,0.2,6.1,745.6,198.6,21.6,23.5,92,17.6,19.5,90.5,3.7,7.6,48.8,MF
526,Rodrygo,43.8,2024-2025,23,br BRA,Real Madrid,es La Liga,30,1928,21.4,22,8,1,0.3,0.2,0.5,0.3,0,0,0,43.8,51,85.9,2.3,3.1,1.2,0.1,5,573,140,28.9,30.4,94.9,10.9,12.7,86,1.6,4,41.2,"FW,MF"
527,Kingsley Coman,43.8,2024-2025,28,fr FRA,Bayern Munich,de Bundesliga,28,1282,14.2,14,14,0,0.4,0.3,0.6,0.4,0,0,0,43.8,52,84.3,2.2,1.8,2,0.4,3.2,682.4,106.1,23.7,26.2,90.3,17.6,20.1,87.1,1.9,3.4,56.3,FW
528,Nuno Tavares,43.8,2024-2025,24,pt POR,Lazio,it Serie A,23,1686,18.7,22,1,3,0,0.4,0.4,0,0,0,0,43.8,55.6,78.7,1.8,3.7,2.3,1.2,5.9,699.1,271.7,24,26.8,89.4,15.5,19.5,79.2,3.3,6.6,49.2,DF
529,Trevoh Chalobah,43.8,2024-2025,25,eng ENG,2 Teams,eng Premier League,25,1970,21.9,23,2,5,0.1,0,0.2,0.1,0,0,0,43.8,51.1,85.6,0.3,3.2,0.2,0,3.2,793,252.2,17.9,19.3,92.9,21.8,23.9,91.4,3.7,7,51.9,DF
530,Angeliño,43.7,2024-2025,27,es ESP,Roma,it Serie A,38,3177,35.3,36,2,0,0.1,0,0.1,0.1,0,0,0,43.7,55.8,78.4,1.4,3.8,1.6,0.6,4.9,801.5,282.1,18.3,20.7,88.8,20.3,24.6,82.4,4.6,8.8,51.9,DF
531,Edson Álvarez,43.7,2024-2025,26,mx MEX,West Ham,eng Premier League,28,1772,19.7,20,8,2,0,0.1,0.1,0,0,0,0,43.7,50.9,85.8,0.6,4.7,0.6,0.2,4.3,731,213.3,21.5,24.1,89.3,18.3,20.4,89.8,3.4,4.7,71.7,MF
532,Pablo Fornals,43.7,2024-2025,28,es ESP,Betis,es La Liga,26,1827,20.3,22,4,2,0.1,0,0.1,0.1,0,0,0,43.7,54.6,80,1.8,4.6,1.6,0.4,7.2,710.7,245.6,22.3,25.2,88.3,16.4,20.5,79.9,3.5,5.5,64.3,"MF,FW"
533,Pol Lirola,43.7,2024-2025,26,es ESP,Marseille,fr Ligue 1,19,680,7.6,5,14,8,0.1,0.3,0.4,0.1,0,0,0,43.7,52.5,83.1,1.1,2,0.5,0.1,2.8,627,124.4,23.7,25.9,91.3,16.9,19.3,87.7,1.2,3,39.1,DF
534,Cristiano Biraghi,43.7,2024-2025,31,it ITA,2 Teams,it Serie A,23,1591,17.7,18,5,5,0.1,0,0.1,0.1,0,0,0,43.7,58,75.2,1.8,3.5,1.2,0.8,2.9,786.8,310.4,19.5,21.7,89.8,18.5,22.5,82.4,4.9,10.9,45.1,DF
535,Gabriel Gudmundsson,43.7,2024-2025,25,se SWE,Lille,fr Ligue 1,30,1785,19.8,20,10,4,0.1,0,0.1,0.1,0,0,0,43.7,53.2,82.1,0.8,3,0.9,0.5,4.6,701.3,195.6,22.6,25.9,87.4,17.6,20.3,86.6,2.6,4.6,56.5,DF
536,Renato Veiga,43.7,2024-2025,21,pt POR,2 Teams,2 Comps,20,1274,14.2,13,7,14,0,0.1,0.1,0,0,0,0,43.7,49.9,87.4,0.1,2.9,0.2,0,3.3,860.9,279.7,13.6,14.8,91.9,25.3,27.1,93.2,4.4,7.1,61.4,"DF,MF"
537,Marko Ivezi?,43.6,2024-2025,22,rs SRB,Holstein Kiel,de Bundesliga,23,1657,18.4,18,5,10,0,0,0,0,0,0,0,43.6,50.7,86,0.2,1.8,0.1,0,2.2,843.1,296.3,12.4,13.8,90.2,27.2,30,90.6,3.8,6.2,61.4,DF
538,Djibril Sidibé,43.6,2024-2025,32,fr FRA,Toulouse,fr Ligue 1,28,2101,23.3,24,4,0,0,0.1,0.1,0,0,0,0,43.6,54.7,79.7,0.8,3.8,1.3,0.5,5.2,756.1,346.4,18.5,20.6,89.8,20.6,24.5,84.1,3.4,7,48.2,DF
539,Etienne Youte Kinkoue,43.6,2024-2025,22,fr FRA,Le Havre,fr Ligue 1,28,2320,25.8,26,2,1,0,0,0,0,0,0,0,43.6,49,89.1,0.1,2.4,0.1,0,2.4,897.6,277.6,10,10.6,94.2,28.9,30.1,95.9,4.5,7.5,59.6,DF
540,Joan Jordán,43.6,2024-2025,30,es ESP,Alavés,es La Liga,25,1414,15.7,15,10,4,0.3,0.1,0.4,0.1,0.2,0.3,0.1,43.6,58.2,74.9,2,6.5,1,0.3,6.6,828.4,262,19.3,22.1,87.6,16.7,20.7,80.9,6.4,12.6,50.5,MF
541,Ben White,43.6,2024-2025,26,eng ENG,Arsenal,eng Premier League,17,1198,13.3,13,4,3,0,0.2,0.2,0,0,0,0,43.6,52,83.8,0.8,4.1,0.8,0.2,4.4,689.1,225.2,23.2,25.3,91.7,17.6,20.7,84.8,1.8,3.8,48,DF
542,Jon Aramburu,43.5,2024-2025,22,ve VEN,Real Sociedad,es La Liga,35,2460,27.3,28,7,2,0,0,0.1,0,0,0,0,43.5,55.5,78.4,0.5,3,0.4,0.2,3.5,647,264.3,23.4,26,89.9,16.8,21.7,77.6,1.8,4.5,40.2,DF
543,Jaka Bijol,43.5,2024-2025,25,si SVN,Udinese,it Serie A,34,2963,32.9,34,0,0,0,0,0,0,0,0,0,43.5,52,83.6,0.4,3.3,0.2,0.1,3,925.1,323.9,11.3,13,86.9,25.6,27.6,92.5,6.3,10.3,61.4,DF
544,Dominik Kohr,43.5,2024-2025,30,de GER,Mainz 05,de Bundesliga,28,2295,25.5,28,0,0,0.1,0,0.1,0.1,0,0,0,43.5,53.6,81.1,0.4,3,0.5,0.1,4,819.3,289.6,16.5,18.7,88.3,20.8,23.1,90,5.2,9.3,55.9,"DF,MF"
545,Ngal'Ayel Mukau,43.5,2024-2025,19,cd COD,Lille,fr Ligue 1,22,1190,13.2,14,8,7,0,0.1,0.1,0,0,0,0,43.5,48.8,89.1,0.9,3.9,0.6,0.1,4.3,707.4,148.5,20.6,22.4,92.2,19,20.3,93.3,2.6,2.9,87.2,MF
546,Himad Abdelli,43.5,2024-2025,24,dz ALG,Angers,fr Ligue 1,32,2842,31.6,32,0,0,0.2,0,0.2,0.1,0.1,0.1,0,43.5,52.9,82.1,1.2,5.4,1.2,0.1,6.6,685.5,191,22.5,25.6,88,16.8,19.4,86.8,2.6,4.8,54.3,"MF,FW"
547,Ethan Pinnock,43.5,2024-2025,31,jm JAM,Brentford,eng Premier League,22,1913,21.3,21,1,9,0.1,0,0.1,0.1,0,0,0,43.5,50.8,85.6,0.4,2.3,0.2,0,1.9,801.9,286.7,16.9,18,94.2,22.2,24.8,89.4,4,6.8,57.9,DF
548,Assane Dioussé,43.4,2024-2025,26,sn SEN,Auxerre,fr Ligue 1,17,663,7.4,7,10,17,0,0,0,0,0,0,0,43.4,48.5,89.6,0.3,2.9,0,0,4.5,797.1,205,20.2,21.9,92.5,15.6,17.1,91.3,6.5,7.5,87.3,MF
549,Vincenzo Grifo,43.4,2024-2025,31,it ITA,Freiburg,de Bundesliga,34,2432,27,31,3,0,0.3,0.4,0.7,0.3,0,0.1,0.1,43.4,56.6,76.7,2.4,3.8,1.8,0.4,4.7,761.1,200.6,20.1,22.2,90.2,17.4,20.8,83.6,4.7,10.3,45.9,"FW,MF"
550,Marc Guéhi,43.3,2024-2025,24,eng ENG,Crystal Palace,eng Premier League,34,3059,34,34,0,0,0.1,0.1,0.1,0.1,0,0,0,43.3,51.9,83.5,0.5,3.9,0.3,0.1,3.9,826.5,338.7,16.2,17.8,90.7,22.4,25.1,89,4.5,8.1,55.5,DF
551,Jon Pacheco,43.3,2024-2025,23,es ESP,Real Sociedad,es La Liga,14,854,9.5,9,5,15,0,0,0,0,0,0,0,43.3,52.1,83.2,0.1,3,0.2,0,2.8,834.1,250.9,16.2,18.1,89.5,22.2,24.1,92.1,4.8,9,54.1,DF
552,Pep Chavarría,43.3,2024-2025,26,es ESP,Rayo Vallecano,es La Liga,34,2585,28.7,28,6,2,0,0,0,0,0,0,0,43.3,54.3,79.7,0.8,2.6,0.9,0.3,4,691.2,239.3,22.9,25.7,89.2,16.6,20.3,82,3,5.6,52.5,"DF,FW"
553,Salih Özcan,43.3,2024-2025,26,tr TUR,2 Teams,de Bundesliga,22,744,8.3,6,16,11,0,0,0,0,0,0,0,43.3,56.4,76.8,1.2,5.3,1.3,0.1,6.4,696.5,221.4,20.4,23.8,85.8,19.2,23.5,82,2.2,5.7,38.3,MF
554,Charalampos Lykogiannis,43.3,2024-2025,30,gr GRE,Bologna,it Serie A,17,1048,11.6,12,5,17,0,0.3,0.3,0,0,0,0,43.3,60.6,71.4,1.6,3.7,1.1,1,4.2,848,275.6,16.7,19.2,86.6,21,27.4,76.8,5.1,11.5,44,DF
555,Florent Hanin,43.2,2024-2025,34,dz ALG,Angers,fr Ligue 1,33,2672,29.7,31,2,1,0,0.1,0.1,0,0,0,0,43.2,55.7,77.5,0.8,3.1,1.2,0.7,3.3,706.3,297.7,23.4,25.9,90.1,15.2,20,75.9,3.8,7.2,52.8,DF
556,Arne Maier,43.2,2024-2025,25,de GER,Augsburg,de Bundesliga,28,938,10.4,7,21,4,0,0,0,0,0,0,0,43.2,56.4,76.5,2.4,3.8,1,0.3,4.2,759.3,200.9,19.6,22.8,85.7,17.6,20.9,83.9,5,9.1,54.7,MF
557,Eric Smith,43.1,2024-2025,27,se SWE,St. Pauli,de Bundesliga,32,2827,31.4,32,0,0,0,0,0.1,0,0,0,0,43.1,53.4,80.8,0.9,3.8,0.6,0.1,3.8,846.5,312.1,15.4,16.9,91.1,21.5,24.6,87.6,5.5,10.5,52.7,"DF,MF"
558,Ricardo Rodríguez,43.1,2024-2025,31,ch SUI,Betis,es La Liga,18,1274,14.2,15,3,17,0,0.1,0.1,0,0,0,0,43.1,52.6,82,0.5,3.5,0.6,0.4,4.5,653.2,237.5,24.5,26.3,93.3,15.5,20.1,77.5,2,4.1,48.3,DF
559,Tom Louchet,43.1,2024-2025,21,fr FRA,Nice,fr Ligue 1,22,775,8.6,7,15,8,0.1,0,0.1,0.1,0,0,0,43.1,52.7,81.7,1.6,3.3,1,0.2,4.2,663.3,245.5,25.4,27.6,92,14.1,17,82.9,2.8,5.3,52.2,"DF,MF"
560,Diogo Dalot,43.1,2024-2025,25,pt POR,Manchester Utd,eng Premier League,33,2814,31.3,31,2,0,0,0.1,0.1,0,0,0,0,43.1,53.5,80.5,0.8,2,0.8,0.3,3.3,694.8,211.6,22.2,24.7,89.8,16.8,20.5,81.9,3,5.4,55.9,DF
561,Nemanja Gudelj,43,2024-2025,32,rs SRB,Sevilla,es La Liga,31,2493,27.7,27,4,4,0,0,0.1,0,0,0,0,43,49.5,86.9,0.5,2.6,0.3,0,2.3,733.6,217.3,19.3,20.5,94.2,20.3,22.1,91.7,2.6,5.3,50,"MF,DF"
562,Riccardo Calafiori,43,2024-2025,22,it ITA,Arsenal,eng Premier League,19,983,10.9,11,8,3,0.2,0.1,0.3,0.2,0,0,0,43,50.3,85.6,0.5,3.8,0.8,0.1,4.9,632,156.1,25.6,28,91.5,14.9,17.2,86.7,1.7,2.6,67.9,DF
563,Boubacar Kamara,43,2024-2025,24,fr FRA,Aston Villa,eng Premier League,26,1726,19.2,20,6,1,0.1,0,0.1,0.1,0,0,0,43,48.5,88.6,0.6,4.7,0.5,0,4.4,680.7,210.5,22,23.7,92.7,18.6,20.3,91.5,1.8,3.2,54.8,MF
564,Javi Galán,43,2024-2025,29,es ESP,Atlético Madrid,es La Liga,25,1784,19.8,21,4,11,0,0.2,0.2,0,0,0,0,43,51.9,82.9,0.8,2.2,1.1,0.7,2.7,636.3,188.6,25.7,27.7,92.7,13.3,16.6,80.2,2.7,4.4,62.1,DF
565,Antoine Mendy,43,2024-2025,20,sn SEN,Nice,fr Ligue 1,18,825,9.2,8,10,10,0,0,0,0,0,0,0,43,53,81.1,0.2,3.2,0.8,0.3,3.8,737.9,226.9,17.9,19.5,91.6,21.5,25,86,3.2,6.8,46.8,DF
566,Davide Zappacosta,42.9,2024-2025,32,it ITA,Atalanta,it Serie A,30,2067,23,26,4,4,0.2,0.1,0.3,0.2,0,0,0,42.9,51.9,82.7,1,2.6,1.6,1,4.7,674.4,217,23.3,25.2,92.2,16.2,19.7,82.1,2.5,4.5,54.8,DF
567,Manuel Fuster,42.9,2024-2025,26,es ESP,Las Palmas,es La Liga,28,1003,11.1,8,20,10,0.2,0.1,0.3,0.2,0,0,0,42.9,56,76.6,2.5,5,2.2,0.4,6.4,722.8,206.4,22,24.9,88.4,13.6,17.4,78.4,5.4,9.6,56.1,"FW,MF"
568,Lucien Agoume,42.9,2024-2025,22,fr FRA,Sevilla,es La Liga,35,2114,23.5,24,11,1,0,0.1,0.2,0,0,0,0,42.9,52.6,81.5,1.1,5.4,0.8,0.1,5.7,679.4,232.5,23.2,25.6,90.7,15.2,18.1,84,3.4,6,55.6,MF
569,Gautier Lloris,42.8,2024-2025,29,fr FRA,Le Havre,fr Ligue 1,31,2768,30.8,31,0,1,0.1,0,0.1,0.1,0,0,0,42.8,49.1,87.2,0.2,2.9,0.2,0,3.2,838.2,303.8,13,14.2,91.5,25.6,26.9,95,3.8,6.7,57,DF
570,David Zec,42.8,2024-2025,24,si SVN,Holstein Kiel,de Bundesliga,18,1541,17.1,18,0,0,0.1,0,0.1,0.1,0,0,0,42.8,48.8,87.7,0.5,1.5,0.1,0,2,806,306.9,15,16.4,91.4,23.2,24.9,93.2,3.9,5.8,66.7,DF
571,Jeffrey Gouweleeuw,42.8,2024-2025,33,nl NED,Augsburg,de Bundesliga,33,2944,32.7,33,0,0,0,0.1,0.2,0,0,0,0,42.8,51.8,82.6,0.4,4.6,0.7,0.1,4.3,899,385.9,12.7,14.6,87.4,23.8,26,91.4,5.9,9.8,60.1,DF
572,Saúl Coco,42.7,2024-2025,25,gq EQG,Torino,it Serie A,32,2845,31.6,32,0,3,0.1,0,0.1,0.1,0,0,0,42.7,48.4,88.3,0,2.3,0.1,0,2.2,783.4,234.2,15.6,16.9,92.5,23.5,25.2,93,3.2,5.2,61.2,DF
573,Matteo Darmian,42.7,2024-2025,34,it ITA,Inter,it Serie A,29,1781,19.8,20,9,4,0.2,0.1,0.3,0.2,0,0,0,42.7,50.9,83.8,0.8,2,0.8,0.4,2.3,743.5,191.2,18.5,20.4,90.8,20.3,23,88.2,3.1,5.3,59,DF
574,Álex Suárez,42.6,2024-2025,31,es ESP,Las Palmas,es La Liga,30,2460,27.3,30,0,5,0,0,0,0,0,0,0,42.6,49.6,85.9,0.1,1.8,0.1,0,1.9,797.7,289.8,14.9,15.8,94.7,23.7,25.8,92.1,3.3,6.6,50.3,DF
575,Reiss Nelson,42.6,2024-2025,24,eng ENG,2 Teams,eng Premier League,12,490,5.4,5,7,1,0.2,0.2,0.4,0.2,0,0,0,42.6,49.2,86.6,2.4,1.3,2.8,0.6,6.4,629.8,139.8,25,27,92.5,14.1,16.7,84.6,2.2,3.5,63.2,FW
