Rk,Player,Tkl/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges Tkl,ChallengesAtt,Challenges Tkl%,Challenges Lost,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Pos
286,Matty Cash,2.4,2024-2025,26,pl POL,Aston Villa,eng Premier League,27,2070,23,24,3,2,0,0,0.1,0,0,0,0,2.4,1.4,1.3,0.9,0.3,1.3,1.9,72.1,0.5,1,0.3,0.6,1,3.4,3,0.1,DF
287,Dominik Kohr,2.4,2024-2025,30,de GER,Mainz 05,de Bundesliga,28,2295,25.5,28,0,0,0.1,0,0.1,0.1,0,0,0,2.4,1.8,1.3,0.8,0.3,1.4,2.2,63.6,0.8,1.7,0.9,0.7,1.6,4.1,5,0,"DF,MF"
288,Kasey McAteer,2.4,2024-2025,22,ie IRL,Leicester City,eng Premier League,18,852,9.5,9,9,2,0.1,0.1,0.2,0.1,0,0,0,2.4,1.7,1.2,1,0.3,1.5,3.1,48.3,1.6,1.9,0.2,1.7,0.5,3,1.6,0,FW
289,Benedikt Gimber,2.4,2024-2025,27,de GER,Heidenheim,de Bundesliga,32,2671,29.7,32,0,1,0,0,0,0,0,0,0,2.4,1.5,1.6,0.8,0,1.3,2.1,60.3,0.8,1.8,0.6,1.1,1,3.5,4.4,0,DF
290,Timothee Pembele,2.4,2024-2025,21,fr FRA,Le Havre,fr Ligue 1,20,1113,12.4,12,8,10,0.1,0,0.1,0.1,0,0,0,2.4,1.8,1.4,0.7,0.3,1.1,1.9,60.9,0.7,1.3,0.4,0.9,0.9,3.3,3.4,0,DF
291,Tom Rothe,2.4,2024-2025,19,de GER,Union Berlin,de Bundesliga,26,1670,18.6,19,7,4,0.2,0.2,0.3,0.2,0,0,0,2.4,1.5,1.5,0.8,0.2,1.6,2.7,56.9,1.2,2.2,0.3,1.9,1,3.4,3.1,0.1,"DF,MF"
292,Alexander Prass,2.4,2024-2025,23,at AUT,Hoffenheim,de Bundesliga,23,1566,17.4,19,4,4,0,0.1,0.1,0,0,0,0,2.4,1.3,1.4,0.9,0.2,1.4,3.4,40.7,2,1.9,0.3,1.6,0.5,2.9,3,0.2,DF
293,Yan Couto,2.4,2024-2025,22,br BRA,Dortmund,de Bundesliga,21,895,9.9,8,13,8,0,0,0,0,0,0,0,2.4,1.6,1.7,0.2,0.5,1.4,2.5,56,1.1,1.2,0.1,1.1,1,3.4,3.2,0.2,"DF,FW"
294,Yaya Kader Fofana,2.4,2024-2025,20,ml MLI,Reims,fr Ligue 1,12,634,7,8,4,2,0.1,0.1,0.3,0.1,0,0,0,2.4,1.6,1.1,0.7,0.6,0.6,1.7,33.3,1.1,1.6,0.3,1.3,0.4,2.8,0.3,0,"MF,FW"
295,Frans Krätzig,2.4,2024-2025,21,de GER,2 Teams,de Bundesliga,17,1273,14.1,16,1,5,0.1,0.1,0.2,0.1,0,0,0,2.4,1.3,1.1,0.8,0.5,0.9,1.7,54.2,0.8,1,0.1,0.8,1.2,3.6,1.1,0,"DF,MF"
296,Mahdi Camara,2.4,2024-2025,26,fr FRA,Brest,fr Ligue 1,34,2659,29.5,31,3,0,0.2,0.1,0.3,0.2,0,0,0,2.4,1.4,0.5,1.3,0.6,0.8,1.6,52.2,0.7,1.4,0.2,1.2,1.1,3.5,1,0,"MF,FW"
297,Frederic Guilbert,2.4,2024-2025,29,fr FRA,Lecce,it Serie A,31,2435,27.1,31,0,2,0,0,0,0,0,0,0,2.4,1.3,1.1,1.1,0.2,1.3,2,65.5,0.7,1,0.3,0.7,1.7,4.1,4.2,0.1,DF
298,Modibo Sagnan,2.4,2024-2025,25,ml MLI,Montpellier,fr Ligue 1,27,2141,23.8,24,3,0,0.1,0,0.1,0.1,0,0,0,2.4,1.5,1.6,0.7,0.1,1.1,1.8,59.1,0.8,1,0.5,0.5,1.2,3.6,4.6,0.2,DF
299,Abner,2.4,2024-2025,24,br BRA,Lyon,fr Ligue 1,19,1090,12.1,12,7,13,0.1,0.1,0.2,0.1,0,0,0,2.4,1.7,1,0.8,0.6,1.7,2.6,65.6,0.9,1.2,0.2,1.1,0.4,2.8,3.4,0,DF
300,Mario Götze,2.4,2024-2025,32,de GER,Eint Frankfurt,de Bundesliga,24,1542,17.1,18,6,4,0.2,0.1,0.3,0.2,0,0,0,2.4,1.6,1.1,1.2,0.2,0.9,2.1,41.7,1.2,0.9,0.1,0.8,0.4,2.8,0.5,0,"MF,FW"
301,Mathías Olivera,2.4,2024-2025,26,uy URU,Napoli,it Serie A,32,2370,26.3,26,6,1,0,0.1,0.1,0,0,0,0,2.4,1.3,1.2,0.9,0.3,1.2,2,60.4,0.8,1.4,0.5,0.9,1.1,3.5,2.8,0,DF
302,Arthur Melo,2.4,2024-2025,27,br BRA,Girona,es La Liga,15,941,10.5,10,5,0,0,0,0,0,0,0,0,2.4,1.1,0.8,1.1,0.5,1.3,2.6,51.9,1.2,0.5,0.1,0.4,0.8,3.2,1.1,0.1,MF
303,Patrick Wimmer,2.4,2024-2025,23,at AUT,Wolfsburg,de Bundesliga,29,1770,19.7,22,7,0,0.2,0.2,0.4,0.2,0,0,0,2.4,1.8,1,1.1,0.4,0.8,2.3,32.6,1.6,1.6,0.2,1.4,1.6,4,0.8,0.1,"MF,FW"
304,Lewis Hall,2.4,2024-2025,19,eng ENG,Newcastle Utd,eng Premier League,27,2189,24.3,24,3,0,0,0.2,0.2,0,0,0,0,2.4,1.7,1.2,0.9,0.3,1.6,3,54.1,1.4,1.4,0.7,0.6,0.7,3.1,3.1,0.1,DF
305,Lucas Vázquez,2.4,2024-2025,33,es ESP,Real Madrid,es La Liga,32,2189,24.3,25,7,3,0,0.2,0.2,0,0,0,0,2.4,1.4,1.4,0.7,0.3,1.1,2,56.3,0.9,1,0.2,0.7,0.7,3.1,1.4,0,DF
306,Anthony Losilla,2.4,2024-2025,38,fr FRA,Bochum,de Bundesliga,21,1137,12.6,13,8,11,0,0,0,0,0,0,0,2.4,1.3,1.2,0.9,0.2,1.3,2.6,51.5,1.3,1.7,0.6,1.2,1.4,3.8,2.1,0.1,MF
307,Grigoris Kastanos,2.4,2024-2025,26,cy CYP,Hellas Verona,it Serie A,27,872,9.7,8,19,11,0.1,0.1,0.2,0.1,0,0,0,2.4,1.7,0.8,0.7,0.8,0.9,2.2,42.9,1.2,1.8,0.2,1.5,0.7,3.1,0.8,0,"MF,FW"
308,Iván Sánchez,2.4,2024-2025,31,es ESP,Valladolid,es La Liga,32,1404,15.6,11,21,6,0.1,0.1,0.2,0.1,0,0,0,2.4,1.3,1.2,0.6,0.6,0.8,1.7,44.4,1,1.2,0.2,1,0.9,3.3,0.6,0,"MF,FW"
309,Senne Lynen,2.4,2024-2025,25,be BEL,Werder Bremen,de Bundesliga,32,2733,30.4,32,0,0,0,0,0,0,0,0,0,2.4,1.3,1.2,1,0.2,1.3,2.3,56.5,1,1.8,0.4,1.4,2.1,4.5,2.5,0.2,MF
310,Rui Modesto,2.4,2024-2025,24,ao ANG,Udinese,it Serie A,20,608,6.8,4,16,14,0,0.1,0.1,0,0,0,0,2.4,1.8,0.6,1.3,0.4,1,1.3,77.8,0.3,1.5,0,1.5,1.2,3.6,1.9,0,"DF,MF"
311,Willian Pacho,2.4,2024-2025,22,ec ECU,Paris S-G,fr Ligue 1,28,2132,23.7,23,5,3,0,0,0,0,0,0,0,2.4,1.4,1.4,0.9,0,1,1.4,71.9,0.4,1.5,0.9,0.5,1.7,4.1,3.8,0,DF
312,Abdoulaye Touré,2.4,2024-2025,30,gn GUI,Le Havre,fr Ligue 1,28,2324,25.8,26,2,0,0.4,0,0.4,0.1,0.3,0.3,0,2.4,1.3,1.2,0.8,0.3,1.3,2.3,55.9,1,1.4,0.7,0.7,1.3,3.7,1.6,0.2,MF
313,Djed Spence,2.4,2024-2025,23,eng ENG,Tottenham,eng Premier League,25,1792,19.9,19,6,8,0.1,0.1,0.2,0.1,0,0,0,2.4,1.7,1.3,0.8,0.4,1.2,1.5,76.7,0.4,1.4,0.5,1,1.1,3.4,3.7,0.1,DF
314,Jonas Martin,2.4,2024-2025,34,fr FRA,Brest,fr Ligue 1,17,496,5.5,5,12,4,0.2,0,0.2,0.2,0,0,0,2.4,1.3,1.8,0.4,0.2,1.1,2,54.5,0.9,0.7,0.2,0.5,1.5,3.8,2.2,0.2,MF
315,Luca Marianucci,2.4,2024-2025,20,it ITA,Empoli,it Serie A,18,1069,11.9,12,6,17,0,0,0,0,0,0,0,2.4,1,1.4,0.9,0,0.9,1.6,57.9,0.7,1.3,0.7,0.7,1.6,4,5.3,0.1,DF
316,Aleksandar Pavlovic,2.4,2024-2025,20,de GER,Bayern Munich,de Bundesliga,21,1451,16.1,18,3,3,0.1,0,0.1,0.1,0,0,0,2.4,1.3,0.8,0.9,0.6,1.4,2,68.8,0.6,1.1,0.2,0.9,0.3,2.7,0.9,0,MF
317,Álex Moreno,2.4,2024-2025,31,es ESP,Nott'ham Forest,eng Premier League,15,955,10.6,11,4,12,0,0.1,0.1,0,0,0,0,2.4,1.7,1.9,0.5,0,1.4,3.7,38.5,2.3,1,0.5,0.6,1.4,3.8,4.1,0,"DF,MF"
318,Albert Grønbaek,2.4,2024-2025,23,dk DEN,2 Teams,2 Comps,20,956,10.6,11,9,3,0.2,0.1,0.3,0.2,0,0,0,2.4,1.1,1,0.8,0.6,1.2,3.6,34.2,2.4,0.9,0.2,0.8,0.4,2.7,0.7,0,"FW,MF"
319,Yankuba Minteh,2.4,2024-2025,20,gm GAM,Brighton,eng Premier League,32,1838,20.4,20,12,1,0.3,0.2,0.5,0.3,0,0,0,2.4,1.7,1.2,0.6,0.5,0.8,2.2,37.8,1.4,1.1,0,1.1,0.5,2.9,1.5,0,"FW,MF"
320,Faustino Anjorin,2.3,2024-2025,22,eng ENG,Empoli,it Serie A,22,1114,12.4,14,8,0,0.2,0.2,0.4,0.2,0,0,0,2.3,1.1,0.7,1.1,0.5,0.7,1.5,50,0.7,1.5,0.2,1.2,1.1,3.4,1.6,0,MF
321,Enzo Barrenechea,2.3,2024-2025,23,ar ARG,Valencia,es La Liga,30,2191,24.3,26,4,2,0,0.1,0.1,0,0,0,0,2.3,1.2,0.9,1.2,0.2,1.3,1.9,69.6,0.6,1.2,0.3,0.9,1.2,3.5,2,0,MF
322,Tomáš Suslov,2.3,2024-2025,22,sk SVK,Hellas Verona,it Serie A,31,2080,23.1,27,4,0,0,0,0,0,0,0,0,2.3,1.6,1,1,0.3,1,3.1,31.9,2.1,1.3,0.1,1.2,0.8,3.1,0.7,0,"MF,FW"
323,Magnus Knudsen,2.3,2024-2025,23,no NOR,Holstein Kiel,de Bundesliga,31,1850,20.6,22,9,2,0,0,0,0,0,0,0,2.3,1.4,1,1,0.3,1.2,2.1,56.8,0.9,0.9,0.2,0.7,0.6,2.9,2.1,0,MF
324,Yacine Adli,2.3,2024-2025,24,fr FRA,Fiorentina,it Serie A,26,1234,13.7,15,11,5,0.3,0.4,0.7,0.3,0,0,0,2.3,1.4,0.8,1.2,0.4,1.2,2.8,43.6,1.6,0.9,0.1,0.9,0.4,2.8,1.4,0,MF
325,Sergio Gómez,2.3,2024-2025,23,es ESP,Real Sociedad,es La Liga,37,2738,30.4,31,6,1,0.1,0.2,0.2,0.1,0,0,0,2.3,1.3,1,1,0.4,1,1.8,53.6,0.9,1.4,0.1,1.3,0.6,3,1,0.1,"MF,DF"
326,Flavius Daniliuc,2.3,2024-2025,23,at AUT,Hellas Verona,it Serie A,18,1004,11.2,9,9,17,0,0,0,0,0,0,0,2.3,1.9,1.3,0.8,0.3,1.3,2.2,62.5,0.8,0.9,0.3,0.6,0.6,3,2.4,0,DF
327,Florent Hanin,2.3,2024-2025,34,dz ALG,Angers,fr Ligue 1,33,2672,29.7,31,2,1,0,0.1,0.1,0,0,0,0,2.3,1.6,1.5,0.6,0.2,1.3,2.4,54.9,1.1,1,0.3,0.7,1.6,3.9,3.3,0.1,DF
328,Morten Thorsby,2.3,2024-2025,28,no NOR,Genoa,it Serie A,30,1898,21.1,22,8,2,0,0,0,0,0,0,0,2.3,1.4,0.9,0.9,0.5,0.8,1.4,58.6,0.6,1,0,1,0.2,2.6,1.3,0,"MF,FW"
329,Patson Daka,2.3,2024-2025,25,zm ZAM,Leicester City,eng Premier League,23,736,8.2,6,17,4,0.1,0,0.1,0.1,0,0,0,2.3,1.2,0.7,1.1,0.5,0.9,2.2,38.9,1.3,0.9,0.1,0.7,0.1,2.4,1.5,0,"FW,MF"
330,Bernardo,2.3,2024-2025,29,br BRA,Bochum,de Bundesliga,21,1782,19.8,19,2,0,0,0,0,0,0,0,0,2.3,1.4,1.6,0.7,0.1,1.4,1.9,73,0.5,1.9,0.9,1.1,1.3,3.6,5.2,0.2,DF
331,Nicolò Cambiaghi,2.3,2024-2025,23,it ITA,Bologna,it Serie A,18,620,6.9,4,14,1,0.1,0.4,0.6,0.1,0,0,0,2.3,1.5,0.9,1,0.4,0.7,1.5,50,0.7,1.3,0,1.3,0.3,2.6,0.3,0,FW
332,Adam Wharton,2.3,2024-2025,20,eng ENG,Crystal Palace,eng Premier League,20,1318,14.6,16,4,1,0,0.1,0.1,0,0,0,0,2.3,1,1,1.1,0.3,1.2,3,38.6,1.8,0.8,0.1,0.6,1.4,3.7,1.8,0,MF
333,Yannik Engelhardt,2.3,2024-2025,23,de GER,Como,it Serie A,26,1164,12.9,11,15,11,0.1,0.1,0.2,0.1,0,0,0,2.3,0.9,1,1,0.3,1.2,2.1,59.3,0.9,1,0.5,0.5,0.9,3.2,2.1,0,"MF,DF"
334,Jean-Clair Todibo,2.3,2024-2025,24,fr FRA,West Ham,eng Premier League,27,1825,20.3,20,7,5,0,0,0,0,0,0,0,2.3,1.4,1.5,0.7,0.1,1.3,1.8,72.2,0.5,1.2,0.6,0.6,1.3,3.6,4.1,0.1,DF
335,Yerry Mina,2.3,2024-2025,29,co COL,Cagliari,it Serie A,31,2569,28.5,31,0,1,0,0,0,0,0,0,0,2.3,1.1,1.5,0.7,0.1,1.4,1.8,76.9,0.4,2.1,1.2,0.8,1.3,3.6,5.7,0.1,DF
336,Yan Diomandé,2.3,2024-2025,17,ci CIV,Leganés,es La Liga,10,545,6.1,6,4,0,0.3,0.2,0.5,0.3,0,0,0,2.3,1.5,0.2,1.3,0.8,0.8,2.5,33.3,1.7,1.3,0,1.3,1.3,3.6,1,0,"MF,FW"
337,Ansgar Knauff,2.3,2024-2025,22,de GER,Eint Frankfurt,de Bundesliga,30,1597,17.7,18,12,1,0.2,0.3,0.5,0.2,0,0,0,2.3,1.2,1,0.9,0.4,0.7,1.5,46.2,0.8,1.3,0.2,1.1,0.7,3,1.4,0,"MF,DF"
338,Johnny Cardoso,2.3,2024-2025,22,us USA,Betis,es La Liga,28,2144,23.8,24,4,3,0.1,0,0.2,0.1,0,0,0,2.3,1.3,0.5,1.5,0.3,0.8,2.2,38.5,1.3,1.1,0.5,0.6,2,4.3,2.7,0,MF
339,Pape Matar Sarr,2.3,2024-2025,21,sn SEN,Tottenham,eng Premier League,36,1913,21.3,22,14,2,0.1,0.1,0.2,0.1,0,0,0,2.3,1.7,0.9,1.1,0.3,0.6,1.2,48,0.6,1.2,0.5,0.8,1.4,3.7,1.2,0,MF
340,Mickael Nade,2.3,2024-2025,25,fr FRA,Saint-Étienne,fr Ligue 1,26,2306,25.6,25,1,4,0,0.1,0.1,0,0,0,0,2.3,1.7,1.6,0.7,0,1.1,1.4,77.8,0.3,1.4,0.7,0.7,1.3,3.6,5.2,0.3,DF
341,Danilo D'Ambrosio,2.3,2024-2025,35,it ITA,Monza,it Serie A,20,1095,12.2,12,8,6,0,0.1,0.1,0,0,0,0,2.3,1.2,1.4,0.8,0.1,1.2,1.9,60.9,0.7,1,0.7,0.3,1.2,3.5,3,0.2,DF
342,Anton Stach,2.3,2024-2025,25,de GER,Hoffenheim,de Bundesliga,30,2585,28.7,29,1,0,0,0.1,0.1,0,0,0,0,2.3,1.6,0.9,1.3,0.1,1.1,1.6,68.1,0.5,1.6,0.5,1.2,1.6,3.9,3.5,0.1,"MF,DF"
343,Manuel Locatelli,2.3,2024-2025,26,it ITA,Juventus,it Serie A,36,2822,31.4,34,2,1,0.1,0.1,0.1,0,0,0,0,2.3,1.6,0.9,1.1,0.3,1,1.8,57.1,0.8,1.8,0.6,1.2,0.7,3,2.5,0,MF
344,Adri Embarba,2.3,2024-2025,32,es ESP,Rayo Vallecano,es La Liga,35,1607,17.9,18,17,3,0.1,0.1,0.1,0.1,0,0,0,2.3,1.1,1,1,0.4,1,2.6,38.3,1.6,1,0.1,1,0.7,3,0.8,0.1,"FW,MF"
345,Nampalys Mendy,2.3,2024-2025,32,sn SEN,Lens,fr Ligue 1,10,588,6.5,7,3,15,0,0.2,0.2,0,0,0,0,2.3,1.2,0.6,1.1,0.6,0.9,2.1,42.9,1.2,1.2,0.3,0.9,1.4,3.7,1.2,0,MF
346,Ryan Christie,2.3,2024-2025,29,sct SCO,Bournemouth,eng Premier League,29,2117,23.5,27,2,0,0.1,0.1,0.2,0.1,0,0,0,2.3,1.4,0.8,1.1,0.3,1.1,2.7,42.2,1.6,1.9,0.5,1.4,1.3,3.6,2.2,0.1,MF
347,Jordan James,2.3,2024-2025,20,wls WAL,Rennes,fr Ligue 1,23,1178,13.1,14,9,8,0,0.1,0.1,0,0,0,0,2.3,1.5,0.6,1.4,0.3,1.2,2.3,53.3,1.1,1.1,0.1,1,1.1,3.4,1.3,0.1,MF
348,Ian Maatsen,2.3,2024-2025,22,nl NED,Aston Villa,eng Premier League,29,1139,12.7,10,19,8,0.1,0.2,0.2,0.1,0,0,0,2.3,1.3,1.3,0.7,0.2,1.3,1.9,70.8,0.6,1,0,1,1.2,3.5,3.1,0.2,DF
349,Leonardo Bittencourt,2.3,2024-2025,30,de GER,Werder Bremen,de Bundesliga,27,982,10.9,10,17,4,0.2,0.1,0.3,0.2,0,0,0,2.3,0.8,1.4,0.6,0.3,0.5,1.6,33.3,1.1,0.7,0,0.7,1.4,3.7,1,0,MF
350,Tajon Buchanan,2.3,2024-2025,25,ca CAN,2 Teams,2 Comps,19,511,5.7,4,15,8,0.2,0.4,0.5,0.2,0,0,0,2.3,0.9,1.4,0.7,0.2,1.2,1.9,63.6,0.7,1.1,0,1.1,0.2,2.5,0.7,0,"DF,FW"
351,Suat Serdar,2.3,2024-2025,27,de GER,Hellas Verona,it Serie A,22,1376,15.3,16,6,0,0.1,0.1,0.2,0.1,0,0,0,2.3,1.4,0.8,1.2,0.3,0.7,1.7,38.5,1,1.2,0.3,1,0.5,2.8,1.4,0,MF
352,Nicolas Seiwald,2.3,2024-2025,23,at AUT,RB Leipzig,de Bundesliga,30,2084,23.2,20,10,2,0,0,0,0,0,0,0,2.3,1.3,0.8,1.3,0.2,1.1,2.2,50,1.1,1.9,0.4,1.4,1.3,3.6,3.3,0.1,"MF,DF"
353,Mika Mármol,2.3,2024-2025,23,es ESP,Las Palmas,es La Liga,30,2399,26.7,27,3,3,0,0,0,0,0,0,0,2.3,1.1,1.3,0.9,0.1,1.3,2,65.4,0.7,1.7,0.5,1.2,1.4,3.7,4.5,0.1,DF
354,Kelvin Amian,2.3,2024-2025,26,fr FRA,Nantes,fr Ligue 1,30,2165,24.1,23,7,3,0,0,0,0,0,0,0,2.3,1.3,1.7,0.6,0,1.2,1.5,82.9,0.2,0.7,0.5,0.3,0.5,2.8,3.5,0,DF
355,Carlens Arcus,2.3,2024-2025,28,ht HAI,Angers,fr Ligue 1,28,2047,22.7,25,3,2,0,0,0,0,0,0,0,2.3,1.5,1.4,0.7,0.2,1.5,2.5,60.7,1,1.1,0.2,0.9,1.2,3.5,3.6,0.1,DF
356,Ivan Smol?i?,2.3,2024-2025,23,hr CRO,Como,it Serie A,9,630,7,7,2,6,0,0,0,0,0,0,0,2.3,1.3,1.1,1,0.1,1.3,1.9,69.2,0.6,1.1,0.3,0.9,1.4,3.7,3.4,0,DF
357,Bruno Guimarães,2.3,2024-2025,26,br BRA,Newcastle Utd,eng Premier League,38,3271,36.3,38,0,0,0.1,0.2,0.3,0.1,0,0,0,2.3,1.3,1.1,0.8,0.3,0.9,1.9,47.8,1,1,0.3,0.7,0.8,3.1,1.2,0.1,MF
358,Matúš Bero,2.3,2024-2025,28,sk SVK,Bochum,de Bundesliga,30,2565,28.5,29,1,0,0.2,0.1,0.2,0.2,0,0,0,2.3,1.2,1.2,0.7,0.4,1,2.1,48.3,1.1,1.3,0.3,1,0.6,2.9,1.2,0,MF
359,Joël Veltman,2.3,2024-2025,32,nl NED,Brighton,eng Premier League,21,1697,18.9,19,2,3,0,0,0,0,0,0,0,2.3,1.5,1.3,0.8,0.2,1.6,2.8,59.6,1.1,1.2,0.4,0.8,1,3.3,3.5,0,DF
360,Pablo Maffeo,2.3,2024-2025,27,es ESP,Mallorca,es La Liga,30,2368,26.3,28,2,2,0,0.1,0.1,0,0,0,0,2.3,1.5,1.6,0.5,0.1,1.3,1.7,73.9,0.5,1.2,0.4,0.8,1,3.2,3.9,0,DF
361,Karol Linetty,2.3,2024-2025,29,pl POL,Torino,it Serie A,28,1540,17.1,18,10,8,0.1,0,0.1,0.1,0,0,0,2.3,1.3,1,1.1,0.2,1.2,2.4,48.8,1.2,0.8,0.3,0.5,0.7,3,1.8,0.1,MF
362,Youssouf Sabaly,2.3,2024-2025,31,sn SEN,Betis,es La Liga,22,1581,17.6,20,2,7,0,0.1,0.1,0,0,0,0,2.3,1.4,1.2,0.9,0.2,1.4,1.8,75,0.5,1.2,0.2,1,0.7,3,2.3,0,DF
363,Ibrahima Sissoko,2.3,2024-2025,26,ml MLI,Bochum,de Bundesliga,32,2610,29,30,2,0,0.1,0,0.1,0.1,0,0,0,2.3,1.5,1,1.1,0.2,0.8,1.6,53.3,0.7,1.3,0.4,1,1.2,3.5,2.1,0,MF
364,Pedro Porro,2.3,2024-2025,24,es ESP,Tottenham,eng Premier League,33,2610,29,28,5,5,0.1,0.2,0.3,0.1,0,0,0,2.3,1.7,1.2,0.8,0.3,1.5,2.7,57.1,1.1,1.5,0.6,0.9,1.2,3.5,2.9,0.1,DF
365,Enzo Tchato,2.3,2024-2025,21,cm CMR,Montpellier,fr Ligue 1,27,1899,21.1,21,6,0,0,0,0,0,0,0,0,2.3,1.2,1.2,0.9,0.2,1.2,2.1,59.1,0.9,1.4,0.5,0.9,1,3.3,2.8,0,DF
366,Mattia Viti,2.3,2024-2025,22,it ITA,Empoli,it Serie A,30,2572,28.6,30,0,0,0,0,0,0,0,0,0,2.3,1.6,1.5,0.7,0.1,1.2,1.8,65.4,0.6,1.4,0.6,0.8,1.7,4,4.5,0.1,DF
367,Antoine Bernede,2.3,2024-2025,25,fr FRA,Hellas Verona,it Serie A,14,594,6.6,7,7,1,0.2,0,0.2,0.2,0,0,0,2.3,1.2,0.6,1.4,0.3,1.5,2.4,62.5,0.9,0.9,0.2,0.8,0.8,3,0.5,0,MF
368,Álex Valle,2.3,2024-2025,20,es ESP,2 Teams,2 Comps,15,1030,11.4,12,3,3,0,0,0,0,0,0,0,2.3,1,1,1,0.2,1.3,1.8,71.4,0.5,1.1,0.2,1,0.7,3,3.7,0,DF
369,Ramy Bensebaini,2.3,2024-2025,29,dz ALG,Dortmund,de Bundesliga,31,2022,22.5,23,8,0,0,0.3,0.3,0,0,0,0,2.3,1.1,1.1,0.8,0.4,1.5,2.3,64.7,0.8,1.9,0.4,1.5,1.5,3.7,3.8,0,DF
370,Saba Goglichidze,2.3,2024-2025,20,ge GEO,Empoli,it Serie A,33,2539,28.2,29,4,4,0,0,0,0,0,0,0,2.3,1.3,1.3,0.9,0.1,0.9,1.8,49,0.9,1.3,0.6,0.7,1.2,3.4,3.4,0.1,DF
371,Fernando Calero,2.3,2024-2025,28,es ESP,Espanyol,es La Liga,21,715,7.9,6,15,10,0.1,0,0.1,0.1,0,0,0,2.3,1.3,1.6,0.5,0.1,1,1.5,66.7,0.5,2,1.1,0.9,2,4.3,6.3,0.1,"DF,MF"
372,Ander Guevara,2.3,2024-2025,27,es ESP,Alavés,es La Liga,33,1947,21.6,20,13,5,0,0,0,0,0,0,0,2.3,1.4,0.9,1.3,0,0.9,2.2,41.7,1.3,1,0.2,0.7,0.6,2.9,2,0,MF
373,Renato Tapia,2.3,2024-2025,29,pe PER,Leganés,es La Liga,34,2424,26.9,28,6,0,0,0,0,0,0,0,0,2.3,1.3,1.1,1,0.1,0.9,1.9,48,1,2.2,0.9,1.3,1,3.3,3.2,0.1,"MF,DF"
374,Adrià Altimira,2.3,2024-2025,23,es ESP,Leganés,es La Liga,22,1630,18.1,19,3,14,0,0,0,0,0,0,0,2.3,1.3,1.4,0.7,0.2,1.3,2.2,60,0.9,0.8,0.3,0.5,0.8,3.1,3,0.1,"DF,FW"
375,Dani de Wit,2.3,2024-2025,26,nl NED,Bochum,de Bundesliga,28,1153,12.8,11,17,5,0.2,0.1,0.2,0.2,0,0,0,2.3,1.3,0.9,1.2,0.2,1.4,2.4,58.1,1,1.3,0.3,1,0.9,3.2,1.8,0.1,"MF,FW"
376,Diogo Leite,2.3,2024-2025,25,pt POR,Union Berlin,de Bundesliga,30,2546,28.3,29,1,0,0,0.1,0.1,0,0,0,0,2.3,1.1,1.5,0.6,0.1,1.2,1.8,66,0.6,2.2,0.9,1.3,2,4.3,5.7,0,DF
377,Nathan Zeze,2.3,2024-2025,19,fr FRA,Nantes,fr Ligue 1,18,1512,16.8,17,1,4,0,0,0,0,0,0,0,2.3,1.3,1.3,1,0,1.4,2,69.7,0.6,1.3,0.5,0.8,1.4,3.6,7.1,0.1,DF
378,Rémy Labeau Lascary,2.3,2024-2025,21,gp GLP,Lens,fr Ligue 1,14,637,7.1,6,8,0,0.3,0.1,0.4,0.3,0,0,0,2.3,1.4,1,0.8,0.4,0.7,1.6,45.5,0.8,0.7,0,0.7,0.1,2.4,1,0,"FW,MF"
379,Fikayo Tomori,2.3,2024-2025,26,eng ENG,Milan,it Serie A,22,1593,17.7,19,3,15,0,0.1,0.1,0,0,0,0,2.3,1.4,1.2,0.9,0.2,1,1.4,68,0.5,1,0.7,0.3,1.1,3.4,3.4,0.1,DF
380,Pau Navarro,2.3,2024-2025,19,es ESP,Villarreal,es La Liga,17,916,10.2,8,9,21,0,0,0,0,0,0,0,2.3,1.7,1.5,0.6,0.2,1.9,3.8,48.7,2,1.3,0.6,0.7,0.4,2.7,4,0,DF
381,Lautaro Gianetti,2.3,2024-2025,30,ar ARG,Udinese,it Serie A,15,878,9.8,11,4,14,0.1,0,0.1,0.1,0,0,0,2.3,1,1.6,0.5,0.1,1.4,2.1,70,0.6,2.1,1,1,1.5,3.8,5,0.1,DF
382,Joe Gomez,2.3,2024-2025,27,eng ENG,Liverpool,eng Premier League,9,519,5.8,6,3,10,0,0,0,0,0,0,0,2.3,1.7,0.9,1.2,0.2,1.9,2.8,68.8,0.9,1.6,1,0.5,1.2,3.5,3.5,0.3,DF
383,Jesus Vazquez,2.3,2024-2025,21,es ESP,Valencia,es La Liga,19,919,10.2,10,9,16,0,0,0,0,0,0,0,2.3,1.8,1.2,0.9,0.2,1,1.9,52.6,0.9,1.6,0.5,1.1,1,3.2,2.9,0,DF
384,Lucas Torró,2.3,2024-2025,30,es ESP,Osasuna,es La Liga,35,2957,32.9,35,0,1,0.1,0,0.1,0.1,0,0,0,2.3,1.2,1,1.1,0.2,1.1,1.9,56.3,0.9,1.1,0.3,0.8,1.4,3.6,2.1,0.1,MF
