Rk,Player,xG/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG/90,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos
651,Khéphren Thuram,0.1,2024-2025,23,fr FRA,Juventus,it Serie A,35,2326,25.8,26,9,0,0.2,0.2,0.3,0.2,0,0,0,0.1,0.1,0.1,0.3,0.1,0.3,0,0,0.1,0.1,1.4,0.11,0.4,0.4,27.8,20.1,0,MF
652,Douglas,0.1,2024-2025,27,br BRA,Nantes,fr Ligue 1,28,2307,25.6,28,0,2,0.2,0.1,0.2,0.2,0,0,0,0.1,0.1,0.1,0.2,0,0.2,0,0,0,0.1,1.4,0.11,0.29,0.5,38.9,17.2,0,MF
653,Jurgen Ekkelenkamp,0.1,2024-2025,24,nl NED,Udinese,it Serie A,34,1892,21,20,14,2,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0,0.1,1.3,0.11,0.33,0.4,33.3,18.3,0,MF
654,Lukas Kübler,0.1,2024-2025,31,de GER,Freiburg,de Bundesliga,28,1842,20.5,22,6,3,0.2,0,0.3,0.2,0,0,0,0.1,0.1,0,0.2,0.1,0.2,0.1,0.1,0,0.15,0.9,0.28,0.5,0.5,55.6,15.9,0,DF
655,Chris Führich,0.1,2024-2025,26,de GER,Stuttgart,de Bundesliga,33,1981,22,23,10,0,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.2,0.3,0.3,0.3,0,0,0,0.08,1.6,0.06,0.17,0.5,33.3,17.3,0.1,"MF,FW"
656,Eric García,0.1,2024-2025,23,es ESP,Barcelona,es La Liga,29,1566,17.4,14,15,3,0.1,0.2,0.3,0.1,0,0,0,0.1,0.1,0,0.2,0.1,0.2,0,0,0.1,0.17,0.8,0.14,0.25,0.5,57.1,10.7,0,"DF,MF"
657,Morten Thorsby,0.1,2024-2025,28,no NOR,Genoa,it Serie A,30,1898,21.1,22,8,2,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.19,0.7,0,0,0.3,40,12.2,0,"MF,FW"
658,Ainsley Maitland-Niles,0.1,2024-2025,26,eng ENG,Lyon,fr Ligue 1,32,1985,22.1,20,12,2,0,0.2,0.2,0,0,0,0,0.1,0.1,0.2,0.3,0.1,0.3,-0.1,-0.1,0,0.13,1,0.05,0.14,0.3,31.8,16,0,DF
659,Yaser Asprilla,0.1,2024-2025,20,co COL,Girona,es La Liga,27,1405,15.6,15,12,3,0.2,0.1,0.3,0.2,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0.1,0.1,-0.1,0.05,2.4,0.08,0.27,0.7,28.9,22.9,0.1,"FW,MF"
660,Viktor Tsyhankov,0.1,2024-2025,26,ua UKR,Girona,es La Liga,27,1913,21.3,23,4,1,0.1,0.2,0.3,0.1,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0,0,0.1,0.08,1.6,0.06,0.22,0.4,25.7,19.9,0.2,"FW,MF"
661,Bryan Zaragoza,0.1,2024-2025,22,es ESP,Osasuna,es La Liga,27,1836,20.4,22,5,1,0,0.3,0.3,0,0,0,0,0.1,0.1,0.2,0.3,0.3,0.3,-0.1,-0.1,0.1,0.06,2.1,0.02,0.08,0.6,31,20.2,0,"FW,MF"
662,Bernardo Silva,0.1,2024-2025,29,pt POR,Manchester City,eng Premier League,33,2670,29.7,29,4,5,0.1,0.1,0.3,0.1,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0,0,0,0.12,1.1,0.13,0.36,0.4,34.4,12.4,0,"MF,FW"
663,?lkay Gündo?an,0.1,2024-2025,33,de GER,Manchester City,eng Premier League,33,2223,24.7,25,8,4,0,0.2,0.3,0,0,0,0,0.1,0.1,0.1,0.3,0.2,0.3,-0.1,-0.1,0.1,0.12,1.1,0.04,0.14,0.3,25.9,18.1,0.1,MF
664,Jack Hinshelwood,0.1,2024-2025,19,eng ENG,Brighton,eng Premier League,26,1842,20.5,22,4,0,0.2,0.1,0.3,0.2,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0,0.15,0.9,0.28,0.5,0.5,55.6,12.2,0,"MF,DF"
665,Unai Gómez,0.1,2024-2025,21,es ESP,Athletic Club,es La Liga,32,1284,14.3,14,18,4,0.1,0.2,0.3,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0.2,0.1,1.3,0.05,0.25,0.3,21.1,17.5,0.1,"MF,FW"
666,Jan Schöppner,0.1,2024-2025,25,de GER,Heidenheim,de Bundesliga,33,2681,29.8,32,1,0,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0,0.09,1.4,0.1,0.31,0.4,31.7,15.9,0,MF
667,Mohamed Haj,0.1,2024-2025,19,tn TUN,Parma,it Serie A,15,453,5,3,12,22,0.2,0.4,0.6,0.2,0,0,0,0.1,0.1,0.2,0.4,0.1,0.4,0.1,0.1,0.2,0.09,1.4,0.14,0.33,0.6,42.9,16.7,0,MF
668,Álvaro Rodríguez,0.1,2024-2025,20,uy URU,Getafe,es La Liga,22,852,9.5,7,15,8,0.2,0,0.2,0.2,0,0,0,0.1,0.1,0,0.2,0,0.2,0.1,0.1,0,0.05,2.6,0.08,0.2,1.1,40,16.8,0,FW
669,Samuele Birindelli,0.1,2024-2025,25,it ITA,Monza,it Serie A,21,1468,16.3,18,3,3,0.2,0,0.2,0.2,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,-0.1,0.13,1,0.19,0.3,0.6,62.5,15.4,0,"DF,MF"
670,Aimar Oroz,0.1,2024-2025,22,es ESP,Osasuna,es La Liga,37,2966,33,35,2,0,0.2,0.1,0.3,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0,0.08,1.4,0.09,0.27,0.5,31.9,19.7,0.1,MF
671,Habib Diarra,0.1,2024-2025,20,sn SEN,Strasbourg,fr Ligue 1,30,2352,26.1,27,3,0,0.2,0.2,0.3,0.1,0.1,0.1,0,0.1,0.1,0.2,0.3,0.2,0.2,0,0,0,0.07,1,0.08,0.2,0.4,40,20.2,0,"MF,FW"
672,Tete Morente,0.1,2024-2025,27,es ESP,Lecce,it Serie A,31,2021,22.5,23,8,5,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0,0.07,1.8,0.07,0.23,0.6,31.7,20.8,0,"FW,MF"
673,Gabriel Strefezza,0.1,2024-2025,27,br BRA,Como,it Serie A,37,2619,29.1,32,5,0,0.2,0.1,0.3,0.2,0,0,0,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0,0.06,2,0.1,0.29,0.7,36.2,20.5,0.1,"FW,MF"
674,Achraf Hakimi,0.1,2024-2025,25,ma MAR,Paris S-G,fr Ligue 1,25,2066,23,24,1,2,0.2,0.3,0.4,0.2,0,0,0,0.1,0.1,0.3,0.4,0.2,0.4,0,0,0,0.09,1.4,0.13,0.33,0.5,37.5,19.2,0.2,DF
675,Éderson,0.1,2024-2025,25,br BRA,Atalanta,it Serie A,37,2881,32,32,5,0,0.1,0,0.2,0.1,0,0,0,0.1,0.1,0.1,0.3,0.2,0.3,0,0,-0.1,0.1,1.2,0.1,0.33,0.4,30.8,17.5,0,MF
676,Adnan Januzaj,0.1,2024-2025,29,be BEL,Las Palmas,es La Liga,18,598,6.6,5,13,6,0.3,0.2,0.5,0.3,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0.2,0.2,0,0.05,2.4,0.13,0.4,0.8,31.3,23.6,0.6,"MF,FW"
677,John McGinn,0.1,2024-2025,29,sct SCO,Aston Villa,eng Premier League,34,2223,24.7,27,7,0,0,0.2,0.2,0,0,0,0,0.1,0.1,0.1,0.3,0.1,0.3,-0.1,-0.1,0,0.09,1.3,0.03,0.2,0.2,16.1,17,0,"MF,FW"
678,Joško Gvardiol,0.1,2024-2025,22,hr CRO,Manchester City,eng Premier League,37,3277,36.4,36,1,1,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,-0.1,0.11,1.1,0.13,0.42,0.3,30,12.9,0,DF
679,Patrick Dorgu,0.1,2024-2025,19,dk DEN,2 Teams,2 Comps,33,2682,29.8,31,2,1,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0,0.08,1.5,0.07,0.25,0.4,26.1,18.5,0,DF
680,Suat Serdar,0.1,2024-2025,27,de GER,Hellas Verona,it Serie A,22,1376,15.3,16,6,0,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0,0.2,0,0,0,0.06,2,0.07,0.25,0.5,26.7,20.9,0,MF
681,Darwin Machís,0.1,2024-2025,31,ve VEN,Valladolid,es La Liga,18,639,7.1,7,11,12,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0.1,0.06,2,0,0,0.3,14.3,22.1,0.1,"MF,FW"
682,Rolando Mandragora,0.1,2024-2025,27,it ITA,Fiorentina,it Serie A,29,1931,21.5,22,7,5,0.2,0.1,0.3,0.1,0,0,0,0.1,0.1,0.2,0.3,0.1,0.3,0.1,0.1,-0.1,0.05,1.7,0.08,0.21,0.7,37.8,24.6,0.3,MF
683,Mateus Fernandes,0.1,2024-2025,20,pt POR,Southampton,eng Premier League,36,2909,32.3,34,2,0,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0,0.1,1.3,0.05,0.14,0.4,33.3,18.7,0.1,MF
684,Tyler Dibling,0.1,2024-2025,18,eng ENG,Southampton,eng Premier League,33,1874,20.8,20,13,1,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,-0.1,0.09,1.3,0.07,0.22,0.4,32.1,19.3,0,"FW,MF"
685,Nayef Aguerd,0.1,2024-2025,28,ma MAR,Real Sociedad,es La Liga,21,1760,19.6,21,0,3,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,-0.1,0,0.16,0.8,0,0,0.3,33.3,11.5,0,DF
686,Joe Aribo,0.1,2024-2025,28,ng NGA,Southampton,eng Premier League,32,2013,22.4,21,11,6,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,-0.1,0.16,0.8,0.18,0.43,0.3,41.2,14,0,"MF,DF"
687,Duje ?aleta-Car,0.1,2024-2025,27,hr CRO,Lyon,fr Ligue 1,19,1584,17.6,17,2,12,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,-0.1,-0.1,0,0.19,0.6,0.09,1,0.1,9.1,9.8,0,DF
688,Oscar Højlund,0.1,2024-2025,19,dk DEN,Eint Frankfurt,de Bundesliga,20,722,8,7,13,3,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.3,0,0.3,0,0,-0.1,0.16,0.7,0.17,0.5,0.2,33.3,17.5,0,MF
689,Bryan Gil,0.1,2024-2025,23,es ESP,Girona,es La Liga,25,1721,19.1,21,4,0,0.2,0.2,0.3,0.2,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0,0,0,0.07,1.7,0.09,0.2,0.8,46.9,19,0,"FW,MF"
690,Iker Bravo,0.1,2024-2025,19,es ESP,Udinese,it Serie A,29,682,7.6,4,25,7,0.3,0.1,0.4,0.3,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.07,1.7,0.15,0.67,0.4,23.1,17.2,0,"FW,MF"
691,Rubén García,0.1,2024-2025,31,es ESP,Osasuna,es La Liga,36,2413,26.8,30,6,0,0.2,0.2,0.4,0.2,0,0,0,0.1,0.1,0.1,0.3,0.2,0.3,0.1,0.1,0.1,0.12,1,0.19,0.5,0.4,37,16.1,0.1,"FW,MF"
692,Andy Diouf,0.1,2024-2025,21,fr FRA,Lens,fr Ligue 1,34,2225,24.7,27,7,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0,0.07,1.6,0.03,0.2,0.2,12.5,20,0,MF
693,Exequiel Palacios,0.1,2024-2025,25,ar ARG,Leverkusen,de Bundesliga,24,1155,12.8,11,13,6,0.1,0.5,0.5,0.1,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,0,0,0.3,0.12,1,0.08,0.13,0.6,61.5,18.6,0,MF
