Rk,Player,Tkl/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Pos
812,Marnon Busch,1.7,2024-2025,29,de GER,Heidenheim,de Bundesliga,23,1396,15.5,15,8,8,0,0.1,0.1,0,0,0,0,1.7,1.1,1.2,0.5,0,1.5,2.1,71.9,0.6,1.5,0.6,0.8,0.8,2.5,4.2,0.3,"DF,MF"
813,Domagoj Bradari?,1.7,2024-2025,24,hr CRO,Hellas Verona,it Serie A,28,1933,21.5,24,4,7,0,0,0,0,0,0,0,1.7,1.3,1,0.5,0.2,0.8,1.4,62.1,0.5,0.8,0.2,0.6,0.7,2.4,2.3,0,DF
814,Benjamin Bouchouari,1.7,2024-2025,22,ma MAR,Saint-Étienne,fr Ligue 1,25,1772,19.7,20,5,2,0.1,0,0.1,0.1,0,0,0,1.7,1.4,0.8,0.7,0.3,0.8,2.3,34.8,1.5,1.1,0.1,1,0.9,2.5,0.8,0.1,MF
815,Nicolai Remberg,1.7,2024-2025,24,de GER,Holstein Kiel,de Bundesliga,32,2417,26.9,26,6,0,0,0,0,0,0,0,0,1.7,0.9,0.9,0.6,0.1,0.7,1.5,46.3,0.8,1.7,0.7,1,1.1,2.8,3.7,0,MF
816,Arthur,1.7,2024-2025,21,br BRA,Leverkusen,de Bundesliga,20,752,8.4,7,13,11,0,0.1,0.1,0,0,0,0,1.7,1.3,0.4,1.1,0.2,0.6,1.2,50,0.6,1,0,1,1.1,2.8,3.5,0,DF
817,Oliver Skipp,1.7,2024-2025,23,eng ENG,Leicester City,eng Premier League,24,1129,12.5,10,14,11,0,0,0,0,0,0,0,1.7,0.3,0.5,1,0.2,0.7,1.2,60,0.5,1.8,0.6,1.3,0.9,2.6,0.9,0.2,MF
818,William Carvalho,1.7,2024-2025,32,pt POR,Betis,es La Liga,14,484,5.4,6,8,1,0,0,0,0,0,0,0,1.7,1.1,0.6,1.1,0,0.7,1.1,66.7,0.4,1.1,0.4,0.7,0.6,2.2,1.1,0,MF
819,Jonathan Rowe,1.7,2024-2025,21,eng ENG,Marseille,fr Ligue 1,28,807,9,6,22,5,0.3,0.3,0.7,0.3,0,0,0,1.7,1.2,0.6,0.4,0.7,0.7,1.6,42.9,0.9,0.4,0.1,0.3,0.2,1.9,0.4,0,"FW,MF"
820,Siebe Van Der Heyden,1.7,2024-2025,26,be BEL,2 Teams,2 Comps,15,969,10.8,12,3,13,0.1,0,0.1,0.1,0,0,0,1.7,1,0.9,0.7,0,0.7,1.7,44.4,0.9,0.8,0.4,0.5,1.8,3.4,4.3,0.2,"DF,MF"
821,Conor Bradley,1.7,2024-2025,21,nir NIR,Liverpool,eng Premier League,19,754,8.4,7,12,6,0,0.2,0.2,0,0,0,0,1.7,1.2,0.8,0.6,0.2,1.3,2.6,50,1.3,1.1,0.2,0.8,0.5,2.1,3.7,0,DF
822,Darwin Núñez,1.7,2024-2025,25,uy URU,Liverpool,eng Premier League,30,1133,12.6,8,22,5,0.4,0.2,0.6,0.4,0,0,0,1.7,1.4,0.9,0.3,0.5,0.6,1.4,38.9,0.9,0.5,0,0.5,0.3,2,1,0,FW
823,Josué Casimir,1.7,2024-2025,22,fr FRA,Le Havre,fr Ligue 1,27,1997,22.2,23,4,0,0.2,0.2,0.4,0.2,0,0,0,1.7,1.2,0.7,0.7,0.3,0.4,0.8,50,0.4,0.9,0,0.9,0.3,2,1.6,0,"FW,MF"
824,Manuel Lazzari,1.7,2024-2025,30,it ITA,Lazio,it Serie A,25,1406,15.6,16,9,3,0,0.1,0.1,0,0,0,0,1.7,1,0.8,0.7,0.1,0.9,1.5,58.3,0.6,0.6,0.3,0.3,0.6,2.3,1.2,0,DF
825,Jacob Ramsey,1.7,2024-2025,23,eng ENG,Aston Villa,eng Premier League,29,1623,18,19,10,0,0.1,0.2,0.2,0.1,0,0,0,1.7,0.8,0.8,0.6,0.3,0.6,1.1,50,0.6,1.3,0.2,1.1,0.4,2.1,0.4,0.1,"FW,MF"
826,Yannick Gerhardt,1.7,2024-2025,30,de GER,Wolfsburg,de Bundesliga,29,1518,16.9,15,14,2,0.1,0.1,0.1,0.1,0,0,0,1.7,0.9,0.8,0.8,0.1,0.7,1.8,36.7,1.1,1.9,0.5,1.4,1,2.7,2.8,0,"MF,DF"
827,Johan Vásquez,1.7,2024-2025,25,mx MEX,Genoa,it Serie A,36,3041,33.8,34,2,0,0.1,0,0.1,0.1,0,0,0,1.7,0.9,0.7,0.8,0.1,0.8,1.3,59.1,0.5,1.7,0.9,0.8,1.5,3.1,4.4,0,DF
828,Hans Hateboer,1.7,2024-2025,30,nl NED,Rennes,fr Ligue 1,26,1684,18.7,18,8,6,0,0,0,0,0,0,0,1.7,0.9,0.7,0.6,0.3,1,1.9,50,1,1,0.3,0.7,1.5,3.2,3.4,0.1,DF
829,Bence Dárdai,1.7,2024-2025,18,hu HUN,Wolfsburg,de Bundesliga,21,1304,14.5,16,5,13,0.1,0.1,0.1,0.1,0,0,0,1.7,1,0.6,0.9,0.1,1.1,2.1,53.3,1,1.4,0.3,1.1,0.8,2.5,1.9,0.1,MF
830,Julian Weigl,1.7,2024-2025,28,de GER,Gladbach,de Bundesliga,33,2881,32,33,0,0,0,0.1,0.1,0,0,0,0,1.7,0.8,0.7,0.7,0.2,0.9,1.4,60.9,0.6,1.7,0.8,0.8,1.5,3.2,2.7,0.1,MF
831,Mattia Felici,1.7,2024-2025,23,it ITA,Cagliari,it Serie A,20,925,10.3,9,11,17,0,0.3,0.3,0,0,0,0,1.7,1.2,0.8,0.7,0.2,0.4,1.1,36.4,0.7,1,0,1,0.7,2.3,0.7,0.1,"MF,FW"
832,Samuel Chukwueze,1.7,2024-2025,25,ng NGA,Milan,it Serie A,26,925,10.3,9,17,8,0.3,0.2,0.5,0.3,0,0,0,1.7,1.1,0.7,0.6,0.4,0.5,1.8,26.3,1.4,0.3,0,0.3,0.2,1.8,0.9,0,"FW,MF"
833,Reiss Nelson,1.7,2024-2025,24,eng ENG,2 Teams,eng Premier League,12,490,5.4,5,7,1,0.2,0.2,0.4,0.2,0,0,0,1.7,1.1,0.6,0.7,0.4,0.9,2.6,35.7,1.7,2,0,2,0.9,2.6,0.6,0,FW
834,Ola Aina,1.7,2024-2025,27,ng NGA,Nott'ham Forest,eng Premier League,35,2995,33.3,35,0,0,0.1,0,0.1,0.1,0,0,0,1.7,1.3,1.2,0.5,0,1.1,1.9,56.3,0.8,1,0.4,0.7,1,2.6,3.5,0.1,DF
835,Abdul Mumin,1.7,2024-2025,26,gh GHA,Rayo Vallecano,es La Liga,24,2017,22.4,24,0,0,0.1,0,0.1,0.1,0,0,0,1.7,1.1,1.3,0.3,0,0.8,1.2,63,0.4,1.8,1.3,0.5,1,2.7,5.6,0,DF
836,Ruben Loftus-Cheek,1.6,2024-2025,28,eng ENG,Milan,it Serie A,19,1037,11.5,10,9,0,0,0,0,0,0,0,0,1.6,0.7,0.5,0.8,0.3,0.5,1,50,0.5,0.3,0,0.3,0.3,1.9,1.7,0,MF
837,Vincent Sierro,1.6,2024-2025,28,ch SUI,Toulouse,fr Ligue 1,29,2402,26.7,27,2,0,0.2,0,0.2,0.1,0.1,0.1,0,1.6,1,0.6,0.9,0.2,1,2.1,48.2,1.1,1.3,0.3,0.9,0.6,2.2,1.6,0,MF
838,Benjamin Pavard,1.6,2024-2025,28,fr FRA,Inter,it Serie A,23,1584,17.6,18,5,8,0,0.1,0.1,0,0,0,0,1.6,0.9,0.7,0.7,0.3,1,1.4,72,0.4,0.9,0.7,0.2,0.9,2.6,3,0,DF
839,Ethan Pinnock,1.6,2024-2025,31,jm JAM,Brentford,eng Premier League,22,1913,21.3,21,1,9,0.1,0,0.1,0.1,0,0,0,1.6,0.9,0.7,0.8,0.2,0.6,1.1,54.2,0.5,1.4,0.8,0.5,1.1,2.8,6.7,0.2,DF
840,Gianluca Busio,1.6,2024-2025,22,us USA,Venezia,it Serie A,33,2518,28,28,5,1,0.1,0,0.1,0.1,0,0,0,1.6,1.1,0.9,0.4,0.4,0.7,1.7,42.6,1,1.3,0.3,1,0.7,2.3,1.9,0,MF
841,Matteo Cancellieri,1.6,2024-2025,22,it ITA,Parma,it Serie A,27,1424,15.8,19,8,2,0.2,0,0.2,0.2,0,0,0,1.6,1,0.9,0.6,0.1,0.7,2,34.4,1.3,0.9,0.1,0.9,0.8,2.5,1.9,0,"FW,MF"
842,Jann-Fiete Arp,1.6,2024-2025,24,de GER,Holstein Kiel,de Bundesliga,23,713,7.9,3,20,9,0.3,0,0.3,0.1,0.1,0.3,0.1,1.6,1.3,0.6,0.3,0.8,0.5,1.6,30.8,1.1,0.8,0,0.8,0.4,2,1,0.1,"FW,MF"
843,Gaëtan Perrin,1.6,2024-2025,28,fr FRA,Auxerre,fr Ligue 1,34,2691,29.9,31,3,0,0.3,0.4,0.7,0.3,0,0,0,1.6,0.9,0.7,0.4,0.5,0.7,1.6,43.8,0.9,0.3,0,0.3,0.4,2,0.1,0,"MF,FW"
844,Adama Boiro,1.6,2024-2025,22,es ESP,Athletic Club,es La Liga,18,1101,12.2,13,5,18,0,0,0,0,0,0,0,1.6,0.9,0.9,0.6,0.2,0.8,1.2,66.7,0.4,0.8,0.2,0.6,1,2.6,2.2,0.1,"DF,FW"
845,Marco Brescianini,1.6,2024-2025,24,it ITA,Atalanta,it Serie A,29,991,11,9,20,5,0.4,0.2,0.5,0.4,0,0,0,1.6,1,0.5,0.8,0.4,0.7,0.9,80,0.2,1.4,0.2,1.2,0.2,1.8,0.5,0,MF
846,Unai López,1.6,2024-2025,28,es ESP,Rayo Vallecano,es La Liga,32,1707,19,23,9,1,0.2,0.1,0.2,0.2,0,0,0,1.6,1.1,0.7,0.6,0.3,0.9,1.9,47.2,1,0.9,0.3,0.6,1.1,2.7,1.1,0,MF
847,Tyler Dibling,1.6,2024-2025,18,eng ENG,Southampton,eng Premier League,33,1874,20.8,20,13,1,0.1,0,0.1,0.1,0,0,0,1.6,1,0.6,0.9,0.1,0.8,1.2,61.5,0.5,0.9,0.2,0.7,0.4,2,0.8,0,"FW,MF"
848,Jacob Greaves,1.6,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,25,2205,24.5,25,0,2,0,0,0,0,0,0,0,1.6,0.9,0.8,0.7,0.1,0.9,1.4,62.9,0.5,1.7,1.1,0.6,0.9,2.5,6,0.1,DF
849,Axel Tuanzebe,1.6,2024-2025,26,cd COD,Ipswich Town,eng Premier League,22,1710,19,20,2,0,0,0.1,0.1,0,0,0,0,1.6,1,1.1,0.2,0.3,0.9,1.4,65.4,0.5,1.1,0.5,0.6,1.2,2.8,2.9,0.1,DF
850,Josip Juranovi?,1.6,2024-2025,28,hr CRO,Union Berlin,de Bundesliga,17,1159,12.9,13,4,1,0,0.1,0.1,0,0,0,0,1.6,1,0.9,0.5,0.2,0.8,1.9,40,1.2,1,0.5,0.5,0.5,2.2,3.3,0.2,"DF,MF"
851,Marcão,1.6,2024-2025,28,br BRA,Sevilla,es La Liga,12,552,6.1,6,6,22,0,0,0,0,0,0,0,1.6,1.1,1,0.7,0,0.5,0.8,60,0.3,1.5,1,0.5,1.1,2.8,4.7,0.2,DF
852,Nathan Wood-Gordon,1.6,2024-2025,22,eng ENG,Southampton,eng Premier League,11,773,8.6,9,2,14,0,0,0,0,0,0,0,1.6,0.9,0.9,0.6,0.1,0.9,1.3,72.7,0.3,1,0.7,0.3,0.6,2.2,4.5,0.2,DF
853,Alberto Dossena,1.6,2024-2025,25,it ITA,Como,it Serie A,23,1825,20.3,20,3,3,0,0.1,0.1,0,0,0,0,1.6,1,1.1,0.4,0.1,0.8,1.4,57.1,0.6,1.1,0.5,0.5,1.1,2.7,4.4,0,DF
854,Kristoffer Ajer,1.6,2024-2025,26,no NOR,Brentford,eng Premier League,24,1438,16,17,7,2,0,0,0,0,0,0,0,1.6,1.1,0.9,0.7,0.1,0.9,1.7,51.9,0.8,1.1,0.3,0.8,0.8,2.4,3.1,0,DF
855,Tommaso Augello,1.6,2024-2025,29,it ITA,Cagliari,it Serie A,38,2713,30.1,30,8,0,0,0.2,0.2,0,0,0,0,1.6,0.9,0.9,0.6,0.1,1,1.4,69.8,0.4,0.8,0.3,0.5,0.5,2.2,3.6,0.1,DF
856,Brahim Díaz,1.6,2024-2025,24,ma MAR,Real Madrid,es La Liga,31,1385,15.4,16,15,0,0.3,0.1,0.4,0.3,0,0,0,1.6,1.2,0.6,0.8,0.2,0.5,1.2,36.8,0.8,1,0.1,1,0.3,1.9,0.1,0.1,"FW,MF"
857,Éderson,1.6,2024-2025,25,br BRA,Atalanta,it Serie A,37,2881,32,32,5,0,0.1,0,0.2,0.1,0,0,0,1.6,1,0.6,0.9,0.2,0.7,1.1,64.7,0.4,0.9,0.2,0.7,1.1,2.7,1.1,0,MF
858,Mauro Arambarri,1.6,2024-2025,28,uy URU,Getafe,es La Liga,35,2661,29.6,31,4,0,0.3,0,0.3,0.2,0.1,0.1,0,1.6,1,0.3,1.1,0.2,0.7,1.6,45.8,0.9,1.2,0.2,1,0.5,2.1,1.6,0,MF
859,Pica,1.6,2024-2025,22,es ESP,Alavés,es La Liga,9,499,5.5,5,4,26,0,0,0,0,0,0,0,1.6,1.3,1.3,0.4,0,0.7,1.6,44.4,0.9,1.3,1.1,0.2,1.6,3.2,4.7,0,DF
860,Raheem Sterling,1.6,2024-2025,29,eng ENG,Arsenal,eng Premier League,17,499,5.5,7,10,12,0,0.4,0.4,0,0,0,0,1.6,0.7,0.2,0.5,0.9,0.9,1.8,50,0.9,0.5,0,0.5,0.2,1.8,0.7,0,"FW,MF"
861,Matt Doherty,1.6,2024-2025,32,ie IRL,Wolves,eng Premier League,30,2109,23.4,25,5,8,0.1,0,0.1,0.1,0,0,0,1.6,0.9,1.1,0.6,0,0.7,1.1,68,0.3,1.2,0.6,0.6,0.9,2.6,4.4,0.1,DF
862,Lassana Coulibaly,1.6,2024-2025,28,ml MLI,Lecce,it Serie A,38,2667,29.6,30,8,0,0,0,0,0,0,0,0,1.6,1,0.5,0.9,0.1,0.8,2.1,39.3,1.2,1.5,0.4,1.1,0.6,2.2,1.6,0,MF
863,Romain Perraud,1.6,2024-2025,26,fr FRA,Betis,es La Liga,28,2002,22.2,22,6,8,0.1,0.1,0.2,0.1,0,0,0,1.6,1,0.7,0.7,0.2,0.9,2.1,45.7,1.1,0.8,0.2,0.6,1,2.6,3.2,0,DF
864,Liam Henderson,1.6,2024-2025,28,sct SCO,Empoli,it Serie A,36,2337,26,27,9,0,0,0.2,0.2,0,0,0,0,1.6,0.8,0.7,0.8,0.1,0.8,2,41.5,1.2,0.7,0.2,0.5,0.6,2.2,1.6,0,MF
865,Lazar Samardzic,1.6,2024-2025,22,rs SRB,Atalanta,it Serie A,31,1169,13,7,24,6,0.2,0.1,0.2,0.2,0,0,0,1.6,1.2,0.4,0.5,0.7,0.9,1.9,48,1,0.7,0.1,0.6,0.2,1.8,0.5,0,MF
866,Alessio Romagnoli,1.6,2024-2025,29,it ITA,Lazio,it Serie A,32,2672,29.7,31,1,2,0.1,0,0.1,0.1,0,0,0,1.6,1,0.7,0.9,0.1,0.7,0.9,81.5,0.2,1.1,0.6,0.5,0.9,2.5,4,0,DF
867,Henrikh Mkhitaryan,1.6,2024-2025,35,am ARM,Inter,it Serie A,32,2396,26.6,30,2,2,0,0.2,0.2,0,0,0,0,1.6,0.9,0.6,0.6,0.4,0.8,1.7,44.4,0.9,1.1,0.2,0.9,0.6,2.3,1.5,0,MF
868,Marcel Sabitzer,1.6,2024-2025,30,at AUT,Dortmund,de Bundesliga,26,1616,18,18,8,1,0.1,0,0.1,0.1,0,0,0,1.6,1.1,0.4,0.8,0.4,0.9,1.5,59.3,0.6,1.1,0.3,0.7,0.6,2.2,1.6,0.1,MF
869,Ellyes Skhiri,1.6,2024-2025,29,tn TUN,Eint Frankfurt,de Bundesliga,30,2231,24.8,26,4,2,0,0.1,0.1,0,0,0,0,1.6,0.9,0.6,0.8,0.2,0.7,1.8,40.9,1,1.2,0.3,0.9,1.3,2.9,1.8,0.2,MF
870,Sam Beukema,1.6,2024-2025,25,nl NED,Bologna,it Serie A,35,3012,33.5,33,2,3,0,0,0,0,0,0,0,1.6,0.9,0.8,0.7,0.1,0.7,1.2,53.7,0.6,1.1,0.6,0.4,0.9,2.5,3.3,0,DF
871,Tomáš Sou?ek,1.6,2024-2025,29,cz CZE,West Ham,eng Premier League,35,2567,28.5,30,5,1,0.3,0,0.4,0.3,0,0,0,1.6,0.7,0.7,0.8,0.1,0.9,1.5,59.1,0.6,1.4,0.7,0.7,0.7,2.3,3,0,MF
872,Brennan Johnson,1.6,2024-2025,23,wls WAL,Tottenham,eng Premier League,33,2177,24.2,24,9,2,0.5,0.1,0.6,0.5,0,0,0,1.6,1.1,0.4,0.8,0.4,0.7,1.4,47.1,0.7,1,0.1,0.9,0.2,1.8,0.6,0,FW
873,Anthony Jung,1.6,2024-2025,32,de GER,Werder Bremen,de Bundesliga,28,1898,21.1,20,8,5,0,0,0,0,0,0,0,1.6,1,1,0.5,0,1,1.6,64.7,0.6,1.1,0.7,0.4,1.2,2.8,3.7,0,DF
874,Christian Eriksen,1.6,2024-2025,32,dk DEN,Manchester Utd,eng Premier League,23,1061,11.8,11,12,12,0.1,0.2,0.3,0,0.1,0.1,0,1.6,0.8,0.3,1,0.3,0.9,2.3,40.7,1.4,1.3,0.4,0.8,0.6,2.2,0.7,0,MF
875,Marin Šverko,1.6,2024-2025,26,hr CRO,Venezia,it Serie A,16,1117,12.4,12,4,11,0.1,0,0.1,0.1,0,0,0,1.6,0.7,1.1,0.5,0,0.8,1,83.3,0.2,0.8,0.4,0.4,1.3,2.9,3.6,0.2,DF
876,Nuno Mendes,1.6,2024-2025,22,pt POR,Paris S-G,fr Ligue 1,24,1676,18.6,19,5,3,0.1,0.2,0.2,0.1,0,0,0,1.6,1,0.8,0.6,0.2,1.2,2.1,59,0.9,1.3,0.4,0.9,1,2.6,2,0.1,DF
877,Aïssa Mandi,1.6,2024-2025,32,dz ALG,Lille,fr Ligue 1,24,1733,19.3,20,4,10,0,0,0,0,0,0,0,1.6,0.9,0.6,0.8,0.2,0.8,1.1,72.7,0.3,1.2,0.6,0.6,0.8,2.4,2.8,0,DF
878,Angelo Stiller,1.6,2024-2025,23,de GER,Stuttgart,de Bundesliga,32,2741,30.5,31,1,0,0,0.3,0.3,0,0,0,0,1.6,0.9,0.6,0.8,0.2,0.5,1,46.7,0.5,1,0.3,0.7,0.9,2.5,1.6,0.1,MF
879,Stanislav Lobotka,1.6,2024-2025,29,sk SVK,Napoli,it Serie A,32,2636,29.3,31,1,1,0,0,0,0,0,0,0,1.6,1,0.5,0.7,0.3,0.6,1.1,61.3,0.4,1,0.4,0.6,0.7,2.3,1.9,0,MF
880,Maxim Leitsch,1.6,2024-2025,26,de GER,Mainz 05,de Bundesliga,14,674,7.5,6,8,14,0.1,0,0.1,0.1,0,0,0,1.6,0.5,0.8,0.5,0.3,0.9,1.2,77.8,0.3,1.6,0.5,1.1,1.3,2.9,5.6,0.1,DF
881,Nico Elvedi,1.6,2024-2025,27,ch SUI,Gladbach,de Bundesliga,25,2135,23.7,25,0,2,0,0,0.1,0,0,0,0,1.6,1,1.2,0.3,0.2,0.7,1,73.9,0.3,1.5,1.1,0.3,1.3,2.9,6.9,0,DF
882,Pep Chavarría,1.6,2024-2025,26,es ESP,Rayo Vallecano,es La Liga,34,2585,28.7,28,6,2,0,0,0,0,0,0,0,1.6,1.3,1,0.5,0.1,1,1.6,62.2,0.6,1.2,0.3,0.9,1,2.6,3.8,0,"DF,FW"
883,Becir Omeragic,1.6,2024-2025,22,ch SUI,Montpellier,fr Ligue 1,22,1799,20,21,1,1,0,0,0,0,0,0,0,1.6,0.8,1,0.6,0.1,0.8,1.1,76.2,0.3,1.6,1.1,0.6,0.7,2.3,3.9,0,DF
884,Mory Gbane,1.6,2024-2025,23,ci CIV,Reims,fr Ligue 1,13,1125,12.5,13,0,0,0,0.1,0.1,0,0,0,0,1.6,0.9,1.3,0.3,0,1,1.9,54.2,0.9,1,0.8,0.2,1.4,3,7.2,0.1,"DF,MF"
885,Tim Siersleben,1.6,2024-2025,24,de GER,Heidenheim,de Bundesliga,16,1182,13.1,14,2,18,0,0,0,0,0,0,0,1.6,1.1,0.9,0.6,0.1,0.5,1.3,41.2,0.8,1.4,0.5,1,1.5,3.1,5,0,DF
886,Alfred Duncan,1.6,2024-2025,31,gh GHA,Venezia,it Serie A,16,957,10.6,12,4,4,0,0,0,0,0,0,0,1.6,0.8,0.4,1,0.2,0.5,1.3,35.7,0.8,0.7,0.2,0.5,0.8,2.4,0.8,0,MF
887,Emanuele Valeri,1.6,2024-2025,25,it ITA,Parma,it Serie A,35,2873,31.9,34,1,1,0.1,0.2,0.3,0,0,0,0,1.6,1,1,0.5,0.1,0.9,1.9,49.2,1,1,0.3,0.7,0.9,2.5,3.2,0.1,DF
888,Budu Zivzivadze,1.6,2024-2025,30,ge GEO,Heidenheim,de Bundesliga,15,958,10.6,10,5,0,0.2,0.3,0.5,0.2,0,0,0,1.6,1,0.1,0.8,0.7,0.4,0.8,50,0.4,0.8,0,0.8,0.3,1.9,0.7,0,FW
889,Dimitris Giannoulis,1.6,2024-2025,28,gr GRE,Augsburg,de Bundesliga,31,2650,29.4,31,0,0,0,0.1,0.2,0,0,0,0,1.6,1.1,0.9,0.5,0.1,0.9,1.5,59.1,0.6,1.7,0.4,1.3,1.6,3.2,2.5,0,DF
890,Eliesse Ben Seghir,1.6,2024-2025,19,ma MAR,Monaco,fr Ligue 1,33,1750,19.4,19,14,1,0.3,0.2,0.5,0.2,0.1,0.1,0,1.6,1.1,0.6,0.6,0.4,0.9,1.6,56.3,0.7,1,0,1,0.7,2.3,0.2,0,"MF,FW"
891,Tomás Conechny,1.6,2024-2025,26,ar ARG,Alavés,es La Liga,22,847,9.4,9,13,9,0.1,0,0.1,0.1,0,0,0,1.6,1.3,0.6,0.7,0.2,1,2.9,33.3,1.9,1.5,0.2,1.3,0.6,2.2,1.1,0,"FW,MF"
892,Morgan Guilavogui,1.6,2024-2025,26,gn GUI,St. Pauli,de Bundesliga,25,1807,20.1,21,4,0,0.3,0.1,0.4,0.3,0,0,0,1.6,0.8,0.5,0.8,0.2,0.7,1.5,45.2,0.8,1.4,0,1.4,0.6,2.2,1.6,0,"FW,MF"
893,Shavy Babicka,1.6,2024-2025,24,ga GAB,Toulouse,fr Ligue 1,30,1186,13.2,11,19,2,0.3,0.2,0.5,0.3,0,0,0,1.6,0.9,0.5,0.8,0.3,0.8,1.6,47.6,0.8,1.1,0,1.1,0.2,1.8,0.3,0.2,"MF,FW"
894,Alberto Grassi,1.6,2024-2025,29,it ITA,Empoli,it Serie A,28,2203,24.5,27,1,1,0,0,0,0,0,0,0,1.6,0.9,0.7,0.7,0.2,0.6,0.9,63.6,0.3,0.9,0.5,0.4,1.3,2.9,1.8,0,MF
895,Joseph Okumu,1.6,2024-2025,27,ke KEN,Reims,fr Ligue 1,22,1695,18.8,20,2,2,0.1,0,0.1,0.1,0,0,0,1.6,0.8,1.1,0.5,0,0.8,1.3,62.5,0.5,1.8,1.1,0.6,1.3,2.9,7.3,0.1,DF
896,Joško Gvardiol,1.6,2024-2025,22,hr CRO,Manchester City,eng Premier League,37,3277,36.4,36,1,1,0.1,0,0.1,0.1,0,0,0,1.6,1.1,0.7,0.6,0.3,0.6,1.1,52.5,0.5,1.2,0.5,0.6,1.2,2.8,3.4,0.2,DF
897,Wesley Saïd,1.6,2024-2025,29,fr FRA,Lens,fr Ligue 1,24,905,10.1,11,13,2,0.3,0,0.3,0.3,0,0,0,1.6,1.1,0.3,1,0.3,0.6,1.3,46.2,0.7,0.6,0,0.6,0.2,1.8,0.2,0,FW
898,James Bree,1.6,2024-2025,26,eng ENG,Southampton,eng Premier League,17,1075,11.9,13,4,15,0,0.1,0.1,0,0,0,0,1.6,1.2,0.7,0.8,0.1,0.8,2.1,40,1.3,0.8,0.3,0.6,0.8,2.3,2.4,0,DF
