,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
810,Brahim Díaz,37.2,2024-2025,24,ma MAR,Real Madrid,es La Liga,31,1385,15.4,16,15,0,0.3,0.1,0.4,0.3,0,0,0,37.2,42.9,86.8,1.5,3.6,1.2,0,4.8,475.8,124.1,25.5,28.1,91,9.2,10.6,86.5,0.9,1.4,66.7,"FW,MF"
811,Massadio Haïdara,37.2,2024-2025,31,ml MLI,2 Teams,fr Ligue 1,22,1678,18.6,20,2,2,0,0,0,0,0,0,0,37.2,47.3,78.6,0.4,2.8,0.6,0.2,4.1,568.7,226.3,19.8,21.8,90.9,14.5,18.1,80.2,1.8,4.7,37.9,DF
812,Christian Nørgaard,37.2,2024-2025,30,dk DEN,Brentford,eng Premier League,34,2819,31.3,34,0,0,0.2,0.1,0.3,0.2,0,0,0,37.2,45.6,81.6,0.6,4.4,0.9,0.1,4.9,617.4,204.6,18.6,21.3,87.4,15.4,18.1,85,2.5,4.2,59.4,MF
813,Andreas Hanche-Olsen,37.1,2024-2025,27,no NOR,Mainz 05,de Bundesliga,22,1284,14.3,12,10,6,0.1,0.1,0.1,0.1,0,0,0,37.1,45,82.6,0.2,1.8,0,0,2.4,645.5,230.4,16.1,17.6,91.2,18.4,20.6,89.1,2.4,5.7,42,DF
814,Silvan Widmer,37.1,2024-2025,31,ch SUI,Mainz 05,de Bundesliga,27,504,5.6,3,24,6,0,0.2,0.2,0,0,0,0,37.1,50.2,74,0.4,2.7,1.1,0.4,4.1,649.8,213.9,18.2,21.6,84.3,14.1,19.6,71.8,4.3,7.1,60,DF
815,Nicola Zalewski,37.1,2024-2025,22,pl POL,2 Teams,it Serie A,23,968,10.8,8,15,8,0.1,0.1,0.2,0.1,0,0,0,37.1,47.4,78.2,2,2,2.3,1.2,3.3,604.8,115.7,19.8,22.3,88.8,12.9,16.5,78.5,3.1,5.2,58.9,"DF,FW"
816,Victor Bernth Kristiansen,37.1,2024-2025,21,dk DEN,Leicester City,eng Premier League,30,2482,27.6,29,1,5,0,0,0,0,0,0,0,37.1,47.9,77.4,0.7,2.8,0.8,0.7,2.5,595.4,212.5,18.8,21.1,89.3,15.2,19,79.8,2.4,5.7,41.4,DF
817,Brais Méndez,37.1,2024-2025,27,es ESP,Real Sociedad,es La Liga,27,1531,17,19,8,5,0.2,0.1,0.3,0.2,0,0,0,37.1,47.6,77.9,1.4,4,0.8,0.2,5.3,562.7,160.2,21,23.9,87.9,11.8,14.8,80.1,2.7,5.5,49.5,MF
818,Federico Baschirotto,37.1,2024-2025,27,it ITA,Lecce,it Serie A,38,3420,38,38,0,0,0.1,0,0.1,0.1,0,0,0,37.1,43,86.2,0.1,1.3,0.1,0,1.9,750.3,255.4,11.7,12.7,91.7,20.1,21.7,92.5,5.2,8,64.5,DF
819,Sergio Carreira,37,2024-2025,23,es ESP,Celta Vigo,es La Liga,23,1656,18.4,19,4,9,0,0.2,0.2,0,0,0,0,37,48.6,76.1,0.9,1.9,1.3,0.4,2.9,627.4,196,17.3,20.1,86.2,16.8,21.1,79.9,2.6,5,52.2,"MF,DF"
820,Maghnes Akliouche,37,2024-2025,22,fr FRA,Monaco,fr Ligue 1,32,2406,26.7,27,5,0,0.2,0.4,0.6,0.1,0,0,0,37,45.5,81.3,1.8,3.4,2.4,0.1,6.5,519.5,153.3,22.6,25.1,90.1,10.9,13.3,81.7,2,3.3,62.1,"FW,MF"
821,Lewis Cook,37,2024-2025,27,eng ENG,Bournemouth,eng Premier League,36,2978,33.1,32,4,0,0,0.1,0.1,0,0,0,0,37,47.9,77.2,1.5,4.7,0.8,0.3,4.8,638.9,216.2,16.4,19.2,85.4,16.5,19.4,85.2,3.3,7.3,45.4,"MF,DF"
822,Brendan Chardonnet,37,2024-2025,29,fr FRA,Brest,fr Ligue 1,27,2416,26.8,27,0,4,0,0,0,0,0,0,0,37,45.1,82.1,0.3,2.5,0.1,0,1.9,773.8,290.2,11,11.8,92.5,20.5,22,93.2,5.3,10.4,50.5,DF
823,Amine Harit,36.9,2024-2025,27,ma MAR,Marseille,fr Ligue 1,13,519,5.8,8,5,6,0.3,0.7,1,0.3,0,0,0,36.9,44.2,83.5,3.3,3.1,1.4,0,6.1,509.5,150,22,23.6,93.4,12.1,13.7,88.6,1.2,2.9,41.2,MF
824,Jordan James,36.9,2024-2025,20,wls WAL,Rennes,fr Ligue 1,23,1178,13.1,14,9,8,0,0.1,0.1,0,0,0,0,36.9,43.9,84.1,1.8,4.2,0.9,0.2,5.1,640.2,191.3,17.2,19.8,86.9,14.7,16.3,90.6,3.9,5.7,68,MF
825,Iván Balliu,36.9,2024-2025,32,al ALB,Rayo Vallecano,es La Liga,25,1200,13.3,12,13,13,0,0,0,0,0,0,0,36.9,48.7,75.8,0.5,2.8,0.5,0.3,3.4,606.2,250.3,18.5,20.4,90.8,15.1,19.2,78.9,2.5,6.4,40,DF
826,Sofiane Diop,36.9,2024-2025,24,fr FRA,Nice,fr Ligue 1,28,1064,11.8,8,20,1,0.5,0.3,0.8,0.5,0,0,0,36.9,47.8,77.2,2,4,1.6,0.1,5.4,577,187.4,20.6,24.9,82.7,12.6,15.4,81.9,2.3,4.6,50,"MF,FW"
827,Bernardo,36.9,2024-2025,29,br BRA,Bochum,de Bundesliga,21,1782,19.8,19,2,0,0,0,0,0,0,0,0,36.9,50.1,73.7,0.2,5,0.6,0.1,5.1,789.6,359.5,10.3,12.8,80.2,20.4,23.7,85.9,6,11,54.1,DF
828,Pape Gueye,36.9,2024-2025,25,sn SEN,Villarreal,es La Liga,34,2224,24.7,26,8,0,0.2,0,0.2,0.2,0,0,0,36.9,46.3,79.6,0.7,4.8,0.9,0.1,6.3,679.9,224.8,16.4,18.9,86.9,15.4,17.6,87.4,4.6,7.7,59.2,MF
829,Nicolas Höfler,36.8,2024-2025,34,de GER,Freiburg,de Bundesliga,20,794,8.8,7,13,14,0,0,0,0,0,0,0,36.8,42.6,86.4,0.3,3.5,0.5,0,3.4,591.9,153.8,17,19.2,88.8,17.9,19.7,90.8,1.1,1.5,76.9,MF
830,Yarek Gasiorowski,36.8,2024-2025,19,es ESP,Valencia,es La Liga,15,947,10.5,9,6,23,0,0,0,0,0,0,0,36.8,45.8,80.3,0.3,4.1,0.3,0.1,3.6,713.5,249.7,12,13.7,87.5,20.6,23.5,87.9,4,7.6,52.5,DF
831,Florian Sotoca,36.7,2024-2025,33,fr FRA,Lens,fr Ligue 1,31,1794,19.9,22,9,0,0.1,0.1,0.1,0.1,0,0,0,36.7,50,73.5,0.9,3.7,1.5,0.5,5.3,543.2,142.3,21,24.8,84.4,11.5,15.3,75.1,2.5,4.3,58.8,"FW,MF"
832,Aihen Muñoz,36.7,2024-2025,26,es ESP,Real Sociedad,es La Liga,21,1098,12.2,13,8,14,0,0,0,0,0,0,0,36.7,51.7,71,0.2,3.1,0.2,0.2,3.1,580.2,230.6,19.5,21.6,90.5,14.1,19.3,73.2,2.1,8,26.8,DF
833,Emerson Palmieri,36.7,2024-2025,29,it ITA,West Ham,eng Premier League,31,2113,23.5,26,5,4,0.1,0,0.1,0.1,0,0,0,36.7,45.9,79.9,0.7,2.2,0.6,0.2,2.8,534.4,193.8,21.9,24.4,89.7,12.1,14.8,81.3,1.8,4.3,42.2,DF
834,Chris Führich,36.7,2024-2025,26,de GER,Stuttgart,de Bundesliga,33,1981,22,23,10,0,0.1,0.1,0.2,0.1,0,0,0,36.7,45.6,80.5,1.5,1.8,2.3,0.6,4.3,516.4,148.5,22.7,25.2,90.3,10.8,13.7,78.8,1.9,3.6,51.3,"MF,FW"
835,Rodrigo Riquelme,36.6,2024-2025,24,es ESP,Atlético Madrid,es La Liga,16,516,5.7,4,12,19,0,0.2,0.2,0,0,0,0,36.6,46.9,78.1,2.6,3,2.1,0.5,4.2,495,149,22.8,26.2,87.3,10.5,12,87,1.4,4.7,29.6,"MF,DF"
836,Arthur,36.6,2024-2025,21,br BRA,Leverkusen,de Bundesliga,20,752,8.4,7,13,11,0,0.1,0.1,0,0,0,0,36.6,46.4,78.9,0.2,2.4,0.8,0.1,3,547.9,150.2,21.9,23.2,94.3,12.6,17.1,73.4,1.3,3,44,DF
837,Arthur Atta,36.6,2024-2025,21,fr FRA,Udinese,it Serie A,27,1251,13.9,12,15,3,0,0.1,0.1,0,0,0,0,36.6,45.5,80.4,1.3,3,0.6,0.1,4.1,567.6,138.1,19.5,22.5,86.6,13.2,15,88.5,2.2,3.9,55.6,"MF,FW"
838,Lucas Digne,36.6,2024-2025,31,fr FRA,Aston Villa,eng Premier League,32,2351,26.1,28,4,6,0,0.2,0.2,0,0,0,0,36.6,48.9,74.9,1.4,1.7,1.1,0.7,2.2,597.5,196.7,18.5,21,88,14.9,19,78.4,2.4,5.9,40,DF
839,Lamine Yamal,36.6,2024-2025,17,es ESP,Barcelona,es La Liga,35,2856,31.7,31,4,0,0.3,0.4,0.7,0.3,0,0,0,36.6,48.9,74.8,2,2.5,3,0.5,5,510.8,143.7,22.9,26.6,86.2,10.3,14.1,73,1.8,3.9,44.8,FW
840,Cameron Burgess,36.6,2024-2025,28,au AUS,Ipswich Town,eng Premier League,18,1541,17.1,16,2,5,0,0.1,0.1,0,0,0,0,36.6,45.2,80.9,0.4,2.7,0.2,0,2.5,669.4,320.3,15.1,16.6,90.9,17.2,19.9,86.8,3.7,7.4,50.4,DF
841,Mateu Morey,36.6,2024-2025,24,es ESP,Mallorca,es La Liga,16,741,8.2,8,8,17,0,0,0,0,0,0,0,36.6,47.4,77.2,0.5,1.7,0.4,0.1,2.1,564.8,162.4,19.6,21.7,89.9,15.1,18.3,82.1,1.6,4.4,36.1,DF
842,Omar Mascarell,36.6,2024-2025,31,gq EQG,Mallorca,es La Liga,32,1992,22.1,21,11,5,0,0,0,0,0,0,0,36.6,43.5,84,0.1,3.3,0.1,0,3.4,643.5,177.8,16.7,18.3,91.1,15.3,17.1,89.7,3.7,6,60.9,MF
843,Dimitris Giannoulis,36.5,2024-2025,28,gr GRE,Augsburg,de Bundesliga,31,2650,29.4,31,0,0,0,0.1,0.2,0,0,0,0,36.5,48.9,74.7,1.4,2.4,1.9,0.8,3.5,610.4,249.8,18.1,21.1,85.7,15.2,19.3,78.9,2.8,5.7,47.9,DF
844,Mads Roerslev,36.5,2024-2025,25,dk DEN,2 Teams,2 Comps,26,1399,15.5,13,13,8,0,0.1,0.1,0,0,0,0,36.5,45.7,80,1,3.1,0.8,0.3,4.1,609,192.9,17,19.3,88.3,16.1,19.5,82.5,2.5,4.4,57.4,DF
845,Sebastiano Luperto,36.5,2024-2025,27,it ITA,Cagliari,it Serie A,36,3240,36,36,0,2,0,0.1,0.1,0,0,0,0,36.5,43.6,83.9,0.2,2.4,0.2,0,2.7,685.4,228.7,12,13.1,91.9,21.6,23.8,90.9,2.6,5.7,45.9,DF
846,Jack Taylor,36.5,2024-2025,26,ie IRL,Ipswich Town,eng Premier League,32,860,9.6,4,28,1,0.1,0,0.1,0.1,0,0,0,36.5,44.1,82.9,0.5,3.1,0.8,0.1,4.5,647.6,175.1,16.3,18.5,88.1,16.5,18.8,87.8,3,5,60.4,MF
847,Luka Su?i?,36.5,2024-2025,21,hr CRO,Real Sociedad,es La Liga,29,1792,19.9,21,8,3,0.1,0.1,0.1,0.1,0,0,0,36.5,44.3,82.4,1.3,2.6,0.7,0.1,4,580.6,116.6,19.4,21.5,90.2,13.2,15,87.6,2.8,4.5,61.8,MF
848,Haris Belkebla,36.5,2024-2025,30,dz ALG,Angers,fr Ligue 1,22,1792,19.9,21,1,0,0,0.1,0.1,0,0,0,0,36.5,41.7,87.6,0.3,3.4,0.2,0,3.5,599.4,172.4,17.7,19.2,92.2,15.6,17.3,90.1,2.4,3.1,75.8,MF
849,Andreas Skov Olsen,36.5,2024-2025,24,dk DEN,Wolfsburg,de Bundesliga,12,535,5.9,4,8,4,0.2,0.2,0.3,0.2,0,0,0,36.5,45.4,80.4,3,2,1.7,0.3,3.7,618.6,129.2,17.2,20,85.7,14.3,16.3,87.6,3.7,6.7,55,"FW,MF"
850,Raoul Bellanova,36.4,2024-2025,24,it ITA,2 Teams,it Serie A,35,2489,27.7,28,7,2,0,0.3,0.3,0,0,0,0,36.4,47.3,77.1,1.3,1.7,1,0.8,3.1,586.7,167.7,18.5,20.6,90,14.8,18.8,78.5,2.5,5.1,47.9,DF
851,Adnan Januzaj,36.4,2024-2025,29,be BEL,Las Palmas,es La Liga,18,598,6.6,5,13,6,0.3,0.2,0.5,0.3,0,0,0,36.4,52.7,69.1,2.6,4.2,2.1,0.6,6.2,693.8,221.1,15.1,17.2,87.7,15.5,20,77.4,5.1,11.9,43,"MF,FW"
852,Carlos Soler,36.4,2024-2025,27,es ESP,2 Teams,2 Comps,31,1409,15.7,14,17,3,0.1,0.1,0.1,0.1,0,0,0,36.4,42.7,85.2,1.1,2.7,0.8,0,3.6,567.8,154.2,19.7,20.8,94.5,13.5,15.7,86.2,2,3.8,54.2,"MF,FW"
853,Gabriel Osho,36.4,2024-2025,25,ng NGA,Auxerre,fr Ligue 1,20,1654,18.4,20,0,7,0.1,0,0.1,0.1,0,0,0,36.4,41,88.8,0.1,2.7,0,0,2.3,703.4,250.6,11.2,12.1,92.4,20.9,22.4,93.2,4,5.6,70.9,DF
854,Balthazar Pierret,36.4,2024-2025,24,fr FRA,Lecce,it Serie A,30,1723,19.1,21,9,2,0,0,0,0,0,0,0,36.4,43.5,83.6,0.5,4.2,0.3,0.1,4.3,573.4,179.2,19.1,21,91,13.5,15,89.9,2.7,5.3,51,MF
855,Marcus Coco,36.3,2024-2025,28,fr FRA,Nantes,fr Ligue 1,20,951,10.6,10,10,6,0,0.1,0.1,0,0,0,0,36.3,45.7,79.5,0.9,2.9,0.9,0.6,3.2,612.8,231.6,17.8,19.5,91.3,14.8,18.3,80.8,3,5.8,52.5,DF
856,Domingos André Ribeiro Almeida,36.3,2024-2025,24,pt POR,Valencia,es La Liga,34,1977,22,24,10,2,0,0.2,0.2,0,0,0,0,36.3,43.1,84.3,2,4.4,1.1,0.2,6.5,594.9,170.2,18.9,20.2,93.5,12.6,14.5,87.1,3.5,5.6,62.6,"MF,FW"
857,Yasin Ayari,36.3,2024-2025,20,se SWE,Brighton,eng Premier League,34,1965,21.8,22,12,2,0.1,0,0.1,0.1,0,0,0,36.3,44.6,81.5,1.4,2.5,0.8,0.2,3.4,545.7,152.4,21.3,23.3,91.4,12.3,14.6,84.3,1.8,4.5,40.8,MF
858,Milos Kerkez,36.3,2024-2025,20,hu HUN,Bournemouth,eng Premier League,38,3336,37.1,38,0,0,0.1,0.1,0.2,0.1,0,0,0,36.3,47.9,75.8,0.9,2.3,1.1,0.7,4.3,564.1,185.6,20.2,22.4,89.8,13,16.6,78,2.3,5.9,38.5,DF
859,Frederic Guilbert,36.3,2024-2025,29,fr FRA,Lecce,it Serie A,31,2435,27.1,31,0,2,0,0,0,0,0,0,0,36.3,47.2,76.8,0.7,3,0.9,0.6,3.3,673.5,290.8,15.1,17.3,87.4,16.2,19.8,81.5,4.4,8,54.4,DF
860,Mikel Jauregizar,36.3,2024-2025,20,es ESP,Athletic Club,es La Liga,34,2244,24.9,25,9,2,0.1,0,0.1,0.1,0,0,0,36.3,45,80.6,0.9,4.3,0.4,0,4.7,672.8,185.8,14.7,17,86.8,16.4,19.3,85.2,4.6,6.9,66.9,MF
861,Timothy Weah,36.2,2024-2025,24,us USA,Juventus,it Serie A,30,1638,18.2,18,12,2,0.3,0.1,0.4,0.3,0,0,0,36.2,43.2,83.7,1,2.1,0.7,0.3,3.1,575.5,147.3,18.8,20.2,92.9,15.1,17.1,88.4,1.6,3.4,48.4,"DF,FW"
862,Senne Lynen,36.2,2024-2025,25,be BEL,Werder Bremen,de Bundesliga,32,2733,30.4,32,0,0,0,0,0,0,0,0,0,36.2,43.7,82.9,0.3,2.7,0.5,0,3,577.5,167.2,17.1,19.2,89,15.7,18.3,85.5,2,3.6,56.9,MF
863,Weston McKennie,36.2,2024-2025,25,us USA,Juventus,it Serie A,32,2310,25.7,27,5,3,0.1,0.2,0.2,0.1,0,0,0,36.2,43.5,83.1,1.2,2.7,0.9,0.1,3.9,549.4,146.8,20.8,23.5,88.9,11.8,13.8,85.6,2.3,3.6,65.2,"MF,DF"
864,Yunus Musah,36.1,2024-2025,21,us USA,Milan,it Serie A,29,1571,17.5,19,10,5,0,0.1,0.1,0,0,0,0,36.1,41.5,87.2,1.3,3.4,1,0.4,4.8,619.2,138.9,16.6,18.3,90.3,16,17.9,89.1,3,3.7,80,"MF,FW"
865,Idrissa Gana Gueye,36.1,2024-2025,34,sn SEN,Everton,eng Premier League,37,3063,34,35,2,0,0,0.1,0.1,0,0,0,0,36.1,41.8,86.5,0.6,4.5,0.3,0.1,4.3,610.5,166.9,17.8,19.6,91,14.7,16.2,90.4,3.1,4.2,72.2,MF
866,Clément Akpa,36.1,2024-2025,22,ci CIV,Auxerre,fr Ligue 1,31,2486,27.6,29,2,1,0,0,0,0,0,0,0,36.1,43.8,82.5,0.3,2.7,0.4,0.2,2.7,712.2,267.2,13.3,14.7,89.9,17.9,19.9,90.2,4.5,7.8,57.2,DF
867,Mitchell Weiser,36.1,2024-2025,30,de GER,Werder Bremen,de Bundesliga,32,2868,31.9,32,0,0,0.2,0.3,0.4,0.2,0,0,0,36.1,48.9,73.9,1.3,2.3,1.3,0.4,3.9,540,217.7,19.6,23.2,84.6,12.7,16.8,75.9,2,4.2,48.9,"DF,MF"
868,R?zvan Marin,36.1,2024-2025,28,ro ROU,Cagliari,it Serie A,33,1406,15.6,13,20,5,0.2,0.1,0.3,0.1,0.1,0.1,0,36.1,47.4,76.1,2.2,3.6,1.3,0.1,5.4,660.9,204.9,16.5,18.9,87.5,14.5,17.1,85,4.5,9.7,47,MF
869,Serge Gnabry,36.1,2024-2025,29,de GER,Bayern Munich,de Bundesliga,27,1242,13.8,13,14,2,0.5,0.4,0.9,0.5,0,0.1,0.1,36.1,43.3,83.4,1.7,1.5,1.5,0.1,3.5,526.7,105,22.9,25.7,89.3,10.8,13,82.8,1.5,2.2,70,"FW,MF"
870,Stefano Sabelli,36.1,2024-2025,31,it ITA,Genoa,it Serie A,34,2058,22.9,23,11,4,0,0.1,0.1,0,0,0,0,36.1,52.7,68.5,0.8,3.5,1.4,0.5,3.8,675,334.9,14.4,16.3,88.4,17.1,23.3,73.5,3.8,10.1,37.9,DF
871,Angel Gomes,36.1,2024-2025,23,eng ENG,Lille,fr Ligue 1,14,736,8.2,10,4,10,0.1,0.1,0.2,0.1,0,0.1,0.1,36.1,44.5,81,1.7,3.9,1.7,0.4,6,585.6,168.3,17.4,20.3,85.5,14.6,16.6,87.5,2.6,4,63.6,MF
872,Kévin Danois,36.1,2024-2025,20,fr FRA,Auxerre,fr Ligue 1,22,1460,16.2,16,6,1,0,0,0,0,0,0,0,36.1,44.3,81.5,1.5,3.8,0.7,0.1,5.9,601.5,161.2,17.7,20.3,87.2,13.7,16,85.7,3.3,5.3,62.8,MF
873,Amadou Koné,36.1,2024-2025,19,ml MLI,Reims,fr Ligue 1,24,1293,14.4,17,7,3,0,0,0,0,0,0,0,36.1,41.9,86,0.6,3.7,0.6,0,4.7,624.8,173,16.1,18.6,86.9,15.6,17.1,91.1,3.1,4.2,72.1,MF
874,Ismaël Koné,36,2024-2025,22,ca CAN,2 Teams,fr Ligue 1,21,829,9.2,7,14,7,0.2,0.1,0.3,0.2,0,0,0,36,42.1,85.6,1,3,0.4,0,4.3,624.8,121.5,17.2,19.8,86.8,14.8,16.7,88.3,3.5,4,86.5,"MF,FW"
875,Diego Moreira,36,2024-2025,19,be BEL,Strasbourg,fr Ligue 1,32,2568,28.5,29,3,0,0.1,0.2,0.3,0.1,0,0,0,36,46.5,77.5,1.1,1.1,1.3,0.4,3,571.8,138.1,18.7,21.7,86.3,14.3,18.5,77.3,2.1,3.6,58.7,"DF,MF"
876,Modibo Sagnan,36,2024-2025,25,ml MLI,Montpellier,fr Ligue 1,27,2141,23.8,24,3,0,0.1,0,0.1,0.1,0,0,0,36,40.6,88.6,0.3,1.9,0.1,0,2.1,728.2,250.3,10.5,11.1,94.3,20.8,22.3,93.2,4.5,6.3,70.2,DF
877,Marash Kumbulla,36,2024-2025,24,al ALB,Espanyol,es La Liga,35,2972,33,34,1,0,0.1,0,0.1,0.1,0,0,0,36,42.6,84.5,0,1.3,0.1,0.1,2.2,709.4,260.2,11.3,12.4,91.7,20,21.5,93.4,4.3,7.8,55.2,DF
878,Junior Mwanga,36,2024-2025,21,fr FRA,2 Teams,fr Ligue 1,19,1248,13.9,13,6,9,0.1,0.1,0.2,0.1,0,0,0,36,42.7,84.3,0.6,3.5,0.3,0.1,3.7,668,205.2,14.4,16.5,87.3,16.9,18.2,92.9,4,6.7,60.2,MF
879,Robin Gosens,36,2024-2025,30,de GER,2 Teams,2 Comps,33,2611,29,30,3,0,0.2,0.2,0.3,0.2,0,0,0,36,47.4,75.8,1,2.6,1.2,0.3,3.7,605.2,234.7,16.9,19.9,84.8,16.4,21,77.9,2.3,4.6,50,DF
880,Seydouba Cissé,35.9,2024-2025,23,gn GUI,Leganés,es La Liga,34,2435,27.1,31,3,2,0.1,0,0.1,0.1,0,0,0,35.9,42.5,84.6,0.6,3.2,0.6,0,4.1,596.4,121.5,17.2,19.1,89.8,14.5,16.4,88.5,3.1,4.6,66.9,MF
881,Adrien Tameze,35.9,2024-2025,30,cm CMR,Torino,it Serie A,20,649,7.2,9,11,14,0,0,0,0,0,0,0,35.9,41.7,86,0.8,1.4,0.8,0.1,3.2,570.2,125.4,17.2,20,86.1,15.5,16.8,92.6,1.9,2.6,73.7,"MF,DF"
882,Axel Tuanzebe,35.9,2024-2025,26,cd COD,Ipswich Town,eng Premier League,22,1710,19,20,2,0,0,0.1,0.1,0,0,0,0,35.9,42.8,83.8,0.3,3.3,0.3,0.1,3.2,547.2,211.6,20,21.9,91.3,13.7,16.5,82.8,1.5,2.6,57.1,DF
883,Enzo Tchato,35.9,2024-2025,21,cm CMR,Montpellier,fr Ligue 1,27,1899,21.1,21,6,0,0,0,0,0,0,0,0,35.9,47.9,75,0.7,2.2,0.6,0.6,2.9,600.7,222.9,16,18.9,84.9,16.2,20.3,79.7,2.7,5.5,49.1,DF
884,Kosta Nedeljkovi?,35.9,2024-2025,18,rs SRB,2 Teams,2 Comps,15,605,6.7,6,9,15,0,0,0,0,0,0,0,35.9,43.3,82.8,0.4,2.1,1.3,0.3,3.3,602.2,184,18.6,19.9,93.3,13.4,16.7,80.4,3.4,5.5,62.2,DF
885,Osame Sahraoui,35.8,2024-2025,23,ma MAR,Lille,fr Ligue 1,30,1293,14.4,10,20,1,0.2,0.2,0.4,0.2,0,0,0,35.8,42.7,83.9,2,3.3,2.9,0.2,6.2,496.3,142.4,21.9,24.5,89.5,11.1,12.6,87.8,1.4,1.9,74.1,"FW,MF"
886,Maximilian Wittek,35.8,2024-2025,28,de GER,Bochum,de Bundesliga,33,2706,30.1,32,1,0,0,0,0,0,0,0,0,35.8,50.7,70.6,1.5,3.8,1.2,0.6,4.7,668.3,299.2,14.3,17.1,83.6,17,21.6,78.7,4.1,9.6,42.2,DF
887,Bamo Meïté,35.8,2024-2025,22,ci CIV,2 Teams,fr Ligue 1,10,450,5,6,4,17,0,0,0,0,0,0,0,35.8,40.2,89.1,0,1.2,0,0,1.4,560.8,181.2,18,19,94.7,15.6,16.8,92.9,1.4,2.6,53.8,DF
888,Jeremy Doku,35.8,2024-2025,22,be BEL,Manchester City,eng Premier League,29,1516,16.8,16,13,4,0.2,0.4,0.5,0.2,0,0,0,35.8,45.2,79.1,1.9,0.7,2.8,0.4,4.1,502.5,89.4,23.7,27.5,86.4,10.9,13.4,81,0.8,1.2,66.7,"FW,MF"
889,Elliot Anderson,35.8,2024-2025,21,eng ENG,Nott'ham Forest,eng Premier League,37,2728,30.3,33,4,0,0.1,0.2,0.3,0.1,0,0,0,35.8,45.7,78.3,1.2,4,0.6,0.1,4.7,576,195.4,18.9,21.1,89.4,13.3,16.4,81,2.5,5.4,46.7,MF
890,Mory Gbane,35.8,2024-2025,23,ci CIV,Reims,fr Ligue 1,13,1125,12.5,13,0,0,0,0.1,0.1,0,0,0,0,35.8,41.9,85.3,0.6,3,0.2,0,2.8,633.4,214,14.8,16.6,88.9,17,18.7,90.6,3.4,5.4,61.8,"DF,MF"
