Rk,Player,Tkl/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Pos
1211,Ko Itakura,1.3,2024-2025,27,jp JPN,Gladbach,de Bundesliga,31,2790,31,31,0,0,0.1,0,0.1,0.1,0,0,0,1.3,0.9,0.7,0.5,0,0.7,1.1,61.8,0.4,1.3,0.7,0.6,0.9,2.2,5.5,0,DF
1212,Jarrad Branthwaite,1.3,2024-2025,22,eng ENG,Everton,eng Premier League,30,2511,27.9,28,2,0,0,0,0,0,0,0,0,1.3,0.7,0.9,0.4,0,0.7,1,71.4,0.3,1.1,0.8,0.3,1,2.3,6.8,0.1,DF
1213,Leopold Querfeld,1.3,2024-2025,20,at AUT,Union Berlin,de Bundesliga,27,1747,19.4,17,10,6,0.1,0.1,0.2,0.1,0,0,0,1.3,0.6,1.1,0.2,0,0.7,0.9,72.2,0.3,1.3,0.5,0.8,1,2.3,7.4,0.1,DF
1214,Saidou Sow,1.3,2024-2025,22,gn GUI,2 Teams,fr Ligue 1,21,1817,20.2,20,1,5,0,0,0.1,0,0,0,0,1.3,0.8,0.9,0.3,0,0.6,1.1,54.5,0.5,1.7,1,0.6,1.4,2.7,4.1,0.1,DF
1215,Diego Llorente,1.3,2024-2025,30,es ESP,Betis,es La Liga,30,2519,28,29,1,1,0.1,0,0.1,0.1,0,0,0,1.3,0.7,0.8,0.4,0,0.9,1.4,65.8,0.5,1,0.7,0.3,1.5,2.8,5.5,0,DF
1216,Weston McKennie,1.3,2024-2025,25,us USA,Juventus,it Serie A,32,2310,25.7,27,5,3,0.1,0.2,0.2,0.1,0,0,0,1.3,0.5,0.7,0.4,0.2,0.5,0.9,59.1,0.4,1.1,0.3,0.8,0.5,1.8,1.4,0,"MF,DF"
1217,Piotr Zieli?ski,1.3,2024-2025,30,pl POL,Inter,it Serie A,26,980,10.9,8,18,4,0.2,0.2,0.4,0,0.2,0.2,0,1.3,0.9,0.6,0.6,0.1,0.6,1.2,46.2,0.6,0.9,0.5,0.5,0.6,1.8,1.2,0.1,MF
1218,Jeremie Frimpong,1.3,2024-2025,23,nl NED,Leverkusen,de Bundesliga,33,2314,25.7,25,8,1,0.2,0.2,0.4,0.2,0,0,0,1.3,1,0.5,0.5,0.3,0.6,1.1,55.2,0.5,1,0,1,0.3,1.6,0.9,0,"DF,MF"
1219,Ademola Lookman,1.3,2024-2025,26,ng NGA,Atalanta,it Serie A,31,2247,25,28,3,2,0.6,0.2,0.8,0.6,0,0,0,1.3,0.6,0.4,0.6,0.3,0.4,0.8,57.9,0.3,0.8,0,0.8,0.1,1.4,0.2,0,"MF,FW"
1220,Jan Bednarek,1.3,2024-2025,28,pl POL,Southampton,eng Premier League,30,2531,28.1,30,0,0,0.1,0,0.1,0.1,0,0,0,1.3,0.7,0.8,0.5,0,0.6,1.1,51.6,0.5,1.7,1.3,0.4,2,3.3,6.8,0.2,DF
1221,Odilon Kossounou,1.3,2024-2025,23,ci CIV,2 Teams,2 Comps,18,1125,12.5,12,6,3,0,0,0,0,0,0,0,1.3,0.9,0.6,0.5,0.2,0.5,1,46.2,0.6,1.3,0.5,0.8,1,2.3,2,0.1,DF
1222,Emmanuel Biumla,1.3,2024-2025,19,fr FRA,Angers,fr Ligue 1,17,1336,14.8,15,2,4,0.1,0,0.1,0.1,0,0,0,1.3,0.8,0.9,0.3,0,0.8,1.2,66.7,0.4,1.2,0.5,0.7,0.5,1.8,5.7,0.1,DF
1223,Carlos Alcaraz,1.3,2024-2025,21,ar ARG,2 Teams,eng Premier League,16,774,8.6,7,9,0,0.2,0.3,0.6,0.2,0,0,0,1.3,0.6,0.6,0.3,0.3,0.3,1.3,27.3,0.9,1,0.2,0.8,0.7,2,1.2,0,MF
1224,Juan Cruz,1.3,2024-2025,24,es ESP,Leganés,es La Liga,34,2257,25.1,26,8,4,0.2,0.2,0.4,0.2,0,0,0,1.3,0.8,0.6,0.6,0.1,0.7,1.4,48.6,0.7,0.7,0.1,0.6,0.5,1.8,1.2,0,"FW,MF"
1225,Josha Vagnoman,1.3,2024-2025,23,de GER,Stuttgart,de Bundesliga,26,1834,20.4,19,7,2,0,0,0.1,0,0,0,0,1.3,0.7,0.5,0.6,0.1,0.8,1.7,50,0.8,0.8,0.1,0.7,0.7,2,2.8,0,"DF,MF"
1226,Randy Nteka,1.3,2024-2025,26,ao ANG,Rayo Vallecano,es La Liga,24,1129,12.5,16,8,9,0.2,0,0.2,0.2,0,0,0,1.3,0.4,0.2,0.7,0.3,0.4,1,41.7,0.6,1,0.2,0.9,0.3,1.6,1.6,0,FW
1227,Kristjan Asllani,1.3,2024-2025,22,al ALB,Inter,it Serie A,22,988,11,10,12,14,0.2,0.2,0.4,0,0.2,0.2,0,1.3,0.3,0.7,0.4,0.2,0.7,2,36.4,1.3,0.7,0.1,0.6,0.8,2.1,1.2,0.1,MF
1228,Iván Balliu,1.3,2024-2025,32,al ALB,Rayo Vallecano,es La Liga,25,1200,13.3,12,13,13,0,0,0,0,0,0,0,1.3,1,0.6,0.4,0.3,0.5,1.4,33.3,0.9,1.2,0.3,0.9,1,2.2,2.9,0,DF
1229,Mattia Zaccagni,1.3,2024-2025,29,it ITA,Lazio,it Serie A,34,2686,29.8,33,1,0,0.3,0.2,0.5,0.2,0.1,0.1,0,1.3,0.9,0.4,0.7,0.1,0.5,1.1,50,0.5,0.6,0,0.6,1,2.2,0.7,0.1,FW
1230,Matthijs de Ligt,1.3,2024-2025,24,nl NED,Manchester Utd,eng Premier League,29,2123,23.6,25,4,1,0.1,0,0.1,0.1,0,0,0,1.3,0.9,0.7,0.5,0,1,1.4,71.9,0.4,1.2,0.9,0.3,1.4,2.7,4.1,0,DF
1231,Dodô,1.3,2024-2025,25,br BRA,Fiorentina,it Serie A,35,3115,34.6,35,0,0,0,0.1,0.1,0,0,0,0,1.3,0.9,0.7,0.3,0.2,0.7,1.4,51,0.7,0.6,0.1,0.5,1,2.3,1.7,0.1,DF
1232,Peque,1.3,2024-2025,21,es ESP,Sevilla,es La Liga,26,1134,12.6,14,12,11,0.1,0.1,0.2,0.1,0,0,0,1.3,0.4,0.3,0.8,0.2,0.6,1.3,41.2,0.8,1.3,0,1.3,0.6,1.9,0.4,0,"MF,FW"
1233,Christantus Uche,1.3,2024-2025,21,ng NGA,Getafe,es La Liga,33,2486,27.6,30,3,0,0.1,0.2,0.4,0.1,0,0,0,1.3,0.8,0.3,0.7,0.3,0.3,0.7,45,0.4,0.7,0.1,0.7,0.4,1.6,0.7,0,"FW,MF"
1234,Juan Miranda,1.3,2024-2025,24,es ESP,Bologna,it Serie A,31,2277,25.3,25,6,5,0,0.2,0.2,0,0,0,0,1.3,0.7,0.4,0.6,0.3,0.6,1.3,42.4,0.8,0.8,0.1,0.7,0.9,2.2,2,0,DF
1235,Benjamín Domínguez,1.3,2024-2025,20,ar ARG,Bologna,it Serie A,24,1281,14.2,16,8,11,0.2,0.1,0.4,0.2,0,0,0,1.3,0.5,0.1,0.8,0.4,0.4,1.4,30,1,1.1,0.1,1,0.3,1.5,0.5,0,FW
1236,Leroy Sané,1.3,2024-2025,28,de GER,Bayern Munich,de Bundesliga,30,1637,18.2,17,13,2,0.6,0.3,0.9,0.6,0,0,0,1.3,0.8,0.2,0.4,0.6,0.7,1.3,52.2,0.6,0.4,0,0.4,0.4,1.6,0.2,0,FW
1237,Wes Burns,1.3,2024-2025,29,wls WAL,Ipswich Town,eng Premier League,18,926,10.3,12,6,3,0,0.1,0.1,0,0,0,0,1.3,1.1,0.1,0.9,0.3,0.4,1,40,0.6,0.7,0.2,0.5,1,2.2,1.3,0.2,"FW,DF"
1238,Yeray Álvarez,1.3,2024-2025,29,es ESP,Athletic Club,es La Liga,21,1781,19.8,20,1,9,0.1,0,0.1,0.1,0,0,0,1.3,0.7,0.7,0.5,0.1,0.8,1.1,68.2,0.4,0.5,0.3,0.2,1.7,3,6.5,0.1,DF
1239,Raúl Jiménez,1.3,2024-2025,33,mx MEX,Fulham,eng Premier League,38,2494,27.7,30,8,0,0.4,0.1,0.5,0.3,0.1,0.1,0,1.3,0.9,0.3,0.6,0.3,0.3,0.8,36.4,0.5,0.8,0.2,0.6,0.4,1.6,0.8,0.1,FW
1240,Nico Williams,1.3,2024-2025,22,es ESP,Athletic Club,es La Liga,29,1996,22.2,22,7,0,0.2,0.2,0.5,0.2,0,0,0,1.3,0.8,0.5,0.5,0.3,0.5,1.4,34.4,0.9,0.9,0,0.9,0.3,1.6,0.4,0,FW
1241,Giuliano Simeone,1.3,2024-2025,21,ar ARG,Atlético Madrid,es La Liga,33,1926,21.4,26,7,5,0.1,0.3,0.4,0.1,0,0,0,1.3,0.6,0.3,0.5,0.5,0.7,1.4,50,0.7,1,0.1,0.9,0.7,1.9,1,0,MF
1242,Mamadou Diakhon,1.3,2024-2025,18,fr FRA,Reims,fr Ligue 1,28,858,9.5,5,23,4,0.2,0.1,0.3,0.2,0,0,0,1.3,0.8,0.4,0.3,0.5,0.9,1.9,50,0.9,0.5,0.1,0.4,0.4,1.7,0.5,0,"FW,MF"
1243,Karim Adeyemi,1.3,2024-2025,22,de GER,Dortmund,de Bundesliga,25,1433,15.9,17,8,0,0.4,0.4,0.8,0.4,0,0,0,1.3,0.9,0.4,0.4,0.5,0.5,1.3,40,0.8,0.9,0.1,0.8,0.4,1.7,0.3,0,"FW,MF"
1244,Luka Su?i?,1.3,2024-2025,21,hr CRO,Real Sociedad,es La Liga,29,1792,19.9,21,8,3,0.1,0.1,0.1,0.1,0,0,0,1.3,0.9,0.4,0.6,0.3,0.5,1.3,38.5,0.8,1.5,0.1,1.4,0.8,2,0.8,0.1,MF
1245,Leandro Cabrera,1.3,2024-2025,33,uy URU,Espanyol,es La Liga,33,2869,31.9,32,1,0,0.1,0.1,0.2,0.1,0,0,0,1.3,0.7,0.9,0.3,0.1,0.6,1,57.6,0.4,1.1,0.8,0.3,0.9,2.2,6.2,0.1,DF
1246,Óscar Mingueza,1.3,2024-2025,25,es ESP,Celta Vigo,es La Liga,34,2729,30.3,31,3,0,0.1,0.2,0.3,0.1,0,0,0,1.3,0.8,0.7,0.4,0.2,0.9,2.3,37.7,1.4,1.2,0.2,1,0.7,2,1.5,0.2,"MF,DF"
1247,Munir El Haddadi,1.3,2024-2025,28,ma MAR,Leganés,es La Liga,25,862,9.6,10,15,7,0.4,0,0.4,0.4,0,0,0,1.3,0.9,0.5,0.4,0.3,0.3,1.3,25,0.9,0.8,0.1,0.7,0.1,1.4,0.1,0.1,"FW,MF"
1248,Gabriel Osho,1.3,2024-2025,25,ng NGA,Auxerre,fr Ligue 1,20,1654,18.4,20,0,7,0.1,0,0.1,0.1,0,0,0,1.3,0.8,0.9,0.2,0.2,0.7,1.1,65,0.4,1.7,1,0.7,0.7,1.9,4.7,0,DF
1249,Lorenzo Colombo,1.2,2024-2025,22,it ITA,Empoli,it Serie A,37,2233,24.8,26,11,0,0.2,0.1,0.3,0.2,0,0,0,1.2,0.6,0.3,0.6,0.3,0.3,0.8,33.3,0.6,1.3,0.1,1.2,0.1,1.3,0.6,0,"FW,MF"
1250,Davide Frattesi,1.2,2024-2025,24,it ITA,Inter,it Serie A,28,1225,13.6,9,19,8,0.4,0.1,0.4,0.4,0,0,0,1.2,0.6,0.4,0.7,0.1,0.7,1.3,55.6,0.6,0.9,0.3,0.6,0.4,1.6,1,0.1,MF
1251,Arne Maier,1.2,2024-2025,25,de GER,Augsburg,de Bundesliga,28,938,10.4,7,21,4,0,0,0,0,0,0,0,1.2,0.7,0.4,0.8,0.1,0.7,1.2,53.8,0.6,1.4,0.1,1.3,0.6,1.8,1.3,0.1,MF
1252,Quentin Merlin,1.2,2024-2025,22,fr FRA,Marseille,fr Ligue 1,27,1589,17.7,21,6,1,0.1,0.2,0.2,0.1,0,0,0,1.2,1,0.7,0.3,0.3,0.5,0.9,56.3,0.4,1.1,0.2,0.9,0.8,2,1,0.1,DF
1253,Malick Fofana,1.2,2024-2025,19,be BEL,Lyon,fr Ligue 1,29,1589,17.7,16,13,0,0.3,0.2,0.5,0.3,0,0,0,1.2,0.6,0.5,0.6,0.2,0.5,1,47.1,0.5,0.7,0,0.7,0.5,1.7,0.3,0,FW
1254,Florian Lejeune,1.2,2024-2025,33,fr FRA,Rayo Vallecano,es La Liga,37,3325,36.9,37,0,0,0.1,0.1,0.1,0.1,0,0,0,1.2,0.8,0.8,0.4,0.1,0.6,1.2,53.5,0.5,1,0.9,0.2,1.1,2.4,4.9,0,DF
1255,Nhoa Sangui,1.2,2024-2025,18,fr FRA,Reims,fr Ligue 1,26,1158,12.9,10,16,5,0,0.2,0.2,0,0,0,0,1.2,0.7,0.5,0.5,0.3,0.7,0.9,75,0.2,0.6,0.3,0.3,0.6,1.9,1.8,0,"DF,MF"
1256,Morgan Rogers,1.2,2024-2025,22,eng ENG,Aston Villa,eng Premier League,37,3114,34.6,37,0,0,0.2,0.3,0.5,0.2,0,0,0,1.2,0.6,0.4,0.4,0.4,0.7,1.4,51.1,0.7,0.8,0.2,0.5,0.2,1.4,0.6,0.1,"FW,MF"
1257,Jarrod Bowen,1.2,2024-2025,27,eng ENG,West Ham,eng Premier League,34,2973,33,34,0,0,0.4,0.2,0.6,0.4,0,0,0,1.2,0.8,0.4,0.4,0.5,0.6,1.2,47.5,0.6,0.7,0.1,0.5,0.5,1.7,0.8,0,"FW,MF"
1258,Aritz Elustondo,1.2,2024-2025,30,es ESP,Real Sociedad,es La Liga,22,1457,16.2,16,6,8,0,0,0,0,0,0,0,1.2,0.7,0.9,0.2,0.1,0.7,1.2,57.9,0.5,1.1,0.7,0.3,0.7,1.9,5.9,0,DF
1259,Nicolás González,1.2,2024-2025,26,ar ARG,Juventus,it Serie A,26,1750,19.4,23,3,1,0.2,0.1,0.3,0.2,0,0,0,1.2,0.7,0.5,0.5,0.3,0.5,1.3,36,0.8,0.8,0.2,0.6,0.5,1.7,1.9,0.1,"FW,MF"
1260,Ayoze Pérez,1.2,2024-2025,31,es ESP,Villarreal,es La Liga,30,1970,21.9,22,8,0,0.9,0.1,1,0.9,0,0,0,1.2,0.6,0.2,0.8,0.2,0.3,1.1,25,0.8,0.8,0,0.8,0.4,1.6,0.7,0,FW
1261,Adam Maruši?,1.2,2024-2025,31,me MNE,Lazio,it Serie A,35,2337,26,26,9,3,0.2,0,0.2,0.2,0,0,0,1.2,0.8,0.7,0.5,0.1,0.7,1.2,60,0.5,0.7,0.3,0.4,0.6,1.8,2.3,0,DF
1262,Clément Lenglet,1.2,2024-2025,29,fr FRA,Atlético Madrid,es La Liga,23,1972,21.9,23,0,10,0.1,0,0.1,0.1,0,0,0,1.2,0.8,0.9,0.4,0,0.5,0.7,73.3,0.2,1.1,0.8,0.3,1,2.2,4.7,0,DF
1263,Álex Berenguer,1.2,2024-2025,29,es ESP,Athletic Club,es La Liga,36,2339,26,28,8,1,0.2,0.3,0.5,0.2,0,0,0,1.2,0.6,0.2,0.6,0.4,0.5,1.2,45.2,0.7,0.9,0.1,0.8,0.4,1.6,0.7,0,"FW,MF"
1264,Luca Ranieri,1.2,2024-2025,25,it ITA,Fiorentina,it Serie A,36,3071,34.1,35,1,0,0,0.1,0.1,0,0,0,0,1.2,0.7,0.8,0.4,0.1,0.6,0.7,80,0.1,1.4,0.9,0.4,0.8,2.1,4.5,0,DF
1265,Moritz Broschinski,1.2,2024-2025,23,de GER,Bochum,de Bundesliga,33,1390,15.4,15,18,1,0.1,0.2,0.3,0.1,0,0,0,1.2,0.9,0.4,0.4,0.5,0.4,1,40,0.6,1.2,0,1.2,0.1,1.3,1.2,0,"FW,MF"
1266,Mathieu Cafaro,1.2,2024-2025,27,fr FRA,Saint-Étienne,fr Ligue 1,15,732,8.1,9,6,1,0.1,0,0.1,0.1,0,0,0,1.2,0.9,0.5,0.5,0.2,0.5,1.8,26.7,1.4,0.9,0.1,0.7,0.9,2.1,0.4,0,"MF,FW"
1267,Alejandro Garnacho,1.2,2024-2025,20,ar ARG,Manchester Utd,eng Premier League,36,2199,24.4,23,13,0,0.2,0.1,0.3,0.2,0,0,0,1.2,0.7,0.5,0.2,0.5,0.5,1.5,32.4,1,0.8,0,0.8,0.5,1.8,0.5,0.1,"MF,FW"
1268,Anrie Chase,1.2,2024-2025,20,jp JPN,Stuttgart,de Bundesliga,12,734,8.2,7,5,3,0,0,0,0,0,0,0,1.2,0.5,0.7,0.5,0,0.6,0.9,71.4,0.2,1.2,0.7,0.5,1.1,2.3,4.3,0,DF
1269,Florian Wirtz,1.2,2024-2025,21,de GER,Leverkusen,de Bundesliga,31,2351,26.1,25,6,0,0.4,0.5,0.8,0.3,0.1,0.2,0.1,1.2,0.8,0.4,0.5,0.4,0.3,0.8,40.9,0.5,1.2,0.1,1.1,0.4,1.6,0.2,0,"MF,FW"
1270,Javier Manquillo,1.2,2024-2025,30,es ESP,Celta Vigo,es La Liga,10,515,5.7,7,3,5,0,0,0,0,0,0,0,1.2,0.9,0.7,0.5,0,0.3,1.7,20,1.4,0.9,0.5,0.3,1.2,2.4,2.4,0,DF
1271,Angel Gomes,1.2,2024-2025,23,eng ENG,Lille,fr Ligue 1,14,736,8.2,10,4,10,0.1,0.1,0.2,0.1,0,0.1,0.1,1.2,0.7,0.5,0.5,0.2,0.2,1.5,16.7,1.2,0,0,0,0,1.2,0.2,0,MF
1272,Fodé Ballo-Touré,1.2,2024-2025,27,sn SEN,Le Havre,fr Ligue 1,10,589,6.5,9,1,1,0,0,0,0,0,0,0,1.2,1.1,0.5,0.6,0.2,0.8,1.4,55.6,0.6,1.2,0.5,0.8,0.6,1.8,4.1,0,"DF,MF"
1273,Omar Mascarell,1.2,2024-2025,31,gq EQG,Mallorca,es La Liga,32,1992,22.1,21,11,5,0,0,0,0,0,0,0,1.2,0.6,0.6,0.6,0,0.6,1.6,40,0.9,1.5,0.9,0.5,2.2,3.4,2.7,0.1,MF
1274,Abdukodir Khusanov,1.2,2024-2025,20,uz UZB,2 Teams,2 Comps,19,1478,16.4,17,2,5,0,0,0,0,0,0,0,1.2,0.9,0.8,0.4,0.1,0.5,0.9,64.3,0.3,1.3,0.9,0.4,1.8,3,5.2,0.1,DF
1275,Kevin Danso,1.2,2024-2025,25,at AUT,2 Teams,2 Comps,22,1922,21.4,21,1,0,0,0,0,0,0,0,0,1.2,0.6,0.7,0.4,0.1,0.8,1.3,66.7,0.4,1.9,1.5,0.3,1.2,2.4,6.2,0.1,DF
1276,Sergi,1.2,2024-2025,32,es ESP,Leganés,es La Liga,36,2957,32.9,33,3,1,0.1,0,0.1,0.1,0,0,0,1.2,0.9,0.7,0.5,0.1,0.5,1,56.3,0.4,1.2,0.9,0.3,1.2,2.4,5.6,0.1,DF
1277,Tanguy Nianzou,1.2,2024-2025,22,fr FRA,Sevilla,es La Liga,6,518,5.8,6,0,4,0,0,0,0,0,0,0,1.2,0.9,1,0,0.2,0.9,1,83.3,0.2,0.2,0,0.2,1.4,2.6,4.7,0,DF
1278,Charlie Cresswell,1.2,2024-2025,21,eng ENG,Toulouse,fr Ligue 1,31,2592,28.8,29,2,1,0.1,0,0.1,0.1,0,0,0,1.2,0.8,0.7,0.5,0,1,1.6,60.9,0.6,1.5,1,0.6,1,2.2,6.6,0.1,DF
1279,Eray Cömert,1.2,2024-2025,26,ch SUI,Valladolid,es La Liga,25,1779,19.8,21,4,7,0,0,0,0,0,0,0,1.2,0.7,0.8,0.5,0,0.6,1.1,57.1,0.5,1.4,0.8,0.7,1.2,2.4,3.8,0.1,"DF,MF"
1280,Sergio Akieme,1.2,2024-2025,26,es ESP,Reims,fr Ligue 1,30,2523,28,29,1,0,0.1,0.1,0.2,0.1,0,0,0,1.2,0.8,1.1,0.1,0,0.8,1.3,61.1,0.5,0.9,0.3,0.6,0.6,1.8,3.5,0.1,DF
1281,Leo Skiri Østigård,1.2,2024-2025,24,no NOR,2 Teams,2 Comps,27,2154,23.9,25,2,2,0,0,0,0,0,0,0,1.2,1,0.9,0.3,0,0.8,1.2,67.9,0.4,1.2,0.8,0.4,1,2.2,8,0,DF
1282,Francesco Acerbi,1.2,2024-2025,36,it ITA,Inter,it Serie A,23,1710,19,20,3,7,0,0.1,0.1,0,0,0,0,1.2,1,0.8,0.4,0,0.6,0.9,64.7,0.3,1.2,0.8,0.3,1.4,2.6,4.3,0,DF
1283,Alessandro Vogliacco,1.2,2024-2025,25,it ITA,2 Teams,it Serie A,22,1487,16.5,18,4,10,0.1,0,0.1,0.1,0,0,0,1.2,0.3,0.7,0.4,0.1,0.8,1,76.5,0.2,1.6,1,0.5,0.7,1.9,3.4,0,DF
1284,Ange-Yoan Bonny,1.2,2024-2025,20,fr FRA,Parma,it Serie A,37,2529,28.1,30,7,0,0.2,0.1,0.4,0.1,0.1,0.1,0,1.2,0.6,0.1,0.8,0.2,0.3,0.5,57.1,0.2,0.6,0.1,0.5,0.1,1.3,0.6,0,FW
1285,Ibrahim Sissoko,1.2,2024-2025,28,ml MLI,Saint-Étienne,fr Ligue 1,20,819,9.1,8,12,4,0.3,0.1,0.4,0.2,0.1,0.1,0,1.2,1,0.5,0.3,0.3,0.2,0.5,40,0.3,1.1,0.2,0.9,0.2,1.4,1.4,0,FW
1286,Edoardo Goldaniga,1.2,2024-2025,30,it ITA,Como,it Serie A,32,2532,28.1,28,4,3,0,0,0,0,0,0,0,1.2,0.7,0.7,0.3,0.2,0.5,0.6,72.2,0.2,0.7,0.4,0.4,1.2,2.4,3.6,0.1,DF
1287,Fer López,1.2,2024-2025,20,es ESP,Celta Vigo,es La Liga,17,671,7.5,7,10,3,0.3,0,0.3,0.3,0,0,0,1.2,0.7,0.1,0.8,0.3,0.3,1.7,15.4,1.5,1.3,0,1.3,0.3,1.5,0.9,0,"FW,MF"
1288,Angelo Fulgini,1.2,2024-2025,27,fr FRA,Lens,fr Ligue 1,23,1045,11.6,11,12,6,0.1,0.1,0.2,0.1,0,0,0,1.2,0.9,0.5,0.3,0.3,0.5,1.4,37.5,0.9,0.9,0.1,0.9,0.2,1.4,0.3,0,"MF,FW"
1289,Kacper Urbanski,1.2,2024-2025,19,pl POL,2 Teams,it Serie A,15,747,8.3,7,8,21,0.1,0,0.1,0.1,0,0,0,1.2,0.6,0.6,0.2,0.4,1,1.6,61.5,0.6,1.4,0.4,1.1,0.5,1.7,1.7,0,MF
1290,Gianluca Mancini,1.2,2024-2025,28,it ITA,Roma,it Serie A,37,3143,34.9,36,1,0,0.1,0,0.1,0.1,0,0,0,1.2,0.7,0.6,0.5,0.1,0.6,1,58.8,0.4,0.6,0.5,0.2,1,2.2,2.9,0,DF
1291,Tete Morente,1.2,2024-2025,27,es ESP,Lecce,it Serie A,31,2021,22.5,23,8,5,0.1,0.1,0.2,0.1,0,0,0,1.2,0.8,0.4,0.5,0.3,0.4,1.6,27.8,1.2,0.7,0,0.7,0.6,1.8,1.4,0,"FW,MF"
1292,Theo Hernández,1.2,2024-2025,26,fr FRA,Milan,it Serie A,33,2696,30,30,3,2,0.1,0.1,0.2,0.1,0,0,0,1.2,0.9,0.8,0.3,0.1,0.7,1.3,53.8,0.6,0.8,0.3,0.5,0.6,1.8,2.5,0.1,DF
1293,Aaron Cresswell,1.2,2024-2025,34,eng ENG,West Ham,eng Premier League,18,824,9.2,10,8,13,0,0,0,0,0,0,0,1.2,0.8,0.5,0.5,0.1,1,1.2,81.8,0.2,1,0.4,0.5,0.9,2.1,4,0,DF
1294,Arthur Theate,1.2,2024-2025,24,be BEL,Eint Frankfurt,de Bundesliga,31,2704,30,31,0,0,0,0,0,0,0,0,0,1.2,0.8,0.6,0.5,0,0.7,1.5,50,0.7,1.4,0.6,0.8,1.3,2.5,5.7,0.1,DF
1295,Niklas Süle,1.2,2024-2025,28,de GER,Dortmund,de Bundesliga,15,1053,11.7,12,3,6,0,0,0,0,0,0,0,1.2,1,0.8,0.4,0,0.9,1.2,71.4,0.3,0.9,0.5,0.4,0.3,1.5,3.9,0.1,DF
1296,Malick Thiaw,1.2,2024-2025,22,de GER,Milan,it Serie A,22,1806,20.1,19,3,12,0,0,0,0,0,0,0,1.2,0.8,0.7,0.3,0.1,0.3,0.5,60,0.2,0.7,0.6,0.1,0.7,1.9,3.8,0,DF
