Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
21,Rodrigo Muniz,0.7,2024-2025,23,br BRA,Fulham,eng Premier League,31,964,10.7,8,23,1,0.7,0.1,0.8,0.7,0,0,0,FW
22,Dani Olmo,0.7,2024-2025,26,es ESP,Barcelona,es La Liga,25,1212,13.5,13,12,2,0.7,0.2,1,0.6,0.1,0.1,0,"MF,FW"
23,Ermedin Demirovi?,0.7,2024-2025,26,ba BIH,Stuttgart,de Bundesliga,34,1855,20.6,20,14,0,0.7,0,0.8,0.7,0,0.1,0.1,FW
24,Serhou Guirassy,0.7,2024-2025,28,gn GUI,Dortmund,de Bundesliga,30,2598,28.9,29,1,0,0.7,0.1,0.9,0.6,0.1,0.1,0,FW
25,Erling Haaland,0.7,2024-2025,24,no NOR,Manchester City,eng Premier League,31,2736,30.4,31,0,1,0.7,0.1,0.8,0.6,0.1,0.1,0,FW
26,Riccardo Orsolini,0.7,2024-2025,27,it ITA,Bologna,it Serie A,30,1878,20.9,23,7,3,0.7,0.2,0.9,0.6,0.1,0.1,0,FW
27,Victor Boniface,0.7,2024-2025,23,ng NGA,Leverkusen,de Bundesliga,19,1008,11.2,12,7,5,0.7,0.1,0.8,0.7,0,0.1,0.1,FW
28,Richarlison,0.7,2024-2025,27,br BRA,Tottenham,eng Premier League,15,504,5.6,4,11,2,0.7,0.2,0.9,0.7,0,0,0,FW
29,Georges Mikautadze,0.7,2024-2025,23,ge GEO,Lyon,fr Ligue 1,34,1449,16.1,13,21,0,0.7,0.4,1.1,0.5,0.2,0.2,0.1,FW
30,Mason Greenwood,0.7,2024-2025,22,eng ENG,Marseille,fr Ligue 1,34,2804,31.2,32,2,0,0.7,0.2,0.8,0.4,0.2,0.3,0.1,"FW,MF"
31,Santiago Giménez,0.7,2024-2025,23,mx MEX,Milan,it Serie A,14,669,7.4,7,7,0,0.7,0.3,0.9,0.7,0,0.1,0.1,FW
32,Andrej Ilic,0.7,2024-2025,24,rs SRB,2 Teams,2 Comps,16,937,10.4,11,5,2,0.7,0,0.7,0.6,0.1,0.1,0,FW
33,Nick Woltemade,0.7,2024-2025,22,de GER,Stuttgart,de Bundesliga,28,1622,18,17,11,5,0.7,0.1,0.8,0.6,0.1,0.2,0.1,"FW,MF"
34,Alexandre Lacazette,0.7,2024-2025,33,fr FRA,Lyon,fr Ligue 1,30,2051,22.8,24,6,0,0.7,0.1,0.7,0.4,0.2,0.3,0,FW
35,Marko Arnautovi?,0.7,2024-2025,35,at AUT,Inter,it Serie A,18,549,6.1,5,13,20,0.7,0.3,1,0.7,0,0,0,FW
36,Ante Budimir,0.6,2024-2025,33,hr CRO,Osasuna,es La Liga,38,2952,32.8,34,4,0,0.6,0.1,0.8,0.4,0.2,0.2,0,FW
37,Moise Kean,0.6,2024-2025,24,it ITA,Fiorentina,it Serie A,32,2704,30,31,1,0,0.6,0.1,0.7,0.6,0,0.1,0,FW
38,Ryan Sessegnon,0.6,2024-2025,24,eng ENG,Fulham,eng Premier League,16,580,6.4,7,9,16,0.6,0.3,0.9,0.6,0,0,0,"FW,DF"
39,Gift Orban,0.6,2024-2025,22,ng NGA,2 Teams,2 Comps,16,873,9.7,9,7,6,0.6,0,0.6,0.6,0,0,0,"FW,DF"
40,Julián Álvarez,0.6,2024-2025,24,ar ARG,Atlético Madrid,es La Liga,37,2509,27.9,30,7,0,0.6,0.1,0.8,0.5,0.1,0.1,0,FW
41,Chris Wood,0.6,2024-2025,32,nz NZL,Nott'ham Forest,eng Premier League,36,2959,32.9,35,1,0,0.6,0.1,0.7,0.5,0.1,0.1,0,FW
42,Leroy Sané,0.6,2024-2025,28,de GER,Bayern Munich,de Bundesliga,30,1637,18.2,17,13,2,0.6,0.3,0.9,0.6,0,0,0,FW
43,Ademola Lookman,0.6,2024-2025,26,ng NGA,Atalanta,it Serie A,31,2247,25,28,3,2,0.6,0.2,0.8,0.6,0,0,0,"MF,FW"
44,Jamal Musiala,0.6,2024-2025,21,de GER,Bayern Munich,de Bundesliga,25,1798,20,21,4,0,0.6,0.1,0.7,0.6,0,0,0,MF
45,Arnaud Kalimuendo,0.6,2024-2025,22,fr FRA,Rennes,fr Ligue 1,33,2578,28.6,31,2,0,0.6,0.1,0.7,0.4,0.2,0.3,0.1,"FW,MF"
46,Randal Kolo Muani,0.6,2024-2025,25,fr FRA,2 Teams,2 Comps,26,1518,16.9,15,11,4,0.6,0.1,0.7,0.5,0.1,0.1,0,FW
47,Pere Milla,0.6,2024-2025,31,es ESP,Espanyol,es La Liga,20,456,5.1,1,19,17,0.6,0,0.6,0.6,0,0,0,"MF,FW"
48,Donyell Malen,0.6,2024-2025,25,nl NED,2 Teams,2 Comps,28,919,10.2,8,20,5,0.6,0,0.6,0.6,0,0,0,FW
49,Yoane Wissa,0.6,2024-2025,27,cd COD,Brentford,eng Premier League,35,2919,32.4,34,1,0,0.6,0.1,0.7,0.6,0,0,0,FW
50,Folarin Balogun,0.6,2024-2025,23,us USA,Monaco,fr Ligue 1,13,615,6.8,7,6,1,0.6,0,0.6,0.6,0,0,0,FW
51,Lukas Nmecha,0.6,2024-2025,25,de GER,Wolfsburg,de Bundesliga,19,467,5.2,3,16,1,0.6,0,0.6,0.6,0,0,0,"FW,MF"
52,Bradley Barcola,0.6,2024-2025,21,fr FRA,Paris S-G,fr Ligue 1,34,2181,24.2,27,7,0,0.6,0.4,1,0.6,0,0,0,FW
53,Lucas Stassin,0.6,2024-2025,19,be BEL,Saint-Étienne,fr Ligue 1,28,1887,21,23,5,0,0.6,0.2,0.8,0.6,0,0,0,FW
54,Raphinha,0.6,2024-2025,27,br BRA,Barcelona,es La Liga,36,2839,31.5,32,4,1,0.6,0.3,0.9,0.5,0.1,0.1,0,"FW,MF"
55,Jonathan David,0.6,2024-2025,24,ca CAN,Lille,fr Ligue 1,32,2554,28.4,28,4,0,0.6,0.2,0.7,0.4,0.2,0.2,0,FW
56,Amine Gouiri,0.6,2024-2025,24,dz ALG,2 Teams,fr Ligue 1,33,2085,23.2,23,10,0,0.6,0.2,0.8,0.6,0,0,0,"FW,MF"
57,Ollie Watkins,0.6,2024-2025,28,eng ENG,Aston Villa,eng Premier League,38,2598,28.9,31,7,0,0.6,0.3,0.8,0.5,0.1,0.1,0,FW
58,Marcus Thuram,0.6,2024-2025,26,fr FRA,Inter,it Serie A,32,2290,25.4,27,5,3,0.6,0.2,0.7,0.6,0,0,0,FW
59,Emanuel Emegha,0.5,2024-2025,21,nl NED,Strasbourg,fr Ligue 1,27,2293,25.5,27,0,0,0.5,0.1,0.7,0.5,0,0,0,FW
60,Gaëtan Laborde,0.5,2024-2025,30,fr FRA,Nice,fr Ligue 1,28,1829,20.3,20,8,0,0.5,0.2,0.7,0.3,0.2,0.2,0,FW
61,Can Uzun,0.5,2024-2025,18,tr TUR,Eint Frankfurt,de Bundesliga,20,675,7.5,6,14,13,0.5,0.1,0.7,0.5,0,0,0,"MF,FW"
62,Assane Diao,0.5,2024-2025,18,sn SEN,2 Teams,2 Comps,25,1529,17,16,9,8,0.5,0.2,0.7,0.5,0,0,0,"FW,MF"
63,Bryan Mbeumo,0.5,2024-2025,24,cm CMR,Brentford,eng Premier League,38,3414,37.9,38,0,0,0.5,0.2,0.7,0.4,0.1,0.2,0,FW
64,Hugo Ekitike,0.5,2024-2025,22,fr FRA,Eint Frankfurt,de Bundesliga,33,2563,28.5,31,2,0,0.5,0.3,0.8,0.5,0,0.1,0.1,FW
65,Tim Kleindienst,0.5,2024-2025,28,de GER,Gladbach,de Bundesliga,31,2737,30.4,31,0,0,0.5,0.2,0.8,0.5,0,0.1,0,FW
66,Isco,0.5,2024-2025,32,es ESP,Betis,es La Liga,22,1547,17.2,17,5,0,0.5,0.5,1,0.2,0.3,0.3,0.1,MF
67,Alassane Pléa,0.5,2024-2025,31,fr FRA,Gladbach,de Bundesliga,30,1902,21.1,24,6,2,0.5,0.2,0.7,0.5,0,0,0,"MF,FW"
68,Matheus Cunha,0.5,2024-2025,25,br BRA,Wolves,eng Premier League,33,2597,28.9,29,4,0,0.5,0.2,0.7,0.5,0,0,0,"MF,FW"
69,Iago Aspas,0.5,2024-2025,36,es ESP,Celta Vigo,es La Liga,30,1745,19.4,19,11,3,0.5,0.3,0.8,0.3,0.3,0.3,0.1,"FW,MF"
70,Abdallah Sima,0.5,2024-2025,23,sn SEN,Brest,fr Ligue 1,27,1238,13.8,14,13,1,0.5,0.1,0.7,0.5,0,0,0,"FW,MF"
71,Sofiane Diop,0.5,2024-2025,24,fr FRA,Nice,fr Ligue 1,28,1064,11.8,8,20,1,0.5,0.3,0.8,0.5,0,0,0,"MF,FW"
72,Bamba Dieng,0.5,2024-2025,24,sn SEN,Angers,fr Ligue 1,18,532,5.9,5,13,3,0.5,0,0.5,0.3,0.2,0.2,0,FW
73,Serge Gnabry,0.5,2024-2025,29,de GER,Bayern Munich,de Bundesliga,27,1242,13.8,13,14,2,0.5,0.4,0.9,0.5,0,0.1,0.1,"FW,MF"
74,Borja Iglesias,0.5,2024-2025,31,es ESP,Celta Vigo,es La Liga,37,1952,21.7,24,13,1,0.5,0.1,0.6,0.5,0,0,0,FW
75,Shuto Machino,0.5,2024-2025,24,jp JPN,Holstein Kiel,de Bundesliga,32,1953,21.7,23,9,2,0.5,0.1,0.6,0.4,0.1,0.1,0,"FW,MF"
76,Dušan Vlahovi?,0.5,2024-2025,24,rs SRB,Juventus,it Serie A,29,1784,19.8,21,8,3,0.5,0.2,0.7,0.3,0.2,0.2,0,FW
77,Alexander Bernhardsson,0.5,2024-2025,25,se SWE,Holstein Kiel,de Bundesliga,19,1263,14,15,4,1,0.5,0.1,0.6,0.5,0,0,0,"FW,MF"
78,Esteban Lepaul,0.5,2024-2025,24,fr FRA,Angers,fr Ligue 1,28,1629,18.1,18,10,4,0.5,0,0.5,0.5,0,0,0,FW
79,Oliver Burke,0.5,2024-2025,27,sct SCO,Werder Bremen,de Bundesliga,25,908,10.1,9,16,4,0.5,0,0.5,0.5,0,0,0,FW
80,Giovani Lo Celso,0.5,2024-2025,28,ar ARG,Betis,es La Liga,25,1457,16.2,15,10,0,0.5,0.2,0.7,0.4,0.1,0.2,0.1,"MF,FW"
81,Benjamin Šeško,0.5,2024-2025,21,si SVN,RB Leipzig,de Bundesliga,33,2380,26.4,30,3,0,0.5,0.2,0.7,0.4,0.1,0.1,0,"FW,MF"
82,Giacomo Raspadori,0.5,2024-2025,24,it ITA,Napoli,it Serie A,26,1103,12.3,11,15,12,0.5,0.1,0.6,0.5,0,0,0,"FW,MF"
83,Luis Díaz,0.5,2024-2025,27,co COL,Liverpool,eng Premier League,36,2399,26.7,28,8,2,0.5,0.2,0.7,0.5,0,0,0,FW
84,Jørgen Strand Larsen,0.5,2024-2025,24,no NOR,Wolves,eng Premier League,35,2587,28.7,30,5,0,0.5,0.1,0.6,0.5,0,0,0,FW
85,Fábio Silva,0.5,2024-2025,22,pt POR,Las Palmas,es La Liga,24,1866,20.7,22,2,0,0.5,0.1,0.6,0.4,0.1,0.1,0,FW
86,Raúl,0.5,2024-2025,23,es ESP,Osasuna,es La Liga,32,750,8.3,5,27,2,0.5,0,0.5,0.5,0,0,0,"FW,MF"
87,Jean-Philippe Mateta,0.5,2024-2025,27,fr FRA,Crystal Palace,eng Premier League,37,2648,29.4,33,4,0,0.5,0.1,0.5,0.4,0.1,0.1,0,FW
88,Beto,0.5,2024-2025,26,gw GNB,Everton,eng Premier League,30,1534,17,15,15,8,0.5,0,0.5,0.5,0,0,0,FW
89,Deniz Undav,0.5,2024-2025,28,de GER,Stuttgart,de Bundesliga,27,1726,19.2,20,7,0,0.5,0.2,0.6,0.5,0,0,0,"FW,MF"
90,Ludovic Ajorque,0.5,2024-2025,30,fr FRA,Brest,fr Ligue 1,31,2495,27.7,29,2,0,0.5,0.1,0.5,0.5,0,0,0,FW
91,Phil Harres,0.5,2024-2025,22,de GER,Holstein Kiel,de Bundesliga,26,1544,17.2,17,9,1,0.5,0.1,0.5,0.5,0,0,0,FW
92,Cody Gakpo,0.5,2024-2025,25,nl NED,Liverpool,eng Premier League,35,1935,21.5,23,12,0,0.5,0.2,0.7,0.5,0,0,0,FW
93,Ross Barkley,0.5,2024-2025,30,eng ENG,Aston Villa,eng Premier League,20,581,6.5,3,17,4,0.5,0.2,0.6,0.5,0,0,0,MF
94,Harry Wilson,0.5,2024-2025,27,wls WAL,Fulham,eng Premier League,25,1162,12.9,12,13,3,0.5,0.1,0.5,0.5,0,0,0,"FW,MF"
95,Michael Olise,0.5,2024-2025,22,fr FRA,Bayern Munich,de Bundesliga,34,2334,25.9,28,6,0,0.5,0.6,1,0.5,0,0,0,"FW,MF"
96,João Pedro,0.5,2024-2025,22,br BRA,Brighton,eng Premier League,27,1948,21.6,23,4,0,0.5,0.3,0.7,0.2,0.2,0.2,0,"FW,MF"
97,Harvey Barnes,0.5,2024-2025,26,eng ENG,Newcastle Utd,eng Premier League,33,1755,19.5,17,16,1,0.5,0.2,0.7,0.5,0,0,0,FW
98,Justin Kluivert,0.5,2024-2025,25,nl NED,Bournemouth,eng Premier League,34,2340,26,29,5,0,0.5,0.2,0.7,0.2,0.2,0.2,0,MF
99,Kiké,0.5,2024-2025,34,es ESP,Alavés,es La Liga,35,2542,28.2,29,6,2,0.5,0,0.5,0.4,0.1,0.1,0,FW
100,Duván Zapata,0.5,2024-2025,33,co COL,Torino,it Serie A,7,587,6.5,7,0,0,0.5,0,0.5,0.5,0,0,0,FW
101,Lorenzo Lucca,0.5,2024-2025,23,it ITA,Udinese,it Serie A,33,2353,26.1,27,6,0,0.5,0,0.5,0.4,0,0,0,FW
102,Marco Grüll,0.5,2024-2025,26,at AUT,Werder Bremen,de Bundesliga,30,1181,13.1,13,17,1,0.5,0.1,0.5,0.5,0,0,0,"FW,MF"
103,Hugo Duro,0.5,2024-2025,24,es ESP,Valencia,es La Liga,31,2166,24.1,25,6,2,0.5,0.1,0.5,0.4,0,0,0,FW
104,Brennan Johnson,0.5,2024-2025,23,wls WAL,Tottenham,eng Premier League,33,2177,24.2,24,9,2,0.5,0.1,0.6,0.5,0,0,0,FW
105,Neil El Aynaoui,0.5,2024-2025,23,ma MAR,Lens,fr Ligue 1,24,1588,17.6,17,7,1,0.5,0.1,0.5,0.3,0.2,0.2,0,MF
106,Maximilian Beier,0.5,2024-2025,21,de GER,Dortmund,de Bundesliga,29,1591,17.7,17,12,1,0.5,0.3,0.7,0.5,0,0,0,"FW,MF"
107,Diogo Jota,0.5,2024-2025,27,pt POR,Liverpool,eng Premier League,26,1196,13.3,14,12,3,0.5,0.2,0.7,0.5,0,0,0,FW
108,James Maddison,0.4,2024-2025,27,eng ENG,Tottenham,eng Premier League,31,1809,20.1,21,10,1,0.4,0.3,0.8,0.4,0,0,0,MF
109,Ángel Correa,0.4,2024-2025,29,ar ARG,Atlético Madrid,es La Liga,31,805,8.9,3,28,3,0.4,0.1,0.6,0.4,0,0,0,"FW,MF"
110,Artem Dovbyk,0.4,2024-2025,27,ua UKR,Roma,it Serie A,32,2418,26.9,27,5,3,0.4,0.1,0.5,0.4,0.1,0.1,0,FW
111,Gabriel Jesus,0.4,2024-2025,27,br BRA,Arsenal,eng Premier League,17,608,6.8,6,11,1,0.4,0,0.4,0.4,0,0,0,FW
112,Romelu Lukaku,0.4,2024-2025,31,be BEL,Napoli,it Serie A,36,2843,31.6,35,1,0,0.4,0.3,0.8,0.3,0.1,0.1,0,FW
113,Karim Adeyemi,0.4,2024-2025,22,de GER,Dortmund,de Bundesliga,25,1433,15.9,17,8,0,0.4,0.4,0.8,0.4,0,0,0,"FW,MF"
114,Vinicius Júnior,0.4,2024-2025,24,br BRA,Real Madrid,es La Liga,30,2253,25,24,6,0,0.4,0.3,0.8,0.4,0.1,0.1,0,FW
115,Raúl Jiménez,0.4,2024-2025,33,mx MEX,Fulham,eng Premier League,38,2494,27.7,30,8,0,0.4,0.1,0.5,0.3,0.1,0.1,0,FW
116,Kai Havertz,0.4,2024-2025,25,de GER,Arsenal,eng Premier League,23,1875,20.8,21,2,1,0.4,0.1,0.6,0.4,0,0,0,"FW,MF"
117,Kevin Schade,0.4,2024-2025,22,de GER,Brentford,eng Premier League,38,2293,25.5,26,12,0,0.4,0.1,0.5,0.4,0,0,0,FW
118,Fermin López,0.4,2024-2025,21,es ESP,Barcelona,es La Liga,28,1252,13.9,12,16,3,0.4,0.4,0.8,0.4,0,0,0,"MF,FW"
119,Hamed Junior Traorè,0.4,2024-2025,24,ci CIV,2 Teams,2 Comps,26,2093,23.3,26,0,1,0.4,0.1,0.5,0.4,0,0,0,"FW,MF"
120,Romain Del Castillo,0.4,2024-2025,28,fr FRA,Brest,fr Ligue 1,26,1259,14,14,12,0,0.4,0.3,0.7,0.2,0.2,0.3,0.1,FW
121,Umar Sadiq,0.4,2024-2025,27,ng NGA,2 Teams,es La Liga,23,1052,11.7,11,12,13,0.4,0,0.4,0.4,0,0,0,FW
122,Thierno Barry,0.4,2024-2025,21,fr FRA,Villarreal,es La Liga,35,2323,25.8,25,10,0,0.4,0.2,0.6,0.4,0,0,0,FW
123,Alexis Saelemaekers,0.4,2024-2025,25,be BEL,2 Teams,it Serie A,23,1479,16.4,18,5,5,0.4,0.2,0.6,0.4,0,0,0,"DF,FW"
124,Danny Welbeck,0.4,2024-2025,33,eng ENG,Brighton,eng Premier League,30,2115,23.5,24,6,0,0.4,0.2,0.6,0.4,0,0,0,FW
125,Albert Guðmundsson,0.4,2024-2025,27,is ISL,Fiorentina,it Serie A,24,1273,14.1,16,8,3,0.4,0.1,0.5,0.3,0.1,0.1,0,"FW,MF"
126,Cole Palmer,0.4,2024-2025,22,eng ENG,Chelsea,eng Premier League,37,3191,35.5,36,1,0,0.4,0.2,0.6,0.3,0.1,0.1,0,"MF,FW"
127,Chuba Akpom,0.4,2024-2025,28,eng ENG,Lille,fr Ligue 1,14,639,7.1,6,8,0,0.4,0.1,0.6,0.3,0.1,0.3,0.1,FW
128,Lautaro Martínez,0.4,2024-2025,26,ar ARG,Inter,it Serie A,31,2564,28.5,31,0,1,0.4,0.1,0.5,0.4,0,0,0,FW
129,Evann Guessand,0.4,2024-2025,23,ci CIV,Nice,fr Ligue 1,33,2565,28.5,30,3,1,0.4,0.3,0.7,0.4,0,0,0,"FW,MF"
130,Xavi Simons,0.4,2024-2025,21,nl NED,RB Leipzig,de Bundesliga,25,2150,23.9,25,0,0,0.4,0.3,0.7,0.4,0,0,0,MF
131,Munir El Haddadi,0.4,2024-2025,28,ma MAR,Leganés,es La Liga,25,862,9.6,10,15,7,0.4,0,0.4,0.4,0,0,0,"FW,MF"
132,Liam Delap,0.4,2024-2025,21,eng ENG,Ipswich Town,eng Premier League,37,2593,28.8,32,5,0,0.4,0.1,0.5,0.3,0.1,0.1,0,FW
133,Jonas Wind,0.4,2024-2025,25,dk DEN,Wolfsburg,de Bundesliga,31,1966,21.8,21,10,2,0.4,0.1,0.5,0.4,0,0.1,0,"FW,MF"
134,Álvaro Morata,0.4,2024-2025,31,es ESP,Milan,it Serie A,16,1099,12.2,13,3,0,0.4,0,0.4,0.4,0,0,0,"FW,MF"
135,George Hirst,0.4,2024-2025,25,sct SCO,Ipswich Town,eng Premier League,26,661,7.3,5,21,0,0.4,0.1,0.5,0.4,0,0,0,FW
136,Jens Stage,0.4,2024-2025,27,dk DEN,Werder Bremen,de Bundesliga,28,2204,24.5,26,2,1,0.4,0.2,0.6,0.4,0,0,0,MF
137,Steven Skrzybski,0.4,2024-2025,31,de GER,Holstein Kiel,de Bundesliga,24,1323,14.7,15,9,0,0.4,0.2,0.6,0.3,0.1,0.1,0,"MF,FW"
138,Goduine Koyalipou,0.4,2024-2025,24,cf CTA,Lens,fr Ligue 1,15,885,9.8,12,3,3,0.4,0,0.4,0.4,0,0,0,FW
139,Jamie Gittens,0.4,2024-2025,19,eng ENG,Dortmund,de Bundesliga,32,1776,19.7,21,11,2,0.4,0.2,0.6,0.4,0,0,0,"FW,MF"
140,Nicolas Jackson,0.4,2024-2025,23,sn SEN,Chelsea,eng Premier League,30,2220,24.7,28,2,1,0.4,0.2,0.6,0.4,0,0,0,FW
141,Borja Mayoral,0.4,2024-2025,27,es ESP,Getafe,es La Liga,24,1114,12.4,7,17,1,0.4,0.1,0.5,0.3,0.1,0.1,0,FW
142,Ethan Nwaneri,0.4,2024-2025,17,eng ENG,Arsenal,eng Premier League,26,895,9.9,11,15,10,0.4,0.2,0.6,0.4,0,0,0,"FW,MF"
143,Christian Pulisic,0.4,2024-2025,25,us USA,Milan,it Serie A,34,2478,27.5,29,5,0,0.4,0.3,0.7,0.3,0.1,0.1,0,"FW,MF"
144,Sandro Ramírez,0.4,2024-2025,29,es ESP,Las Palmas,es La Liga,31,2034,22.6,25,6,1,0.4,0.1,0.5,0.4,0,0,0,"FW,MF"
145,Mikel Merino,0.4,2024-2025,28,es ESP,Arsenal,eng Premier League,28,1586,17.6,17,11,0,0.4,0.1,0.5,0.4,0,0,0,"MF,FW"
146,Darwin Núñez,0.4,2024-2025,25,uy URU,Liverpool,eng Premier League,30,1133,12.6,8,22,5,0.4,0.2,0.6,0.4,0,0,0,FW
147,Fabio Carvalho,0.4,2024-2025,21,pt POR,Brentford,eng Premier League,19,455,5.1,3,16,6,0.4,0.2,0.6,0.4,0,0,0,"FW,MF"
148,Cucho,0.4,2024-2025,25,co COL,Betis,es La Liga,15,1139,12.7,14,1,1,0.4,0.1,0.5,0.4,0,0,0,FW
149,Abdón Prats,0.4,2024-2025,31,es ESP,Mallorca,es La Liga,24,456,5.1,3,21,8,0.4,0,0.4,0.2,0.2,0.2,0,"FW,MF"
150,Jarrod Bowen,0.4,2024-2025,27,eng ENG,West Ham,eng Premier League,34,2973,33,34,0,0,0.4,0.2,0.6,0.4,0,0,0,"FW,MF"
151,Evanilson,0.4,2024-2025,24,br BRA,Bournemouth,eng Premier League,31,2319,25.8,28,3,1,0.4,0,0.4,0.4,0,0,0,FW
152,Abdoulaye Touré,0.4,2024-2025,30,gn GUI,Le Havre,fr Ligue 1,28,2324,25.8,26,2,0,0.4,0,0.4,0.1,0.3,0.3,0,MF
153,Khvicha Kvaratskhelia,0.4,2024-2025,23,ge GEO,2 Teams,2 Comps,31,2094,23.3,26,5,2,0.4,0.3,0.6,0.3,0,0,0,"FW,MF"
154,Samuel Essende,0.4,2024-2025,26,cd COD,Augsburg,de Bundesliga,30,1636,18.2,21,9,1,0.4,0.1,0.5,0.4,0,0,0,FW
155,Adam Hložek,0.4,2024-2025,22,cz CZE,Hoffenheim,de Bundesliga,27,1871,20.8,22,5,0,0.4,0.2,0.6,0.4,0,0,0,"FW,MF"
156,Alexis Claude-Maurice,0.4,2024-2025,26,fr FRA,Augsburg,de Bundesliga,28,2109,23.4,25,3,3,0.4,0.1,0.5,0.4,0,0,0,"MF,FW"
157,Paul Nebel,0.4,2024-2025,21,de GER,Mainz 05,de Bundesliga,31,2345,26.1,26,5,2,0.4,0.2,0.5,0.4,0,0,0,MF
158,Nelson Weiper,0.4,2024-2025,19,de GER,Mainz 05,de Bundesliga,23,704,7.8,7,16,6,0.4,0.3,0.6,0.4,0,0,0,"FW,MF"
159,Dani Raba,0.4,2024-2025,28,es ESP,Leganés,es La Liga,29,1879,20.9,24,5,5,0.4,0.3,0.7,0.2,0.2,0.2,0,"FW,MF"
160,Florian Wirtz,0.4,2024-2025,21,de GER,Leverkusen,de Bundesliga,31,2351,26.1,25,6,0,0.4,0.5,0.8,0.3,0.1,0.2,0.1,"MF,FW"
161,Paulo Dybala,0.4,2024-2025,30,ar ARG,Roma,it Serie A,24,1417,15.7,16,8,7,0.4,0.2,0.6,0.2,0.2,0.2,0,"FW,MF"
162,Mathias Honsak,0.4,2024-2025,27,at AUT,Heidenheim,de Bundesliga,22,1181,13.1,12,10,0,0.4,0.1,0.5,0.4,0,0,0,"FW,DF"
163,Samuel Mbangula,0.4,2024-2025,20,be BEL,Juventus,it Serie A,23,709,7.9,7,16,13,0.4,0.4,0.8,0.4,0,0,0,FW
