,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1689,Maroan Sannadi,13.7,2024-2025,23,ma MAR,Athletic Club,es La Liga,16,754,8.4,7,9,1,0.1,0.1,0.2,0.1,0,0,0,13.7,19,72.3,0.8,1.6,1,0,1.8,186,38.8,8.4,9.8,85.4,3.6,5,71.4,0.7,1.4,50,FW
1690,Paul Onuachu,13.7,2024-2025,30,ng NGA,Southampton,eng Premier League,25,1050,11.7,11,14,3,0.3,0.1,0.4,0.3,0,0,0,13.7,22.5,60.8,0.7,1.1,0.2,0,1.1,196.5,31.3,7.2,11.5,62.7,3.9,6,64.3,1,1.6,63.2,FW
1691,Andrea Belotti,13.7,2024-2025,30,it ITA,Como,it Serie A,18,593,6.6,7,11,5,0.3,0,0.3,0.3,0,0,0,13.7,18.2,75,1.1,0.8,0.2,0,1.4,162.7,27,9,10.8,83.1,2.6,3.8,68,0.6,0.9,66.7,FW
1692,Joshua King,13.6,2024-2025,32,no NOR,Toulouse,fr Ligue 1,28,1673,18.6,21,7,0,0.3,0.2,0.5,0.3,0,0,0,13.6,19.3,70.7,0.9,0.7,0.5,0.1,1.6,173.9,31.8,8.8,11.4,76.9,3.7,4.8,75.6,0.3,0.9,37.5,"FW,MF"
1693,Kiké,13.6,2024-2025,34,es ESP,Alavés,es La Liga,35,2542,28.2,29,6,2,0.5,0,0.5,0.4,0.1,0.1,0,13.6,20.8,65.3,0.5,1.1,0.2,0,1.8,186.9,32.4,8.2,10.9,75.6,3.8,6,62.7,0.7,1.6,44.4,FW
1694,Alex Sola,13.6,2024-2025,25,es ESP,Getafe,es La Liga,19,1029,11.4,13,6,16,0,0.1,0.1,0,0,0,0,13.6,21.2,64,0.8,1,0.2,0.1,2,190.4,46.3,8.7,10.9,80,3.4,5.2,66.1,0.8,2.5,31,"MF,FW"
1695,Bamba Dieng,13.5,2024-2025,24,sn SEN,Angers,fr Ligue 1,18,532,5.9,5,13,3,0.5,0,0.5,0.3,0.2,0.2,0,13.5,17.4,77.7,0.2,0.3,0.5,0.2,1.2,157.5,23.7,8.8,10.2,86.7,3.4,5.1,66.7,0,0.3,0,FW
1696,Oliver McBurnie,13.5,2024-2025,28,sct SCO,Las Palmas,es La Liga,34,1837,20.4,20,14,4,0.1,0.3,0.4,0.1,0,0,0,13.5,20.5,65.9,1.2,1.1,0.3,0,1.3,166.1,38.2,9.1,12.4,73.1,3.1,5.2,59.4,0.3,0.4,66.7,FW
1697,Sammie Szmodics,13.5,2024-2025,28,ie IRL,Ipswich Town,eng Premier League,20,992,11,13,7,2,0.4,0,0.4,0.4,0,0,0,13.5,18.2,74.1,0.5,1,0.4,0.1,1.7,223,65.7,6.5,7.4,87.8,4.9,5.9,83.1,1.4,2.6,51.7,"FW,MF"
1698,Marshall Munetsi,13.5,2024-2025,28,zw ZIM,2 Teams,2 Comps,33,2770,30.8,31,2,0,0.2,0.1,0.3,0.2,0,0,0,13.5,19.4,69.6,0.9,0.7,0.3,0.1,1.2,183.8,51.6,7.9,10.2,77.1,4.2,5.6,74,0.5,1.2,41.7,"MF,FW"
1699,Elye Wahi,13.4,2024-2025,21,fr FRA,2 Teams,2 Comps,21,770,8.6,8,13,5,0.4,0.1,0.5,0.2,0.1,0.1,0,13.4,17.9,75.2,0.8,1.1,0.4,0.1,1.4,174.7,30,8.8,10.4,84.3,3.4,4,85.3,0.5,0.9,50,FW
1700,Goduine Koyalipou,13.4,2024-2025,24,cf CTA,Lens,fr Ligue 1,15,885,9.8,12,3,3,0.4,0,0.4,0.4,0,0,0,13.4,19.2,69.8,1,0.4,0.6,0,2,188.3,29.1,7.2,9.2,78.9,5,6.3,79,0.4,0.7,57.1,FW
1701,Budu Zivzivadze,13.3,2024-2025,30,ge GEO,Heidenheim,de Bundesliga,15,958,10.6,10,5,0,0.2,0.3,0.5,0.2,0,0,0,13.3,19.3,69.3,1.1,0.7,0.8,0.2,1.9,199.2,41.5,7.5,10.2,73.4,4.6,6.3,73.1,0.8,0.9,80,FW
1702,Duván Zapata,13.3,2024-2025,33,co COL,Torino,it Serie A,7,587,6.5,7,0,0,0.5,0,0.5,0.5,0,0,0,13.3,19.3,69,1.4,0.6,0.6,0.2,1.1,187.5,29.3,8,11.5,69.3,2.8,3.8,72,1.4,1.7,81.8,FW
1703,Matteo Cancellieri,13.3,2024-2025,22,it ITA,Parma,it Serie A,27,1424,15.8,19,8,2,0.2,0,0.2,0.2,0,0,0,13.3,19.8,67.4,0.7,1,0.4,0.3,1.5,186,53.2,7.8,10.4,75.2,4.2,5.6,75,0.6,1.8,32.1,"FW,MF"
1704,Esteban Lepaul,13.3,2024-2025,24,fr FRA,Angers,fr Ligue 1,28,1629,18.1,18,10,4,0.5,0,0.5,0.5,0,0,0,13.3,19.8,67.1,0.4,0.7,0.4,0.1,1.1,194,34.4,6.9,9,76.5,4.5,6.1,74.5,0.8,1.8,43.8,FW
1705,Giovanni Fabbian,13.3,2024-2025,21,it ITA,Bologna,it Serie A,30,1023,11.4,9,21,8,0.3,0.1,0.4,0.3,0,0,0,13.3,18.5,71.9,0.8,1.3,0.4,0.1,1.5,192,32.5,8,10,79.8,4.5,5.6,79.7,0.4,1.3,33.3,MF
1706,Andrea Pinamonti,13.2,2024-2025,25,it ITA,Genoa,it Serie A,36,2850,31.7,33,3,1,0.3,0,0.3,0.3,0,0,0,13.2,21.1,62.8,0.5,0.8,0.3,0.1,1.5,190.2,32.4,7.2,9.9,72.1,4.5,6.9,64.1,0.7,1.2,53.8,FW
1707,Alexander Sørloth,13.2,2024-2025,28,no NOR,Atlético Madrid,es La Liga,35,1566,17.4,15,20,2,1.1,0.1,1.3,1.1,0.1,0.1,0,13.2,20.6,63.8,0.7,1.1,0.6,0.1,1.8,167,34.5,8.2,12.2,66.7,3.6,5.5,66.3,0.3,0.4,71.4,FW
1708,Antoniu,13,2024-2025,21,es ESP,Espanyol,es La Liga,26,1022,11.4,13,13,9,0,0.1,0.1,0,0,0,0,13,19.5,67,0.6,0.9,0.6,0.3,2.5,182.4,56,7.8,9.6,81.7,4.1,5.9,70.1,0.4,1.2,28.6,"FW,MF"
1709,Ibrahim Sissoko,13,2024-2025,28,ml MLI,Saint-Étienne,fr Ligue 1,20,819,9.1,8,12,4,0.3,0.1,0.4,0.2,0.1,0.1,0,13,19.6,66.3,0.8,1,0.1,0,1.3,190.5,22.3,7.8,10.2,76.3,3.7,5.6,66.7,0.9,1.3,66.7,FW
1710,Patson Daka,13,2024-2025,25,zm ZAM,Leicester City,eng Premier League,23,736,8.2,6,17,4,0.1,0,0.1,0.1,0,0,0,13,18,72.1,0.1,0.7,0.1,0,1,180.4,31.4,7.8,9.8,80,4,5.5,73.3,0.4,0.4,100,"FW,MF"
1711,Darwin Núñez,12.9,2024-2025,25,uy URU,Liverpool,eng Premier League,30,1133,12.6,8,22,5,0.4,0.2,0.6,0.4,0,0,0,12.9,18.3,70.9,0.9,0.7,0.2,0.1,2.1,189.8,46.6,7.1,8.8,80.2,3.8,5.2,73.8,1,1.6,65,FW
1712,Vitinha,12.9,2024-2025,24,pt POR,Genoa,it Serie A,25,1328,14.8,16,9,1,0.1,0.2,0.3,0.1,0,0,0,12.9,21.8,59.3,1.1,0.8,0.7,0.5,1.3,195.6,51,7.3,9.6,75.4,4.1,6.6,62.2,1,2.6,39.5,"FW,MF"
1713,Isaac Romero,12.9,2024-2025,24,es ESP,Sevilla,es La Liga,31,2156,24,26,5,1,0.2,0.1,0.3,0.2,0,0,0,12.9,18.4,70.3,0.8,0.8,0.5,0.2,1.2,208.5,29.3,7.2,9.3,77.5,3.8,5.4,70.8,1.3,1.8,72.1,FW
1714,Robert Lewandowski,12.9,2024-2025,35,pl POL,Barcelona,es La Liga,34,2667,29.6,32,2,2,0.9,0.1,1,0.8,0.1,0.1,0,12.9,17.6,73.4,0.6,1,0.3,0,1.6,163.9,30.4,8.2,10,82.2,3.1,4,76.5,0.4,0.9,48.1,FW
1715,Vedat Muriqi,12.9,2024-2025,30,xk KVX,Mallorca,es La Liga,29,2058,22.9,24,5,0,0.3,0.1,0.4,0.2,0.1,0.1,0,12.9,21.3,60.6,1.1,1,0.3,0,1.3,188,38,7.7,10.7,72.1,3.7,6.7,55.2,0.7,1.2,60.7,FW
1716,Georginio Rutter,12.9,2024-2025,22,fr FRA,Brighton,eng Premier League,28,1656,18.4,19,9,0,0.3,0.2,0.4,0.3,0,0,0,12.9,19.3,66.8,1,1.6,0.9,0.1,3.6,181.7,63.8,7.8,10.2,77,4,6,66.7,0.5,0.9,62.5,"MF,FW"
1717,Jann-Fiete Arp,12.9,2024-2025,24,de GER,Holstein Kiel,de Bundesliga,23,713,7.9,3,20,9,0.3,0,0.3,0.1,0.1,0.3,0.1,12.9,22,58.6,1.4,0.9,1.5,0.4,2.7,258.1,95.9,5.4,8.1,67.2,4.5,6.8,66.7,2.7,5.2,51.2,"FW,MF"
1718,Jeff Ekhator,12.9,2024-2025,17,it ITA,Genoa,it Serie A,24,769,8.5,6,18,9,0.1,0.1,0.2,0.1,0,0,0,12.9,19.3,66.7,1.3,0.9,0.5,0,1.6,167,45.3,7.3,9.7,74.7,3.6,5.6,64.6,0.5,0.9,50,"FW,MF"
1719,Umar Sadiq,12.8,2024-2025,27,ng NGA,2 Teams,es La Liga,23,1052,11.7,11,12,13,0.4,0,0.4,0.4,0,0,0,12.8,18.9,67.9,0.6,0.5,0,0,1,177.1,26.1,8.2,11.2,73.3,3.8,5,75.9,0.3,0.6,57.1,FW
1720,Daniel Fila,12.8,2024-2025,21,cz CZE,Venezia,it Serie A,10,492,5.5,6,4,4,0.4,0,0.4,0.4,0,0,0,12.8,16.5,77.8,1.1,0.7,0.5,0,1.5,161.7,25.6,6.6,8.6,76.6,3.3,4.2,78.3,0.7,1.1,66.7,FW
1721,Cameron Archer,12.8,2024-2025,23,eng ENG,Southampton,eng Premier League,35,1441,16,13,22,2,0.1,0,0.1,0.1,0,0.1,0.1,12.8,15.7,81.7,0.3,0.4,0.4,0,0.9,163.1,22.9,8.2,9.4,86.8,3.4,3.7,91.5,0.3,0.6,55.6,FW
1722,Gift Orban,12.8,2024-2025,22,ng NGA,2 Teams,2 Comps,16,873,9.7,9,7,6,0.6,0,0.6,0.6,0,0,0,12.8,18.2,70.1,0.3,0.2,0.3,0.1,0.9,187.1,37.2,6.8,8.7,78.6,3.3,4.3,76.2,1.4,2.3,63.6,"FW,DF"
1723,Nikola Krstovi?,12.8,2024-2025,24,me MNE,Lecce,it Serie A,37,3057,34,37,0,0,0.3,0.1,0.5,0.3,0.1,0.1,0,12.8,19.3,66.4,0.9,1.1,0.4,0,1.6,192.3,39.7,7.1,10,70.8,4.5,6,75.5,0.8,1.4,56.5,FW
1724,Dušan Vlahovi?,12.8,2024-2025,24,rs SRB,Juventus,it Serie A,29,1784,19.8,21,8,3,0.5,0.2,0.7,0.3,0.2,0.2,0,12.8,18.5,69.1,0.8,0.6,0.4,0,1.1,196.5,21.2,7.3,9.2,79.1,4.1,5.9,70.1,1,1.4,70.4,FW
1725,Kevin Schade,12.7,2024-2025,22,de GER,Brentford,eng Premier League,38,2293,25.5,26,12,0,0.4,0.1,0.5,0.4,0,0,0,12.7,21.2,59.7,0.9,1.3,0.4,0.1,1.5,193.5,54.5,7.3,10.4,69.8,4.4,7.1,61.7,0.7,1.7,41.9,FW
1726,Theo Bair,12.7,2024-2025,24,ca CAN,Auxerre,fr Ligue 1,29,939,10.4,11,18,5,0.2,0.1,0.3,0.2,0,0,0,12.7,20.4,62,1,1,0,0,1.5,147.4,34.4,8.1,11.7,68.9,2.7,4.7,57.1,0.3,0.8,37.5,FW
1727,Takuma Asano,12.6,2024-2025,29,jp JPN,Mallorca,es La Liga,21,1054,11.7,13,8,2,0.2,0.1,0.3,0.2,0,0,0,12.6,18.7,67.6,0.5,0.7,0.3,0.2,1.7,176.8,41.4,7.9,9.4,84.5,4.1,5.7,71.6,0.3,1.5,23.5,"FW,MF"
1728,Emmanuel Sabbi,12.5,2024-2025,26,us USA,Le Havre,fr Ligue 1,15,653,7.3,7,8,1,0,0,0,0,0,0,0,12.5,17.6,71.1,0.6,0.7,0.7,0.1,2.1,196.3,56.4,6.1,8.4,72.1,4.5,5.9,76.7,1.1,1.8,61.5,"FW,MF"
1729,Ermedin Demirovi?,12.5,2024-2025,26,ba BIH,Stuttgart,de Bundesliga,34,1855,20.6,20,14,0,0.7,0,0.8,0.7,0,0.1,0.1,12.5,17.8,70.3,0.9,0.7,0.5,0,1.5,144.1,31.3,8.3,10.9,76,3,4.1,73.8,0.1,0.2,40,FW
1730,Toni Martínez,12.5,2024-2025,27,es ESP,Alavés,es La Liga,28,1012,11.2,9,19,8,0.4,0,0.4,0.4,0,0,0,12.5,21.3,58.3,1,1,0.4,0.1,1,149.1,24.9,8.5,11.7,72.7,2.8,6,47.8,0.3,0.9,30,FW
1731,Folarin Balogun,12.4,2024-2025,23,us USA,Monaco,fr Ligue 1,13,615,6.8,7,6,1,0.6,0,0.6,0.6,0,0,0,12.4,18.3,68,0.9,0.7,0.1,0,1.3,140.3,18.4,6.7,8.9,75.4,2.8,4.5,61.3,0.3,0.7,40,FW
1732,Jota Silva,12.4,2024-2025,24,pt POR,Nott'ham Forest,eng Premier League,31,854,9.5,5,26,6,0.3,0.1,0.4,0.3,0,0,0,12.4,20.7,60.2,1.5,0.4,0.9,0.3,1.9,178.3,49.6,7,9.1,76.7,3.9,6.3,61.7,0.6,2,31.6,"FW,MF"
1733,Ibrahima Niane,12.4,2024-2025,25,sn SEN,Angers,fr Ligue 1,24,943,10.5,8,16,1,0.3,0.1,0.4,0.2,0.1,0.1,0,12.4,18.1,68.4,0.9,1.2,0.2,0,0.9,164.2,28.2,7.8,10.3,75.9,2.8,4.2,65.9,0.7,1.1,58.3,FW
1734,Randal Kolo Muani,12.3,2024-2025,25,fr FRA,2 Teams,2 Comps,26,1518,16.9,15,11,4,0.6,0.1,0.7,0.5,0.1,0.1,0,12.3,17.4,70.7,1.3,0.5,0.7,0,1.5,158,27.9,7.3,9.5,76.4,3.5,4.7,73.8,0.2,0.5,50,FW
1735,Hugo Duro,12.3,2024-2025,24,es ESP,Valencia,es La Liga,31,2166,24.1,25,6,2,0.5,0.1,0.5,0.4,0,0,0,12.3,17.8,69.2,0.6,0.7,0.1,0,1.2,170.4,20.4,7.1,9.3,77.1,4,5.5,72.7,0.5,0.9,52.4,FW
1736,Nicolas Jackson,12.3,2024-2025,23,sn SEN,Chelsea,eng Premier League,30,2220,24.7,28,2,1,0.4,0.2,0.6,0.4,0,0,0,12.3,16.2,75.9,1.1,0.9,0.4,0,1.5,165.7,35.8,7.4,9,81.6,3.7,4.8,78,0.4,0.6,60,FW
1737,Michail Antonio,12.3,2024-2025,34,jm JAM,West Ham,eng Premier League,14,836,9.3,11,3,0,0.1,0.1,0.2,0.1,0,0,0,12.3,20.2,60.6,1,1.2,0.6,0.2,1.9,235,45.6,5.6,7.8,72.2,4,6.7,59.7,2.4,3.3,71,FW
1738,Moritz Broschinski,12.1,2024-2025,23,de GER,Bochum,de Bundesliga,33,1390,15.4,15,18,1,0.1,0.2,0.3,0.1,0,0,0,12.1,19.1,63.4,0.8,0.6,0.5,0.3,1.3,181.7,35.9,6.6,8.8,75,4.1,5.8,71.1,0.6,1.3,50,"FW,MF"
1739,Myron Boadu,12,2024-2025,23,nl NED,Bochum,de Bundesliga,19,1042,11.6,11,8,3,0.8,0.1,0.9,0.7,0.1,0.1,0,12,16.8,71.3,1,0.6,0.4,0.1,1.6,203.7,32.4,4.8,7,67.9,6.2,7.6,81.8,0.7,0.8,88.9,FW
1740,Jordan Pefok,11.9,2024-2025,28,us USA,2 Teams,2 Comps,25,1288,14.3,16,9,2,0.1,0.1,0.1,0.1,0,0,0,11.9,16.8,71,1.2,0.8,0.2,0,1.1,143.7,27,7.6,9.8,77.9,2.3,3.5,66,0.5,0.7,70,FW
1741,Artem Dovbyk,11.9,2024-2025,27,ua UKR,Roma,it Serie A,32,2418,26.9,27,5,3,0.4,0.1,0.5,0.4,0.1,0.1,0,11.9,16.1,74.1,0.9,0.6,0.1,0,0.6,130.8,16.1,7.9,10.2,77.1,2.3,3,77.5,0.2,0.2,83.3,FW
1742,Gaetano Oristanio,11.9,2024-2025,21,it ITA,Venezia,it Serie A,37,2315,25.7,29,8,1,0.1,0.1,0.2,0.1,0,0,0,11.9,17.2,69.3,1.3,1.2,0.9,0.3,2.5,193.8,54.3,6.1,7.6,80.1,4.1,5.7,71.4,1.2,1.9,60,"FW,MF"
1743,Casper Tengstedt,11.9,2024-2025,24,dk DEN,Hellas Verona,it Serie A,25,1517,16.9,20,5,4,0.4,0.1,0.4,0.3,0.1,0.1,0,11.9,17.7,67.4,0.7,0.7,0.5,0.1,1.7,170.6,31.3,6.5,8.2,78.4,3.7,5.5,68.5,0.8,1.8,46.7,FW
1744,Joel Pohjanpalo,11.8,2024-2025,29,fi FIN,Venezia,it Serie A,20,1603,17.8,19,1,0,0.3,0,0.3,0.2,0.2,0.2,0.1,11.8,19.7,60.3,0.8,1.4,0.4,0,1.6,168.7,41.4,6.6,9.9,67,3.4,5.8,58.7,0.8,1.6,48.3,FW
1745,Caleb Ekuban,11.7,2024-2025,30,gh GHA,Genoa,it Serie A,18,555,6.2,3,15,0,0.2,0.5,0.6,0.2,0,0,0,11.7,17.4,67.3,1.3,1,0.2,0,1.3,167,29.4,6.3,9.1,69.6,4.4,5.8,75,0.3,1,33.3,FW
1746,Tammy Abraham,11.6,2024-2025,26,eng ENG,2 Teams,it Serie A,29,1184,13.2,12,17,7,0.2,0.3,0.5,0.2,0.1,0.2,0.1,11.6,17,68.3,1.1,1.1,0.8,0,2.1,152,43,7.1,9.5,75.2,3.5,5.7,61.3,0.3,0.5,57.1,FW
1747,Álvaro Rodríguez,11.6,2024-2025,20,uy URU,Getafe,es La Liga,22,852,9.5,7,15,8,0.2,0,0.2,0.2,0,0,0,11.6,25.2,46,0.5,1.6,0.2,0.1,1.4,158,36.3,7.5,12.9,58.2,3.2,7.4,42.9,0.4,1.3,33.3,FW
1748,Álvaro djaló,11.6,2024-2025,24,es ESP,Athletic Club,es La Liga,17,659,7.3,7,10,12,0.1,0,0.1,0.1,0,0,0,11.6,17.5,66.4,0.5,0.8,0.8,0.5,1.8,178,45.8,6.8,8.5,80.6,3.6,6.1,57.8,1.1,1.8,61.5,FW
1749,Junior Adamu,11.5,2024-2025,23,at AUT,Freiburg,de Bundesliga,25,1545,17.2,19,6,5,0.1,0.1,0.2,0.1,0,0,0,11.5,18.2,63.5,1,0.4,0.5,0,0.8,138.4,18.4,7.2,10.5,68.9,2.8,4.1,68.6,0.1,0.3,33.3,FW
1750,Mostafa Mohamed,11.5,2024-2025,26,eg EGY,Nantes,fr Ligue 1,30,1252,13.9,11,19,0,0.4,0,0.4,0.4,0,0,0,11.5,17.8,64.8,0.4,1.2,0.4,0,1.4,176.9,46.5,6.4,9.1,70.1,3.6,4.7,76.9,1,1.6,63.6,FW
1751,Randy Nteka,11.5,2024-2025,26,ao ANG,Rayo Vallecano,es La Liga,24,1129,12.5,16,8,9,0.2,0,0.2,0.2,0,0,0,11.5,17.8,64.6,0.7,0.4,0.2,0,0.6,146.2,18.3,7.5,9.8,76.4,3.1,5.2,60,0.2,0.5,50,FW
1752,Abdón Prats,11.4,2024-2025,31,es ESP,Mallorca,es La Liga,24,456,5.1,3,21,8,0.4,0,0.4,0.2,0.2,0.2,0,11.4,17.2,66.7,0.6,1,0.2,0,1.4,165.2,32.4,6.7,9.1,73.9,3.2,4.7,66.7,0.8,1.2,66.7,"FW,MF"
1753,Matthis Abline,11.4,2024-2025,21,fr FRA,Nantes,fr Ligue 1,34,2768,30.8,33,1,0,0.3,0.1,0.4,0.3,0,0,0,11.4,17.5,65.2,0.9,0.7,0.5,0.1,1.6,167.3,31.7,6,8.3,72.3,3.9,5.2,74.4,0.7,1.2,52.6,FW
1754,Rasmus Højlund,11.3,2024-2025,21,dk DEN,Manchester Utd,eng Premier League,32,2004,22.3,23,9,2,0.2,0,0.2,0.2,0,0,0,11.3,15.1,74.7,0.7,0.6,0.2,0,0.8,123.1,21.8,8.2,10.1,81,1.9,2.8,67.7,0.2,0.3,66.7,FW
1755,Roberto Férnandez,11.2,2024-2025,22,es ESP,Espanyol,es La Liga,19,1497,16.6,18,1,0,0.4,0,0.4,0.4,0,0,0,11.2,15.6,72.2,0.5,0.5,0.4,0,1,133.9,18.7,7.3,8.8,82.9,2.5,3.9,63.1,0.2,0.2,100,FW
1756,André Ayew,11.2,2024-2025,34,gh GHA,Le Havre,fr Ligue 1,27,1453,16.1,15,12,0,0.2,0.1,0.3,0.2,0,0,0,11.2,14.7,76.1,0.5,0.4,0.2,0,1.1,138.2,16.8,7,8.3,84.3,3.3,4.2,79.4,0,0.2,0,FW
1757,Romelu Lukaku,11.2,2024-2025,31,be BEL,Napoli,it Serie A,36,2843,31.6,35,1,0,0.4,0.3,0.8,0.3,0.1,0.1,0,11.2,15.7,71,1.1,0.5,0.3,0,1.1,139.5,20.9,6.8,8.6,79,2.9,4.1,71.9,0.3,0.6,57.9,FW
1758,Richarlison,11.1,2024-2025,27,br BRA,Tottenham,eng Premier League,15,504,5.6,4,11,2,0.7,0.2,0.9,0.7,0,0,0,11.1,18.4,60.2,0.7,1.4,0.7,0.4,2,167.3,50,5.5,8,68.9,3.4,5.7,59.4,1.1,1.6,66.7,FW
1759,Anastasios Douvikas,11,2024-2025,24,gr GRE,2 Teams,2 Comps,33,1280,14.2,12,21,3,0.4,0.2,0.6,0.4,0,0,0,11,15,73.7,0.8,0.6,0.1,0,0.8,146.1,20.9,6.7,8.2,81.9,3.2,4,78.9,0.5,0.6,77.8,FW
1760,George Ilenikhena,10.9,2024-2025,17,ng NGA,Monaco,fr Ligue 1,23,717,8,6,17,5,0.4,0.3,0.6,0.4,0,0,0,10.9,15.2,71.9,1.1,0.4,0.4,0,1.3,140.2,24.1,7.2,9.8,73.1,2.6,2.8,95.5,0.4,0.4,100,FW
1761,Mika Biereth,10.9,2024-2025,21,dk DEN,Monaco,fr Ligue 1,16,1228,13.6,16,0,1,1,0.1,1.1,0.9,0.1,0.1,0.1,10.9,17.7,61.8,1.6,0.8,1.2,0.1,1.8,151.1,39,6.2,9.6,64.9,3.5,5,70.6,0.5,0.6,87.5,FW
1762,Cyle Larin,10.9,2024-2025,29,ca CAN,Mallorca,es La Liga,32,1764,19.6,21,11,4,0.4,0.1,0.5,0.3,0.1,0.1,0,10.9,16.2,67.5,0.4,0.6,0.2,0,1,135.5,20.4,7.1,9.2,76.8,2.7,4.3,62.4,0.3,0.5,66.7,FW
1763,Mateo Pellegrino,10.9,2024-2025,23,ar ARG,Parma,it Serie A,13,737,8.2,8,5,2,0.4,0.1,0.5,0.4,0,0,0,10.9,20,54.3,0.6,1.3,0.7,0.1,1.8,185.6,51.7,5.6,8.8,63.9,3.1,6.1,50,1.6,2.4,65,FW
1764,Samuel Essende,10.7,2024-2025,26,cd COD,Augsburg,de Bundesliga,30,1636,18.2,21,9,1,0.4,0.1,0.5,0.4,0,0,0,10.7,16.6,64.8,0.6,0.6,0.3,0.1,1.2,139,23.7,6.3,8.5,74,3.2,4.9,65.2,0.3,0.4,62.5,FW
1765,Emanuel Emegha,10.7,2024-2025,21,nl NED,Strasbourg,fr Ligue 1,27,2293,25.5,27,0,0,0.5,0.1,0.7,0.5,0,0,0,10.7,13.3,80.3,0.7,0.2,0.2,0,0.5,132.4,13.6,6.8,8.4,81.3,2.8,3.1,91,0.2,0.3,71.4,FW
1766,Cédric Bakambu,10.6,2024-2025,33,cd COD,Betis,es La Liga,25,710,7.9,6,19,7,0.3,0.3,0.5,0.3,0,0,0,10.6,16,66.7,1,1.1,0.6,0,1.8,122.6,27.6,7.6,9.9,76.9,1.9,3.5,53.6,0.3,0.5,50,FW
1767,Ollie Watkins,10.6,2024-2025,28,eng ENG,Aston Villa,eng Premier League,38,2598,28.9,31,7,0,0.6,0.3,0.8,0.5,0.1,0.1,0,10.6,14.7,72.4,0.8,0.4,0.5,0,1.1,135.6,22.7,6.7,8.5,78,2.9,3.8,77.3,0.3,0.5,69.2,FW
1768,Santiago Giménez,10.6,2024-2025,23,mx MEX,Milan,it Serie A,14,669,7.4,7,7,0,0.7,0.3,0.9,0.7,0,0.1,0.1,10.6,13.2,80.6,0.8,0.7,0.3,0.1,0.8,129.4,22.7,6.3,7.4,85.5,3,3.8,78.6,0,0.1,0,FW
1769,Frank Magri,10.6,2024-2025,24,cm CMR,Toulouse,fr Ligue 1,31,1516,16.8,17,14,0,0.3,0.1,0.4,0.3,0,0,0,10.6,14.9,70.9,0.5,0.9,0.4,0.1,1.5,140.2,26,6.1,7.9,77.4,3.3,4.2,77.5,0.3,0.8,38.5,"FW,MF"
1770,Andrej Ilic,10.6,2024-2025,24,rs SRB,2 Teams,2 Comps,16,937,10.4,11,5,2,0.7,0,0.7,0.6,0.1,0.1,0,10.6,18.3,57.6,0.6,1.5,0,0,1.2,117.5,30.2,6.9,10,69.2,2.3,5,46.2,0.1,0.5,20,FW
1771,Dani Gómez,10.5,2024-2025,26,es ESP,Valencia,es La Liga,14,532,5.9,5,9,7,0.3,0,0.3,0.3,0,0,0,10.5,14,74.7,0.2,0.5,0.3,0,1,125.4,20.3,7.4,8.5,88,2.5,3.9,65.2,0,0,,FW
1772,Zakaria Aboukhlal,10.5,2024-2025,24,ma MAR,Toulouse,fr Ligue 1,26,1901,21.1,22,4,0,0.3,0.1,0.4,0.3,0,0.1,0,10.5,16.5,63.3,0.6,0.8,0.5,0.2,1,132,35.6,6.9,9.1,75.1,2.7,4.5,59.6,0.3,0.7,40,"MF,FW"
1773,Marcos André,10.5,2024-2025,27,br BRA,Valladolid,es La Liga,22,1188,13.2,14,8,13,0.1,0.2,0.2,0.1,0,0,0,10.5,15.9,65.7,0.7,1,0.2,0,1.2,178.6,29.9,6,7.8,76.7,3.2,4.9,64.6,1.1,1.4,77.8,FW
1774,Dominic Solanke,10.4,2024-2025,26,eng ENG,Tottenham,eng Premier League,27,2201,24.5,25,2,1,0.4,0.1,0.5,0.3,0,0,0,10.4,14.8,70.6,0.6,1.1,0.4,0,1.9,140.2,38.6,6.3,8.4,75.1,2.8,3.6,78.2,0.5,0.7,66.7,FW
1775,Christian Gytkjær,10.4,2024-2025,34,dk DEN,Venezia,it Serie A,29,754,8.4,6,23,9,0.2,0.1,0.4,0.1,0.1,0.1,0,10.4,18.7,55.4,0.8,0.6,0.4,0,0.6,125.8,20.5,7,11.6,60.8,2.3,3.8,59.4,0.5,0.8,57.1,FW
1776,Walid Cheddira,10.4,2024-2025,26,ma MAR,2 Teams,2 Comps,23,652,7.2,5,18,13,0.1,0.1,0.3,0.1,0,0,0,10.4,14.6,70.8,1,0.6,0.1,0,1.8,142,36.2,5.7,7.5,75.9,3.6,4.4,81.3,0.3,0.7,40,FW
1777,Vitor Roque,10.3,2024-2025,19,br BRA,Betis,es La Liga,22,1235,13.7,14,8,0,0.3,0,0.3,0.3,0,0,0,10.3,14.2,72.8,0.9,0.3,0.7,0.2,1.2,144.7,32.9,5.3,7,76,3.6,4.4,80.3,0.4,0.6,75,FW
1778,Jørgen Strand Larsen,10.3,2024-2025,24,no NOR,Wolves,eng Premier League,35,2587,28.7,30,5,0,0.5,0.1,0.6,0.5,0,0,0,10.3,15.9,64.6,0.7,0.7,0.1,0,1,132.8,24.2,6.3,8.8,71.7,2.5,3.9,65.2,0.5,0.7,70,FW
