,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1612,Dango Ouattara,16.5,2024-2025,22,bf BFA,Bournemouth,eng Premier League,32,2005,22.3,21,11,0,0.3,0.2,0.5,0.3,0,0,0,16.5,27.5,60,1.6,0.9,1.2,0.5,1.9,257,76.6,9.4,12.9,72.9,5.4,8.7,62.2,1.1,3,37.3,FW
1613,Maximilian Beier,16.5,2024-2025,21,de GER,Dortmund,de Bundesliga,29,1591,17.7,17,12,1,0.5,0.3,0.7,0.5,0,0,0,16.5,23.4,70.5,1.4,0.7,0.8,0.2,1.9,201.9,48.2,10.6,13.6,77.9,4,5.7,70,0.3,0.5,55.6,"FW,MF"
1614,Sergio Camello,16.4,2024-2025,23,es ESP,Rayo Vallecano,es La Liga,23,1134,12.6,14,9,2,0.2,0.2,0.4,0.2,0,0,0,16.4,20.9,78.7,1.5,1,0.6,0,2.1,227.7,35.9,10.1,12,84.1,4.8,5.8,83.6,0.6,0.7,77.8,FW
1615,Jorge de Frutos,16.4,2024-2025,27,es ESP,Rayo Vallecano,es La Liga,36,2495,27.7,30,6,0,0.2,0.1,0.3,0.2,0,0,0,16.4,24,68.3,1.1,0.8,1,0.5,1.6,228.4,57.8,10.2,12.6,81,4.6,6.7,67.9,0.8,1.7,46.8,"FW,MF"
1616,Thijs Dallinga,16.4,2024-2025,23,nl NED,Bologna,it Serie A,31,1154,12.8,11,20,7,0.2,0.2,0.4,0.2,0,0,0,16.4,22.9,71.7,0.9,1.1,0.3,0,1.3,229.6,35.1,9.4,12.2,77.1,4.8,6.8,71.3,0.9,1.1,78.6,FW
1617,Gonçalo Ramos,16.3,2024-2025,23,pt POR,Paris S-G,fr Ligue 1,22,1066,11.8,12,10,0,0.8,0.3,1.1,0.7,0.2,0.3,0.1,16.3,20.3,80.1,1.3,0.8,0.8,0,2,192.4,31,11,13.1,83.9,3.7,4.5,83,0.3,0.3,75,FW
1618,Ismaila Sarr,16.3,2024-2025,26,sn SEN,Crystal Palace,eng Premier League,38,2711,30.1,30,8,0,0.3,0.2,0.5,0.3,0,0,0,16.3,24.6,66,1.5,0.9,1.4,0.3,2.8,240.9,73.1,8.8,11.9,73.8,6.1,8.5,71.2,0.7,1.7,44,MF
1619,Yann Karamoh,16.3,2024-2025,26,fr FRA,Torino,it Serie A,29,1046,11.6,10,19,7,0,0.1,0.1,0,0,0,0,16.3,24.3,67,0.8,0.7,0.8,0.1,2.4,235,50.3,10,12.7,78.4,4.5,6.2,72.2,0.9,1.9,50,"MF,FW"
1620,Diogo Jota,16.3,2024-2025,27,pt POR,Liverpool,eng Premier League,26,1196,13.3,14,12,3,0.5,0.2,0.7,0.5,0,0,0,16.3,23.3,69.7,0.8,2.2,0.2,0.1,2.6,249.3,62.4,8.5,11.1,76.9,5.9,7.8,76,1,1.7,56.5,FW
1621,Peter González,16.2,2024-2025,22,do DOM,Getafe,es La Liga,17,477,5.3,2,15,21,0,0,0,0,0,0,0,16.2,24.7,65.6,0.8,0.2,0.9,0.6,1.1,224.9,65.5,8.9,11.5,77,5.7,8.3,68.2,0.6,1.7,33.3,"MF,FW"
1622,Jáder Durán,16.2,2024-2025,20,co COL,Aston Villa,eng Premier League,20,638,7.1,4,16,1,1,0,1,1,0,0,0,16.2,23,70.6,0.6,1.4,0.1,0,1.8,219.8,43.3,9.6,11.8,81,4.8,7.1,68,0.7,1.6,45.5,FW
1623,Marcus Thuram,16.2,2024-2025,26,fr FRA,Inter,it Serie A,32,2290,25.4,27,5,3,0.6,0.2,0.7,0.6,0,0,0,16.2,22,73.7,1.5,0.9,1.1,0.2,2.1,206.8,42.5,9.8,12.8,76.6,4.3,5.5,79.1,0.6,0.9,65.2,FW
1624,Jonathan Burkardt,16.2,2024-2025,24,de GER,Mainz 05,de Bundesliga,29,2109,23.4,28,1,0,0.8,0.1,0.9,0.7,0.1,0.1,0,16.2,22.3,72.5,0.9,1.1,0.7,0.2,1.8,267.2,36.4,8.4,11,76.4,5.4,6.7,81.4,1.6,2.2,71.2,FW
1625,Antoine Joujou,16.1,2024-2025,21,fr FRA,Le Havre,fr Ligue 1,26,943,10.5,9,17,2,0,0.2,0.2,0,0,0,0,16.1,24.9,64.8,1.4,0.8,1.4,1,1.7,237.3,65.6,8.9,12.2,72.7,5.1,8,63.1,1.1,2.2,52.2,"MF,FW"
1626,Oumar Diakité,16.1,2024-2025,20,ci CIV,Reims,fr Ligue 1,26,1628,18.1,20,6,3,0.2,0.1,0.3,0.2,0,0.1,0.1,16.1,19.6,82.2,0.6,1.2,0.7,0.1,2.4,227.9,38.2,8.6,10.1,84.7,5.5,6.4,87,0.6,0.7,84.6,FW
1627,Armindo Sieb,16.1,2024-2025,21,de GER,Mainz 05,de Bundesliga,27,762,8.5,5,22,7,0.2,0.2,0.5,0.2,0,0,0,16.1,23,69.7,0.9,1.4,0.9,0.2,2.1,214.3,64.3,9.1,11.5,79.4,5.4,7.8,69.7,0.4,0.8,42.9,"FW,MF"
1628,Issa Soumaré,16,2024-2025,23,sn SEN,Le Havre,fr Ligue 1,29,1902,21.1,21,8,1,0.2,0.2,0.4,0.2,0,0,0,16,26.2,61.2,1.3,0.8,0.8,0.2,2.1,238.1,56.7,8.8,12.3,71.8,5.1,8.1,62.8,1.1,2.6,41.8,"FW,MF"
1629,Phillip Tietz,16,2024-2025,27,de GER,Augsburg,de Bundesliga,34,1686,18.7,19,15,0,0.4,0.1,0.5,0.3,0.1,0.1,0,16,25.7,62.4,1.2,1,0.5,0.1,1.5,215.2,35.8,9.8,14,69.6,4.8,7.1,66.9,0.4,1,44.4,FW
1630,Abel Ruiz,16,2024-2025,24,es ESP,Girona,es La Liga,23,1346,15,17,6,4,0.3,0,0.3,0.2,0.1,0.1,0.1,16,18.2,87.9,0.5,0.9,0.3,0,1.5,241.2,32.1,9.3,10.1,92.1,5.5,5.9,94.3,1,1.5,68.2,FW
1631,Borja Iglesias,16,2024-2025,31,es ESP,Celta Vigo,es La Liga,37,1952,21.7,24,13,1,0.5,0.1,0.6,0.5,0,0,0,16,22.5,70.8,0.8,0.9,0.4,0,1.3,229.7,37.8,9,11.6,78.1,4.8,6.1,78.2,0.9,1.5,62.5,FW
1632,Sirlord Conteh,15.9,2024-2025,28,de GER,Heidenheim,de Bundesliga,29,892,9.9,4,25,4,0.1,0.1,0.2,0.1,0,0,0,15.9,22.6,70.5,1.4,1.7,0.6,0.2,1.9,242.3,57.2,9.4,13,72.1,4.3,5.3,81.1,1.3,2.3,56.5,"FW,MF"
1633,Borja Mayoral,15.9,2024-2025,27,es ESP,Getafe,es La Liga,24,1114,12.4,7,17,1,0.4,0.1,0.5,0.3,0.1,0.1,0,15.9,20.5,77.6,0.6,0.9,0.2,0,1.1,232.4,37.1,9.1,10.7,85,4.6,5.7,81.4,1.1,1.4,76.5,FW
1634,Junior Messias,15.8,2024-2025,33,br BRA,Genoa,it Serie A,17,847,9.4,8,9,4,0.1,0.1,0.2,0.1,0,0.1,0.1,15.8,24.9,63.7,0.9,2.4,0.9,0.2,3.4,277.4,95.3,8.2,10.4,78.6,5.2,8.5,61.3,2.1,3.9,54.1,"MF,FW"
1635,Albert Grønbaek,15.8,2024-2025,23,dk DEN,2 Teams,2 Comps,20,956,10.6,11,9,3,0.2,0.1,0.3,0.2,0,0,0,15.8,24.9,63.4,1.9,1,1.2,0,2.9,235.9,81.7,9.6,12.1,79.1,4.2,6.7,63.4,1.2,3.2,38.2,"FW,MF"
1636,Serhou Guirassy,15.8,2024-2025,28,gn GUI,Dortmund,de Bundesliga,30,2598,28.9,29,1,0,0.7,0.1,0.9,0.6,0.1,0.1,0,15.8,21.7,72.7,0.9,1,0.5,0,1.5,198.4,32.3,10.6,13,81.3,3.6,5.1,71.4,0.6,0.8,69.6,FW
1637,Javi Puado,15.8,2024-2025,26,es ESP,Espanyol,es La Liga,35,2974,33,35,0,0,0.4,0.1,0.5,0.2,0.2,0.2,0,15.8,20.5,76.8,0.7,1.1,0.5,0.1,2.3,241.8,43.9,8.2,9.8,83.9,5.8,6.9,83.8,1.1,2,53,"FW,MF"
1638,Tiago Tomás,15.7,2024-2025,22,pt POR,Wolfsburg,de Bundesliga,32,1884,20.9,23,9,1,0.3,0,0.3,0.3,0,0,0,15.7,22.7,69.3,1,1.6,0.6,0.1,2.4,237.8,68.7,8.6,11.2,76.6,5.6,7.9,71.5,1,1.8,52.6,"FW,MF"
1639,Mikael Ellertsson,15.7,2024-2025,22,is ISL,Venezia,it Serie A,36,2470,27.4,29,7,1,0.1,0.1,0.1,0.1,0,0,0,15.7,22.1,71,0.7,0.8,0.3,0,1.3,231.4,75.6,8.8,11,80.4,5.8,7.8,74.3,0.5,1.8,30,"DF,MF"
1640,Benjamin Šeško,15.7,2024-2025,21,si SVN,RB Leipzig,de Bundesliga,33,2380,26.4,30,3,0,0.5,0.2,0.7,0.4,0.1,0.1,0,15.7,23.2,67.6,0.7,0.9,0.3,0,1.7,194.1,43.3,10.1,13.5,75.3,3.6,5.4,65.3,0.5,0.8,61.9,"FW,MF"
1641,Unai Gómez,15.6,2024-2025,21,es ESP,Athletic Club,es La Liga,32,1284,14.3,14,18,4,0.1,0.2,0.3,0.1,0,0,0,15.6,21.4,73.1,0.7,1.4,0.1,0,1.6,240,47.9,8.1,10.2,79.5,5.5,7,79,1.3,2.5,52.8,"MF,FW"
1642,Benedict Hollerbach,15.6,2024-2025,23,de GER,Union Berlin,de Bundesliga,34,2540,28.2,30,4,0,0.3,0,0.4,0.3,0,0,0,15.6,23.9,65.4,0.9,0.9,0.8,0.1,2.4,214.5,50.6,9.4,11.8,79.6,4.2,6,70.4,1,2,48.2,"FW,MF"
1643,Juanmi,15.6,2024-2025,31,es ESP,2 Teams,es La Liga,24,940,10.4,10,14,10,0,0,0,0,0,0,0,15.6,19.8,78.7,0.8,0.5,0.5,0,1.1,209.4,39,10.9,12.7,85.7,3.2,3.8,82.5,1,1.1,83.3,"FW,MF"
1644,Eddie Nketiah,15.6,2024-2025,25,eng ENG,2 Teams,eng Premier League,29,1034,11.5,9,20,4,0.3,0.1,0.3,0.3,0,0,0,15.6,21,74.3,1.1,1,0.4,0,1.7,236.9,49,8.3,10.4,79.2,5.2,6.5,80,1.2,1.7,70,FW
1645,Benedikt Pichler,15.4,2024-2025,27,at AUT,Holstein Kiel,de Bundesliga,18,785,8.7,7,11,5,0.1,0.2,0.3,0.1,0,0,0,15.4,24.3,63.2,1.4,1.3,0.8,0.2,2.2,227.8,38.5,7.8,12.2,64.2,5.6,8.3,68.1,0.7,0.9,75,FW
1646,Victor Boniface,15.4,2024-2025,23,ng NGA,Leverkusen,de Bundesliga,19,1008,11.2,12,7,5,0.7,0.1,0.8,0.7,0,0.1,0.1,15.4,21.9,70.2,0.9,0.9,0.7,0.2,2.1,219,44.9,8.5,11.3,74.8,4.6,6.1,76.5,1.1,1.4,75,FW
1647,Patrik Schick,15.3,2024-2025,28,cz CZE,Leverkusen,de Bundesliga,31,1684,18.7,19,12,2,1.1,0,1.1,1.1,0.1,0.1,0,15.3,19.7,78,0.6,0.6,0.3,0,1.1,190.5,25.3,10.3,12.5,82.1,4,5.1,78.9,0.2,0.2,75,FW
1648,Ange-Yoan Bonny,15.3,2024-2025,20,fr FRA,Parma,it Serie A,37,2529,28.1,30,7,0,0.2,0.1,0.4,0.1,0.1,0.1,0,15.3,20.4,75.2,1.1,1.1,0.5,0.1,1.9,223.6,44.5,8,9.9,80.6,4.9,6.1,81.3,1,1.5,70.7,FW
1649,Tim Kleindienst,15.3,2024-2025,28,de GER,Gladbach,de Bundesliga,31,2737,30.4,31,0,0,0.5,0.2,0.8,0.5,0,0.1,0,15.3,25.2,60.9,1,1,0.7,0,2.1,214,53.1,9.3,13.4,68.9,4.5,7.1,63.9,0.8,1.4,55.8,FW
1650,Amin Sarr,15.2,2024-2025,23,se SWE,Hellas Verona,it Serie A,32,1907,21.2,25,7,4,0.2,0,0.2,0.2,0,0,0,15.2,21.7,70,1,1.2,0.8,0.1,1.9,200.7,38.1,9.2,11.8,77.9,4,5.5,72.4,0.7,1.1,65.2,FW
1651,Niclas Füllkrug,15.2,2024-2025,31,de GER,West Ham,eng Premier League,18,790,8.8,6,12,1,0.3,0.2,0.6,0.3,0,0,0,15.2,22.6,67.2,1.6,1.4,0.6,0,1.6,211,35.8,9.5,12.3,76.9,4,6.6,60.3,0.8,1.5,53.8,FW
1652,Daniel Mosquera,15.1,2024-2025,24,co COL,Hellas Verona,it Serie A,35,1375,15.3,12,23,2,0.3,0.1,0.4,0.3,0,0,0,15.1,21.9,68.7,0.8,1.4,0.3,0,1.6,188.4,35.6,9.9,13.3,74.4,3.7,4.8,75.7,0.3,0.8,33.3,FW
1653,Sekou Mara,15,2024-2025,22,fr FRA,Strasbourg,fr Ligue 1,25,768,8.5,7,18,7,0.1,0.1,0.2,0.1,0,0,0,15,21.7,69.2,0.6,1.1,0.2,0,1.3,206.1,36,8.7,11.1,77.9,5.3,7.3,72.6,0.2,0.6,40,"FW,MF"
1654,Koji Miyoshi,14.9,2024-2025,27,jp JPN,Bochum,de Bundesliga,15,464,5.2,6,9,6,0.2,0,0.2,0.2,0,0,0,14.9,25.2,59.2,1,1.9,0.8,0,2.9,235.9,81.9,7.4,9.1,80.9,5.8,8.5,68.2,0.8,2.7,28.6,"FW,MF"
1655,Fábio Silva,14.9,2024-2025,22,pt POR,Las Palmas,es La Liga,24,1866,20.7,22,2,0,0.5,0.1,0.6,0.4,0.1,0.1,0,14.9,22.5,66.3,0.8,0.6,0.7,0.1,1.3,200.1,34.2,8.7,12.1,72.4,4,6,66.4,0.8,1.4,55.2,FW
1656,Shavy Babicka,14.9,2024-2025,24,ga GAB,Toulouse,fr Ligue 1,30,1186,13.2,11,19,2,0.3,0.2,0.5,0.3,0,0,0,14.9,22.2,67.1,1,0.6,1,0.4,1.6,198.5,48.8,9,11.8,76.1,4.6,6.5,70.6,0.4,1.1,33.3,"MF,FW"
1657,Wes Burns,14.9,2024-2025,29,wls WAL,Ipswich Town,eng Premier League,18,926,10.3,12,6,3,0,0.1,0.1,0,0,0,0,14.9,24.6,60.5,1,0.8,0.8,0.7,0.8,234.8,58,8,9.9,80.4,5,7.6,65.4,1.4,3.5,38.9,"FW,DF"
1658,Florian Ayé,14.9,2024-2025,27,fr FRA,Auxerre,fr Ligue 1,26,575,6.4,4,22,8,0.3,0,0.3,0.3,0,0,0,14.9,20.2,73.6,0.5,0.6,0.3,0,1.1,193.1,24.1,9.9,12.5,78.8,3.4,4.5,75.9,0.5,0.6,75,FW
1659,Mikel Oyarzabal,14.8,2024-2025,27,es ESP,Real Sociedad,es La Liga,35,2250,25,28,7,2,0.4,0.1,0.5,0.2,0.2,0.2,0,14.8,20.2,73.5,0.6,0.8,0.4,0.1,1.1,196,33.5,9.4,11,85.5,4,5.3,74.4,0.4,0.9,47.8,FW
1660,Nelson Weiper,14.8,2024-2025,19,de GER,Mainz 05,de Bundesliga,23,704,7.8,7,16,6,0.4,0.3,0.6,0.4,0,0,0,14.8,22.1,67.1,1.3,1.5,0.6,0,1.7,199.6,43.3,9.1,12.4,73.2,3.5,5,69.2,0.9,1,87.5,"FW,MF"
1661,Marvin Pieringer,14.8,2024-2025,24,de GER,Heidenheim,de Bundesliga,31,2206,24.5,26,5,0,0.3,0.2,0.4,0.2,0.1,0.1,0,14.8,22.5,65.8,1.2,1.5,0.5,0,2.4,200.8,53,8.9,11.7,75.7,4.2,6.4,65,0.7,1.4,45.7,"FW,MF"
1662,Patrick Cutrone,14.8,2024-2025,26,it ITA,Como,it Serie A,33,2047,22.7,23,10,5,0.3,0.2,0.5,0.3,0,0,0,14.8,21,70.3,0.8,0.7,0.4,0.1,1.4,194.5,29.4,9.1,11.4,79.6,4.2,5.6,74.2,0.4,0.9,40,FW
1663,Evann Guessand,14.8,2024-2025,23,ci CIV,Nice,fr Ligue 1,33,2565,28.5,30,3,1,0.4,0.3,0.7,0.4,0,0,0,14.8,20.1,73.3,1.1,1.6,0.9,0.1,2.8,203.2,56.1,9,11.3,79.8,4.9,6.4,77,0.4,0.7,52.6,"FW,MF"
1664,Haris Tabakovic,14.7,2024-2025,30,ba BIH,Hoffenheim,de Bundesliga,22,821,9.1,6,16,8,0.3,0.1,0.4,0.3,0,0,0,14.7,23.3,62.9,1,0.9,0.2,0.1,0.8,183.3,29.9,9,13.7,65.6,4.1,6.4,63.8,0.2,0.2,100,FW
1665,Lukas Nmecha,14.6,2024-2025,25,de GER,Wolfsburg,de Bundesliga,19,467,5.2,3,16,1,0.6,0,0.6,0.6,0,0,0,14.6,22.9,63.9,0.6,0.4,1,0.2,1.2,188.5,36.4,9.8,14.5,68,3.7,5.2,70.4,0.4,0.8,50,"FW,MF"
1666,Jofre,14.6,2024-2025,23,es ESP,Espanyol,es La Liga,37,2165,24.1,26,11,0,0.1,0.1,0.2,0.1,0,0,0,14.6,21.8,67,1,0.7,0.6,0.4,2,222.5,59.1,8,9.8,81.4,5.2,7.8,66.8,0.9,2.1,43.1,"MF,FW"
1667,Breel Embolo,14.6,2024-2025,27,ch SUI,Monaco,fr Ligue 1,29,1841,20.5,19,10,5,0.3,0.2,0.5,0.3,0,0,0,14.6,21.1,69.2,1.6,1.1,1.1,0,2.7,212.5,55.1,8.4,11.7,71.7,4.8,5.9,81,0.8,1.4,58.6,"FW,MF"
1668,Gorka Guruzeta,14.6,2024-2025,27,es ESP,Athletic Club,es La Liga,36,1840,20.4,21,15,1,0.3,0.1,0.4,0.3,0,0,0,14.6,20.1,72.5,0.7,1.1,0.1,0,1.5,215.4,32,8.3,10.5,79.1,4.8,6.4,74.8,0.8,1.5,51.6,FW
1669,Santiago Pierotti,14.5,2024-2025,23,ar ARG,Lecce,it Serie A,36,1937,21.5,22,14,1,0.2,0.1,0.3,0.2,0,0,0,14.5,20.3,71.3,1.2,1.3,0.4,0.1,1.8,201.4,52.7,8.9,10.9,82.1,4.3,5.9,73.8,0.6,1,59.1,FW
1670,Ayoze Pérez,14.3,2024-2025,31,es ESP,Villarreal,es La Liga,30,1970,21.9,22,8,0,0.9,0.1,1,0.9,0,0,0,14.3,18.9,75.8,1.5,1.7,1,0.2,3.3,229.5,60.1,6.5,8,81.7,6.3,7.6,83.1,0.9,1.4,63.3,FW
1671,Antonio Sanabria,14.3,2024-2025,28,py PAR,Torino,it Serie A,26,1318,14.6,16,10,10,0.1,0.1,0.2,0.1,0,0.1,0.1,14.3,18.3,78.4,0.6,0.9,0.2,0,1.2,194.2,30.8,8.4,10.2,82,4.4,5.4,81,0.6,1,60,FW
1672,Mama Samba Baldé,14.2,2024-2025,28,gw GNB,2 Teams,fr Ligue 1,29,1182,13.1,12,17,0,0.2,0.2,0.4,0.2,0,0,0,14.2,19.7,72.2,1.2,1.1,0.4,0.2,1.8,218.1,47,6.9,9.3,73.8,4.6,5.9,79.2,1.4,1.8,79.2,FW
1673,Carles Pérez,14.2,2024-2025,26,es ESP,Getafe,es La Liga,27,1431,15.9,15,12,11,0.2,0,0.2,0.2,0,0,0,14.2,21.1,67.3,1.1,1.1,0.9,0.5,1.3,217.3,51.4,8.2,10.4,78.8,4.6,6.5,70.9,1,2.5,40,"MF,FW"
1674,Justin Njinmah,14.2,2024-2025,23,de GER,Werder Bremen,de Bundesliga,26,952,10.6,10,16,1,0.3,0.2,0.5,0.3,0,0,0,14.2,23,61.7,1.1,0.8,0.9,0.3,2.2,203.9,49.3,8.8,12.3,71.5,3.6,5.8,62.3,1,1.5,68.8,"FW,MF"
1675,Michael Gregoritsch,14.1,2024-2025,30,at AUT,Freiburg,de Bundesliga,20,639,7.1,5,15,8,0.3,0.1,0.4,0.3,0,0,0,14.1,22.3,63.3,0.7,1.3,0.6,0,2.7,215.2,52.8,6.9,10,69,5.6,7.7,72.7,0.7,1.3,55.6,FW
1676,Che Adams,14,2024-2025,28,sct SCO,Torino,it Serie A,36,2652,29.5,30,6,1,0.3,0.1,0.4,0.3,0,0,0,14,18.9,74.3,0.9,1.1,0.2,0,1.4,221.6,40.2,7.5,9.6,78.1,4.5,5.7,79.8,1.3,1.8,69.8,FW
1677,Christantus Uche,14,2024-2025,21,ng NGA,Getafe,es La Liga,33,2486,27.6,30,3,0,0.1,0.2,0.4,0.1,0,0,0,14,21.4,65.4,1,1.3,0.6,0.1,1.8,183.9,45.8,9,11.9,75.6,3.7,5.7,64.3,0.4,1.2,37.5,"FW,MF"
1678,M'Bala Nzola,14,2024-2025,27,ao ANG,Lens,fr Ligue 1,21,1460,16.2,16,5,1,0.4,0.1,0.4,0.4,0,0,0,14,18.6,75.2,1.2,0.4,0.6,0,1.4,159,25.6,9.7,12.1,80.2,2.3,3.3,70.4,0.3,0.4,83.3,FW
1679,Koka,14,2024-2025,31,eg EGY,Le Havre,fr Ligue 1,16,851,9.5,10,6,0,0.3,0.1,0.4,0.2,0.1,0.1,0,14,17.9,78.1,0.5,0.8,0.2,0,1.3,220,30.9,6.8,8.4,81,4.7,5.9,78.6,1.3,1.7,75,FW
1680,Raúl,13.9,2024-2025,23,es ESP,Osasuna,es La Liga,32,750,8.3,5,27,2,0.5,0,0.5,0.5,0,0,0,13.9,20.2,69,0.4,1.3,0.1,0,1.9,181.2,26.3,8.9,11.2,79.6,4,5.3,75,0.4,1.3,27.3,"FW,MF"
1681,Santiago Castro,13.9,2024-2025,19,ar ARG,Bologna,it Serie A,36,2294,25.5,27,9,1,0.3,0.2,0.5,0.3,0,0,0,13.9,18.1,76.8,1.1,0.9,0.3,0,1.5,250.5,39,5.7,7,81,5.8,6.9,84.7,1.6,2.1,74.1,FW
1682,Yoane Wissa,13.9,2024-2025,27,cd COD,Brentford,eng Premier League,35,2919,32.4,34,1,0,0.6,0.1,0.7,0.6,0,0,0,13.9,18.1,76.5,0.8,1.4,0.4,0,2.1,200.1,49.9,8.8,10.2,85.8,3.8,5.1,74.7,0.9,1.5,57.1,FW
1683,Chuky san jose,13.8,2024-2025,20,es ESP,Valladolid,es La Liga,18,728,8.1,9,9,13,0.2,0,0.2,0.2,0,0,0,13.8,20.2,68.7,1,1.2,0.6,0.4,1.9,234.5,65.5,7.3,8.9,81.9,4.3,5.9,72.9,1.9,3.6,51.7,MF
1684,Loïs Openda,13.8,2024-2025,24,be BEL,RB Leipzig,de Bundesliga,33,2453,27.3,28,5,0,0.3,0.2,0.5,0.3,0,0,0,13.8,21.7,63.8,1,0.9,0.7,0,1.7,177.9,36.5,8.5,11.8,72.6,3.2,5.1,61.4,0.8,1.4,57.9,"FW,MF"
1685,Lorenzo Colombo,13.8,2024-2025,22,it ITA,Empoli,it Serie A,37,2233,24.8,26,11,0,0.2,0.1,0.3,0.2,0,0,0,13.8,20.5,67.5,0.8,1,0.5,0.1,1.9,205.1,44.6,7.5,9.7,76.8,4.1,6,68.9,1.1,2,56,"FW,MF"
1686,Valentín Castellanos,13.8,2024-2025,25,ar ARG,Lazio,it Serie A,29,2384,26.5,28,1,2,0.4,0.1,0.5,0.3,0.1,0.1,0,13.8,20.4,67.7,1,1.8,0.5,0.1,2.5,195.2,47.1,8,10.5,75.9,4.5,6.5,69.2,0.6,1.1,57.1,FW
1687,Max Moerstedt,13.8,2024-2025,,de GER,Hoffenheim,de Bundesliga,12,451,5,5,7,7,0,0,0,0,0,0,0,13.8,20.6,67,1.4,1,0.4,0,2,156.5,40.7,8,11.6,69,3.6,5.2,69.2,0.2,0.8,25,FW
1688,Alexander Bernhardsson,13.8,2024-2025,25,se SWE,Holstein Kiel,de Bundesliga,19,1263,14,15,4,1,0.5,0.1,0.6,0.5,0,0,0,13.8,22.7,60.5,1.2,1.1,0.7,0.3,2.4,225.5,76.7,6.6,9.3,71,5.3,8.1,64.9,1.1,3.1,36.4,"FW,MF"
