,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1576,Bobby De Cordova-Reid,17.5,2024-2025,31,jm JAM,Leicester City,eng Premier League,23,744,8.3,9,14,9,0.1,0.2,0.4,0.1,0,0,0,17.5,24.9,70.4,0.7,1.1,0.6,0,1.8,227.8,71,10.6,13.1,81.5,4.7,6.4,73.6,0.6,1.8,33.3,FW
1577,Coba da Costa,17.4,2024-2025,22,es ESP,Getafe,es La Liga,19,1006,11.2,12,7,11,0.1,0.1,0.2,0.1,0,0,0,17.4,27.1,64.4,0.8,1.3,0.9,0.6,1.4,264.1,63.3,9.3,12.9,72.2,5.2,7.7,67.4,1.6,3.1,51.4,"MF,FW"
1578,Noah Okafor,17.4,2024-2025,24,ch SUI,2 Teams,it Serie A,15,454,5,5,10,14,0.2,0,0.2,0.2,0,0,0,17.4,24.2,72.1,1.4,1.2,1.6,0.6,2.6,309.1,62.8,7.9,10.7,74.1,7.7,9.9,78,1.6,2.6,61.5,FW
1579,Philipp Hofmann,17.4,2024-2025,31,de GER,Bochum,de Bundesliga,32,2277,25.3,27,5,0,0.1,0.1,0.2,0.1,0,0,0,17.4,27.4,63.5,1,1.6,0.4,0,2.1,261,56,9.4,13.1,72,6.2,10,61.7,0.9,1.7,52.3,FW
1580,Jaime Mata,17.4,2024-2025,35,es ESP,Las Palmas,es La Liga,30,656,7.3,4,26,6,0,0,0,0,0,0,0,17.4,25.7,67.9,0.4,1.1,0.4,0.1,1.4,249.3,38.7,10.4,13.9,75.2,5.1,7.1,71.2,1,1.8,53.8,"FW,MF"
1581,Moses Simon,17.4,2024-2025,29,ng NGA,Nantes,fr Ligue 1,32,2609,29,31,1,0,0.3,0.3,0.6,0.1,0.1,0.1,0,17.4,28.1,62,1.9,0.9,1.4,0.8,2,306.9,86.9,8,10.2,79,7,10.6,66.7,1.9,4.9,39.7,"FW,MF"
1582,Pontus Almqvist,17.4,2024-2025,25,se SWE,Parma,it Serie A,29,1112,12.4,10,19,7,0.1,0.1,0.2,0.1,0,0,0,17.4,24,72.4,0.8,0.3,0.3,0.1,1,223.2,40.8,12.1,14.9,81.5,3.7,5.3,70.8,0.6,1,58.3,"FW,MF"
1583,Lucas Tousart,17.3,2024-2025,27,fr FRA,Union Berlin,de Bundesliga,15,561,6.2,6,9,11,0,0.2,0.2,0,0,0,0,17.3,26,66.7,0.5,1.1,0.6,0,2.9,252.4,90,10.9,13.8,79.1,4.8,7.5,63.8,1,2.6,37.5,MF
1584,Alfon,17.3,2024-2025,25,es ESP,Celta Vigo,es La Liga,26,1371,15.2,14,12,9,0.3,0.1,0.5,0.3,0,0,0,17.3,24.7,69.8,1.6,0.5,0.5,0.1,1.4,252.3,34.2,9.6,10.8,88.5,6.2,8.7,71.2,0.7,1.8,40.7,"FW,MF"
1585,Alexandre Lacazette,17.2,2024-2025,33,fr FRA,Lyon,fr Ligue 1,30,2051,22.8,24,6,0,0.7,0.1,0.7,0.4,0.2,0.3,0,17.2,24,71.8,1.1,1.5,1.1,0.2,2.9,228.2,59.3,11,13.8,79.6,4.1,5.9,69.4,0.8,1.5,54.3,FW
1586,Jens Odgaard,17.2,2024-2025,25,dk DEN,Bologna,it Serie A,29,1952,21.7,24,5,3,0.3,0,0.3,0.3,0,0,0,17.2,23.1,74.8,0.7,1.6,0.7,0.1,2.3,254.7,63.9,9.9,11.2,88.4,5.9,8,73.4,0.9,1.8,52.6,"MF,FW"
1587,Rafa Mir,17.2,2024-2025,27,es ESP,Valencia,es La Liga,20,753,8.4,5,15,3,0.1,0.2,0.4,0.1,0,0,0,17.2,23.9,72,0.5,1.8,0.5,0.2,2.4,265.8,47.9,9.1,11.2,80.9,6.1,7.5,81,1.3,2.5,52.4,"FW,MF"
1588,Sebastiano Esposito,17.2,2024-2025,22,it ITA,Empoli,it Serie A,33,2331,25.9,27,6,1,0.3,0,0.3,0.3,0,0.1,0,17.2,28.5,60.2,1.4,2.2,1.2,0.2,3.6,265.2,104.5,8.8,12,73.5,5.2,8.1,64.1,1.8,4.1,44.8,"FW,MF"
1589,Lasse Rosenboom,17.1,2024-2025,22,de GER,Holstein Kiel,de Bundesliga,26,1734,19.3,21,5,8,0.1,0.1,0.2,0.1,0,0,0,17.1,26.2,65.1,0.7,1.9,0.4,0.2,1.8,315.5,116.7,7,9.1,76.6,8,11.1,72,1.9,3.8,49.3,DF
1590,Assane Diao,17.1,2024-2025,18,sn SEN,2 Teams,2 Comps,25,1529,17,16,9,8,0.5,0.2,0.7,0.5,0,0,0,17.1,21.8,78.4,0.9,0.9,0.8,0.1,2.2,231.7,49.3,10.9,12.7,86,4.8,5.4,88,0.6,0.9,66.7,"FW,MF"
1591,Hugo Ekitike,17.1,2024-2025,22,fr FRA,Eint Frankfurt,de Bundesliga,33,2563,28.5,31,2,0,0.5,0.3,0.8,0.5,0,0.1,0.1,17.1,22.6,75.5,1.5,0.8,1.1,0.1,1.9,225.2,41.8,11,13.2,82.8,4.1,5.4,76.1,0.7,1.2,61.8,FW
1592,Giorgos Masouras,17.1,2024-2025,30,gr GRE,Bochum,de Bundesliga,14,1055,11.7,12,2,0,0.2,0.1,0.3,0.2,0,0,0,17.1,24.2,70.4,0.9,0.9,0.6,0.3,1.6,233.7,58.7,11.5,14.2,80.8,4.4,6,72.9,0.9,1.7,50,"FW,MF"
1593,Yankuba Minteh,17,2024-2025,20,gm GAM,Brighton,eng Premier League,32,1838,20.4,20,12,1,0.3,0.2,0.5,0.3,0,0,0,17,27.3,62.5,1.4,0.7,1.8,0.4,2.4,270.8,90.2,9.8,12.6,77.8,5.2,8.4,62.2,1.5,3.3,46.3,"FW,MF"
1594,Gaëtan Laborde,17,2024-2025,30,fr FRA,Nice,fr Ligue 1,28,1829,20.3,20,8,0,0.5,0.2,0.7,0.3,0.2,0.2,0,17,24.5,69.6,1.3,1.3,0.6,0.1,2,227.7,45.1,10.3,13.2,78.4,4.6,6.9,66.7,0.7,1.5,50,FW
1595,Stoichkov,17,2024-2025,30,es ESP,Alavés,es La Liga,16,699,7.8,6,10,4,0,0.1,0.1,0,0,0,0,17,27.6,61.7,0.9,2.1,1.3,0.1,3.3,278.2,89.7,7.9,10.6,74.4,6.4,9.4,68.5,1.8,4.2,42.4,"MF,FW"
1596,Nathan Tella,17,2024-2025,25,ng NGA,Leverkusen,de Bundesliga,27,1359,15.1,17,10,3,0.1,0.3,0.4,0.1,0,0,0,17,22.7,74.6,1.2,1,0.7,0.1,1.5,228.6,39.9,10.7,12.4,86.6,4.9,6.1,80.4,0.5,1.3,42.1,"MF,FW"
1597,Alexander Isak,16.9,2024-2025,24,se SWE,Newcastle Utd,eng Premier League,34,2756,30.6,34,0,0,0.8,0.2,0.9,0.6,0.1,0.1,0,16.9,22.5,75.3,1.3,1.1,1,0,2.9,242.8,53.7,10,11.9,84.1,5.3,6.8,78.7,0.8,1.4,61.9,FW
1598,Abdallah Sima,16.8,2024-2025,23,sn SEN,Brest,fr Ligue 1,27,1238,13.8,14,13,1,0.5,0.1,0.7,0.5,0,0,0,16.8,24.1,69.6,0.9,0.9,0.4,0.1,1.7,228.3,48,10.3,13.3,77.6,5.2,7.6,68.6,0.6,0.7,80,"FW,MF"
1599,Tomáš Suslov,16.7,2024-2025,22,sk SVK,Hellas Verona,it Serie A,31,2080,23.1,27,4,0,0,0,0,0,0,0,0,16.7,22.9,73.2,1.2,1.7,1,0.1,3.5,320.4,87.3,7.3,8.6,85.4,6.3,7.8,80.7,2.7,4.8,56.8,"MF,FW"
1600,Adam Hložek,16.7,2024-2025,22,cz CZE,Hoffenheim,de Bundesliga,27,1871,20.8,22,5,0,0.4,0.2,0.6,0.4,0,0,0,16.7,24.4,68.5,1,1.8,0.9,0.2,3.3,257.4,62.6,8.5,11.5,73.8,6.1,8.1,75,1.1,2,54.8,"FW,MF"
