Rk,Player,Season,Age,Nation,Team,Comp,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges Tkl,ChallengesAtt,Challenges Tkl%,Challenges Lost,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Pos
136,Haris Belkebla,2024-2025,30,dz ALG,Angers,fr Ligue 1,2.8,1.9,1.9,0.8,0.2,1.3,2.3,57.8,1,1.5,0.5,1.1,1.8,4.6,2.3,0.1,MF
137,Hicham Boudaoui,2024-2025,24,dz ALG,Nice,fr Ligue 1,2.8,1.9,1,1.4,0.4,1.1,2,58.5,0.8,1.5,0.4,1.1,0.8,3.6,1.7,0,MF
138,Elisha Owusu,2024-2025,26,gh GHA,Auxerre,fr Ligue 1,2.8,1.6,1.1,1.5,0.2,1.2,1.8,64.6,0.7,1.3,0.3,0.9,1.6,4.4,1.3,0,MF
139,Lilian Raolisoa,2024-2025,24,fr FRA,Angers,fr Ligue 1,2.8,1.6,1.6,0.9,0.3,1.2,2.6,44.7,1.4,0.8,0.1,0.6,1,3.8,3.1,0,"DF,FW"
140,Jean-Daniel Akpa-Akpro,2024-2025,31,ci CIV,Monza,it Serie A,2.8,1.7,1.4,1.3,0.1,0.8,2,42.9,1.1,1.8,0.6,1.2,1.2,4,1.5,0.1,MF
141,Yeremi Pino,2024-2025,21,es ESP,Villarreal,es La Liga,2.8,1.5,0.9,1.5,0.4,1.5,3,49.2,1.5,1.8,0.1,1.6,0.4,3.2,0.8,0,"MF,FW"
142,Jaden Philogene Bidace,2024-2025,22,eng ENG,2 Teams,eng Premier League,2.8,1.3,1.1,1.5,0.2,1.3,2.3,57.1,1,1.8,0.1,1.7,1.5,4.2,1.2,0.2,"FW,MF"
143,Kamory Doumbia,2024-2025,21,ml MLI,Brest,fr Ligue 1,2.8,2,1.2,1.2,0.5,1,2.1,45.2,1.2,1.2,0.1,1.1,1.9,4.7,0.9,0.1,"MF,FW"
144,Nicol·s Valentini,2024-2025,23,ar ARG,2 Teams,it Serie A,2.8,1.8,1.8,1,0.1,1.6,2.5,64.5,0.9,1.2,0.6,0.6,1.2,4,7.7,0,DF
145,Tanguy Ndombele,2024-2025,27,fr FRA,Nice,fr Ligue 1,2.8,1.8,0.8,1.7,0.3,1,1.6,60,0.6,0.7,0,0.7,1.1,3.9,0.7,0,MF
146,Senny Mayulu,2024-2025,18,fr FRA,Paris S-G,fr Ligue 1,2.8,1.8,0.9,1.6,0.3,0.9,1.6,57.1,0.7,0.9,0.3,0.6,0.6,3.3,1.3,0,MF
147,Djibril SidibÈ,2024-2025,32,fr FRA,Toulouse,fr Ligue 1,2.8,1.5,1.5,0.9,0.4,1.3,2.1,62,0.8,0.5,0.1,0.3,0.9,3.6,2.7,0,DF
148,Ashley Young,2024-2025,39,eng ENG,Everton,eng Premier League,2.8,1.6,1.2,1.2,0.4,1.7,2.7,61.4,1.1,0.7,0.2,0.5,1.2,4,3.1,0.1,DF
149,Sergi Altimira,2024-2025,22,es ESP,Betis,es La Liga,2.8,1.7,0.8,1.7,0.3,1.6,2.7,60,1.1,1.3,0,1.2,1.1,3.9,2,0.1,MF
150,NicolÚ Rovella,2024-2025,22,it ITA,Lazio,it Serie A,2.8,1.7,1.3,1.3,0.2,1.4,2.6,51.9,1.3,0.6,0.1,0.5,1.6,4.3,1.5,0.1,MF
151,Ali Abdi,2024-2025,30,tn TUN,Nice,fr Ligue 1,2.8,1.6,1.2,0.9,0.7,1.8,2.8,65.1,1,1.3,0.4,0.9,1.3,4.1,2.4,0,"DF,MF"
152,Azor Matusiwa,2024-2025,26,nl NED,Rennes,fr Ligue 1,2.8,1.7,1.4,1.3,0.1,1.4,1.9,74.4,0.5,1.3,0.4,0.8,1.5,4.2,2.3,0,MF
153,Juan Bernat,2024-2025,31,es ESP,2 Teams,es La Liga,2.8,2,1.6,0.6,0.6,1.1,1.7,64.7,0.6,1.2,0.4,0.8,0.3,3.1,1.6,0,"DF,MF"
154,Alejandro FrancÈs,2024-2025,21,es ESP,Girona,es La Liga,2.8,1.8,1.7,1,0.1,2.1,3.1,70,0.9,1.3,0.6,0.7,1.3,4.1,4,0,DF
155,Louis Leroux,2024-2025,18,fr FRA,Nantes,fr Ligue 1,2.8,2,1.1,1.3,0.3,1.8,2.4,72.7,0.7,2.4,0.2,2.2,0.9,3.6,2.1,0.1,"MF,DF"
156,Mateus Fernandes,2024-2025,20,pt POR,Southampton,eng Premier League,2.8,1.5,1.4,0.9,0.5,1,2.2,45.8,1.2,1.3,0.2,1.1,0.9,3.6,1.1,0.2,MF
157,Trent Alexander-Arnold,2024-2025,25,eng ENG,Liverpool,eng Premier League,2.7,1.9,1.7,0.7,0.3,1.9,4,46.7,2.1,1,0.3,0.6,1.2,3.9,2.1,0.2,DF
158,Dario Essugo,2024-2025,19,pt POR,Las Palmas,es La Liga,2.7,2.1,1.3,1.2,0.2,1.3,2.1,60.9,0.8,1.3,0.5,0.8,2,4.7,2.2,0.3,MF
159,Jordan Amavi,2024-2025,30,fr FRA,Brest,fr Ligue 1,2.7,1.9,1.1,1.3,0.3,1.7,2.4,71.4,0.7,1.1,0.2,0.9,0.8,3.5,2.1,0,DF
160,Lucas Tousart,2024-2025,27,fr FRA,Union Berlin,de Bundesliga,2.7,1.4,1,1.4,0.3,0.8,1.9,41.7,1.1,1.8,0.6,1.1,1.1,3.9,4.3,0,MF
161,Aleksandar Sedlar,2024-2025,32,rs SRB,AlavÈs,es La Liga,2.7,1.5,1.1,1.7,0,1.2,1.5,80,0.3,0.3,0.2,0.2,1.5,4.2,3.6,0.2,DF
162,Sa˙l —Ìguez,2024-2025,29,es ESP,Sevilla,es La Liga,2.7,1.9,0.9,1.4,0.4,0.7,1.8,38.7,1.1,1.4,0.1,1.3,1.3,4,2,0,MF
163,Ruben Aguilar,2024-2025,31,fr FRA,Lens,fr Ligue 1,2.7,1.4,1.4,1,0.4,1.9,3.1,61.5,1.2,2,0.2,1.8,1,3.8,1.8,0,"DF,MF"
164,Nicolas Pallois,2024-2025,36,fr FRA,Nantes,fr Ligue 1,2.7,1.2,2,0.6,0.2,1.7,2.8,58.7,1.2,2.1,0.8,1.3,1.2,4,7.3,0.1,DF
165,Lesley Ugochukwu,2024-2025,20,fr FRA,Southampton,eng Premier League,2.7,1.3,0.9,1.6,0.2,1,2,50,1,1.5,0.5,0.9,0.8,3.5,1.3,0.1,MF
166,Khalil Fayad,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,2.7,1.4,1.1,1.5,0.2,1.3,2.5,53.6,1.1,1.6,0.1,1.5,0.9,3.6,1.3,0.1,"MF,FW"
167,Daichi Kamada,2024-2025,27,jp JPN,Crystal Palace,eng Premier League,2.7,1.7,1.1,1.4,0.2,0.8,2.4,34.1,1.6,1.3,0.3,1,1,3.7,0.8,0,MF
168,Yasin Ayari,2024-2025,20,se SWE,Brighton,eng Premier League,2.7,1.5,0.7,1.4,0.6,1.2,2.6,46.4,1.4,1.1,0.3,0.8,0.9,3.6,1.2,0,MF
169,Antonee Robinson,2024-2025,26,us USA,Fulham,eng Premier League,2.7,1.7,1.6,0.9,0.2,1.3,2.7,47.4,1.4,1.2,0.3,1,1.8,4.5,3.8,0.1,DF
170,”scar ValentÌn,2024-2025,29,es ESP,Rayo Vallecano,es La Liga,2.7,2,1,1,0.7,1.6,3.7,43.4,2.1,1.8,0.4,1.4,1,3.7,2.5,0.1,MF
171,Nicol·s Tagliafico,2024-2025,31,ar ARG,Lyon,fr Ligue 1,2.7,1.8,1.1,1,0.5,1.4,2.3,60.4,0.9,1.2,0.3,0.9,1.7,4.4,2.6,0,DF
172,Stefan Bajcetic,2024-2025,19,es ESP,Las Palmas,es La Liga,2.7,1.3,1.2,1.2,0.3,1.1,2.6,42.9,1.5,2.3,0.4,2,1.4,4.1,2.4,0.1,"MF,DF"
173,Douglas,2024-2025,27,br BRA,Nantes,fr Ligue 1,2.7,1.6,1.1,1.2,0.4,1,1.7,59.1,0.7,2,0.4,1.6,1.2,3.9,1.8,0,MF
174,Emil Holm,2024-2025,24,se SWE,Bologna,it Serie A,2.7,1.7,1.3,1.1,0.2,1.6,2.5,64.5,0.9,1.5,0.3,1.2,0.8,3.5,4,0.1,DF
175,Francisco Perez,2024-2025,21,es ESP,Valencia,es La Liga,2.7,1.9,1.1,1.3,0.3,1.6,2.5,62.5,0.9,1.3,0.2,1.1,0.5,3.2,0.9,0,"FW,MF"
176,Gideon Mensah,2024-2025,26,gh GHA,Auxerre,fr Ligue 1,2.7,1.8,1.5,0.8,0.4,1.3,2.6,50,1.3,1.1,0.2,0.9,2,4.7,3.3,0,DF
177,Youssef Maleh,2024-2025,25,ma MAR,Empoli,it Serie A,2.7,1.4,1,1.4,0.3,1,2,50,1,1.5,0.4,1.1,1,3.6,1.5,0,MF
178,Kosta Nedeljkovi?,2024-2025,18,rs SRB,2 Teams,2 Comps,2.7,1.9,0.9,1.3,0.4,1.2,1.9,61.5,0.7,1,0.6,0.4,0.3,3,2.5,0,DF
179,Jo„o Palhinha,2024-2025,29,pt POR,Bayern Munich,de Bundesliga,2.7,1.9,0.8,1.5,0.4,1.5,2.1,68.8,0.7,1.7,0.1,1.6,0.5,3.2,1.2,0.1,MF
180,Geoffrey Kondogbia,2024-2025,31,cf CTA,Marseille,fr Ligue 1,2.7,1.7,1.4,1.2,0.1,1.2,1.5,79.4,0.3,1,0.3,0.8,1,3.7,2.9,0.2,"DF,MF"
181,Mateu Morey,2024-2025,24,es ESP,Mallorca,es La Liga,2.7,2.2,1.6,0.7,0.4,1.5,2.7,54.5,1.2,1.3,0,1.3,1.8,4.5,3.9,0.2,DF
182,Carlos Baleba,2024-2025,20,cm CMR,Brighton,eng Premier League,2.7,1.6,0.9,1.3,0.5,1.6,2.7,60,1.1,1.6,0.4,1.2,1.6,4.2,1.5,0,MF
183,Balthazar Pierret,2024-2025,24,fr FRA,Lecce,it Serie A,2.7,1.6,1.3,1.2,0.2,0.7,1.6,43.3,0.9,1,0.3,0.7,1,3.7,1.6,0.1,MF
184,James Garner,2024-2025,23,eng ENG,Everton,eng Premier League,2.7,1.8,1.4,1.1,0.1,1.4,2.3,58.5,1,1.1,0.2,0.9,1.3,4,2.1,0,"MF,DF"
185,Sael Kumbedi,2024-2025,19,fr FRA,Lyon,fr Ligue 1,2.6,1.3,1,1.2,0.4,1.3,1.9,70,0.6,1,0.3,0.8,0.8,3.4,3,0.1,DF
186,Djaoui CissÈ,2024-2025,20,fr FRA,Rennes,fr Ligue 1,2.6,1.4,1,1.2,0.5,1.3,2.1,61.5,0.8,2.3,0.3,2,1,3.7,0.9,0.1,MF
187,Tyrick Mitchell,2024-2025,24,eng ENG,Crystal Palace,eng Premier League,2.6,1.6,1.7,0.8,0.2,0.7,1.3,54.3,0.6,2,0.3,1.6,0.6,3.2,3.1,0.1,DF
188,Abel Bretones,2024-2025,23,es ESP,Osasuna,es La Liga,2.6,1.6,1.2,1.1,0.3,1.7,2.7,61.9,1,1.3,0.2,1.1,0.8,3.4,2.8,0.1,DF
189,Lamare Bogarde,2024-2025,20,nl NED,Aston Villa,eng Premier League,2.6,1.1,1.1,1.1,0.4,1.9,3,62.5,1.1,0.9,0.6,0.4,0.2,2.8,2.5,0,"DF,MF"
190,Yangel Herrera,2024-2025,26,ve VEN,Girona,es La Liga,2.6,1.6,1.2,1.1,0.3,1.2,2.4,50.8,1.2,1,0.3,0.6,1.2,3.9,2,0.1,MF
191,Boubakar KouyatÈ,2024-2025,27,ml MLI,Montpellier,fr Ligue 1,2.6,2,1.9,0.7,0,1.3,2.3,57.9,1,2,1.3,0.7,1.4,4,6.4,0,DF
192,Oscar H¯jlund,2024-2025,19,dk DEN,Eint Frankfurt,de Bundesliga,2.6,1.5,1,1.1,0.5,1,2,50,1,1.9,0.9,1,0.6,3.2,1.4,0.1,MF
193,Nicolas Pays,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,2.6,1.2,0.6,0.8,1.2,0.8,1.6,50,0.8,0.2,0,0.2,0.8,3.4,0.4,0,"FW,MF"
194,Stefan Lainer,2024-2025,31,at AUT,Gladbach,de Bundesliga,2.6,1.5,1.9,0.6,0.1,1.4,1.7,85.7,0.2,1.4,0.7,0.7,1.4,4,3.6,0,DF
195,Juanlu S·nchez,2024-2025,20,es ESP,Sevilla,es La Liga,2.6,1.8,1.5,0.8,0.4,1.8,3.1,59.3,1.3,1.4,0.1,1.3,0.9,3.5,1,0,"MF,DF"
196,Kieran Trippier,2024-2025,33,eng ENG,Newcastle Utd,eng Premier League,2.6,1.4,1.2,1,0.4,1.5,2.5,61.1,1,0.8,0.2,0.6,0.8,3.4,3.4,0,DF
197,Saöa Luki?,2024-2025,27,rs SRB,Fulham,eng Premier League,2.6,1.5,0.8,1.5,0.2,0.9,2.1,41.8,1.2,0.8,0.3,0.5,1.1,3.7,1.3,0,MF
198,Mikel Merino,2024-2025,28,es ESP,Arsenal,eng Premier League,2.6,1.6,0.4,1.5,0.7,1.1,2,55.6,0.9,1,0.3,0.7,0.9,3.5,1.5,0.1,"MF,FW"
199,William Smallbone,2024-2025,24,ie IRL,Southampton,eng Premier League,2.6,1.7,1.2,1.2,0.3,0.9,2.9,31.8,2,1,0,1,0.3,2.9,1.8,0.3,MF
200,Nikola Moro,2024-2025,26,hr CRO,Bologna,it Serie A,2.6,2,0.5,1.6,0.5,1.6,2.5,66.7,0.8,1.3,0.5,0.8,1,3.6,1.3,0,MF
201,Boubacar Kamara,2024-2025,24,fr FRA,Aston Villa,eng Premier League,2.6,1.1,1.5,0.9,0.2,1.5,2.9,51.8,1.4,1,0.4,0.6,1,3.6,2.7,0.2,MF
202,Konrad Laimer,2024-2025,27,at AUT,Bayern Munich,de Bundesliga,2.6,1.4,1,1.2,0.4,1.2,2.5,47.9,1.3,1.3,0.1,1.2,0.4,3,1.3,0.1,DF
203,Coba da Costa,2024-2025,22,es ESP,Getafe,es La Liga,2.6,1.2,0.8,1.4,0.4,1.2,2.3,50,1.2,2.1,0,2.1,0.7,3.3,0.9,0,"MF,FW"
204,Adam Obert,2024-2025,21,sk SVK,Cagliari,it Serie A,2.6,1.5,1,1.4,0.2,1.3,2.3,59.3,0.9,1.6,0.6,1,1.9,4.5,4,0.2,DF
205,Nicolas Cozza,2024-2025,25,fr FRA,2 Teams,2 Comps,2.6,1.8,1.5,0.8,0.3,1.4,2.1,66,0.7,1.1,0.4,0.7,1.1,3.7,3,0,"DF,MF"
206,Mohamed Kaba,2024-2025,22,fr FRA,Lecce,it Serie A,2.6,1.6,1.4,1,0.2,1.6,2,80,0.4,2.2,0.8,1.4,0.8,3.4,2,0.2,MF
207,Diego Rico,2024-2025,31,es ESP,Getafe,es La Liga,2.6,1.6,1.5,0.9,0.2,1.5,2.7,55.3,1.2,1.3,0.1,1.2,1.1,3.7,3.3,0.1,DF
208,Abdoulaye Niakhate Ndiaye,2024-2025,22,sn SEN,Brest,fr Ligue 1,2.6,1.7,1.9,0.6,0.1,1.3,2,67.6,0.6,1.5,0.9,0.6,0.6,3.2,7.6,0.2,DF
209,Marco Friedl,2024-2025,26,at AUT,Werder Bremen,de Bundesliga,2.6,1.7,1.5,1.1,0,1.6,2.7,57.6,1.2,1.7,1,0.7,1.4,4,5.4,0,DF
210,Rayan AÔt-Nouri,2024-2025,23,dz ALG,Wolves,eng Premier League,2.6,1.7,1.5,0.8,0.3,1.2,2,61.4,0.8,1.2,0.2,1,0.8,3.3,2.2,0.1,DF
211,Yassine Kechta,2024-2025,22,ma MAR,Le Havre,fr Ligue 1,2.6,1.5,1.4,0.9,0.3,1.4,3.3,42.3,1.9,1.1,0.1,1,1.1,3.7,1.4,0.1,"MF,FW"
212,Javi Gal·n,2024-2025,29,es ESP,AtlÈtico Madrid,es La Liga,2.6,1.6,1.6,0.8,0.3,1.3,2.5,51,1.2,0.7,0.2,0.5,0.6,3.2,2.4,0,DF
213,Jean-Eudes Aholou,2024-2025,30,ci CIV,Angers,fr Ligue 1,2.6,1.7,1.2,0.9,0.5,1,2.2,45.8,1.2,1.6,0.6,0.9,1.5,4.1,1.5,0,MF
214,Carlos Romero,2024-2025,22,es ESP,Espanyol,es La Liga,2.6,1.7,1.7,0.6,0.3,1.6,2.9,54.9,1.3,1.8,0.5,1.2,1.1,3.6,3.6,0,DF
215,CÈsar Azpilicueta,2024-2025,34,es ESP,AtlÈtico Madrid,es La Liga,2.6,1.4,1.2,0.9,0.4,1.7,2.4,73.9,0.6,1,0.2,0.8,0.5,3.1,3.3,0,DF
216,Fabio Carvalho,2024-2025,21,pt POR,Brentford,eng Premier League,2.6,1.8,0.8,0.8,1,1.2,2.6,46.2,1.4,1.2,0.2,1,0.6,3.2,0.4,0,"FW,MF"
217,Mikkel Damsgaard,2024-2025,24,dk DEN,Brentford,eng Premier League,2.6,1.4,0.8,0.9,0.8,1,2.5,38.3,1.5,1.2,0.1,1.1,0.8,3.4,1,0.1,"MF,FW"
218,Abakar Sylla,2024-2025,21,ci CIV,Strasbourg,fr Ligue 1,2.6,1.4,1.3,1,0.2,1.4,1.6,88.2,0.2,1.7,0.9,0.8,1,3.6,6,0,DF
219,Rocco Reitz,2024-2025,22,de GER,Gladbach,de Bundesliga,2.6,1.2,1.2,1.2,0.2,1.2,2.1,55.8,0.9,1.9,0.8,1.1,2.6,5.2,2.9,0.1,MF
220,Emerson Palmieri,2024-2025,29,it ITA,West Ham,eng Premier League,2.6,1.3,1.6,0.8,0.2,1.2,2,56.3,0.9,1.4,0.3,1,0.9,3.5,2.5,0,DF
221,Rodrigo Gomes,2024-2025,21,pt POR,Wolves,eng Premier League,2.6,1.7,1.6,1,0,1.3,2.3,57.1,1,0.9,0.1,0.8,0.8,3.3,2.2,0.1,"DF,FW"
222,Marcus Coco,2024-2025,28,fr FRA,Nantes,fr Ligue 1,2.6,2,1.4,0.9,0.3,1.5,2.9,51.6,1.4,1.5,0.5,1,1,3.6,4.4,0,DF
223,Warren Kamanzi,2024-2025,23,no NOR,Toulouse,fr Ligue 1,2.6,1.1,1.1,1.1,0.4,1.2,2.5,50,1.2,0.6,0.3,0.4,0.8,3.3,2.2,0,"DF,MF"
224,Patrick Dorgu,2024-2025,19,dk DEN,2 Teams,2 Comps,2.6,1.7,1.2,1.1,0.2,1.3,2.3,57.4,1,1.2,0.2,1,0.7,3.3,2.2,0.1,DF
225,Kalvin Phillips,2024-2025,28,eng ENG,Ipswich Town,eng Premier League,2.5,1.4,0.6,1.5,0.5,1.1,2.8,38.5,1.7,2.5,0.4,2.1,1.4,3.9,2.7,0.1,MF
226,Ylber Ramadani,2024-2025,28,al ALB,Lecce,it Serie A,2.5,1.4,1.2,1.3,0,1.6,2.6,63.5,0.9,1.3,0.4,0.8,1.2,3.7,1.3,0.1,MF
227,Edson ¡lvarez,2024-2025,26,mx MEX,West Ham,eng Premier League,2.5,1.4,1.4,0.8,0.4,0.9,1.8,48.6,0.9,1.2,0.4,0.8,0.9,3.5,2.3,0.1,MF
228,Carmona,2024-2025,22,es ESP,Sevilla,es La Liga,2.5,1.8,1.6,0.6,0.3,1.3,2.4,53.2,1.1,1.1,0.3,0.8,2.1,4.6,2.8,0.1,DF
229,Edoardo Bove,2024-2025,22,it ITA,2 Teams,it Serie A,2.5,1.8,0.7,1.5,0.3,1.5,3,50,1.5,1.3,0,1.3,0.6,3.2,0.8,0,"MF,FW"
230,Stefano Sabelli,2024-2025,31,it ITA,Genoa,it Serie A,2.5,1.4,1.2,1.1,0.3,0.9,2.3,38.5,1.4,1.2,0.3,0.9,1,3.5,2.8,0,DF
231,Leonidas Stergiou,2024-2025,22,ch SUI,Stuttgart,de Bundesliga,2.5,1.4,1,1.2,0.4,1.7,2,84.2,0.3,1.7,0.5,1.2,1.5,4,4.1,0,DF
232,Ben Johnson,2024-2025,24,eng ENG,Ipswich Town,eng Premier League,2.5,1.5,1.5,0.8,0.2,1.3,2.7,48.8,1.4,1.5,0.3,1.1,0.9,3.4,3.6,0.1,"DF,FW"
233,JÈrÈmy Jacquet,2024-2025,19,fr FRA,Rennes,fr Ligue 1,2.5,1.7,1.1,0.8,0.7,1.4,2.1,63.6,0.8,0.9,0.3,0.6,2.6,5.1,4.4,0.1,DF
234,Iglesias,2024-2025,26,es ESP,Getafe,es La Liga,2.5,1.5,1.3,1,0.2,1.4,2.8,51.1,1.4,1.5,0.2,1.2,1.6,4.1,4.1,0,DF
235,Lucas Oliveira Rosa,2024-2025,24,br BRA,Valladolid,es La Liga,2.5,1.6,1.9,0.5,0.1,1.7,2.4,68.6,0.8,1.1,0.4,0.7,1.3,3.9,3.3,0.1,DF
236,Christian N¯rgaard,2024-2025,30,dk DEN,Brentford,eng Premier League,2.5,1.6,1.2,1.1,0.2,1.5,2.6,59.3,1.1,1.7,0.6,1,1.6,4.1,2.2,0,MF
237,Oriol Romeu,2024-2025,32,es ESP,Girona,es La Liga,2.5,1.7,0.9,1.3,0.3,0.9,1.7,53.8,0.8,1.5,0.5,0.9,0.8,3.3,1.3,0.3,MF
238,Tommaso Pobega,2024-2025,25,it ITA,Bologna,it Serie A,2.5,1.5,0.9,1.1,0.5,1.7,2.3,73.3,0.6,1.2,0.3,0.9,1.1,3.6,1.2,0,MF
239,Lennard Maloney,2024-2025,24,us USA,2 Teams,de Bundesliga,2.5,1.4,1.4,0.9,0.2,1.7,2.7,62.5,1,1.3,0.2,1,1.6,4.1,4.7,0,MF
240,Christian Mawissa,2024-2025,19,fr FRA,Monaco,fr Ligue 1,2.5,1.7,1.6,0.8,0.1,1.6,2.6,59.1,1.1,1.5,0.4,1.1,1.6,4.1,2.9,0.1,DF
241,Luke Thomas,2024-2025,23,eng ENG,Leicester City,eng Premier League,2.5,2,1.9,0.4,0.2,1.7,3.3,51.2,1.6,1.2,0.5,0.7,1.7,4.2,4,0.1,DF
242,Strahinja Pavlovi?,2024-2025,23,rs SRB,Milan,it Serie A,2.5,1.5,1.5,0.9,0,1.4,2.4,58,1,0.8,0.3,0.5,0.8,3.3,4,0,DF
243,Timothy Castagne,2024-2025,28,be BEL,Fulham,eng Premier League,2.5,1.6,1.5,0.8,0.2,1.4,2.5,57.8,1,0.8,0.3,0.5,1.2,3.7,4.5,0,DF
244,Kilian Fischer,2024-2025,23,de GER,Wolfsburg,de Bundesliga,2.5,1.7,1.9,0.5,0.2,1.8,3.5,52.8,1.6,1.6,0.3,1.3,0.7,3.3,3.8,0.1,DF
245,Kobbie Mainoo,2024-2025,19,eng ENG,Manchester Utd,eng Premier League,2.5,1.6,1,0.8,0.8,1.3,2.2,60,0.9,0.9,0.1,0.8,1,3.5,0.8,0.1,MF
246,Bruno Fernandes,2024-2025,29,pt POR,Manchester Utd,eng Premier League,2.5,1.5,0.8,1.1,0.6,1,2.5,40,1.5,1,0.2,0.9,0.8,3.3,1,0.1,MF
247,Gleison Bremer,2024-2025,27,br BRA,Juventus,it Serie A,2.5,1.2,1.5,0.8,0.2,0.7,0.8,80,0.2,2.5,1.8,0.7,1,3.5,2.7,0,DF
248,Stanko Juri?,2024-2025,27,hr CRO,Valladolid,es La Liga,2.5,1.2,1.4,1,0.2,1,2.5,39.6,1.5,1.8,0.6,1.2,1.2,3.7,2.7,0,MF
249,Youri Tielemans,2024-2025,27,be BEL,Aston Villa,eng Premier League,2.5,1.7,1,1.3,0.2,1.2,2.2,54.8,1,1.1,0.5,0.7,0.7,3.2,1.4,0.1,MF
250,Valentin Rosier,2024-2025,27,fr FRA,LeganÈs,es La Liga,2.5,1.8,1.7,0.6,0.3,1.5,2.4,63.2,0.9,1.4,0.5,0.9,1.8,4.3,5.2,0.1,DF
251,DÈsirÈ DouÈ,2024-2025,19,fr FRA,Paris S-G,fr Ligue 1,2.5,1.6,0.8,1,0.7,1.2,2.7,47.1,1.4,1.4,0,1.4,0.7,3.2,0.4,0,"FW,MF"
252,Lucas Paquet·,2024-2025,26,br BRA,West Ham,eng Premier League,2.5,1.4,0.9,1.1,0.4,1,2.1,49.1,1.1,1.1,0.2,0.9,0.7,3.2,1.4,0.2,"MF,FW"
253,Ngal'Ayel Mukau,2024-2025,19,cd COD,Lille,fr Ligue 1,2.5,1.4,0.7,1.7,0.2,1.3,2.2,58.6,0.9,1.1,0,1.1,1.1,3.6,1.7,0,MF
254,Nahuel Molina,2024-2025,26,ar ARG,AtlÈtico Madrid,es La Liga,2.5,1.1,1.2,1.2,0.1,1.8,3.2,55.4,1.4,0.9,0.2,0.7,0.7,3.2,3,0,DF
255,Gavi,2024-2025,19,es ESP,Barcelona,es La Liga,2.5,1.7,0.8,1.2,0.4,1.2,2.2,57.7,0.9,1.2,0.1,1.1,0.8,3.3,0.6,0,"MF,FW"
256,Lucas Digne,2024-2025,31,fr FRA,Aston Villa,eng Premier League,2.5,1.5,1.5,0.6,0.3,1.7,2.5,66.7,0.8,0.9,0.2,0.7,1,3.4,3.4,0,DF
257,Joe Willock,2024-2025,24,eng ENG,Newcastle Utd,eng Premier League,2.5,1.4,1.2,1,0.2,1.5,2.6,58.1,1.1,2,0.5,1.5,0.5,3,0.6,0,"MF,FW"
258,RomÈo Lavia,2024-2025,20,be BEL,Chelsea,eng Premier League,2.5,1.5,0.6,1.5,0.5,1.1,2.4,47.6,1.2,0.7,0,0.7,1.8,4.3,1.1,0.1,MF
259,Enric Franquesa,2024-2025,27,es ESP,LeganÈs,es La Liga,2.5,1.3,1.3,0.9,0.3,1.3,1.9,69.2,0.6,1,0.1,0.9,0.7,3.2,1.8,0,"DF,FW"
260,¡lex MuÒoz,2024-2025,30,es ESP,Las Palmas,es La Liga,2.5,1.8,1.4,1,0.1,1.3,2.4,55.3,1.1,1.8,0.7,1.1,1,3.5,4.4,0,DF
261,Conor Gallagher,2024-2025,24,eng ENG,AtlÈtico Madrid,es La Liga,2.5,1.8,0.9,1,0.6,1.2,2.7,44.9,1.5,1.3,0.3,1,1.1,3.6,1.3,0,MF
262,Thomas Meunier,2024-2025,32,be BEL,Lille,fr Ligue 1,2.5,1.8,1.5,0.7,0.3,1.5,2.3,67.3,0.7,1,0.4,0.6,1.6,4.1,3,0,DF
263,IsmaÎl Bennacer,2024-2025,26,dz ALG,2 Teams,2 Comps,2.5,1.3,0.9,1.4,0.2,1.2,2.4,52,1.1,1,0.3,0.8,1.2,3.7,0.3,0.1,MF
264,Zeki «elik,2024-2025,27,tr TUR,Roma,it Serie A,2.5,1.5,0.8,1.2,0.4,0.9,1.7,53.5,0.8,1.1,0.4,0.8,0.6,3.1,3.4,0.1,DF
265,Michael Kayode,2024-2025,20,it ITA,2 Teams,2 Comps,2.5,1.6,1.8,0.7,0,1.2,1.8,69.2,0.5,0.8,0.1,0.7,1.2,3.7,3.6,0,DF
266,Riccardo Calafiori,2024-2025,22,it ITA,Arsenal,eng Premier League,2.5,1.7,1.4,0.9,0.2,1.6,2.7,62.1,1,1.1,0.5,0.5,0.8,3.3,2.3,0,DF
267,Lewis Holtby,2024-2025,33,de GER,Holstein Kiel,de Bundesliga,2.5,1.5,1.4,0.7,0.4,0.9,2,42.9,1.2,1,0.1,0.9,1.5,4,1.9,0.2,MF
268,Marcos Llorente,2024-2025,29,es ESP,AtlÈtico Madrid,es La Liga,2.5,1.9,1.4,1,0.1,1.3,2,65.5,0.7,1.1,0.3,0.9,1,3.4,1.8,0,"DF,MF"
269,Alidu Seidu,2024-2025,24,gh GHA,Rennes,fr Ligue 1,2.5,2,1.6,0.7,0.2,1.3,1.7,80,0.3,1.5,0.7,0.8,1.6,4,1.9,0,DF
270,Andrea Carboni,2024-2025,23,it ITA,Monza,it Serie A,2.5,1.4,1.6,0.7,0.2,1.4,2.2,66,0.7,1.3,0.7,0.6,1.1,3.6,4.4,0.2,DF
