Rk,Player,xG/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG/90,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos
1418,Jonathan Gradit,0,2024-2025,31,fr FRA,Lens,fr Ligue 1,25,2112,23.5,24,1,4,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.05,0.7,0,0,0.2,25,17.4,0,DF
1419,Daler Kuzyaev,0,2024-2025,31,ru RUS,Le Havre,fr Ligue 1,12,567,6.3,6,6,12,0.2,0,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.05,0.6,0.25,0.33,0.5,75,22.3,0,MF
1420,David López,0,2024-2025,34,es ESP,Girona,es La Liga,29,2429,27,27,2,9,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.07,0.4,0.08,0.33,0.1,25,15.9,0,DF
1421,Federico Baschirotto,0,2024-2025,27,it ITA,Lecce,it Serie A,38,3420,38,38,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.6,0.09,0.25,0.2,36.4,11.8,0,DF
1422,Juan Berrocal,0,2024-2025,25,es ESP,Getafe,es La Liga,19,1063,11.8,11,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.3,0,,0,0,11,0,DF
1423,Tom Krauß,0,2024-2025,23,de GER,Bochum,de Bundesliga,14,1077,12,13,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,-0.1,0.03,0.9,0,0,0.2,18.2,24.1,0,MF
1424,Brian Oliván,0,2024-2025,30,es ESP,Espanyol,es La Liga,17,1017,11.3,12,5,8,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.06,0.5,0,0,0.1,16.7,23.8,0.2,DF
1425,Mërgim Vojvoda,0,2024-2025,29,xk KVX,2 Teams,it Serie A,28,1822,20.2,20,8,2,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,0,0.07,0.4,0.11,1,0,11.1,19.5,0,DF
1426,Florent Hanin,0,2024-2025,34,dz ALG,Angers,fr Ligue 1,33,2672,29.7,31,2,1,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.09,0.4,0.09,1,0,9.1,21.2,0,DF
1427,Benjamin Bouchouari,0,2024-2025,22,ma MAR,Saint-Étienne,fr Ligue 1,25,1772,19.7,20,5,2,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.04,0.8,0.06,0.33,0.2,18.8,23.6,0,MF
1428,Maximilian Mittelstädt,0,2024-2025,27,de GER,Stuttgart,de Bundesliga,31,2469,27.4,28,3,1,0,0.3,0.3,0,0,0,0,0,0,0.2,0.2,0.3,0.2,0,0,0.1,0.04,0.8,0.05,0.25,0.1,19,23.6,0,DF
1429,Idrissa Gana Gueye,0,2024-2025,34,sn SEN,Everton,eng Premier League,37,3063,34,35,2,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.04,0.8,0,0,0.1,18.5,25.2,0,MF
1430,Ryan Gravenberch,0,2024-2025,22,nl NED,Liverpool,eng Premier League,37,3160,35.1,37,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.06,0.6,0,0,0.1,25,24.5,0,MF
1431,Nampalys Mendy,0,2024-2025,32,sn SEN,Lens,fr Ligue 1,10,588,6.5,7,3,15,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0.5,0,,0,0,23.5,0,MF
1432,Unai Núñez,0,2024-2025,27,es ESP,Athletic Club,es La Liga,10,645,7.2,7,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.1,0,,0,0,3.3,0,DF
1433,Jean-Daniel Akpa-Akpro,0,2024-2025,31,ci CIV,Monza,it Serie A,14,966,10.7,12,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.08,0.4,0,0,0.2,50,18,0,MF
1434,Leif Davis,0,2024-2025,24,eng ENG,Ipswich Town,eng Premier League,33,2743,30.5,32,1,0,0,0.1,0.1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,-0.1,0.06,0.5,0.06,0.5,0.1,12.5,19.8,0.1,DF
1435,Brooke Norton-Cuffy,0,2024-2025,20,eng ENG,Genoa,it Serie A,14,719,8,8,6,12,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.05,0.6,0,0,0.3,40,21.4,0,"DF,FW"
1436,Kalvin Phillips,0,2024-2025,28,eng ENG,Ipswich Town,eng Premier League,19,1237,13.7,14,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.8,0,0,0.1,18.2,24.3,0.2,MF
1437,Benjamin Pavard,0,2024-2025,28,fr FRA,Inter,it Serie A,23,1584,17.6,18,5,8,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.07,0.5,0,0,0.1,12.5,12.7,0,DF
1438,Valentin Rosier,0,2024-2025,27,fr FRA,Leganés,es La Liga,32,2595,28.8,28,4,2,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.06,0.5,0.07,0.25,0.1,28.6,18.7,0,DF
1439,Dario Essugo,0,2024-2025,19,pt POR,Las Palmas,es La Liga,27,1938,21.5,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.1,0.04,0.25,0.2,17.4,25.5,0,MF
1440,Iñigo Ruiz de Galarreta,0,2024-2025,30,es ESP,Athletic Club,es La Liga,26,1477,16.4,18,8,1,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.1,0.05,0.7,0,0,0.1,9.1,24.1,0,MF
1441,Kristijan Jaki?,0,2024-2025,27,hr CRO,Augsburg,de Bundesliga,31,2306,25.6,27,4,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.04,0.7,0,0,0.2,22.2,20.7,0,MF
1442,Luca Ranieri,0,2024-2025,25,it ITA,Fiorentina,it Serie A,36,3071,34.1,35,1,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.11,0.3,0.09,0.2,0.1,45.5,16.2,0,DF
1443,Hugo Magnetti,0,2024-2025,26,fr FRA,Brest,fr Ligue 1,32,2323,25.8,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.7,0.05,0.17,0.2,31.6,25.3,0,MF
1444,Edimilson Fernandes,0,2024-2025,28,ch SUI,Brest,fr Ligue 1,19,1105,12.3,12,7,8,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.04,0.8,0,0,0.2,20,24.2,0,"MF,DF"
1445,Héctor Bellerín,0,2024-2025,29,es ESP,Betis,es La Liga,9,580,6.4,6,3,10,0,0.3,0.3,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0,0,0,0.2,0.2,0,0,0.2,100,14.6,0,DF
1446,Modibo Sagnan,0,2024-2025,25,ml MLI,Montpellier,fr Ligue 1,27,2141,23.8,24,3,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0.07,0.5,0.18,0.67,0.1,27.3,11.5,0,DF
1447,Alessandro Bastoni,0,2024-2025,25,it ITA,Inter,it Serie A,33,2401,26.7,31,2,3,0,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.1,0.06,0.5,0.08,0.5,0.1,15.4,13.3,0,DF
1448,Lucas Digne,0,2024-2025,31,fr FRA,Aston Villa,eng Premier League,32,2351,26.1,28,4,6,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0.06,0.5,0,0,0.1,23.1,22.7,0.2,DF
1449,Ylber Ramadani,0,2024-2025,28,al ALB,Lecce,it Serie A,29,1807,20.1,21,8,8,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.04,0.8,0.06,0.17,0.3,35.3,25.7,0,MF
1450,Jens Cajuste,0,2024-2025,24,se SWE,Ipswich Town,eng Premier League,30,1959,21.8,25,5,3,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.05,0.6,0.08,1,0,8.3,19.7,0,MF
1451,Christian Günter,0,2024-2025,31,de GER,Freiburg,de Bundesliga,29,2314,25.7,27,2,5,0.1,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0.2,0.1,0,0.1,0,0.03,0.8,0.1,0.33,0.2,28.6,22.4,0,DF
1452,Johan Mojica,0,2024-2025,31,co COL,Mallorca,es La Liga,36,2755,30.6,30,6,1,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,-0.1,0.05,0.6,0.06,0.33,0.1,17.6,24.2,0.1,DF
1453,Brendan Chardonnet,0,2024-2025,29,fr FRA,Brest,fr Ligue 1,27,2416,26.8,27,0,4,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.06,0.5,0.07,1,0,7.1,13.1,0,DF
1454,Jordan Amavi,0,2024-2025,30,fr FRA,Brest,fr Ligue 1,11,790,8.8,8,3,9,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.03,0.9,0,0,0.3,37.5,25,0.1,DF
1455,Marko Ivezi?,0,2024-2025,22,rs SRB,Holstein Kiel,de Bundesliga,23,1657,18.4,18,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.4,0,,0,0,13.4,0,DF
1456,Calvin Bassey,0,2024-2025,24,ng NGA,Fulham,eng Premier League,35,3074,34.2,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.4,0.07,0.25,0.1,28.6,15.3,0,DF
1457,Nathan Aké,0,2024-2025,29,nl NED,Manchester City,eng Premier League,10,678,7.5,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.4,0,,0,0,10,0,DF
1458,Moïse Bombito,0,2024-2025,24,ca CAN,Nice,fr Ligue 1,27,2192,24.4,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.3,0,0,0,12.5,18.2,0,DF
1459,Mamadou Sarr,0,2024-2025,18,fr FRA,Strasbourg,fr Ligue 1,27,2365,26.3,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.2,0,,0,0,6.7,0,DF
1460,Andrea Cambiaso,0,2024-2025,24,it ITA,Juventus,it Serie A,33,2221,24.7,25,8,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.04,0.7,0.12,0.33,0.2,35.3,22.1,0,"DF,FW"
1461,Luca Caldirola,0,2024-2025,33,it ITA,Monza,it Serie A,14,876,9.7,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.4,0,0,0.2,50,19.6,0.1,DF
1462,Julian Ryerson,0,2024-2025,26,no NOR,Dortmund,de Bundesliga,29,2259,25.1,27,2,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.1,0.1,-0.1,0.04,0.7,0.11,0.4,0.2,27.8,20.4,0,DF
1463,Krépin Diatta,0,2024-2025,25,sn SEN,Monaco,fr Ligue 1,19,508,5.6,3,16,5,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0,0,-0.1,0.08,0.4,0,0,0.2,50,13.1,0,"DF,FW"
1464,Luke Thomas,0,2024-2025,23,eng ENG,Leicester City,eng Premier League,14,1110,12.3,13,1,11,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.07,0.4,0,,0,0,16.8,0,DF
1465,Juan David Cabal,0,2024-2025,23,co COL,Juventus,it Serie A,7,460,5.1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,1,0,,0,0,21.8,0,DF
1466,Giorgos Kyriakopoulos,0,2024-2025,28,gr GRE,Monza,it Serie A,34,2845,31.6,33,1,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.03,0.9,0.07,0.22,0.3,33.3,21.5,0.1,DF
1467,Sael Kumbedi,0,2024-2025,19,fr FRA,Lyon,fr Ligue 1,14,951,10.6,12,2,12,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.08,0.4,0,0,0.2,50,14.4,0,DF
1468,Roméo Lavia,0,2024-2025,20,be BEL,Chelsea,eng Premier League,16,797,8.9,11,5,4,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.13,0.2,0,,0,0,18.8,0,MF
1469,Malick Thiaw,0,2024-2025,22,de GER,Milan,it Serie A,22,1806,20.1,19,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.3,0,,0,0,9.4,0,DF
1470,Julien Le Cardinal,0,2024-2025,26,fr FRA,Brest,fr Ligue 1,16,1378,15.3,15,1,8,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.7,0,0,0.2,30,11.6,0,DF
1471,Marius Wolf,0,2024-2025,29,de GER,Augsburg,de Bundesliga,32,2144,23.8,28,4,0,0,0.1,0.2,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0,0,0,0.06,0.5,0.08,0.5,0.1,16.7,18.4,0,DF
1472,Oliver Skipp,0,2024-2025,23,eng ENG,Leicester City,eng Premier League,24,1129,12.5,10,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.4,0,0,0.1,20,19.4,0,MF
1473,Adam Aznou,0,2024-2025,18,ma MAR,2 Teams,2 Comps,15,893,9.9,10,5,13,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.07,0.4,0,0,0.1,25,17.7,0,DF
1474,Javi Hernández,0,2024-2025,26,es ESP,Leganés,es La Liga,31,2389,26.5,27,4,5,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.04,0.6,0.12,0.33,0.2,35.3,21.3,0.1,DF
1475,Pau Cubarsí,0,2024-2025,17,es ESP,Barcelona,es La Liga,35,2618,29.1,29,6,3,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.1,0.3,0,,0,0,8.9,0,DF
1476,Juan Jesus,0,2024-2025,33,br BRA,Napoli,it Serie A,15,1074,11.9,12,3,18,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.11,0.3,0,,0,0,7.3,0,DF
1477,Granit Xhaka,0,2024-2025,31,ch SUI,Leverkusen,de Bundesliga,33,2888,32.1,33,0,1,0.1,0.2,0.3,0.1,0,0,0,0,0,0.1,0.2,0.2,0.2,0,0,0.1,0.04,0.7,0.1,0.67,0.1,14.3,24.6,0,MF
1478,Juan Miranda,0,2024-2025,24,es ESP,Bologna,it Serie A,31,2277,25.3,25,6,5,0,0.2,0.2,0,0,0,0,0,0,0.2,0.3,0.2,0.3,0,0,0,0.03,0.9,0,0,0.2,22.7,26.1,0.2,DF
1479,Max Rosenfelder,0,2024-2025,21,de GER,Freiburg,de Bundesliga,25,1249,13.9,13,12,2,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.08,0.4,0.2,1,0.1,20,12.3,0,DF
1480,Lewis Cook,0,2024-2025,27,eng ENG,Bournemouth,eng Premier League,36,2978,33.1,32,4,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,0,0.07,0.4,0.07,0.25,0.1,28.6,23.4,0,"MF,DF"
1481,Mickael Nade,0,2024-2025,25,fr FRA,Saint-Étienne,fr Ligue 1,26,2306,25.6,25,1,4,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0.14,0.2,0.2,0.5,0.1,40,13.5,0,DF
1482,Guela Doué,0,2024-2025,21,ci CIV,Strasbourg,fr Ligue 1,32,2717,30.2,30,2,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.05,0.6,0.06,0.17,0.2,33.3,14.4,0,DF
1483,Yukinari Sugawara,0,2024-2025,24,jp JPN,Southampton,eng Premier League,30,1557,17.3,16,14,5,0.1,0.1,0.1,0.1,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,-0.1,0.03,0.8,0.07,0.2,0.3,35.7,20.2,0.1,"DF,MF"
1484,Djed Spence,0,2024-2025,23,eng ENG,Tottenham,eng Premier League,25,1792,19.9,19,6,8,0.1,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.06,0.5,0.1,0.33,0.2,30,23.9,0,DF
1485,Lassana Coulibaly,0,2024-2025,28,ml MLI,Lecce,it Serie A,38,2667,29.6,30,8,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.09,0.3,0.11,0.33,0.1,33.3,18.7,0,MF
1486,Nélson Semedo,0,2024-2025,30,pt POR,Wolves,eng Premier League,34,2886,32.1,32,2,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.05,0.6,0,0,0.2,38.9,23.9,0,DF
1487,Hauke Wahl,0,2024-2025,30,de GER,St. Pauli,de Bundesliga,33,2970,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.3,0,0,0.1,36.4,11.4,0,DF
1488,Filippo Terracciano,0,2024-2025,21,it ITA,Milan,it Serie A,13,539,6,6,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.5,0,0,0.2,33.3,20.9,0,"DF,MF"
1489,Marcos Llorente,0,2024-2025,29,es ESP,Atlético Madrid,es La Liga,33,2513,27.9,28,5,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,0,0.05,0.6,0.13,0.4,0.2,31.3,19.2,0,"DF,MF"
1490,Obite N'Dicka,0,2024-2025,24,ci CIV,Roma,it Serie A,38,3420,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.5,0,0,0.1,27.8,11.2,0,DF
1491,Loïc Nego,0,2024-2025,33,hu HUN,Le Havre,fr Ligue 1,31,2459,27.3,28,3,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.07,0.4,0,0,0.1,18.2,17.1,0,"DF,FW"
1492,Antonio Blanco,0,2024-2025,24,es ESP,Alavés,es La Liga,35,2727,30.3,32,3,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.03,0.8,0,0,0.1,12,27.1,0,MF
1493,Abdul Mumin,0,2024-2025,26,gh GHA,Rayo Vallecano,es La Liga,24,2017,22.4,24,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.4,0.2,0.67,0.1,30,12.9,0,DF
1494,Yan Couto,0,2024-2025,22,br BRA,Dortmund,de Bundesliga,21,895,9.9,8,13,8,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0,0,-0.1,0.04,0.6,0,0,0.2,33.3,21.3,0,"DF,FW"
1495,Aarón Martín,0,2024-2025,27,es ESP,Genoa,it Serie A,36,3085,34.3,35,1,1,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.1,0.06,0.5,0,0,0.1,25,23.6,0.1,DF
1496,Copete,0,2024-2025,24,es ESP,Mallorca,es La Liga,25,1528,17,16,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.4,0,0,0.1,33.3,9.9,0,DF
1497,Marin Šverko,0,2024-2025,26,hr CRO,Venezia,it Serie A,16,1117,12.4,12,4,11,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0.11,0.2,0.33,1,0.1,33.3,17.2,0,DF
1498,Nathan Wood-Gordon,0,2024-2025,22,eng ENG,Southampton,eng Premier League,11,773,8.6,9,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.2,0,,0,0,5.9,0,DF
1499,Pierre Kalulu,0,2024-2025,24,fr FRA,Juventus,it Serie A,29,2337,26,25,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.14,0.33,0.1,42.9,10.9,0,DF
1500,Josip Staniši?,0,2024-2025,24,hr CRO,Bayern Munich,de Bundesliga,14,876,9.7,9,5,2,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,0.1,0.13,0.2,0,,0,0,9.4,0,DF
1501,Mattia Viti,0,2024-2025,22,it ITA,Empoli,it Serie A,30,2572,28.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.4,0.09,0.5,0.1,18.2,14.3,0,DF
1502,Flynn Downes,0,2024-2025,25,eng ENG,Southampton,eng Premier League,27,2151,23.9,25,2,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.06,0.4,0.1,0.33,0.1,30,18.7,0,MF
1503,Aritz Elustondo,0,2024-2025,30,es ESP,Real Sociedad,es La Liga,22,1457,16.2,16,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.2,0,,0,0,8.2,0,DF
1504,Kaishu Sano,0,2024-2025,23,jp JPN,Mainz 05,de Bundesliga,34,3043,33.8,34,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.04,0.6,0,0,0.1,10,20.2,0,MF
1505,Martin Valjent,0,2024-2025,28,sk SVK,Mallorca,es La Liga,31,2763,30.7,31,0,6,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.4,0.25,0.6,0.2,41.7,13.1,0,DF
1506,Nicolas Höfler,0,2024-2025,34,de GER,Freiburg,de Bundesliga,20,794,8.8,7,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.5,0,,0,0,18.5,0,MF
1507,Nicolás Valentini,0,2024-2025,23,ar ARG,2 Teams,it Serie A,14,1129,12.5,13,1,5,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,-0.1,0.04,0.6,0,,0,0,13.3,0,DF
1508,Kyle Walker-Peters,0,2024-2025,27,eng ENG,Southampton,eng Premier League,33,2918,32.4,33,0,2,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.04,0.6,0,0,0.2,30,18.3,0,DF
1509,Dani Ceballos,0,2024-2025,27,es ESP,Real Madrid,es La Liga,23,1215,13.5,15,8,6,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0,0,-0.1,0.05,0.5,0,0,0.1,28.6,22.5,0,MF
