,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1090,Tim Oermann,31.4,2024-2025,20,de GER,Bochum,de Bundesliga,29,2213,24.6,26,3,4,0,0.1,0.1,0,0,0,0,31.4,38.1,82.4,0.3,2,0.3,0.1,2.5,583.1,169.9,10.9,12,90.2,17.2,19.1,90,2.9,5.2,55,DF
1091,Nahuel Tenaglia,31.3,2024-2025,28,ar ARG,Alavés,es La Liga,34,2922,32.5,33,1,1,0.1,0,0.1,0.1,0,0,0,31.3,43.4,72.1,0.6,2.6,0.6,0.3,3.2,543.3,252.2,14.4,16.8,85.7,14.3,19,75.4,2.3,5.5,41.8,DF
1092,Jubal,31.3,2024-2025,30,br BRA,Auxerre,fr Ligue 1,30,2640,29.3,30,0,0,0.2,0,0.2,0.1,0.1,0.1,0,31.3,36,86.8,0.2,1.2,0.2,0,1.1,633.6,190.9,9.2,9.9,93.1,18.4,19.5,94.4,3.5,6,58,DF
1093,Ardian Ismajli,31.3,2024-2025,27,al ALB,Empoli,it Serie A,29,2508,27.9,29,0,0,0,0,0,0,0,0,0,31.3,36.1,86.8,0.1,0.4,0,0,1.4,642.8,220,6.7,7.6,89.1,21,22.6,92.7,3.4,5.3,64.2,DF
1094,Pasquale Mazzocchi,31.3,2024-2025,29,it ITA,Napoli,it Serie A,20,702,7.8,7,13,11,0,0,0,0,0,0,0,31.3,39,80.3,0.6,0.8,1,0.4,2.9,485.4,129.7,16.3,17.6,92.7,12.9,16,80.8,1.4,3.3,42.3,"DF,FW"
1095,Pedro Pereira,31.2,2024-2025,26,pt POR,Monza,it Serie A,35,2665,29.6,32,3,1,0,0.1,0.1,0,0,0,0,31.2,38.7,80.7,0.5,1.8,0.5,0.3,2.2,540.1,177.2,13.8,15.4,89.5,14.4,16.9,85.4,2.4,4.3,55.9,DF
1096,Lucas Torró,31.2,2024-2025,30,es ESP,Osasuna,es La Liga,35,2957,32.9,35,0,1,0.1,0,0.1,0.1,0,0,0,31.2,41.5,75.3,0.3,3.5,0.2,0,3.3,530.2,152.7,14.6,18.5,79.2,13,16,81.2,2.6,4.9,53.7,MF
1097,Michael Kayode,31.2,2024-2025,20,it ITA,2 Teams,2 Comps,17,655,7.3,7,10,15,0,0.1,0.1,0,0,0,0,31.2,42.5,73.5,1.2,2.2,0.5,0.3,2.7,547.1,161.6,15,17.3,86.5,13.5,17.5,77.2,2.7,6.6,41.7,DF
1098,Son Heung-min,31.1,2024-2025,32,kr KOR,Tottenham,eng Premier League,30,2110,23.4,24,6,0,0.3,0.4,0.7,0.3,0,0.1,0,31.1,39.5,78.9,2.1,1.7,2.2,0.3,4.7,440.3,122.3,19.1,21.2,89.8,8.8,10.9,80.5,1.7,3.5,48.1,FW
1099,Samuel Chukwueze,31.1,2024-2025,25,ng NGA,Milan,it Serie A,26,925,10.3,9,17,8,0.3,0.2,0.5,0.3,0,0,0,31.1,41.1,75.8,2.6,1.8,2,0.5,3.5,549.1,113.3,14.7,16.7,87.8,13.3,17,78.3,2.9,5.5,52.6,"FW,MF"
1100,Romain Faivre,31.1,2024-2025,26,fr FRA,Brest,fr Ligue 1,20,899,10,10,10,4,0.3,0.2,0.5,0.2,0.1,0.1,0,31.1,37.9,82.1,1,3.4,0.8,0.1,4.4,459.2,121,18.4,20.8,88.5,9.8,11.8,83.1,1.7,2.9,58.6,"MF,FW"
1101,Renato Tapia,31.1,2024-2025,29,pe PER,Leganés,es La Liga,34,2424,26.9,28,6,0,0,0,0,0,0,0,0,31.1,39.7,78.3,0.3,3,0.3,0,3.1,553,177.3,14.9,16.8,88.7,12.5,14.8,84.7,3.2,6,53.7,"MF,DF"
1102,Abdou Harroui,31.1,2024-2025,26,nl NED,Hellas Verona,it Serie A,10,463,5.1,5,5,1,0.2,0.4,0.6,0.2,0,0,0,31.1,39.3,79.2,0.8,3.1,0.6,0.4,4.1,451.7,112.7,18.7,20.6,90.6,10.5,13.4,78.3,1.2,2.9,40,"MF,FW"
1103,Habib Diarra,31.1,2024-2025,20,sn SEN,Strasbourg,fr Ligue 1,30,2352,26.1,27,3,0,0.2,0.2,0.3,0.1,0.1,0.1,0,31.1,37.4,83,1,2.4,1,0.5,4.4,513.3,110.1,14.6,16.5,88.4,14.2,16.3,86.9,1.6,2.6,61.2,"MF,FW"
1104,Morten Frendrup,30.9,2024-2025,23,dk DEN,Genoa,it Serie A,35,3103,34.5,35,0,1,0.1,0,0.1,0.1,0,0,0,30.9,36.3,85.4,0.4,2.3,0.3,0,3.1,465.9,95.5,16.3,18,90.5,12.4,14,88.6,1.2,1.9,61.5,MF
1105,Bradley Barcola,30.9,2024-2025,21,fr FRA,Paris S-G,fr Ligue 1,34,2181,24.2,27,7,0,0.6,0.4,1,0.6,0,0,0,30.9,37.8,81.7,2.1,1.2,2.1,0.2,4,423,102.6,20,22.5,88.8,9.3,11.3,81.8,0.8,1.4,60.6,FW
1106,Abdoulaye Bamba,30.9,2024-2025,34,ci CIV,Angers,fr Ligue 1,19,1510,16.8,16,3,12,0,0,0,0,0,0,0,30.9,34.9,88.5,0.4,1.1,0.2,0.2,1,623.4,198.5,7.5,8.3,90.6,20.3,21.7,93.7,2.6,4.1,64.7,DF
1107,Sebastiaan Bornauw,30.8,2024-2025,25,be BEL,Wolfsburg,de Bundesliga,15,788,8.8,8,7,4,0.2,0.1,0.3,0.2,0,0,0,30.8,37.7,81.8,0.1,2.1,0.2,0,2.4,562.5,159.2,10.6,11.9,89.4,17.6,19.9,88.5,2.1,4.2,48.6,DF
1108,James Sands,30.8,2024-2025,24,us USA,St. Pauli,de Bundesliga,7,453,5,5,2,0,0,0,0,0,0,0,0,30.8,40.5,76,0.2,1.6,0.6,0,3.2,454.2,127.9,15.1,17.9,84.4,12.3,14.3,86.1,1.2,3,40,"MF,DF"
1109,Gaetano Castrovilli,30.7,2024-2025,27,it ITA,2 Teams,it Serie A,21,744,8.3,8,13,13,0,0,0,0,0,0,0,30.7,38.2,80.4,1.1,2.3,0.6,0,4.1,478.9,128.6,16.7,19,87.9,11.6,13.2,88.1,1.7,3.1,53.8,MF
1110,Alfonso Pedraza,30.7,2024-2025,28,es ESP,Villarreal,es La Liga,12,460,5.1,4,8,2,0,0.4,0.4,0,0,0,0,30.7,41.7,73.7,1.8,1.4,1.6,1.2,1.8,489.1,179.6,15.8,16.4,96.4,11.5,15.3,75.6,2,5.1,38.5,"DF,MF"
1111,Kelvin Amian,30.7,2024-2025,26,fr FRA,Nantes,fr Ligue 1,30,2165,24.1,23,7,3,0,0,0,0,0,0,0,30.7,38.3,80.1,0.5,2.5,1,0.5,3,491.4,213.9,16,17.5,91.4,11.6,14.3,81,2.2,4.4,49.5,DF
1112,Fabiano Parisi,30.7,2024-2025,23,it ITA,Fiorentina,it Serie A,26,1124,12.5,11,15,12,0.2,0,0.2,0.2,0,0,0,30.7,38.1,80.5,0.3,2.2,0.7,0.2,3.2,487.8,151.2,15.8,17.7,89.1,12,14.7,81.5,1.8,3.1,59,"DF,MF"
1113,Ernest Nuamah,30.6,2024-2025,20,gh GHA,Lyon,fr Ligue 1,23,1052,11.7,13,10,1,0.3,0.1,0.3,0.3,0,0,0,30.6,38.3,79.9,1.5,0.9,1.5,0.3,2.8,429.6,78.5,19.6,21.6,90.9,8,10.4,77.7,1.7,2.6,66.7,"FW,MF"
1114,Lukas Ullrich,30.6,2024-2025,20,de GER,Gladbach,de Bundesliga,26,1903,21.1,24,2,3,0,0.1,0.1,0,0,0,0,30.6,40.2,76.1,0.4,1.4,0.4,0.3,1.8,464.5,161.6,17.7,19.9,89.3,11,14,78.5,1.5,3.8,38.8,DF
1115,Hong Hyunseok,30.6,2024-2025,25,kr KOR,Mainz 05,de Bundesliga,23,530,5.9,4,19,9,0,0.2,0.2,0,0,0,0,30.6,39.2,77.9,1.5,1.9,1.2,0.2,3.9,385.1,106.3,20.5,23.9,85.8,7.8,10.2,76.7,0.7,1.5,44.4,MF
1116,John Tolkin,30.5,2024-2025,22,us USA,Holstein Kiel,de Bundesliga,11,737,8.2,9,2,2,0,0.2,0.2,0,0,0,0,30.5,44.9,67.9,1.3,1.7,0.6,0.1,2.1,536.1,234.5,14.8,17,87.1,12.2,16.6,73.5,3.1,8.8,34.7,"DF,MF"
1117,Yannick Gerhardt,30.4,2024-2025,30,de GER,Wolfsburg,de Bundesliga,29,1518,16.9,15,14,2,0.1,0.1,0.1,0.1,0,0,0,30.4,39.5,76.9,0.2,2.6,0.7,0.2,3.4,466.7,157.3,15.8,19,83.2,12.2,14.6,83.7,1.4,3.4,40.4,"MF,DF"
1118,Viktor Tsyhankov,30.4,2024-2025,26,ua UKR,Girona,es La Liga,27,1913,21.3,23,4,1,0.1,0.2,0.3,0.1,0,0,0,30.4,41,74.2,1.6,1.8,1.1,0.3,3.1,460.7,119.1,17,19.6,86.8,9,12.2,74.1,2.4,5.6,44.1,"FW,MF"
1119,Michel Ndary Adopo,30.4,2024-2025,24,fr FRA,Cagliari,it Serie A,35,2409,26.8,27,8,2,0,0,0.1,0,0,0,0,30.4,36.6,83,0.7,3.4,0.5,0.1,4,484.2,142.7,15.5,17.9,86.6,12.7,14.5,87.1,1.6,2.4,65.6,MF
1120,Lucas Oliveira Rosa,30.3,2024-2025,24,br BRA,Valladolid,es La Liga,21,1890,21,21,0,0,0,0,0,0,0,0,0,30.3,39.7,76.5,0.6,1.6,0.3,0.2,2.4,491,165.7,15.8,17.7,89,12,15.1,79.2,2,4.4,45.7,DF
1121,Marco Brescianini,30.3,2024-2025,24,it ITA,Atalanta,it Serie A,29,991,11,9,20,5,0.4,0.2,0.5,0.4,0,0,0,30.3,38.1,79.5,0.6,2.5,0.8,0.2,3.3,431.9,96.3,18.9,21.3,88.5,10.1,12.4,81,0.7,2,36.4,MF
1122,Matt O'Riley,30.3,2024-2025,23,dk DEN,Brighton,eng Premier League,21,938,10.4,11,10,3,0.2,0.2,0.4,0.1,0.1,0.1,0,30.3,39.6,76.5,2,2.9,0.8,0.1,3.6,481.5,130.7,15.4,17.5,88.5,10.4,12.8,81.2,2.9,6,47.6,MF
1123,Dwight McNeil,30.3,2024-2025,24,eng ENG,Everton,eng Premier League,21,1371,15.2,15,6,0,0.3,0.4,0.7,0.3,0,0,0,30.3,40.6,74.5,2.4,2.6,2.4,0.7,4.5,558.1,183.2,14.1,16.1,87.4,10.8,13.1,82.5,4.6,8.9,51.5,"MF,FW"
1124,Janik Haberer,30.2,2024-2025,30,de GER,Union Berlin,de Bundesliga,28,1696,18.8,21,7,6,0,0,0,0,0,0,0,30.2,39.3,77,0.4,2.2,0.5,0.1,3.1,485.6,132.8,14.8,17.7,83.5,12.5,14.9,84,1.9,3.5,54.5,"MF,DF"
1125,Ridgeciano Haps,30.2,2024-2025,31,sr SUR,Venezia,it Serie A,25,1369,15.2,14,11,9,0.1,0.1,0.1,0.1,0,0,0,30.2,38.9,77.7,0.5,2.2,0.8,0.4,3.4,518.6,176.4,13.5,15.1,90,14.1,17.2,82,2.2,4.5,48.5,DF
1126,Jordan Zemura,30.2,2024-2025,24,zw ZIM,Udinese,it Serie A,23,1415,15.7,13,10,11,0.1,0.1,0.2,0.1,0,0,0,30.2,39.5,76.5,0.7,1.5,1,0.6,2.7,478.2,181.8,16.6,18.1,91.9,11.1,14.6,75.7,2,4.6,43.1,DF
1127,Yaser Asprilla,30.2,2024-2025,20,co COL,Girona,es La Liga,27,1405,15.6,15,12,3,0.2,0.1,0.3,0.2,0,0,0,30.2,41.8,72.1,1.5,2.2,2.4,0.6,4.9,551.7,140.5,14,16.5,85.2,11.8,15.3,77,4,7.4,53.9,"FW,MF"
1128,Leif Davis,30.2,2024-2025,24,eng ENG,Ipswich Town,eng Premier League,33,2743,30.5,32,1,0,0,0.1,0.1,0,0,0,0,30.2,42.1,71.6,2,1.1,0.9,0.4,1.9,520.3,208.4,14.1,16.4,86.2,13,16.7,77.8,2.6,7,37.1,DF
1129,Antonio Candela,30.1,2024-2025,24,it ITA,2 Teams,2 Comps,26,1914,21.3,24,2,9,0,0,0,0,0,0,0,30.1,39.8,75.8,0.7,2,0.6,0.6,2.3,498.2,183.8,15.3,17.2,89.3,12,15.9,75.4,2.1,4.8,44.1,DF
1130,Gabriel Strefezza,30.1,2024-2025,27,br BRA,Como,it Serie A,37,2619,29.1,32,5,0,0.2,0.1,0.3,0.2,0,0,0,30.1,39.8,75.6,2,2.3,1,0.3,3.6,456.8,117.4,16.7,18.7,89.4,8.9,11.6,76.6,2.4,5,48.6,"FW,MF"
1131,José Gragera,30.1,2024-2025,23,es ESP,Espanyol,es La Liga,10,569,6.3,7,3,3,0,0,0,0,0,0,0,30.1,34.3,87.6,0.2,2.2,0,0,2.2,543.5,134.1,11.7,13.8,85.1,16,16.8,95.3,1.9,2.7,70.6,MF
1132,Matija Nastasi?,30,2024-2025,31,rs SRB,Leganés,es La Liga,26,2110,23.4,24,2,4,0,0,0,0,0,0,0,30,36.3,82.6,0.1,1.6,0,0,2.5,604.8,205.6,8.8,9.7,90.4,17.8,19.7,90.5,3.1,6.2,49.7,DF
1133,Javi Hernández,30,2024-2025,26,es ESP,Leganés,es La Liga,31,2389,26.5,27,4,5,0.1,0,0.1,0.1,0,0,0,30,39.9,75.2,0.6,2,0.4,0.2,3,467.1,177.2,16.3,19.1,85.8,11.4,14.5,78.9,1.5,4.4,33.9,DF
1134,Christian Pulisic,30,2024-2025,25,us USA,Milan,it Serie A,34,2478,27.5,29,5,0,0.4,0.3,0.7,0.3,0.1,0.1,0,30,39.2,76.5,2.5,2,1.3,0.3,3.8,440.6,111.3,17.8,20.1,88.8,9.4,12.4,76,1.6,4.1,40.2,"FW,MF"
1135,Andreas Pereira,30,2024-2025,28,br BRA,Fulham,eng Premier League,33,2013,22.4,25,8,2,0.1,0.2,0.3,0.1,0,0,0,30,43.4,69.1,2.5,3,0.8,0.2,4.6,542.7,174.5,13.9,16.6,83.6,11.5,14.6,79.1,4,9.7,40.8,MF
1136,Mason Mount,30,2024-2025,25,eng ENG,Manchester Utd,eng Premier League,17,622,6.9,8,9,3,0.1,0,0.1,0.1,0,0,0,30,36.6,81.8,1.2,2.7,1.2,0.3,4.8,436.3,102.6,17.4,20,87,8.4,10.3,81.7,1.9,2.6,72.2,MF
1137,Mahamadou Diawara,29.9,2024-2025,19,fr FRA,2 Teams,fr Ligue 1,17,598,6.6,6,11,4,0,0.2,0.2,0,0,0,0,29.9,36.1,82.9,1.1,2.3,0.2,0,2.6,534.7,95,12.5,14.3,87.4,14,15.1,93,2.6,3.5,73.9,MF
1138,Nicolas Pépé,29.9,2024-2025,29,ci CIV,Villarreal,es La Liga,28,1500,16.7,15,13,0,0.2,0.4,0.5,0.2,0,0,0,29.9,37.9,79.1,2,1.5,1.6,0.2,3.6,412.3,97.3,18,19.7,91.2,8.7,11.1,78.4,1.7,3.1,56.9,"FW,MF"
1139,Fisayo Dele-Bashiru,29.9,2024-2025,23,ng NGA,Lazio,it Serie A,20,947,10.5,12,8,16,0.3,0.1,0.4,0.3,0,0,0,29.9,34.1,87.7,1,2.2,0.4,0.1,2.5,422.4,67.6,17.5,19.6,89.3,10.4,11.1,93.2,0.9,1,81.8,"MF,FW"
1140,Saúl Ñíguez,29.9,2024-2025,29,es ESP,Sevilla,es La Liga,24,1553,17.3,17,7,2,0.1,0.3,0.4,0.1,0,0,0,29.9,38.2,78.3,1.3,3,0.5,0.1,3.8,496.8,133.1,14.5,16.7,86.8,12.7,15.2,83.7,1.8,3.8,47.7,MF
1141,Ola Aina,29.9,2024-2025,27,ng NGA,Nott'ham Forest,eng Premier League,35,2995,33.3,35,0,0,0.1,0,0.1,0.1,0,0,0,29.9,40.6,73.5,0.5,2.6,0.7,0.3,3.2,461.9,189.2,15.9,18,88.6,11.2,15.1,74.5,1.7,5,34.3,DF
1142,Martin Frese,29.8,2024-2025,26,dk DEN,Hellas Verona,it Serie A,11,549,6.1,5,6,3,0,0,0,0,0,0,0,29.8,42,71.1,0.8,2.3,0.7,0,3.1,494.8,189.3,14.9,16.1,92.9,10.8,15.1,71.7,3,8.5,34.6,DF
1143,Edoardo Bove,29.8,2024-2025,22,it ITA,2 Teams,it Serie A,12,851,9.5,11,1,2,0.1,0.2,0.3,0.1,0,0,0,29.8,36.4,82,1.2,1.9,0.4,0,3.9,494.1,111.9,14.7,16.8,87.4,11.8,13.2,89.6,2.5,3.4,75,"MF,FW"
1144,Luca Marianucci,29.8,2024-2025,20,it ITA,Empoli,it Serie A,18,1069,11.9,12,6,17,0,0,0,0,0,0,0,29.8,38.8,76.8,0.3,2.4,0.2,0.1,2.4,629.2,262.3,9.2,10.5,87.2,14.6,17,86.1,5.4,9.9,54.2,DF
1145,Tamás Nikitscher,29.8,2024-2025,24,hu HUN,Valladolid,es La Liga,13,858,9.5,9,4,4,0,0,0,0,0,0,0,29.8,32.6,91.3,0.2,1.4,0.1,0,1.4,473.9,103.3,14.3,15.6,91.3,13.1,13.6,96.2,1.5,2.1,70,"MF,DF"
1146,Carlos Benavídez,29.8,2024-2025,26,uy URU,Alavés,es La Liga,18,487,5.4,6,12,12,0.2,0.2,0.4,0.2,0,0,0,29.8,42.9,69.4,0.6,4.3,0.7,0,4.8,568.1,172.1,12.8,15.3,83.1,11.8,15.3,77.1,4.6,9.4,49,MF
1147,Jens Cajuste,29.7,2024-2025,24,se SWE,Ipswich Town,eng Premier League,30,1959,21.8,25,5,3,0,0,0.1,0,0,0,0,29.7,36,82.6,0.6,2.3,0.3,0,2.7,486.8,102.4,13.8,15.5,89.1,13.8,16.2,85.2,1.4,2.8,50.8,MF
1148,Alex Baena,29.7,2024-2025,23,es ESP,Villarreal,es La Liga,32,2595,28.8,30,2,0,0.2,0.3,0.6,0.2,0,0,0,29.7,44.6,66.6,3.3,3.3,2.5,0.7,6.6,604.6,228.2,10.9,13.7,79.7,13.6,18.6,73.5,4.8,9.6,49.6,"MF,FW"
1149,Juanlu Sánchez,29.7,2024-2025,20,es ESP,Sevilla,es La Liga,32,1722,19.1,18,14,4,0.2,0.2,0.4,0.2,0,0,0,29.7,36.4,81.5,1.3,2.7,0.7,0.3,3.6,434.5,126.5,17.4,19.4,89.8,11.6,13.5,85.7,0.5,1.4,33.3,"MF,DF"
1150,Lars Ritzka,29.7,2024-2025,26,de GER,St. Pauli,de Bundesliga,21,922,10.2,11,10,8,0.1,0,0.1,0.1,0,0,0,29.7,41.5,71.5,0.5,2.4,0.5,0.2,2,498.7,175.9,14,15.8,88.3,14.3,18.5,77.4,1.3,5.1,25,"DF,MF"
1151,Emmanuel Biumla,29.6,2024-2025,19,fr FRA,Angers,fr Ligue 1,17,1336,14.8,15,2,4,0.1,0,0.1,0.1,0,0,0,29.6,33.6,88.2,0.1,0.9,0.1,0,1.1,595.6,177.6,7.3,8.3,87.8,20.2,21.3,94.9,2,3.5,55.8,DF
1152,Jean-Eudes Aholou,29.6,2024-2025,30,ci CIV,Angers,fr Ligue 1,26,1959,21.8,26,0,1,0.1,0,0.1,0.1,0,0,0,29.6,35.1,84.3,0.5,2.1,0.3,0,3.1,467.8,123.4,14.7,16.6,88.6,13.2,14.8,89.1,1,2.2,44.7,MF
1153,Valentin Gendrey,29.6,2024-2025,24,fr FRA,2 Teams,2 Comps,24,1594,17.7,16,8,2,0.1,0.1,0.1,0.1,0,0,0,29.6,42.1,70.3,1,2.4,1,0.6,3,491.3,231,14.8,17.4,85.1,11.8,17.3,68.3,2.3,5.4,43.2,DF
1154,Frank Onyeka,29.6,2024-2025,26,ng NGA,2 Teams,2 Comps,33,2611,29,30,3,0,0,0,0,0,0,0,0,29.6,35.4,83.6,0.6,2.4,0.4,0.2,3.7,475.3,108.6,14.8,16.6,89,12.1,13.6,88.8,2,3,66.3,MF
1155,Aleksandar Sedlar,29.5,2024-2025,32,rs SRB,Alavés,es La Liga,9,594,6.6,7,2,25,0,0,0,0,0,0,0,29.5,35.8,82.6,0,2.1,0,0,1.8,600.9,220.3,8.8,9.7,90.6,15.9,18.6,85.4,4.5,6.5,69.8,DF
1156,Fer López,29.5,2024-2025,20,es ESP,Celta Vigo,es La Liga,17,671,7.5,7,10,3,0.3,0,0.3,0.3,0,0,0,29.5,34.9,84.6,1.9,2.5,1.6,0,5.8,496.4,113.6,14.4,15.7,91.5,12.2,14.2,85.8,2.3,3,77.3,"FW,MF"
1157,Tom Rothe,29.5,2024-2025,19,de GER,Union Berlin,de Bundesliga,26,1670,18.6,19,7,4,0.2,0.2,0.3,0.2,0,0,0,29.5,43.3,68.1,0.6,1.8,0.8,0.4,2.7,456.1,192.6,17.1,20,85.2,9.6,14.1,68.3,2.1,5.4,38.6,"DF,MF"
1158,David Neres,29.5,2024-2025,27,br BRA,Napoli,it Serie A,28,1283,14.3,13,15,1,0.1,0.3,0.4,0.1,0,0,0,29.5,38.9,75.7,1.8,1.6,1.5,1,2.2,429.8,108.6,16.1,18,89.5,10,12.6,79.3,1.6,4.1,39,FW
1159,Aron Dønnum,29.5,2024-2025,26,no NOR,Toulouse,fr Ligue 1,32,2689,29.9,31,1,0,0.1,0.1,0.1,0.1,0,0,0,29.5,40.6,72.5,1.5,2.4,1.7,0.5,4.2,543.7,184.4,13.8,15.9,86.6,11.4,14.9,76.2,3.9,7.2,54.6,"DF,MF"
1160,Josip Juranovi?,29.4,2024-2025,28,hr CRO,Union Berlin,de Bundesliga,17,1159,12.9,13,4,1,0,0.1,0.1,0,0,0,0,29.4,45.7,64.5,2.1,2.6,1.7,0.9,4,589.3,252.5,10.3,13,79,13,19.1,68.3,5.3,10.7,49.3,"DF,MF"
1161,Kylian Mbappé,29.4,2024-2025,25,fr FRA,Real Madrid,es La Liga,34,2907,32.3,34,0,0,1,0.1,1.1,0.7,0.2,0.3,0.1,29.4,35.4,82.9,1.6,2.3,1.6,0.1,4.3,421.7,73.7,17.8,20.2,88.2,7.7,9,85.6,1.9,2.4,79.5,FW
1162,Albert Guðmundsson,29.3,2024-2025,27,is ISL,Fiorentina,it Serie A,24,1273,14.1,16,8,3,0.4,0.1,0.5,0.3,0.1,0.1,0,29.3,35.3,83,1.1,2.4,0.1,0,2.6,418.6,82.3,16,17.2,93,10.4,12.4,84,1,2.3,43.8,"FW,MF"
1163,Tommaso Pobega,29.3,2024-2025,25,it ITA,Bologna,it Serie A,21,1178,13.1,13,8,10,0.2,0.2,0.3,0.2,0,0,0,29.3,35.8,82.1,0.9,3.9,0.4,0.2,3.2,486.9,127.1,14.1,15.8,89.4,12.5,14.4,86.8,2,3.9,51,MF
1164,Gerard Moreno,29.3,2024-2025,32,es ESP,Villarreal,es La Liga,17,721,8,6,11,4,0.4,0.2,0.6,0,0.4,0.4,0,29.3,38.1,77,2.1,3.7,1.9,0.2,6.6,523.3,144.9,13.6,15.9,85.8,11.7,13.6,86.2,3.4,5.4,62.8,FW
1165,Ryan Sessegnon,29.3,2024-2025,24,eng ENG,Fulham,eng Premier League,16,580,6.4,7,9,16,0.6,0.3,0.9,0.6,0,0,0,29.3,37.4,78.4,1.9,2.8,1.1,0.3,3.4,423.3,133.3,18.3,21.1,86.8,9,11.3,79.5,1.2,2,61.5,"FW,DF"
1166,Danilho Doekhi,29.3,2024-2025,26,nl NED,Union Berlin,de Bundesliga,34,3060,34,34,0,0,0,0,0.1,0,0,0,0,29.3,37.4,78.3,0.4,2.4,0.2,0.1,2.8,522.7,178.2,11.9,13.6,87.9,14.3,16.3,87.6,2.4,5.8,42.3,DF
1167,Neco Williams,29.2,2024-2025,23,wls WAL,Nott'ham Forest,eng Premier League,35,2594,28.8,28,7,3,0,0.1,0.1,0,0,0,0,29.2,38.7,75.5,0.6,2.4,0.8,0.3,3.1,437.4,173.9,16.9,18.7,90.4,9.8,13.6,72.1,1.4,3.7,37.4,DF
1168,Jordy Makengo,29.2,2024-2025,22,fr FRA,Freiburg,de Bundesliga,19,745,8.3,7,12,12,0,0,0,0,0,0,0,29.2,37,79.1,0.2,1.4,0.6,0.6,1.8,476.6,106.2,13.3,14.9,89.4,13.2,16.4,80.1,1.8,3.9,46.9,DF
1169,Timo Becker,29.2,2024-2025,27,de GER,Holstein Kiel,de Bundesliga,30,2445,27.2,28,2,1,0,0.1,0.1,0,0,0,0,29.2,37.8,77.4,0.2,1.4,0.3,0.1,2.1,562.7,215,11.4,12.7,90.1,13.7,16.6,82.7,3.6,6.7,54.1,DF
1170,Christopher Nkunku,29.2,2024-2025,26,fr FRA,Chelsea,eng Premier League,27,921,10.2,9,18,6,0.3,0.2,0.5,0.3,0,0,0,29.2,32.6,89.5,1.4,2.5,0.7,0,2.4,383.8,74.3,18.1,19.7,91.6,9.3,10.1,92.2,0.6,0.6,100,FW
1171,Mattia Zaccagni,29.2,2024-2025,29,it ITA,Lazio,it Serie A,34,2686,29.8,33,1,0,0.3,0.2,0.5,0.2,0.1,0.1,0,29.2,38.6,75.8,1.8,1.7,1.3,0.2,3.8,473.7,125.9,15.3,16.8,91.2,10.5,13.7,76.1,2.5,5.6,45.2,FW
1172,Sandi Lovri?,29.2,2024-2025,26,si SVN,Udinese,it Serie A,36,2308,25.6,31,5,0,0.1,0.1,0.2,0.1,0,0,0,29.2,37.1,78.7,1.2,3.2,0.8,0.2,4.7,520,145.6,12.6,14.1,89,12.3,14.9,82.2,3.4,6.1,55.8,MF
1173,Patrizio Masini,29.2,2024-2025,23,it ITA,Genoa,it Serie A,26,1538,17.1,16,10,11,0.1,0,0.1,0.1,0,0,0,29.2,38,76.9,0.4,1.7,0.2,0.2,2.6,463.2,102.2,13.8,16.6,83.1,11.8,14,84.1,2.3,4.2,56.3,MF
1174,Samuel Mbangula,29.2,2024-2025,20,be BEL,Juventus,it Serie A,23,709,7.9,7,16,13,0.4,0.4,0.8,0.4,0,0,0,29.2,34.1,85.5,1.9,1.9,1.3,0.5,2.2,383.1,74.8,19.3,21.5,89.9,7.9,9.5,82.7,0.9,1.3,70,FW
1175,Fabian Rieder,29.2,2024-2025,22,ch SUI,Stuttgart,de Bundesliga,21,867,9.6,8,13,11,0.1,0.3,0.4,0.1,0,0,0,29.2,41.3,70.6,1.2,2.7,1.1,0.2,3.9,490.1,139.3,14.2,16.6,85.6,11.4,14.6,78,2.8,6.3,44.3,"MF,FW"
1176,Dilane Bakwa,29.1,2024-2025,21,fr FRA,Strasbourg,fr Ligue 1,30,2497,27.7,29,1,0,0.2,0.3,0.5,0.2,0,0,0,29.1,40,72.9,1.7,2.4,1.4,0.4,4.6,491.7,148.9,14.5,17.1,84.4,10.7,14.2,75.6,3.1,6.4,48.9,"MF,DF"
1177,Aimen Moueffek,29.1,2024-2025,23,fr FRA,Saint-Étienne,fr Ligue 1,22,1039,11.5,13,9,2,0,0.1,0.1,0,0,0,0,29.1,34.3,84.8,0.9,3.4,0.7,0.1,3.7,417.3,98.1,17.4,19.4,89.7,9.7,11.2,86.8,1,1.8,57.1,MF
1178,Adam Smith,29.1,2024-2025,33,eng ENG,Bournemouth,eng Premier League,25,1590,17.7,19,6,1,0,0,0,0,0,0,0,29.1,38.4,75.7,0.5,2.8,0.6,0.3,2.8,478.4,154.1,13.8,15.6,88.7,12.6,15.8,79.6,1.8,5,36,DF
1179,Edon Zhegrova,29.1,2024-2025,25,xk KVX,Lille,fr Ligue 1,12,978,10.9,12,0,0,0.4,0.1,0.5,0.4,0,0,0,29.1,38.3,76,1.5,1.6,2.4,0.3,5,457.5,135,15.7,17.7,89.1,11.3,14.6,77.4,1.5,3.7,40,"FW,MF"
